year,fallait_VERB ôter_VERB,fallait_VERB oter_VERB,fallait_VERB voter_VERB
1848,1.769948809737798e-08,5.63165514222419e-09,4.103063133698015e-08
1849,3.267971848686102e-08,8.379414939696517e-10,2.011059585527164e-08
1850,2.7155984128057753e-08,1.3577992064028876e-09,2.5119284430275002e-08
1851,3.0957306051959677e-08,6.449438760824933e-10,1.1608989325395669e-08
1852,2.9948509450150596e-08,0.0,1.8880582430824688e-08
1853,1.970737528722566e-08,0.0,1.7318601663873778e-08
1854,3.065441944727354e-08,5.195664454227256e-10,9.871762074453727e-09
1855,1.326734277995456e-08,0.0,3.1841622671890946e-09
1856,4.245295315286057e-08,0.0,6.212626857404757e-09
1857,2.0990489346672803e-08,0.0,2.4407544874094356e-09
1858,2.300027723833864e-08,0.0,4.893676130990343e-09
1859,1.884104072757964e-08,0.0,1.5276520048956854e-09
1860,1.785101666484934e-08,9.154367819341758e-10,8.696649622663699e-09
1861,2.782418562219391e-08,0.0,2.0750240636857598e-08
1862,2.710791768834042e-08,4.517986262886353e-10,6.776979422085105e-09
1863,1.1987090431375691e-08,4.994620828036034e-10,1.39849385405455e-08
1864,2.4932585773740357e-08,0.0,1.8699438442126848e-08
1865,4.000817810378976e-08,0.0,1.1767110841276462e-08
1866,1.897589108068587e-08,4.865612912574591e-10,1.2650593461671633e-08
1867,1.3102591012170706e-08,4.85281148598915e-10,1.552899675516528e-08
1868,2.0253484223076157e-08,0.0,7.903798504571569e-09
1869,3.076617005604021e-08,0.0,2.9301114423674335e-08
1870,3.4404294524392753e-08,0.0,2.2936195165357276e-08
1871,8.496941816815706e-09,0.0,2.2304472935275044e-08
1872,2.116568786902917e-08,6.047339295989218e-10,1.5723081503438152e-08
1873,1.4366410283628284e-08,0.0,2.334541804316359e-08
1874,2.0313670745508716e-08,0.0,2.5093358502203955e-08
1875,1.4875970677508121e-08,0.0,2.0597497041308088e-08
1876,1.5115036333668286e-08,0.0,4.292670396921494e-08
1877,2.535774612510977e-08,6.184815992682502e-10,1.7317484335421796e-08
1878,6.6429977074733415e-09,0.0,4.650098262004576e-08
1879,1.7717043832021773e-08,0.0,2.8102896010295808e-08
1880,5.776061406947974e-09,0.0,1.0268554007097919e-08
1881,7.669758161910067e-09,6.972507571312292e-10,1.1853263259808955e-08
1882,9.983077475794744e-09,6.655385131892899e-10,1.7304001787010748e-08
1883,4.423537092179686e-09,0.0,1.516641390253426e-08
1884,1.7164412113856997e-08,0.0,1.5183903911974994e-08
1885,2.2559724754955823e-08,1.2891271383708158e-09,2.320428826863008e-08
1886,1.8069698626277386e-08,0.0,2.6459201052375647e-08
1887,1.7628096316002484e-08,6.528924623161458e-10,1.5016526688782506e-08
1888,1.9655905347804037e-08,0.0,1.7119660356001987e-08
1889,1.4409814674820609e-08,6.265136742733546e-10,1.50363277384713e-08
1890,2.2940351840361473e-08,0.0,3.5393686204088226e-08
1891,1.1473596295275001e-08,0.0,1.8485238229004608e-08
1892,1.4417578242387208e-08,0.0,1.6298132621272998e-08
1893,1.4780200174868696e-08,0.0,2.278614097406262e-08
1894,1.827446460822557e-08,0.0,2.7096618282484997e-08
1895,4.213029924926559e-09,0.0,1.8055843042930064e-08
1896,2.181900704556483e-08,0.0,2.299841384001411e-08
1897,4.661370844871726e-09,0.0,4.078699333831537e-08
1898,1.9804241802034994e-08,0.0,1.4711722506888236e-08
1899,1.4371703827009696e-08,0.0,1.1607914629507832e-08
1900,9.863001082521805e-09,5.191053142894475e-10,2.387884379118077e-08
1901,4.470991132876634e-09,0.0,2.2913829056392387e-08
1902,2.9461704187383475e-09,0.0,1.8659077838378835e-08
1903,1.5660639007819555e-08,0.0,2.4841012802312434e-08
1904,3.7622376325430196e-09,0.0,2.8485512615361586e-08
1905,5.676835002077496e-09,5.160759042333041e-10,2.2707340008309984e-08
1906,8.230695236477459e-09,0.0,3.446603713541663e-08
1907,1.3885677496716653e-08,1.5428529565042481e-09,3.085705913008496e-08
1908,1.4734167663732478e-08,0.0,2.701263923654551e-08
1909,1.4852655993990993e-08,0.0,1.7053048750881317e-08
1910,9.619471441624228e-09,0.0,1.977335806202518e-08
1911,1.0108711201439746e-08,0.0,1.8089272302290738e-08
1912,1.719108944087111e-08,0.0,1.82329742415277e-08
1913,6.363587878865928e-09,0.0,2.9166443482608884e-08
1914,1.2054139020278853e-08,0.0,1.6741859454327823e-08
1915,2.0027295377644805e-08,0.0,5.654765544704787e-08
1916,1.7579939282086343e-08,0.0,1.0987461607214755e-08
1917,9.869782324756216e-09,0.0,1.315970976634162e-08
1918,0.0,0.0,5.743188147278033e-09
1919,4.603924352863942e-09,0.0,2.1178051312631396e-08
1920,8.329454459499175e-09,0.0,9.086678076641874e-09
1921,5.300923255902035e-09,0.0,1.6660044011018726e-08
1922,9.591316185719734e-09,0.0,3.6889677978990676e-09
1923,6.369568872344189e-09,0.0,1.2739137744688378e-08
1924,1.804827398643738e-08,0.0,2.707241186783449e-08
1925,1.0998177923937646e-09,0.0,2.1996356736053713e-08
1926,1.114613823460786e-08,0.0,2.0063049888108253e-08
1927,3.3447675740205796e-09,0.0,1.3379070296082318e-08
1928,4.570416489713125e-09,0.0,2.0566874425753667e-08
1929,2.33948540540041e-08,0.0,1.4482528065684619e-08
1930,4.201441416995522e-09,0.0,1.575540586884472e-08
1931,5.7026783295555106e-09,0.0,1.4826963656844327e-08
1932,8.767629289252454e-09,0.0,1.8631212128639163e-08
1933,5.735331320977366e-09,0.0,1.0323596200123575e-08
1934,2.3963160344919743e-09,0.0,1.5576054224197833e-08
1935,5.98414207075848e-09,0.0,7.180970484910176e-09
1936,7.274828739411987e-09,0.0,6.0623572828433225e-09
1937,5.0364472592434595e-09,0.0,1.0072894518486919e-08
1938,9.075650453382877e-09,0.0,3.8895642262559704e-09
1939,6.117620188206274e-09,0.0,9.176430282309411e-09
1940,2.5357829169792012e-09,0.0,2.028626333583361e-08
1941,5.9030051957620344e-09,0.0,8.854508237732261e-09
1942,3.034211770724937e-09,0.0,2.1239483061208375e-08
1943,1.1612940831184915e-08,0.0,2.0322646676618206e-08
1944,0.0,0.0,1.2852744646352221e-08
1945,2.178504043826024e-09,0.0,1.5249527862692958e-08
1946,1.1136883415474585e-08,0.0,8.352662561605939e-09
1947,1.1920871401116528e-08,0.0,2.622591566137089e-08
1948,1.195907639583993e-08,0.0,1.9569398546082084e-08
1949,3.9268033269479474e-09,0.0,2.4542520904446974e-08
1950,1.2762433776458693e-08,1.0635361480382244e-09,3.616023036556726e-08
1951,4.264560704569931e-09,0.0,1.9190522948520083e-08
1952,4.2179215675730575e-09,0.0,1.0544804140977249e-08
1953,6.464296653518886e-09,0.0,1.1851209791302608e-08
1954,1.07497895029951e-08,0.0,1.07497895029951e-08
1955,9.385607846468247e-10,0.0,1.9709776921672528e-08
1956,6.976913269340912e-09,0.0,5.232684952005684e-09
1957,4.417518795207798e-09,0.0,8.835037590415595e-09
1958,7.445019267748876e-09,0.0,1.1581140491045971e-08
1959,5.425523585955716e-09,0.0,1.1626121398933265e-08
1960,7.612916519406099e-09,0.0,1.2457499920515147e-08
1961,7.64297514166401e-09,0.0,1.042223907177231e-08
1962,5.0735651235811474e-09,0.0,1.9660065575521912e-08
1963,3.2330267352165265e-09,0.0,1.2932106940866106e-08
1964,7.909158661334459e-09,0.0,1.9468698653213323e-08
1965,6.5664522708175355e-09,0.0,1.8057743744748223e-08
1966,6.092982118843793e-09,0.0,8.862519607077957e-09
1967,7.888536934785861e-09,0.0,1.627010703941778e-08
1968,9.431973424511852e-09,0.0,2.2906220920049236e-08
1969,7.2668124850849836e-09,0.0,1.9983733778872192e-08
1970,1.1496812390987543e-08,4.5987250119061684e-10,9.197449912790034e-09
1971,8.221435976452085e-09,0.0,1.3359833239690033e-08
1972,7.69522046084603e-09,0.0,1.7442499000708267e-08
1973,1.268036875501366e-08,5.513203782392395e-10,1.1026407342740185e-08
1974,1.1251143128276908e-08,0.0,1.7439271360331077e-08
1975,5.711480177694739e-09,0.0,1.599214449754527e-08
1976,4.570821499072508e-09,0.0,9.141642998145016e-09
1977,1.057820764316375e-08,0.0,1.3516598507123945e-08
1978,9.504946163474415e-09,0.0,1.4257419245211622e-08
1979,1.404473604083023e-08,0.0,1.462993370893173e-08
1980,3.411090521154847e-09,0.0,1.6486936260662333e-08
1981,6.325549417596221e-09,0.0,1.3916208629893845e-08
1982,6.828252629986764e-09,0.0,1.1794254461960918e-08
1983,2.5261264191556165e-09,0.0,1.705135410645653e-08
1984,5.799008384599347e-09,5.799008495621649e-10,8.118611560803402e-09
1985,7.820225356169885e-09,1.2031116103372597e-09,7.820225356169885e-09
1986,7.1933827783254856e-09,0.0,1.2588419195935785e-08
1987,1.099947066762752e-08,6.110816852533674e-10,9.166225112267057e-09
1988,1.199310784016916e-08,5.996553809062277e-10,8.994830658082265e-09
1989,1.0427432250992297e-08,0.0,7.134558721588746e-09
1990,1.0352437129768077e-08,0.0,1.3076762783725826e-08
1991,1.1136783939491579e-08,0.0,1.1722930182145319e-08
1992,1.928480486412809e-08,0.0,1.597883780846132e-08
1993,1.2186256448387667e-08,0.0,1.1632335983335906e-08
1994,9.494868002946077e-09,0.0,1.4242301560329906e-08
1995,1.1929391696696712e-08,0.0,1.626735190995987e-08
1996,6.4057106285986265e-09,0.0,1.3345230698291743e-08
1997,3.835915585170824e-09,0.0,1.2946214766884623e-08
1998,9.536258005482523e-09,0.0,1.144351013948608e-08
1999,5.0272213059088244e-09,0.0,2.7421206638678086e-08
2000,9.277866475088103e-09,0.0,9.277866475088103e-09
2001,1.3581756164171566e-08,0.0,2.1029816110740285e-08
2002,5.6955880012310445e-09,0.0,1.3581786362237835e-08
2003,6.667076668520622e-09,0.0,2.4584844382502524e-08
2004,4.845270407116686e-09,0.0,1.9821561281219147e-08
2005,7.205999352777326e-09,0.0,1.4862373554080932e-08
2006,1.2353670086895363e-08,0.0,1.6883348052942893e-08
2007,1.2382886716011399e-08,0.0,1.4779574009082808e-08
2008,1.1069342775726909e-08,4.257439678578834e-10,1.2346575317678798e-08
2009,1.0966842545201416e-08,0.0,1.8119131084404216e-08
2010,8.030448306328708e-09,0.0,1.795041271179798e-08
2011,1.2236710311697152e-08,0.0,1.2236710311697152e-08
2012,9.531907707582832e-09,0.0,9.531907707582832e-09
2013,1.561910067948702e-08,0.0,1.561910067948702e-08
2014,1.2992670939127038e-08,0.0,1.515811653973742e-08
2015,1.551602757388082e-08,0.0,1.1969507163200888e-08
2016,1.2635174684305639e-08,0.0,1.0770968117412849e-08
2017,1.4087423672037858e-08,0.0,1.106868996458843e-08
2018,1.4714360396794746e-08,2.5814667070633845e-10,1.2391040193904246e-08
2019,1.224474122096808e-08,0.0,9.183556137770665e-09
