year,aient_VERB omis_VERB,aient_VERB vomi_VERB
1951,7.462981344019681e-09,0.0
1952,2.2144087452602434e-08,0.0
1953,1.508335856215126e-08,0.0
1954,1.7590565448699635e-08,0.0
1955,1.6894095011821264e-08,0.0
1956,9.593255967388359e-09,0.0
1957,8.835037590415595e-09,0.0
1958,2.3162280982091943e-08,0.0
1959,1.7826719656000023e-08,0.0
1960,1.7302083321624195e-08,0.0
1961,1.598076693198891e-08,0.0
1962,6.976152100435229e-09,1.2683912808952869e-09
1963,7.1126584622049904e-09,0.0
1964,1.0951143103454797e-08,3.041984220075733e-09
1965,1.3680108601477059e-08,0.0
1966,1.7171132071780448e-08,0.0
1967,1.5777073869571723e-08,9.860671168482327e-10
1968,1.8414805680322388e-08,1.7965663401398047e-09
1969,1.407944960618579e-08,4.5417578031781147e-10
1970,1.609553734738256e-08,0.0
1971,1.2332153964678128e-08,0.0
1972,1.6416469961200164e-08,1.0260293725750103e-09
1973,1.2129047988196362e-08,0.0
1974,1.012602890426706e-08,5.625571675160757e-10
1975,1.313640396460869e-08,0.0
1976,9.712995741040231e-09,0.0
1977,1.8218024422367307e-08,0.0
1978,7.128709622605811e-09,0.0
1979,1.345953837272873e-08,0.0
1980,2.4446148216838992e-08,1.1370301367108482e-09
1981,1.0120879245789638e-08,0.0
1982,1.738100685599875e-08,0.0
1983,1.515675762675528e-08,0.0
1984,1.1598016769198694e-08,0.0
1985,1.3835783185811579e-08,0.0
1986,8.991728250862252e-09,0.0
1987,7.332980445085013e-09,1.2221633705067347e-09
1988,8.395175221664886e-09,0.0
1989,8.780995486290522e-09,0.0
1990,8.717841559757744e-09,0.0
1991,9.96449056600568e-09,0.0
1992,1.0468894195980738e-08,0.0
1993,1.3294098266669607e-08,0.0
1994,6.857404422078162e-09,0.0
1995,1.138714633697191e-08,0.0
1996,9.074756945892659e-09,0.0
1997,1.1507746755512471e-08,0.0
1998,5.2449422582867555e-09,0.0
1999,7.312321859131998e-09,0.0
2000,9.719669513685858e-09,4.4180314962005696e-10
2001,8.762423675534592e-09,0.0
2002,1.1391176002462089e-08,0.0
2003,7.500461585152607e-09,0.0
2004,4.845270407116686e-09,0.0
2005,5.854874363109275e-09,0.0
2006,7.412201963319376e-09,0.0
2007,5.991719120856942e-09,1.1983438685803094e-09
2008,8.089135583588813e-09,0.0
2009,8.582746957586096e-09,0.0
2010,4.723792912386671e-09,0.0
2011,3.823971805871906e-09,0.0
2012,3.744677901096338e-09,1.0212758416727752e-09
2013,8.367375237128272e-09,0.0
2014,6.279790909502481e-09,6.496335691608124e-10
2015,4.654808538617772e-09,2.2165753954528356e-10
2016,8.906762438698479e-09,6.214020409345267e-10
2017,5.534344982294215e-09,2.515611330355938e-10
2018,2.8396134332808742e-09,2.5814667070633845e-10
2019,4.846876677788714e-09,1.02039510174734e-09
