year,grand_ADJ air_NOUN,grand_ADJ verre_NOUN
1800,1.748155455061351e-06,2.924073059240584e-07
1801,1.6525407318113139e-06,4.0480102825313224e-07
1802,1.5262069155141944e-06,3.1553545909446257e-07
1803,1.7104474636653322e-06,2.2623935080900992e-07
1804,1.7945637864613673e-06,4.004398590495839e-07
1805,1.7028837646648753e-06,2.5870187414511747e-07
1806,1.5013496295068762e-06,2.535868759423465e-07
1807,1.2213437230457203e-06,1.4519470425966574e-07
1808,1.0129350584975327e-06,2.0847880932706175e-07
1809,1.6106887414935045e-06,2.9141494906070875e-07
1810,1.1934646408917615e-06,4.165425764313113e-07
1811,1.3889205092709744e-06,1.7048122380458608e-07
1812,1.2909288216178538e-06,2.0270782385978237e-07
1813,1.9555043309082976e-06,3.134558372863694e-07
1814,1.3845379953636439e-06,2.8320094180855904e-07
1815,1.372886799799744e-06,2.4814457333377504e-07
1816,1.4114207260718103e-06,2.201723674488676e-07
1817,1.1022664239135338e-06,1.588010860587019e-07
1818,1.2314576451899484e-06,1.7524131123991538e-07
1819,1.064087996383023e-06,9.626476327184719e-08
1820,1.31599279029615e-06,2.55129350534844e-07
1821,9.250076118405559e-07,2.445649158744345e-07
1822,1.2371609727779287e-06,1.6341753905635414e-07
1823,1.1305793350402382e-06,2.9450407801334677e-07
1824,1.2210613249408198e-06,2.627387232223555e-07
1825,1.195779191220936e-06,1.9019756791749387e-07
1826,9.812094958761008e-07,2.166764119237996e-07
1827,7.88998590905976e-07,1.6314573930698018e-07
1828,1.0346356020818348e-06,2.3756260247864702e-07
1829,1.3254129953566007e-06,1.9889768054781598e-07
1830,1.2920802419102984e-06,2.943187666915037e-07
1831,1.3299298871061183e-06,2.05803914354874e-07
1832,2.473278300385573e-06,2.3136247762067796e-07
1833,2.002809424084262e-06,1.957633202209763e-07
1834,3.9755768739269115e-06,2.2776255548251356e-07
1835,1.7364850464218762e-06,2.9420411351566145e-07
1836,1.2218323490742478e-06,2.0834325620278094e-07
1837,1.4778560171180288e-06,1.8577568994260218e-07
1838,1.3223979067333858e-06,2.2408174515931023e-07
1839,1.334672560915351e-06,2.2722294279464705e-07
1840,1.6898784451768734e-06,1.6752280485032855e-07
1841,1.3534515801438829e-06,2.658107121078501e-07
1842,1.5039930758575792e-06,1.7441489319480752e-07
1843,1.4548721765095252e-06,1.8075147339979836e-07
1844,1.3381112466959166e-06,2.162493084600925e-07
1845,1.4932689964552992e-06,2.0925854471443017e-07
1846,2.7849862362927524e-06,2.394490983270714e-07
1847,1.1881271575475694e-06,1.5532484098912391e-07
1848,1.3475746527547017e-06,1.5285921506347222e-07
1849,1.418634951733111e-06,1.6088476684217312e-07
1850,1.9341848656040384e-06,1.6361479993065586e-07
1851,1.4001731187818223e-06,1.3414832267244492e-07
1852,1.8795944924931973e-06,1.8164421078381565e-07
1853,1.9110182165604783e-06,2.376828831529565e-07
1854,1.602342877049523e-06,2.4783319396703973e-07
1855,2.5844783522188663e-06,2.0484776896978474e-07
1856,1.7788821651265607e-06,1.8327250117522453e-07
1857,2.039982746282476e-06,2.577436672979161e-07
1858,1.9873218661814462e-06,2.6376914208370295e-07
1859,2.1840330646227812e-06,2.444243263344248e-07
1860,2.2112376427685376e-06,2.2885919981341374e-07
1861,1.970801349671092e-06,2.0042845783052599e-07
1862,2.6764550966618117e-06,3.722820596241405e-07
1863,2.1327030026441207e-06,1.9229289655031678e-07
1864,2.1624223336402792e-06,2.4309270152400586e-07
1865,2.1402022412075894e-06,1.9580473153979483e-07
1866,2.2177464416017756e-06,2.179794602596985e-07
1867,2.2774245280743344e-06,2.7661024937231105e-07
1868,2.2318351966532646e-06,2.316800888912951e-07
1869,2.2708363758283667e-06,2.4661771813594413e-07
1870,2.1886864942644024e-06,1.536725009465556e-07
1871,1.7726745227264473e-06,1.6144189252109697e-07
1872,2.4600576580269262e-06,2.394746383416191e-07
1873,2.3638731363462284e-06,2.3584858244163343e-07
1874,2.7841679184348322e-06,2.634802620526955e-07
1875,2.2611475287703797e-06,2.2256740805914887e-07
1876,2.2551635083800647e-06,1.8319424821555685e-07
1877,2.3087918634701055e-06,2.393523783617013e-07
1878,2.2549957066075876e-06,1.78757025182108e-07
1879,2.267170657432871e-06,2.394855538323526e-07
1880,2.3316035822062986e-06,2.6441525413645195e-07
1881,2.3399734345730394e-06,2.3985426444994573e-07
1882,2.5583301521692192e-06,2.475803198009885e-07
1883,2.6623374651535414e-06,2.628845070518082e-07
1884,2.8123229185439413e-06,2.7132973734467214e-07
1885,2.8128754365752684e-06,2.3397657233914515e-07
1886,2.479420800227672e-06,2.3167935481183122e-07
1887,2.568478976172628e-06,2.200247624650764e-07
1888,2.699199740163749e-06,1.9529092765147027e-07
1889,2.5160788936773315e-06,2.1740024003236158e-07
1890,2.784958724078024e-06,1.9269896817109e-07
1891,2.6147049538849387e-06,2.3202161381075115e-07
1892,2.5262104372814065e-06,2.093683093562504e-07
1893,2.502780489521683e-06,2.3094061429862478e-07
1894,2.728566414589295e-06,2.2874587024546145e-07
1895,2.5266142529289937e-06,2.0162358493891475e-07
1896,2.5817191726673627e-06,2.105239353955568e-07
1897,2.6243517368129687e-06,1.812107897070092e-07
1898,2.5406013719475595e-06,2.1841249897569526e-07
1899,2.6162028916587587e-06,2.0562591629413873e-07
1900,2.611099716887111e-06,2.1335228206353918e-07
1901,2.468545972078573e-06,2.3696252432481302e-07
1902,2.0824513740080874e-06,1.561470249211716e-07
1903,2.4862613372533815e-06,1.744271196368885e-07
1904,2.7383714495954337e-06,1.6016382353711833e-07
1905,2.9627917683683336e-06,2.0952681678565455e-07
1906,2.9707666726608295e-06,1.8416180525004933e-07
1907,2.4850219233485404e-06,1.918280515544879e-07
1908,2.5730766992637655e-06,2.1118973325684465e-07
1909,2.787348421406932e-06,2.0738707728895633e-07
1910,2.8286590350035112e-06,2.1162836105759197e-07
1911,2.5771892069315072e-06,1.8568105986105365e-07
1912,2.3744541977066547e-06,1.9483235413897404e-07
1913,2.8418721740308683e-06,1.6651388379251841e-07
1914,2.618426833578269e-06,2.055900390485199e-07
1915,2.2242079467105214e-06,1.6846489359068073e-07
1916,2.494153932275367e-06,1.3184953773226482e-07
1917,2.706513441808056e-06,1.5791651719609945e-07
1918,2.5086246751016006e-06,1.6884972620090366e-07
1919,2.5966132852772716e-06,1.50087926309439e-07
1920,2.498079311408219e-06,2.1808027739211866e-07
1921,2.41267730416439e-06,2.1203692912585836e-07
1922,2.5535034637869103e-06,2.4568525436308164e-07
1923,2.2739361611456843e-06,2.0807259026867087e-07
1924,2.4880835098883836e-06,1.7145860176093208e-07
1925,2.2557262582267867e-06,1.957675663799563e-07
1926,2.331772066099802e-06,2.418711906315707e-07
1927,2.8073748126189457e-06,2.6981123824043607e-07
1928,2.362905433983542e-06,2.228078022081803e-07
1929,2.366222361160908e-06,2.428608536497734e-07
1930,2.028245944529772e-06,1.8801450640815176e-07
1931,1.9719861938938266e-06,1.9389106853395788e-07
1932,1.8105154140357627e-06,1.479537417026222e-07
1933,1.8593943877931451e-06,1.686187403038275e-07
1934,1.9350252387084765e-06,2.1926291360330197e-07
1935,1.8538871700002346e-06,2.1064180444341218e-07
1936,1.8963053207698977e-06,2.0369520958851695e-07
1937,1.8206757204097812e-06,1.611663122957907e-07
1938,1.886438667497714e-06,1.6336169872399608e-07
1939,1.6379927956222673e-06,1.7741098190526827e-07
1940,1.2780345741703059e-06,8.875239898564757e-08
1941,1.7649985011303215e-06,1.5052663115966425e-07
1942,1.5929612118270597e-06,1.6688165294098667e-07
1943,1.7971026409213664e-06,2.641943979142525e-07
1944,1.976109388124314e-06,2.731208326167689e-07
1945,1.9192621039110236e-06,2.2656441789337123e-07
1946,1.6357297454305808e-06,2.1716923281900335e-07
1947,1.7499838804724277e-06,2.3484115785343818e-07
1948,1.6492654140165541e-06,2.3591996978211682e-07
1949,1.392051785842341e-06,1.6099893684895505e-07
1950,1.4921412230251008e-06,2.7332879426467116e-07
1951,1.4648766182290274e-06,1.9510364701602612e-07
1952,1.327590780419996e-06,2.1616847334371414e-07
1953,1.4458476016443456e-06,2.036253309301017e-07
1954,1.3984499673824757e-06,2.2476833461126944e-07
1955,1.3092923154545133e-06,2.0929905630850953e-07
1956,1.286368387809489e-06,2.2674968325198108e-07
1957,1.251041339855874e-06,2.730026610331393e-07
1958,1.1399151844670996e-06,2.4734006842663803e-07
1959,1.2664721680266666e-06,2.705010935244445e-07
1960,1.314958353759721e-06,3.1212959594739687e-07
1961,1.3826836493535666e-06,2.438803786142252e-07
1962,1.2404866538417991e-06,2.3972595364352145e-07
1963,1.2026858939861995e-06,3.1748321616120734e-07
1964,1.222269247591612e-06,2.36057964730918e-07
1965,1.1978303291471093e-06,2.850934524012416e-07
1966,1.5149369119171752e-06,2.5701307315717514e-07
1967,1.1645452104858123e-06,3.2540213745768654e-07
1968,1.3397893781075254e-06,2.389433169103228e-07
1969,1.1022846138075693e-06,2.1346261996901816e-07
1970,1.0255156439598068e-06,2.648865603527284e-07
1971,1.165902403954533e-06,2.841533770503446e-07
1972,1.3533327773984638e-06,2.3855182496035354e-07
1973,9.581948461345746e-07,2.403756802493717e-07
1974,8.48898764616024e-07,4.2248043152781634e-07
1975,7.978937901498284e-07,3.7752883663699777e-07
1976,8.815972023512586e-07,2.873904003664052e-07
1977,7.980669920470973e-07,4.254790058055846e-07
1978,9.582173561284435e-07,2.815840276504389e-07
1979,1.0047838259197306e-06,2.176934097430916e-07
1980,9.636330560169881e-07,2.370707838927899e-07
1981,9.640137932365178e-07,2.631428563937277e-07
1982,8.907765618459962e-07,2.1974557506965198e-07
1983,9.826632094700471e-07,2.8797841045147266e-07
1984,9.24361927445716e-07,2.928499398535678e-07
1985,8.331547860507271e-07,2.5145032545026424e-07
1986,9.46529269185703e-07,2.6495625959910285e-07
1987,8.500146009282616e-07,2.4504375017997404e-07
1988,8.311223496093589e-07,3.3700631796307334e-07
1989,8.374874482797168e-07,2.969074159864249e-07
1990,8.336435826095112e-07,2.7352227593979705e-07
1991,8.628076670902374e-07,3.0127930239487455e-07
1992,8.90957949195581e-07,2.8761908765773114e-07
1993,8.956898227552301e-07,3.079799282268425e-07
1994,8.397682904615067e-07,3.4814516336467705e-07
1995,9.706186574476305e-07,3.313117478143113e-07
1996,9.314970839113812e-07,3.2295457241815484e-07
1997,8.645194498058117e-07,3.8646850164525404e-07
1998,8.84487974417425e-07,3.938474706366435e-07
1999,9.222666221830877e-07,4.355401639344336e-07
2000,1.0068694109577336e-06,4.2457282667385243e-07
2001,8.963959317043191e-07,3.535637915774714e-07
2002,9.980423101296765e-07,4.341790500461684e-07
2003,1.03339687029802e-06,3.4127098658132127e-07
2004,8.518866252416046e-07,3.6735957387179496e-07
2005,9.773136753210565e-07,4.5803134085531383e-07
2006,9.99000121737481e-07,3.767869287685244e-07
2007,1.031374608828628e-06,6.28731079643785e-07
2008,1.3602519857158768e-06,6.552199662834823e-07
2009,1.1777435702242656e-06,7.004474946725736e-07
2010,1.3538390248868382e-06,7.288812714500992e-07
2011,1.7295825500696083e-06,8.879262858307868e-07
2012,1.950636715264409e-06,1.0056162222937814e-06
2013,1.9389997305552242e-06,9.946019625672875e-07
2014,2.27696568799729e-06,1.1134719093419676e-06
2015,2.3278473690879764e-06,1.0867869701947086e-06
2016,2.615895255075884e-06,1.1703070725843645e-06
2017,1.7408029862053809e-06,1.1488796425318526e-06
2018,2.192697820646572e-06,1.1890235707134877e-06
2019,2.161707016057335e-06,1.119118295811461e-06
