year,avaient_VERB eu_VERB,avaient_VERB vu_VERB
1800,2.920928864114103e-06,9.212402005687181e-07
1801,2.666924501681933e-06,8.477010169372079e-07
1802,2.4728133212192915e-06,8.459035711894103e-07
1803,2.636858653204399e-06,6.33860224752425e-07
1804,3.6237333915778436e-06,9.590781928636716e-07
1805,2.6609334327076795e-06,7.618912150064716e-07
1806,2.665543888724642e-06,1.169957613456063e-06
1807,5.819176294608042e-06,1.286823703594564e-06
1808,2.678499413377722e-06,9.517510761725134e-07
1809,3.9307133192778565e-06,9.555699307384202e-07
1810,3.4399863579892553e-06,1.0273156476614531e-06
1811,4.821108632313553e-06,1.2008897556370357e-06
1812,4.491578692977782e-06,1.3389385458140168e-06
1813,4.468902716325829e-06,1.596036668161105e-06
1814,3.731959168362664e-06,1.0384034112576046e-06
1815,5.782847438240424e-06,1.2137505791542935e-06
1816,4.271344096196117e-06,1.2839525425079046e-06
1817,5.372769919631537e-06,1.4354372979141772e-06
1818,5.265584150038194e-06,1.5437924503203249e-06
1819,6.149558885226725e-06,1.7627837678446667e-06
1820,6.6808288465836085e-06,1.8820238665284705e-06
1821,6.580571152881021e-06,1.7385804085279233e-06
1822,6.089559065003414e-06,1.8417056253383635e-06
1823,6.825971922808094e-06,1.8174260958403465e-06
1824,6.390782345988555e-06,1.8854871086659841e-06
1825,6.159407348604873e-06,2.415333028693567e-06
1826,6.24838412477402e-06,1.921021294037928e-06
1827,7.009736236796016e-06,1.872949837888882e-06
1828,6.781999672966776e-06,2.0591817246895516e-06
1829,7.746722076262813e-06,2.131291466866969e-06
1830,6.818384918005904e-06,2.0372704057081137e-06
1831,6.434490842366358e-06,1.928632173076039e-06
1832,6.727100753778359e-06,2.245974883408053e-06
1833,6.7949563344882336e-06,2.4649962142575532e-06
1834,6.630317329836544e-06,2.14134138332156e-06
1835,6.739467607985716e-06,2.4209443836298306e-06
1836,7.173056474130135e-06,2.2185195120982826e-06
1837,7.209766408777796e-06,2.2557483134733047e-06
1838,7.589743290736806e-06,2.415664312138688e-06
1839,7.096347417245852e-06,2.3896861875982722e-06
1840,8.220083145715762e-06,2.705206725295284e-06
1841,6.756343282177113e-06,2.5881231522362214e-06
1842,7.515269317082129e-06,2.7490470984048443e-06
1843,6.93057882017456e-06,2.77270396509266e-06
1844,7.72734529164154e-06,2.567549017840065e-06
1845,7.499268122046487e-06,2.2917995465832064e-06
1846,7.428191111102933e-06,2.400345465503051e-06
1847,7.663770702492911e-06,2.415624976492836e-06
1848,6.998538538027788e-06,2.101411837429623e-06
1849,7.176131020969478e-06,2.167754701076774e-06
1850,7.076849669829244e-06,2.340845867365715e-06
1851,7.084708613547264e-06,2.1753955934400437e-06
1852,6.328901235974627e-06,2.016315875152941e-06
1853,6.757240953447763e-06,2.2484323380922433e-06
1854,6.327280061668716e-06,2.3401273665513145e-06
1855,6.805085376981879e-06,2.3785692064848263e-06
1856,6.017447049089242e-06,2.0667339413193986e-06
1857,6.2219714891398326e-06,2.179105649702251e-06
1858,6.550185389642138e-06,2.45466799242422e-06
1859,6.9197544689814094e-06,2.142786570402677e-06
1860,7.124844614736503e-06,2.4332309749297565e-06
1861,6.41418228042312e-06,2.3626978418178624e-06
1862,6.349126124405302e-06,2.2007111510902178e-06
1863,6.2432759477815125e-06,2.299023890373064e-06
1864,6.1621844906767365e-06,2.3355119083134923e-06
1865,6.6182938098791055e-06,2.1689138520741835e-06
1866,6.695083357044496e-06,2.2123942926555173e-06
1867,6.007295269228052e-06,2.1114583432790823e-06
1868,5.975271506031277e-06,1.952238335434231e-06
1869,6.207441401784308e-06,2.08086748898495e-06
1870,6.12683106737677e-06,1.9868480194418225e-06
1871,6.588316409761319e-06,2.1433536403492326e-06
1872,6.364824457705254e-06,2.0216255052218912e-06
1873,5.823185347253457e-06,1.8712249811869697e-06
1874,5.764302841271274e-06,1.797759864530235e-06
1875,6.088277132221265e-06,1.8823824348146445e-06
1876,5.623398465104401e-06,1.7092083908210043e-06
1877,5.498301561601693e-06,1.8078217181027867e-06
1878,5.818661975354189e-06,1.6655806120979832e-06
1879,5.583923211816e-06,1.8841159317162237e-06
1880,5.172142209630692e-06,1.5255220660037594e-06
1881,5.508280992216896e-06,1.5430159692186862e-06
1882,5.437449544842821e-06,1.8269032580064959e-06
1883,4.900015483144671e-06,1.554557343297347e-06
1884,5.626626261800993e-06,1.4457716588367475e-06
1885,5.25125960848527e-06,1.5089233329490526e-06
1886,5.198265171202365e-06,1.597877599124331e-06
1887,4.997891664970666e-06,1.5088344298419543e-06
1888,5.008451353205601e-06,1.5743746644147905e-06
1889,5.039676125306869e-06,1.5568864455417497e-06
1890,4.854834060097346e-06,1.5776407735756948e-06
1891,4.836120751861017e-06,1.420813646291208e-06
1892,4.9138866415887605e-06,1.4267134247347713e-06
1893,4.7610719775548205e-06,1.3807169807478203e-06
1894,4.8691995289118495e-06,1.4121749245532556e-06
1895,4.772761258209357e-06,1.4492824220724287e-06
1896,4.928147063765209e-06,1.467180823055969e-06
1897,4.625245310307946e-06,1.488142629568756e-06
1898,4.683986389864003e-06,1.4106278740655398e-06
1899,4.6730147005291656e-06,1.4885769132888527e-06
1900,4.508429810812231e-06,1.4581668210666976e-06
1901,4.6302702685352415e-06,1.3396206668403465e-06
1902,3.8668486013193615e-06,1.1715936807377147e-06
1903,4.3342170101823285e-06,1.353295147055178e-06
1904,4.449114840099355e-06,1.3689170828001807e-06
1905,4.433607955434127e-06,1.4279820561569068e-06
1906,4.335518497100566e-06,1.350862817162124e-06
1907,4.187303147773491e-06,1.3201679394114763e-06
1908,4.1511061681376304e-06,1.3692953189092805e-06
1909,4.176896709395805e-06,1.2630258652279736e-06
1910,4.059951152157737e-06,1.3167987162887584e-06
1911,4.146699666307541e-06,1.349246872450749e-06
1912,3.952908627979923e-06,1.3794547157885972e-06
1913,3.933227617380908e-06,1.1809758007075288e-06
1914,4.140596502111293e-06,1.3701537682209164e-06
1915,4.807729055755772e-06,1.4808417745371116e-06
1916,4.5597967073263135e-06,1.8854484551411588e-06
1917,4.3098048081446905e-06,1.6296106650770525e-06
1918,4.540564532362623e-06,1.5058639064591262e-06
1919,4.156422619416844e-06,1.4235333765100222e-06
1920,3.920144536095904e-06,1.4046489695829223e-06
1921,4.064293534611352e-06,1.1737758995877812e-06
1922,4.133119546168018e-06,1.3154858606867492e-06
1923,3.78777031073696e-06,1.3843196029483806e-06
1924,3.742438593690167e-06,1.3716688727072324e-06
1925,3.8064692944317358e-06,1.3549755522035412e-06
1926,3.739529347512871e-06,1.4311641507447348e-06
1927,4.0605477806821e-06,1.4728126416230225e-06
1928,3.94541211790056e-06,1.2957131048096926e-06
1929,4.057335900142789e-06,1.29785735225596e-06
1930,3.7886497921135742e-06,1.3034972425884916e-06
1931,3.816232492681593e-06,1.1097412198068923e-06
1932,3.830357854894828e-06,1.162806825050211e-06
1933,3.8094069623184623e-06,1.1367426395736402e-06
1934,3.692723112180829e-06,1.1526279877216439e-06
1935,3.454046691331314e-06,1.109459958570369e-06
1936,3.5464790926198475e-06,1.065762376128987e-06
1937,3.5783957628154894e-06,1.09416816940211e-06
1938,3.4915321975859115e-06,1.1927996865779278e-06
1939,3.1979859613784356e-06,1.0705834938562475e-06
1940,3.2990535601129523e-06,1.1664601515803952e-06
1941,3.5919786114391172e-06,1.0300743724656058e-06
1942,3.601609478209866e-06,1.1833426469820552e-06
1943,3.809044528679806e-06,1.44290788739454e-06
1944,4.080746293766424e-06,1.4748524108654237e-06
1945,4.258975422999356e-06,1.3985995792609174e-06
1946,3.956377895519836e-06,1.4018552292327513e-06
1947,3.870706677844282e-06,1.33990590711619e-06
1948,3.5833743368129944e-06,1.2524415069492534e-06
1949,3.3564351724635344e-06,1.0729989980973187e-06
1950,3.345884806549293e-06,1.1401107258279808e-06
1951,3.412714704609243e-06,1.1887462960658013e-06
1952,3.1634410788683454e-06,1.1282940022283583e-06
1953,3.376517497599707e-06,1.2282163197596674e-06
1954,3.38129757437855e-06,1.1727042874554172e-06
1955,3.083172259721323e-06,1.146921249528532e-06
1956,3.1465879146708176e-06,1.1546791256478173e-06
1957,3.382936029083794e-06,1.2413228205332416e-06
1958,3.123599071841454e-06,1.095245011129009e-06
1959,3.0762719234189717e-06,1.0541017445575562e-06
1960,3.084615400439361e-06,1.0844945563803776e-06
1961,3.1766983283887384e-06,1.1401929214116535e-06
1962,3.319380084576551e-06,1.165651610790519e-06
1963,3.463218035903992e-06,1.1755284958780976e-06
1964,3.3376650208083447e-06,1.1291845112282317e-06
1965,3.0802132187091047e-06,1.0582931508906768e-06
1966,3.443642754064058e-06,1.1615439916567993e-06
1967,3.219509153495892e-06,1.0659385907274554e-06
1968,3.7085619624122046e-06,1.2674775007326389e-06
1969,3.3949638691410655e-06,1.042787630467501e-06
1970,3.098620936725638e-06,1.0531080079090316e-06
1971,3.0866353881719988e-06,9.870861958916066e-07
1972,2.9113582513673464e-06,9.96787548501743e-07
1973,3.0642386263934895e-06,1.0326231176804868e-06
1974,2.8482270408858312e-06,1.0058522548206383e-06
1975,2.85802457256068e-06,9.246886634173279e-07
1976,2.9338959848246304e-06,9.318762295151828e-07
1977,2.823793693096377e-06,9.479248888055736e-07
1978,2.9399986942735268e-06,9.7366296358814e-07
1979,3.0125959256110946e-06,1.0264361662848387e-06
1980,2.6458690172148636e-06,1.0130938790098298e-06
1981,2.664321527845459e-06,1.012720531434752e-06
1982,2.8250342438695952e-06,9.90096623354475e-07
1983,2.8279985144763486e-06,9.807686183194164e-07
1984,2.795701902869041e-06,9.3306044846031e-07
1985,2.777984718704829e-06,9.56473741098307e-07
1986,2.9115215056663146e-06,1.0172641395911342e-06
1987,2.716869175856118e-06,1.0382277650933247e-06
1988,2.7032465368392877e-06,9.402596106156125e-07
1989,2.9103512133588083e-06,9.884107612379012e-07
1990,2.652948069226113e-06,1.0101798579853494e-06
1991,2.6716559204942314e-06,1.0087582040796406e-06
1992,2.8249482966202777e-06,1.0689291229937226e-06
1993,2.8421673050615937e-06,1.0502337772777537e-06
1994,2.792018676700536e-06,9.980161621570005e-07
1995,2.7692456114891684e-06,1.0383993185314466e-06
1996,2.6759855700220214e-06,1.0329208635084797e-06
1997,2.7690516617440153e-06,1.0740563993749674e-06
1998,2.7521641641214956e-06,1.0780739785332116e-06
1999,2.7672567739500664e-06,1.0735402611317113e-06
2000,2.6883722057391424e-06,1.010403821055661e-06
2001,2.6975121727446094e-06,1.062443857335893e-06
2002,2.80003860098077e-06,1.1137065030197846e-06
2003,2.8643428322538966e-06,1.1346530754963169e-06
2004,2.9186146548454417e-06,1.1448051964180195e-06
2005,2.856277887985925e-06,1.125937387769227e-06
2006,2.887052687583491e-06,1.1451851378296851e-06
2007,3.11849021272792e-06,1.1823659633591888e-06
2008,3.158594608976273e-06,1.2023009503536741e-06
2009,3.41784038937476e-06,1.3083920293865958e-06
2010,3.870676209771773e-06,1.484688141317747e-06
2011,3.857240699289832e-06,1.6435431007266743e-06
2012,4.562719823297812e-06,1.9982962840003893e-06
2013,4.952649305778323e-06,2.173286247852957e-06
2014,5.433102160168346e-06,2.250330680908519e-06
2015,5.042930752097163e-06,2.224998297606362e-06
2016,5.262860668153735e-06,2.298980234627379e-06
2017,4.765322501043556e-06,2.2089582216722192e-06
2018,5.0787775762728415e-06,2.2487156456918456e-06
2019,5.122383299749345e-06,2.0935956399625866e-06
