year,avait_VERB ôté_VERB,avait_VERB oté_VERB,avait_VERB voté_VERB
1841,4.404496394272428e-07,5.1364388298225094e-09,2.613163303522015e-07
1842,5.467235837386397e-07,6.037438549100216e-09,4.293289634915709e-07
1843,3.9930719708536344e-07,6.4976020675011625e-09,3.792236782373948e-07
1844,5.093384629617503e-07,4.939705144924034e-09,4.143863634453737e-07
1845,5.172871055947326e-07,3.348136878855712e-09,3.3481367722743016e-07
1846,4.753855193939671e-07,6.439951460990301e-09,4.2210953665744455e-07
1847,4.379297706691432e-07,7.550513103637968e-09,5.306932280291221e-07
1848,3.000867820901476e-07,2.413566457803995e-09,4.87540432914102e-07
1849,3.670183730264398e-07,8.379414939696517e-10,5.32930812369159e-07
1850,3.7746818293271645e-07,6.1100964288129944e-09,4.0055076055978134e-07
1851,3.7471238556463504e-07,9.674158141237399e-09,5.314337272466219e-07
1852,3.001361505994282e-07,8.463709066930392e-09,2.9232347742436104e-07
1853,3.786204842981533e-07,8.360704795151719e-09,3.9773067328496836e-07
1854,4.0058571926238074e-07,5.195664565249558e-09,2.2185487580372865e-07
1855,4.081034603586886e-07,8.491099379170919e-09,3.056795776501531e-07
1856,3.6188552599014656e-07,4.141751275277272e-09,3.9553725628138636e-07
1857,4.6471967607430997e-07,1.2203772437047178e-08,3.207151451078971e-07
1858,4.1253687754760904e-07,6.361778603913848e-09,4.311328609674092e-07
1859,4.0431856973555114e-07,7.1290429115578036e-09,3.5237840734225756e-07
1860,4.810620453099546e-07,1.4189270536313359e-08,4.430714000136504e-07
1861,4.1311841414426453e-07,1.0846716969048487e-08,5.211139750826987e-07
1862,4.540576128420071e-07,7.2287781316404676e-09,4.929123065267049e-07
1863,3.601121534302365e-07,3.995696662428827e-09,3.865836504246545e-07
1864,2.828889478223573e-07,5.753673537611803e-09,4.4782760255657195e-07
1865,3.9396286410919856e-07,1.4120533631256649e-09,3.8690259884788247e-07
1866,3.1285890145227313e-07,4.379051787850585e-09,5.512739562618663e-07
1867,3.2707950481380976e-07,3.88224918879132e-09,4.561642867884075e-07
1868,3.191158555182483e-07,4.445886658821507e-09,3.986478418482875e-07
1869,3.403812911528803e-07,3.9068152046795035e-09,4.94212144985795e-07
1870,3.245471589252702e-07,4.587239033071455e-09,4.2489301677051117e-07
1871,2.8783389893760614e-07,8.496941816815706e-09,6.744447773598949e-07
1872,3.2957998996607785e-07,1.8142017887967654e-09,4.904392199023277e-07
1873,2.933142297933955e-07,2.9930022904522957e-09,5.034229957345815e-07
1874,3.2262889249068394e-07,2.9873046258899194e-09,4.289769321985659e-07
1875,3.15828287966724e-07,4.577221879298321e-09,4.6287155441859795e-07
1876,2.557464142682875e-07,7.255217537860403e-09,5.296308813740325e-07
1877,2.8017217346132384e-07,6.184815992682502e-09,4.4839916313321737e-07
1878,2.518299879739061e-07,3.019544336790858e-09,5.048677849117666e-07
1879,2.840836259565549e-07,3.665595160740054e-09,5.192926550989796e-07
1880,2.554302795942931e-07,3.8507077526617195e-09,5.827404265801306e-07
1881,2.5310203000117326e-07,2.789003084036068e-09,6.331036956908065e-07
1882,3.161307802201918e-07,3.9932310791357395e-09,4.871741907663818e-07
1883,2.0474658413149882e-07,5.6874050469168935e-09,5.023874223297753e-07
1884,2.2115685283097264e-07,4.621187876807653e-09,4.7070099640222907e-07
1885,1.7274304298098286e-07,3.86738152613475e-09,5.575474801844393e-07
1886,2.0457480331970146e-07,3.2267319927115068e-09,5.859745328962163e-07
1887,1.7889253456360166e-07,3.9173548849191775e-09,5.862974035153456e-07
1888,2.0036343073570606e-07,2.53624587998047e-09,5.402203555604501e-07
1889,1.7479732150604832e-07,3.132568426877924e-09,6.158629162200668e-07
1890,1.763129944265529e-07,3.9326319978272295e-09,7.635860015398066e-07
1891,1.8485238229004608e-07,2.549687905251119e-09,8.464964480481285e-07
1892,1.5295169930595875e-07,2.5074049503359674e-09,1.1264517070230795e-06
1893,1.6196635499454715e-07,1.847525021858587e-09,9.225307735505339e-07
1894,1.9660802763610263e-07,2.520615716150587e-09,7.360197855632578e-07
1895,1.5768769401347527e-07,1.2037228991346183e-09,9.641820497563458e-07
1896,1.1499206209464319e-07,2.94851448812139e-09,7.571784976789786e-07
1897,1.299357137440893e-07,1.1653427112179315e-09,8.501174875163997e-07
1898,1.2618131961517065e-07,2.26334195829736e-09,8.408315466112981e-07
1899,1.8462111484041088e-07,1.6582735185011188e-09,8.689353308000136e-07
1900,1.4794501623782708e-07,1.038210628578895e-09,8.964948960965557e-07
1901,1.4195396147442807e-07,3.353243294146324e-09,9.679695267550414e-07
1902,1.0508007619591808e-07,2.946170252204894e-09,1.02919545952318e-06
1903,1.2096492696400674e-07,1.6200660812870638e-09,1.062223304870713e-06
1904,1.0211788037395308e-07,3.7622376325430196e-09,1.1146972838105285e-06
1905,1.0940809147541586e-07,4.128607344888735e-09,9.335813047073316e-07
1906,1.2397484283610538e-07,3.6009292214700395e-09,6.990946985752089e-07
1907,1.4451390484282456e-07,2.5714216866923323e-09,7.91483614648314e-07
1908,1.4046572971437854e-07,1.4734167219643268e-09,8.324804525727814e-07
1909,1.958350139830145e-07,5.5009836685826485e-09,6.942241270735394e-07
1910,1.5444595646840753e-07,5.878565967343263e-09,7.449746135534951e-07
1911,1.4897047151407605e-07,2.128149656499545e-09,7.368718115685624e-07
1912,1.437800278836221e-07,4.167536982180309e-09,7.626592832821188e-07
1913,1.1719607329041537e-07,1.060597942803554e-09,7.275701818798552e-07
1914,1.372832514334732e-07,3.3483718020477227e-09,6.797195055696648e-07
1915,1.0838301278681683e-07,2.3561523843085297e-09,6.715034146509424e-07
1916,6.372727767711694e-08,1.0987462051303964e-09,6.658402185166779e-07
1917,1.2721052655706444e-07,1.0966424435210342e-09,6.448257749980257e-07
1918,1.0912057746281789e-07,1.1486376294556067e-09,6.90331205532857e-07
1919,1.436424383882695e-07,1.8415696745321952e-09,5.754905032517854e-07
1920,1.2418459505170176e-07,7.572231730534895e-10,6.224374260455079e-07
1921,1.5145495524393482e-07,7.572747429129834e-10,6.800327128075878e-07
1922,1.2468710508528602e-07,1.4755870969551665e-09,8.381334737350699e-07
1923,1.390689163827119e-07,1.0615948120573648e-09,5.541525069929776e-07
1924,1.1602462279824977e-07,0.0,9.037028689817816e-07
1925,1.6167321348348196e-07,1.0998177923937646e-09,7.434768463099317e-07
1926,1.8168205428992223e-07,3.3438415369957397e-09,1.3353073882171884e-06
1927,1.9734127931769763e-07,1.1149224876660924e-09,8.161232472048141e-07
1928,1.3139947441231925e-07,1.1426041224282812e-09,7.415500817842258e-07
1929,1.8047458638648095e-07,4.4561625500705304e-09,5.5256413133975e-07
1930,1.3654684494213143e-07,1.0503603542488804e-09,6.953385423003056e-07
1931,1.2659945980431075e-07,0.0,6.991483587626135e-07
1932,1.4028206862803927e-07,1.0959536611565568e-09,7.34288960302365e-07
1933,1.066771559976587e-07,2.2941324395731044e-09,6.01062708938116e-07
1934,9.824896096688462e-08,1.1981580172459871e-09,6.266366199270124e-07
1935,1.2686381012372294e-07,4.787313656606784e-09,3.8896922660569544e-07
1936,1.1397231958198972e-07,2.424942913137329e-09,5.201502517593326e-07
1937,1.2968851592631836e-07,1.2591118148108649e-09,4.822398409487505e-07
1938,1.1539040656316502e-07,0.0,4.6415468091254297e-07
1939,9.941133072288721e-08,3.058810094103137e-09,3.257632670283783e-07
1940,1.1664601373695405e-07,2.5357829169792012e-09,3.04293962472002e-07
1941,1.1806010036252701e-07,2.9515025978810172e-09,2.3316870567668957e-07
1942,9.406056733496371e-08,0.0,2.306000936869168e-07
1943,1.4225852851268428e-07,2.9032352077962287e-09,3.9483998648393026e-07
1944,1.6708568750800623e-07,3.2131861615880553e-09,2.4098895323731995e-07
1945,1.7863733603462606e-07,0.0,3.855952286357933e-07
1946,1.6566113458793552e-07,2.7842208538686464e-09,5.05336060996342e-07
1947,1.7642888394675538e-07,3.5762612871081956e-09,4.5537726123257016e-07
1948,1.4894486355387926e-07,0.0,5.055428005107387e-07
1949,1.5020022203771077e-07,9.817008317369869e-10,4.447104799965018e-07
1950,1.106077576196185e-07,0.0,4.509393249918503e-07
1951,1.6738400177018775e-07,2.1322803522849654e-09,4.1792694105424744e-07
1952,1.9507886861447332e-07,1.0544803918932644e-09,3.9648463712183e-07
1953,1.249763954547234e-07,1.0773827385790469e-09,3.813934768004401e-07
1954,1.495198063139469e-07,9.772536113672459e-10,3.469250202670082e-07
1955,1.3233706397386413e-07,9.385607846468247e-10,3.350662041157193e-07
1956,1.42154604532152e-07,8.72114158667614e-10,3.7152062759560067e-07
1957,1.325255709616613e-07,8.835037701437898e-10,3.454499619692797e-07
1958,1.6958098569830327e-07,1.6544486891589827e-09,3.3254417530770297e-07
1959,1.5734018177226972e-07,0.0,3.20105897344547e-07
1960,1.6125541435485502e-07,1.3841666701708277e-09,3.4465750786694116e-07
1961,1.8204177365532814e-07,0.0,2.7028340809920337e-07
1962,1.7123282702868892e-07,0.0,3.259765719576535e-07
1963,2.0497388675266848e-07,1.2932106496776896e-09,3.3623476269895036e-07
1964,1.8069385987473652e-07,6.083968329129164e-10,3.5347855487088964e-07
1965,1.477451689879672e-07,2.188817349590977e-09,3.945343394207157e-07
1966,1.6340270292403147e-07,2.215629901769489e-09,2.8526235951176204e-07
1967,1.6565927296596783e-07,5.423369309198733e-09,3.1159720492723864e-07
1968,1.6348754172668123e-07,3.5931326802796093e-09,3.467372948762204e-07
1969,1.3216515526437433e-07,3.179230406713529e-09,2.993018313190987e-07
1970,1.200267263357091e-07,3.219107425067591e-09,3.504228516248986e-07
1971,1.4181976837335242e-07,1.0276794970565106e-09,3.6020165339323285e-07
1972,1.1645433062312804e-07,1.0260293725750103e-09,3.016526477495063e-07
1973,1.141233170187661e-07,3.3079223804577396e-09,3.5119109043080243e-07
1974,1.1138632061147291e-07,1.6876715580593782e-09,2.83528805766764e-07
1975,1.2793715598036215e-07,1.1422960355389478e-09,2.929989193489746e-07
1976,1.1369918695436354e-07,1.7140580621521906e-09,3.0110285820228455e-07
1977,1.0519439541667452e-07,5.876781838942691e-10,3.144078277728113e-07
1978,1.2178212216440443e-07,1.1881182704343018e-09,2.53663245075586e-07
1979,1.5215130133583443e-07,0.0,3.183473609169596e-07
1980,1.1654558562668171e-07,1.7055452050662723e-09,2.5696880356917973e-07
1981,1.4485507904282713e-07,1.897664858585557e-09,2.6883586201620346e-07
1982,1.5332530267642142e-07,0.0,2.731300980940432e-07
1983,1.0988649989940313e-07,6.315316047889041e-10,3.094504847922508e-07
1984,1.4265560821513645e-07,5.799008495621649e-10,2.6675439812606783e-07
1985,1.3956095301637106e-07,1.8046674155058895e-09,2.94762344310584e-07
1986,1.5345882786732545e-07,5.994485463567401e-10,2.4877115833987773e-07
1987,1.466596017962729e-07,6.110816852533674e-10,2.847640701020282e-07
1988,1.4391729052931623e-07,5.996553809062277e-10,3.208156158507336e-07
1989,1.3994711878240196e-07,5.488122178931576e-10,3.8252210288192146e-07
1990,1.1605626326627316e-07,2.179460389939436e-09,3.0348985546879703e-07
1991,1.3305526636031573e-07,5.861465202094962e-10,2.6435208155817236e-07
1992,1.4050357322048512e-07,1.1019888335184191e-09,2.936800171937648e-07
1993,1.3404881826772908e-07,5.539207426075166e-10,2.8914664085277764e-07
1994,1.6510520595147682e-07,3.164955852952289e-09,2.716587061968312e-07
1995,1.2796984094620711e-07,1.0844901643380922e-09,2.548551947256783e-07
1996,1.0996470223290089e-07,1.6014276571496566e-09,2.797160334466753e-07
1997,1.3281857036417932e-07,0.0,2.948860071683157e-07
1998,1.292163034349869e-07,0.0,3.008689475336723e-07
1999,1.1836821300903466e-07,0.0,2.285100606513879e-07
2000,1.2017045492029865e-07,8.836062992401139e-10,2.730343453549722e-07
2001,1.415131407611625e-07,1.3143635069212678e-09,2.3527107373411127e-07
2002,1.5816209497643285e-07,1.3143663935011318e-09,2.698832304304233e-07
2003,1.4292545813532342e-07,8.333845835650777e-10,2.3959808004292427e-07
2004,1.5989392920801038e-07,4.404791253964646e-10,2.5900172317960823e-07
2005,1.7834848620168486e-07,9.007499190971657e-10,2.711257138798828e-07
2006,1.7995178325236338e-07,4.1178899179428186e-10,2.66839265350427e-07
2007,2.812113564232277e-07,7.988958938831558e-10,2.6363565552856016e-07
2008,2.852484612958506e-07,8.514879357157668e-10,2.843969753030251e-07
2009,3.480780605968903e-07,0.0,2.598664821107377e-07
2010,4.6718312773919024e-07,0.0,2.1493258373084245e-07
2011,5.885092946300574e-07,0.0,1.9808175011348794e-07
2012,7.16935630862281e-07,3.404252713057332e-10,1.9540411244634015e-07
2013,7.862543611736328e-07,2.789125042035323e-10,2.25640221174217e-07
2014,7.940687396512658e-07,0.0,2.3819896455279377e-07
2015,8.221277880693378e-07,0.0,1.9395034200897499e-07
2016,7.771668038003554e-07,4.1426800878596737e-10,2.1169094566175772e-07
2017,7.561927759525133e-07,0.0,2.1458164667365054e-07
2018,7.870892204664415e-07,5.162933414126769e-10,1.9619146485183592e-07
2019,7.155520620472089e-07,7.65296326310505e-10,1.895383832106745e-07
