year,peuvent_VERB ôter_VERB,peuvent_VERB oter_VERB,peuvent_VERB voter_VERB
1800,0.0,3.144164484325529e-09,7.860410988769218e-08
1801,3.809892135109294e-08,2.3811825844433088e-09,3.809892135109294e-08
1802,6.937304419807333e-08,2.2378401354217203e-09,2.4616241489638924e-08
1803,2.145373123596528e-08,0.0,2.145373123596528e-08
1804,3.9549615138412264e-08,0.0,6.179627121127851e-08
1805,6.822906328807221e-08,0.0,5.685755422035754e-09
1806,3.1698359492793315e-08,0.0,2.5935023018064385e-08
1807,6.832692633906845e-08,0.0,8.540865792383556e-09
1808,2.4926814390369145e-08,0.0,9.064295980465431e-09
1809,8.358412628695078e-08,0.0,2.0331274441787173e-08
1810,6.084329839950442e-08,0.0,9.360507036149102e-09
1811,2.5070768572277302e-08,0.0,5.0141535368197765e-09
1812,2.400487453257938e-08,0.0,2.1337665856435706e-08
1813,2.300593315851529e-08,0.0,3.738464116054274e-08
1814,3.4613449884091096e-08,0.0,6.293354282149721e-09
1815,3.236668177919455e-08,0.0,5.3944472000466703e-08
1816,4.6352077731626196e-08,0.0,5.3304887615013286e-08
1817,5.916118794857539e-08,0.0,2.3353100786493997e-08
1818,2.741870730460505e-08,0.0,1.7881765401739358e-08
1819,2.2772310259711048e-08,0.0,6.314140676977331e-08
1820,5.458581142647745e-08,0.0,4.2719332071783356e-08
1821,2.465372084259343e-08,0.0,1.4792232327920374e-08
1822,4.712039469723095e-08,0.0,1.303330066093622e-08
1823,3.854247765389118e-08,0.0,4.0519015698237126e-08
1824,2.6947560627377243e-08,0.0,4.378978601948802e-08
1825,4.226612659863349e-08,0.0,1.6730341556581152e-08
1826,5.725189922145546e-08,0.0,6.429828403042848e-08
1827,4.424290978022327e-08,1.8434546111834038e-09,3.3182182335167454e-08
1828,4.035812395386529e-08,0.0,4.494427585655103e-08
1829,3.1720752247110795e-08,2.571952872898464e-09,1.7146351893870815e-08
1830,4.383471008395645e-08,0.0,6.262101237552997e-08
1831,2.494592976631793e-08,0.0,5.9246584527272717e-08
1832,4.19429042608499e-08,0.0,3.3824925083081325e-08
1833,2.6642345218874652e-08,0.0,1.0077756940063409e-07
1834,3.827157613045529e-08,0.0,4.760610750054184e-08
1835,4.689114518896531e-08,1.5126175867408165e-09,3.6302822081779595e-08
1836,2.4866775305554256e-08,0.0,2.419469957715137e-08
1837,4.383471363667013e-08,0.0,2.5744196108234974e-08
1838,3.219202682203104e-08,0.0,2.3354999711955315e-08
1839,2.1673573158409454e-08,1.3982950353153e-09,2.9364196407755117e-08
1840,2.8663599493938818e-08,0.0,3.3759349093998026e-08
1841,2.1829865914924085e-08,0.0,2.43980835534785e-08
1842,1.7441490030023488e-08,6.708265054555795e-10,3.8237111255057243e-08
1843,3.485077471054865e-08,1.7720733769266417e-09,3.1306630177141415e-08
1844,5.0494762149355665e-08,0.0,2.5796238034558883e-08
1845,4.2409730838244286e-08,0.0,6.138250796539069e-08
1846,3.102885770545072e-08,0.0,3.1614305839866574e-08
1847,2.9123407685460734e-08,5.393223645455691e-10,4.7999691332734074e-08
1848,7.24069959545659e-09,0.0,1.1906928421012708e-07
1849,5.614208120618969e-08,1.6758829879393033e-09,7.0387088157986e-08
1850,1.2899092460827433e-08,0.0,4.5486274302675156e-08
1851,2.192809134271556e-08,6.449438760824933e-10,1.0577079478935048e-07
1852,3.190167419120371e-08,0.0,5.338647213193326e-08
1853,2.329053394589664e-08,0.0,4.478948767427937e-08
1854,3.636965217879151e-08,2.0782657816909023e-09,4.2604447969551984e-08
1855,1.0613874223963649e-08,0.0,4.82931277190346e-08
1856,3.002769588533738e-08,1.0354378465748937e-09,3.9346637947801355e-08
1857,3.5635014938861787e-08,0.0,3.270611159678083e-08
1858,1.9574704523961373e-08,0.0,1.9574704523961373e-08
1859,2.2405561850291633e-08,5.092173349652285e-10,3.4626779665813956e-08
1860,2.654766717569146e-08,0.0,3.4328881071132855e-08
1861,2.2165028923382124e-08,0.0,2.6409397335669382e-08
1862,2.0782737308877586e-08,0.0,2.3945327498609004e-08
1863,2.6471489888990618e-08,9.989241656072068e-10,5.544029235693415e-08
1864,2.685047562067666e-08,0.0,6.185199197261682e-08
1865,2.447559133145205e-08,0.0,6.26010319138004e-08
1866,1.556996132023869e-08,0.0,1.3477747984325106e-07
1867,1.358787216076962e-08,0.0,1.0967353603064112e-07
1868,1.7289560005906424e-08,0.0,1.0324336585654237e-07
1869,1.2208797528501236e-08,0.0,1.0060049504545532e-07
1870,1.6055336615750093e-08,0.0,1.3016290267842123e-07
1871,1.1683295220166201e-08,0.0,1.678146048789131e-07
1872,2.0560953828407946e-08,0.0,9.373376030907821e-08
1873,2.21482157058972e-08,0.0,1.1313548498037562e-07
1874,2.6288279997288555e-08,0.0,1.2725917031275458e-07
1875,9.7265964171811e-09,1.1443054281912168e-09,1.4818755289525143e-07
1876,9.069021977836655e-09,6.04601479992084e-10,2.1221511303792795e-07
1877,9.895705588292003e-09,6.184815992682502e-10,9.091679231687522e-08
1878,1.509772218355465e-08,0.0,1.642632128096011e-07
1879,1.0385853066452455e-08,0.0,7.758843167948726e-08
1880,1.0910338410496934e-08,0.0,1.0589446475250952e-07
1881,1.1156012114099667e-08,0.0,2.29395496376128e-07
1882,2.2628309892525067e-08,0.0,1.1513816389197018e-07
1883,1.7062214752172622e-08,0.0,1.8010115354627487e-07
1884,2.442627788923346e-08,6.601696966868076e-10,2.006915877927895e-07
1885,1.160214413431504e-08,0.0,1.7209846703281073e-07
1886,1.613365974151293e-08,0.0,1.3358669548324542e-07
1887,2.0239665943222462e-08,0.0,1.573470882476613e-07
1888,1.014498351992188e-08,0.0,1.490044496677001e-07
1889,1.4409814674820609e-08,6.265136742733546e-10,1.553753889993459e-07
1890,3.2771931834929546e-09,0.0,1.651705332506026e-07
1891,5.099376032546843e-09,0.0,1.1983533454440476e-07
1892,5.641661360300532e-09,0.0,1.297582059578417e-07
1893,9.853466487186324e-09,6.158416554491453e-10,1.5888714699485718e-07
1894,1.071261657159539e-08,0.0,1.4997662844962178e-07
1895,1.8055843487019274e-09,0.0,1.6310445971612353e-07
1896,9.435246361988447e-09,0.0,1.9165344156135689e-07
1897,7.574727511894253e-09,0.0,1.590692733088872e-07
1898,3.3950129374460403e-09,0.0,1.6918481549055286e-07
1899,8.291367592505594e-09,0.0,1.5532495467596164e-07
1900,7.26747462209687e-09,5.191053142894475e-10,1.739002755130059e-07
1901,7.265360757457984e-09,0.0,2.358447801498187e-07
1902,1.5712908307818907e-08,0.0,2.1801660921028088e-07
1903,2.1600881083827517e-09,0.0,2.1708885356019891e-07
1904,4.837162670412454e-09,0.0,1.8273725288509013e-07
1905,4.64468330463319e-09,0.0,2.3687883299317036e-07
1906,1.3374879870298173e-08,5.144184522798412e-10,1.558687898750577e-07
1907,3.599990305858114e-09,0.0,1.604567074764418e-07
1908,6.384805573134145e-09,0.0,1.586378601814431e-07
1909,3.850688656825696e-09,0.0,1.8758353803605132e-07
1910,1.1222716089775986e-08,0.0,1.96664743157271e-07
1911,6.384448969498635e-09,5.320374141248863e-10,1.5322677882068092e-07
1912,1.7712032729377825e-08,0.0,1.5732452141037356e-07
1913,4.772690687104841e-09,0.0,1.5749878912174609e-07
1914,6.027069510139427e-09,0.0,1.7612435954106331e-07
1915,1.1780761921542648e-09,0.0,2.6035485234388034e-07
1916,1.538244731591476e-08,0.0,2.713903199946799e-07
1917,1.0966424435210342e-09,0.0,1.710762234097274e-07
1918,3.44591288836682e-09,0.0,2.0790341181964322e-07
1919,1.1970202606903513e-08,0.0,1.9244403404172772e-07
1920,5.300562211374427e-09,0.0,2.0520748478247697e-07
1921,6.815472630705699e-09,0.0,1.7568774524079345e-07
1922,1.4755870969551665e-09,0.0,1.4534532510879217e-07
1923,1.5923921736771263e-08,0.0,1.825943058975099e-07
1924,3.867487219366694e-09,1.289162443462999e-09,2.3204924559649953e-07
1925,3.299453377181294e-09,0.0,1.8256974954056204e-07
1926,4.458455382660986e-09,0.0,1.4044134388768725e-07
1927,1.4493992672726108e-08,0.0,1.572040702058075e-07
1928,1.2568645679778001e-08,1.1426041224282812e-09,1.725332197111129e-07
1929,6.684243825105796e-09,0.0,1.347989240230163e-07
1930,1.1553964007759987e-08,1.0503603542488804e-09,1.0293531715888093e-07
1931,1.1405356659111021e-08,0.0,7.641588695150858e-08
1932,5.4797681947604815e-09,0.0,1.216508564994001e-07
1933,8.02946331646126e-09,0.0,1.422362174707814e-07
