year,peuvent_VERB ôter_VERB,peuvent_VERB oter_VERB,peuvent_VERB voter_VERB
1934,1.3179738189705859e-08,0.0,1.0184343324226575e-07
1935,4.787313656606784e-09,0.0,1.2566698615046334e-07
1936,7.274828739411987e-09,0.0,9.82101866497942e-08
1937,8.813782592653752e-09,0.0,9.065605155456069e-08
1938,1.0372171566075394e-08,1.2965214457594243e-09,8.297737252860315e-08
1939,3.058810094103137e-09,0.0,5.964679417047591e-08
1940,5.0715658339584024e-09,0.0,7.60734906180005e-08
1941,1.1806010391524069e-08,0.0,5.60785480274717e-08
1942,0.0,0.0,6.068423630267716e-08
1943,2.9032352077962287e-09,0.0,2.6129116648121453e-08
1944,6.4263723231761105e-09,0.0,7.711646787811333e-08
1945,0.0,0.0,1.6556630555442098e-07
1946,6.960552134671616e-09,0.0,1.3503471052445093e-07
1947,1.549713246618012e-08,0.0,1.2874541255314398e-07
1948,1.195907639583993e-08,0.0,1.2176514019301976e-07
1949,9.817008539414473e-09,0.0,1.2467600640775345e-07
1950,6.381216888229346e-09,0.0,7.976520777219775e-08
1951,9.595261474260042e-09,0.0,9.382033283600322e-08
1952,1.2653764258629963e-08,2.1089607837865287e-09,9.49032354924384e-08
1953,1.0773827163745864e-08,0.0,9.480967833042087e-08
1954,7.818028890937967e-09,0.0,4.9839933069506515e-08
1955,4.6928039232341234e-09,0.0,8.91632723210023e-08
1956,8.72114158667614e-10,0.0,8.459507228053553e-08
1957,7.068030161150318e-09,0.0,1.1397198562690392e-07
1958,1.0753916868111446e-08,0.0,1.2408365535065968e-07
1959,3.8753737996444215e-09,0.0,1.5501495909120422e-07
1960,4.844583401109048e-09,0.0,1.1142541467279443e-07
1961,5.55852741612739e-09,0.0,8.824162023302051e-08
1962,1.0781326054143392e-08,0.0,6.215117309693596e-08
1963,6.466053470433053e-09,0.0,6.595374202333915e-08
1964,7.909158661334459e-09,0.0,7.422441683502257e-08
1965,9.849678406226303e-09,0.0,6.730613222316606e-08
1966,4.985167390003653e-09,0.0,5.4836839069594134e-08
1967,6.409436092980059e-09,0.0,7.247593458714618e-08
1968,4.491415683816058e-09,0.0,7.635406973349745e-08
1969,9.537691525451919e-09,0.0,6.540130925714038e-08
1970,7.3579600190498695e-09,0.0,7.679870606125405e-08
1971,4.624557625731995e-09,0.0,5.292549332125418e-08
1972,7.69522046084603e-09,0.0,3.8989117712162624e-08
1973,6.064523994098181e-09,0.0,9.262182487645987e-08
1974,1.1251143350321513e-09,0.0,7.482010033754705e-08
1975,4.569184142155791e-09,0.0,1.0452009036043819e-07
1976,5.142174241967723e-09,0.0,8.284614239073562e-08
1977,3.526069214387917e-09,0.0,7.052138073504466e-08
1978,5.346532105932056e-09,0.0,8.732668987931902e-08
1979,5.266775904289034e-09,5.851973350345929e-10,7.900163723206788e-08
1980,5.116635559687666e-09,0.0,6.765329629843109e-08
1981,5.060439622894819e-09,0.0,5.123695245856652e-08
1982,5.586751949948621e-09,0.0,1.0242379033797988e-07
1983,1.2630632539867293e-08,0.0,7.325766659960209e-08
1984,8.69851302098823e-09,0.0,8.292582265312376e-08
1985,4.210890747202711e-09,6.015558051686298e-10,8.542092189145478e-08
1986,3.5966913891627428e-09,0.0,6.953602849080198e-08
1987,6.110816741511371e-09,0.0,6.110816741511371e-08
1988,0.0,0.0,6.836071264615384e-08
1989,7.683371272548811e-09,0.0,9.110282661595193e-08
1990,3.814055737905164e-09,0.0,9.044760673759811e-08
1991,5.8614650910726596e-09,0.0,9.319729343815197e-08
1992,6.61193322315512e-09,5.509944167592096e-10,1.1625981954921372e-07
1993,2.7696036575264316e-09,0.0,8.751947433438545e-08
1994,4.2199412852994556e-09,0.0,7.96513930367837e-08
1995,8.133675954979935e-09,0.0,9.435064640683777e-08
1996,5.871901187504136e-09,0.0,6.992900836166882e-08
1997,9.110299181713799e-09,0.0,7.192341655581913e-08
1998,9.536258005482523e-09,0.0,9.154808111588864e-08
1999,6.8553016596695215e-09,0.0,8.591977973537723e-08
2000,1.0603275590881367e-08,0.0,8.394259509714175e-08
2001,5.695575122643959e-09,0.0,8.674799545360656e-08
2002,1.752488598683044e-09,0.0,8.937691831079064e-08
2003,4.166922806803086e-09,0.0,7.167107440864129e-08
2004,6.166707589017051e-09,0.0,1.272984633260421e-07
2005,6.305249655724765e-09,4.5037495954858286e-10,8.692236974638945e-08
2006,5.7650457740976435e-09,4.1178899179428186e-10,8.482853530722423e-08
2007,5.192823504529542e-09,7.988958938831558e-10,8.827799291566407e-08
2008,4.257439734089985e-09,0.0,1.0771322678237993e-07
2009,7.1522885392028e-09,0.0,1.0346978029929232e-07
2010,3.7790344187271785e-09,0.0,7.888734643302087e-08
2011,5.7359579308524644e-09,0.0,6.65371118202529e-08
2012,3.4042526575461807e-09,0.0,6.43403765820949e-08
2013,7.80955033974351e-09,0.0,7.419072289849282e-08
2014,4.7639794331644225e-09,0.0,7.535749091402977e-08
2015,3.989835573037226e-09,0.0,7.979671323710136e-08
2016,6.628288140575478e-09,0.0,6.338300551078646e-08
2017,6.289028409156572e-09,0.0,9.358074493093227e-08
2018,4.64663996169179e-09,0.0,6.78925715646983e-08
2019,7.652963596171958e-09,0.0,6.862156709530609e-08
