year,auraient_VERB ôté_VERB,auraient_VERB voté_VERB
1936,4.849885826274658e-09,1.6974599503782883e-08
1937,2.5182236296217297e-09,4.0291578073947676e-08
1938,3.8895642262559704e-09,1.2965214679638848e-08
1939,1.5294050470515685e-09,1.2235240376412548e-08
1940,0.0,0.0
1941,0.0,4.132103725851266e-08
1942,0.0,3.6410540360520827e-08
1943,5.806470415592457e-09,2.9032351633873077e-08
1944,0.0,1.927911696952833e-08
1945,4.357008087652048e-09,5.8819608739213436e-08
1946,2.7842208538686464e-09,5.568441707737293e-09
1947,1.1920870957027319e-09,2.8610090296865565e-08
1948,1.0871888278529696e-08,3.370285384107774e-08
1949,2.945102384188658e-09,4.515823803785679e-08
1950,1.1698897850465073e-08,3.93508372553697e-08
1951,4.264560704569931e-09,3.1984203729962246e-08
1952,8.435843135146115e-09,4.323369751091377e-08
1953,0.0,2.477980309834038e-08
1954,8.795282724349818e-09,2.5408594339637602e-08
1955,3.754243138587299e-09,2.7218263198847126e-08
1956,1.744228317335228e-09,1.657016923672927e-08
1957,3.534015080575159e-09,1.6786572132332367e-08
1958,5.790570245522986e-09,1.9026160202884057e-08
1959,4.650448914844674e-09,3.2553142403912716e-08
1960,6.2287499602575735e-09,2.353083417006019e-08
1961,1.3896318540318475e-09,2.292892631317045e-08
1962,3.805173953708163e-09,3.2343976386073336e-08
1963,7.1126584622049904e-09,2.9743844720542256e-08
1964,3.6503808864551957e-09,3.711220841751128e-08
1965,6.0192477668863376e-09,2.8454625322638094e-08
1966,4.431259803538978e-09,2.9357096309468034e-08
1967,5.916402479044791e-09,2.7116845657815247e-08
1968,3.5931326802796093e-09,2.919420261093819e-08
1969,3.1792304344691047e-09,3.860494146579185e-08
1970,5.978342709767048e-09,5.334521091526767e-08
1971,2.569198631618974e-09,2.003974941544584e-08
1972,2.565073486948677e-09,2.7702792948502974e-08
1973,2.7566018356850464e-09,3.3630541906859435e-08
1974,5.625571564138454e-09,3.994155761688489e-08
1975,2.8557400888473694e-09,2.1703623787061588e-08
1976,1.7140580066410394e-09,2.2282755196556536e-08
1977,2.3507127355770763e-09,2.938390863960194e-08
1978,3.5643548113029055e-09,3.326731246033887e-08
1979,2.925986564150662e-09,2.808947208166046e-08
1980,6.822181042309694e-09,2.1603572264439208e-08
1981,0.0,2.5302197670384885e-08
1982,2.483000915987077e-09,2.669225906970496e-08
1983,2.5261264191556165e-09,2.5892795463278162e-08
1984,5.799008495621649e-10,3.479405208395292e-08
1985,1.8046674155058895e-09,4.511668549866954e-08
1986,4.196139880008332e-09,3.5367463624425e-08
1987,6.110816852533674e-10,2.3221103262471843e-08
1988,1.798966087207532e-09,4.257553243292023e-08
1989,3.841685636274406e-09,2.689179900983163e-08
1990,3.814055737905164e-09,3.3236769780842224e-08
1991,5.861465202094962e-10,2.5790447111262438e-08
1992,1.1019888335184191e-09,4.903850481241534e-08
1993,3.877445031719162e-09,5.040678630052753e-08
1994,4.2199412852994556e-09,2.8484603120659813e-08
1995,2.1689803286761844e-09,4.5006341764519675e-08
1996,5.3380921904988554e-09,4.163711864180186e-08
1997,2.3974471297094624e-09,4.267456077400311e-08
1998,9.536258449571733e-10,3.766822231909828e-08
1999,2.7421207526856506e-09,4.1588830157479606e-08
2000,1.7672125984802278e-09,3.180982588446568e-08
2001,5.257454027685071e-09,3.592593600387772e-08
2002,2.1906108038649563e-09,5.082216958385288e-08
2003,2.9168460979889232e-09,3.875238263617575e-08
2004,1.3214374039449694e-09,5.638132805074747e-08
2005,5.404499514582994e-09,5.314424456059896e-08
2006,2.4707338397433887e-09,3.1295964930677656e-08
2007,4.393927444112933e-09,4.074368931128447e-08
2008,2.554463751636149e-09,3.405951787271988e-08
2009,4.291373478793048e-09,3.7191902890754136e-08
2010,3.7790344187271785e-09,2.7870378005445673e-08
2011,5.353560705856353e-09,1.873746313663105e-08
2012,2.0425516833455504e-09,1.7702113552786614e-08
2013,1.3945624655065103e-09,1.9523875849358774e-08
2014,5.630157673408576e-09,1.7107016248019136e-08
2015,4.211493376260478e-09,1.3964425171764105e-08
2016,5.3854840587064245e-09,2.2577607339258066e-08
2017,2.264050280587071e-09,1.8112402244696568e-08
2018,3.0977600484760615e-09,1.987729447705533e-08
2019,3.3162841361900064e-09,1.9642605764147447e-08
