year,tout_DET if_NOUN,tout_DET vif_NOUN
1914,0.0,7.366418230958516e-08
1915,2.3561523843085297e-09,6.008188790929125e-08
1916,0.0,4.9443578120644815e-08
1917,0.0,3.5092558192673096e-08
1918,0.0,7.810736235569493e-08
1919,0.0,5.524708868165362e-08
1920,0.0,8.178010091342003e-08
1921,0.0,6.436835064960178e-08
1922,7.377935484775833e-10,8.558404829273059e-08
1923,0.0,1.2208340649522142e-07
1924,0.0,6.187979550986711e-08
1925,0.0,9.458432970177455e-08
1926,0.0,1.0811753980988215e-07
1927,0.0,9.476841000832792e-08
1928,0.0,9.483613894190057e-08
1929,0.0,8.912324744869693e-08
1930,0.0,6.827342247106571e-08
1931,0.0,7.983749839013399e-08
1932,1.0959536611565568e-09,9.5347971296178e-08
1933,1.1470662197865522e-09,7.800050383366397e-08
1934,0.0,4.4331848414458364e-08
1935,0.0,6.821922227118193e-08
1936,0.0,3.8799086610197264e-08
1937,1.2591118148108649e-09,4.784624962894668e-08
1938,1.2965214457594243e-09,7.519824407609121e-08
1939,0.0,7.341144225847529e-08
1940,0.0,6.593035806190528e-08
1941,0.0,6.493305448884712e-08
1942,0.0,1.0923162108156248e-07
1943,0.0,1.1032293656398906e-07
1944,0.0,8.354284375400312e-08
1945,0.0,6.099811145077183e-08
1946,0.0,9.187928640130849e-08
1947,0.0,9.179070303844128e-08
1948,1.0871887834440486e-09,7.827759418432834e-08
1949,0.0,7.755436826073492e-08
1950,0.0,9.997239658332546e-08
1951,0.0,7.356366893418453e-08
1952,0.0,6.115985939914026e-08
1953,0.0,5.925604895651304e-08
1954,9.772536113672459e-10,5.668070812703263e-08
1955,9.385607846468247e-10,4.880516257799172e-08
1956,8.72114158667614e-10,5.4943193106282706e-08
1957,0.0,6.626278548083064e-08
1958,8.272243445794913e-10,1.04230267083949e-07
1959,7.750747821333448e-10,5.2705086517335076e-08
1960,6.920833350854139e-10,7.958958292419993e-08
1961,0.0,6.392306772795564e-08
1962,1.2683912808952869e-09,1.1225262852576634e-07
1963,1.9398159745165344e-09,7.56528208967211e-08
1964,6.083968329129164e-10,7.665800438871884e-08
1965,0.0,8.317505972854633e-08
1966,5.539074754423723e-10,7.311578542612551e-08
1967,9.860671168482327e-10,7.001076340884538e-08
1968,4.4914158503495116e-10,7.50066462273935e-08
1969,9.083515606356229e-10,7.811823365955206e-08
1970,0.0,8.415666741257155e-08
1971,1.541519245584766e-09,9.146347679234168e-08
1972,5.130146862875051e-10,6.463984902893571e-08
1973,1.6539611902288698e-09,6.285052478460784e-08
1974,0.0,5.85059467539395e-08
1975,0.0,5.02610255637137e-08
1976,0.0,5.999203267492703e-08
1977,2.3507127355770763e-09,5.5241748952994385e-08
1978,1.7821774056514528e-09,7.900986531694798e-08
1979,0.0,7.022367753961589e-08
1980,0.0,5.9125568441231735e-08
1981,6.325549528618524e-10,4.617651327976091e-08
1982,0.0,5.152226734139731e-08
1983,0.0,3.6628833299801045e-08
1984,1.1598016991243298e-09,6.436899724349132e-08
1985,0.0,5.353846788125338e-08
1986,0.0,4.6756987615026446e-08
1987,0.0,4.522004459772688e-08
1988,0.0,3.358070088665954e-08
1989,5.488122178931576e-10,5.597884467078984e-08
1990,0.0,3.7595690116631886e-08
1991,5.861465202094962e-10,5.7442360201775955e-08
1992,5.509944167592096e-10,5.840540850954312e-08
1993,0.0,5.705383543386233e-08
1994,0.0,5.063929364723663e-08
1995,5.422450821690461e-10,6.290042620094027e-08
1996,5.338092190498855e-10,5.604996644592575e-08
1997,4.79489448146353e-10,6.041567246484192e-08
1998,0.0,5.197260932732206e-08
1999,0.0,4.5702012840820316e-08
2000,4.4180314962005696e-10,4.63893314872621e-08
2001,4.3812117822561447e-10,5.432702465668626e-08
2002,0.0,4.819343502049378e-08
2003,0.0,4.5419458416517955e-08
2004,0.0,5.373845368694674e-08
2005,4.5037495954858286e-10,4.638862094452634e-08
2006,0.0,4.0355320862772714e-08
2007,0.0,4.353982774318865e-08
2008,0.0,3.746546894944913e-08
2009,0.0,5.435739325321265e-08
2010,0.0,3.542844595472161e-08
2011,0.0,3.823971894689748e-08
2012,0.0,4.595741032176193e-08
2013,0.0,4.713621493124265e-08
2014,0.0,6.517989703525018e-08
2015,0.0,6.671891839005184e-08
2016,0.0,8.306073340236253e-08
2017,0.0,3.2199825028556006e-08
2018,0.0,5.3178215608795654e-08
2019,0.0,6.453998935285199e-08
