year,pourront_VERB ôter_VERB,pourront_VERB voter_VERB
1800,3.144164484325529e-09,3.772997558826319e-08
1801,0.0,6.905429472681135e-08
1802,0.0,7.384872446891677e-08
1803,0.0,0.0
1804,0.0,3.213406074564773e-08
1805,0.0,5.685755422035754e-09
1806,0.0,3.1698359492793315e-08
1807,8.540865792383556e-09,5.693910232196231e-09
1808,0.0,2.945896149242344e-08
1809,2.710836710662079e-08,1.8072244145628247e-08
1810,0.0,2.3401267590372754e-09
1811,2.5070767684098882e-09,7.521229861140455e-09
1812,5.3344164641089264e-09,5.3344164641089264e-09
1813,0.0,5.751483289628823e-09
1814,0.0,1.5733386149463513e-08
1815,0.0,1.3486118000116676e-08
1816,0.0,9.270415546325239e-09
1817,0.0,1.5568733857662664e-08
1818,2.384235475716423e-09,2.98029441125891e-08
1819,1.3456364911235141e-08,2.6912729822470283e-08
1820,0.0,1.0679833017945839e-08
1821,7.88919063410276e-09,1.577838126820552e-08
1822,0.0,3.0076847679083585e-08
1823,9.882686891060644e-10,1.9765373338032077e-08
1824,1.3473780313688621e-08,3.3684450784221553e-09
1825,0.0,3.258013947515792e-08
1826,0.0,1.5854372037438225e-08
1827,2.7651818612639545e-09,9.217273055917019e-10
1828,1.8344602503717056e-09,2.2930752408001354e-08
1829,4.286587973467704e-09,1.628903412154159e-08
1830,0.0,1.1480519646056564e-08
1831,4.677361609140007e-09,1.2472964883158966e-08
1832,0.0,5.411987746839486e-09
1833,2.3167257001688313e-09,1.853380560135065e-08
1834,1.8669061851994684e-09,8.401078055442213e-09
1835,0.0,2.4958190181223472e-08
1836,0.0,3.293167694096155e-08
1837,2.7831563720326358e-09,1.530736071231331e-08
1838,0.0,3.092959488526503e-08
1839,1.3982950353153e-09,8.38977065598101e-09
1840,6.3696887764308485e-09,1.4013314952876499e-08
1841,1.0914932957462042e-08,3.467096121312352e-08
1842,0.0,2.5491406319133603e-08
1843,8.269675610961258e-09,3.721353891705803e-08
1844,7.683985892015244e-09,1.4819115712327857e-08
1845,2.2320911785556063e-09,2.1204865419122143e-08
1846,0.0,1.2879903366069811e-08
1847,4.853901280910122e-09,3.7752563741833e-08
1848,0.0,5.229394162142853e-08
1849,1.6758829879393033e-09,6.954914510970411e-08
1850,0.0,5.7706465383944305e-08
1851,6.449438760824933e-10,3.418202609850596e-08
1852,0.0,5.5339636872986375e-08
1853,1.7915795513800958e-09,2.508211416341055e-08
1854,2.5978321716024766e-09,3.16935526711859e-08
1855,1.0613874223963649e-09,1.6982198758341838e-08
1856,3.1063134287023786e-09,1.1907535402144731e-08
1857,0.0,1.0739319655783675e-08
1858,9.787352039936081e-10,4.404308473482388e-09
1859,1.476730293603623e-08,1.476730293603623e-08
1860,4.57718396518203e-09,7.323494255473406e-09
1861,5.659156698811785e-09,8.017138064531082e-09
1862,0.0,1.671654992208005e-08
1863,1.9978483312144135e-09,5.793760138317339e-08
1864,2.3973640850272204e-09,1.342523781033833e-08
1865,5.6482134525026595e-09,1.5061901947888146e-08
1866,2.919367858567057e-09,2.578774882522339e-08
1867,9.7056229719783e-10,4.076361648230886e-08
1868,2.4699371437009177e-09,6.076044911651479e-08
1869,0.0,4.444002499326416e-08
1870,1.1468097582678638e-09,2.5229814681893004e-08
1871,0.0,4.6733180880664804e-08
1872,0.0,4.535504416480762e-08
1873,5.986004469882289e-10,1.496501056408306e-08
1874,2.3898436563030145e-09,4.182226476245887e-08
1875,0.0,3.4901315615343265e-08
1876,0.0,5.501873445723504e-08
1877,1.8554447978047506e-09,3.216104360603822e-08
1878,6.039088673581716e-10,4.5293166550663955e-08
1879,0.0,6.59807142255886e-08
1880,6.417846254436199e-10,2.888030792291829e-08
1881,0.0,5.9266312746331096e-08
1882,2.6621540527571597e-09,1.2645231528551903e-08
1883,0.0,2.211768546089843e-08
1884,0.0,3.3668655419205606e-08
1885,1.933690763067375e-09,2.8360796378024133e-08
1886,1.936039106809062e-09,4.065682190912412e-08
1887,0.0,3.133883907935342e-08
1888,1.9021844099853524e-09,3.7409627395845746e-08
1889,0.0,2.5687061366852504e-08
1890,0.0,4.0637196718762425e-08
1891,0.0,1.529812720946211e-08
1892,0.0,1.3790726782758611e-08
1893,1.2316833108982905e-09,3.87980243488073e-08
1894,0.0,2.079507943619774e-08
1895,0.0,4.092657945875544e-08
1896,0.0,3.4202766840962795e-08
1897,4.661370844871726e-09,1.1653426668090106e-08
1898,1.13167097914868e-09,2.998928039232851e-08
1899,1.1055156790007459e-09,4.09040801230276e-08
1900,0.0,3.218453059616877e-08
1901,0.0,4.973977496547377e-08
1902,0.0,2.1605249145295602e-08
1903,0.0,3.186130115295782e-08
1904,3.7622376325430196e-09,1.9348650681649815e-08
1905,0.0,2.9416327151920996e-08
1906,0.0,2.572092228092515e-08
1907,1.5428529565042481e-09,5.451413898072133e-08
1908,1.4734167219643268e-09,3.094175227147389e-08
1909,0.0,5.5009834909469646e-08
1910,5.344150677544235e-10,6.41298072423524e-08
1911,1.5961122423746588e-09,3.1922244403403965e-08
1912,5.209421227725386e-10,4.219631222213138e-08
1913,5.30298971401777e-10,3.4999732889673396e-08
1914,6.696743715117748e-10,4.955590426902745e-08
1915,1.1780761921542648e-09,7.539687629787295e-08
1916,0.0,7.801097723358907e-08
1917,2.1932848870420685e-09,7.347504293875318e-08
1918,0.0,9.533692235663693e-08
1919,0.0,4.9722380879302364e-08
1920,0.0,4.0890050456710014e-08
1921,0.0,4.619375815195781e-08
1922,0.0,4.795657915224183e-08
1923,2.1231896241147297e-09,4.989495749896378e-08
1924,0.0,3.738571052736006e-08
1925,1.0998177923937646e-09,2.969508017258704e-08
1926,0.0,2.6750733184144337e-08
1927,1.1149224876660924e-09,1.3379070296082318e-08
1928,0.0,2.0566874425753667e-08
1929,0.0,4.790374674712439e-08
1930,0.0,1.3654684494213143e-08
1931,0.0,2.5091784650044247e-08
1932,1.0959536611565568e-09,3.507051715700982e-08
1933,0.0,1.0323596200123575e-08
1934,2.3963160344919743e-09,3.2350264689284813e-08
1935,0.0,2.0346082152400413e-08
1936,0.0,1.8187071404440758e-08
1937,0.0,1.3850230295986421e-08
1938,0.0,2.3337385357535823e-08
1939,0.0,1.5294050470515685e-08
1940,0.0,2.7893612752905028e-08
1941,0.0,2.9515025978810172e-09
1942,0.0,9.102635090130207e-09
1943,0.0,8.709705845433291e-09
1944,0.0,9.639558484764166e-09
1945,0.0,4.7927088075994106e-08
1946,0.0,5.150808490839154e-08
1947,1.1920870957027319e-09,1.0490366264548356e-07
1948,2.174377566888097e-09,6.19697573256417e-08
1949,0.0,2.4542520904446974e-08
1950,0.0,2.2334258886758107e-08
1951,0.0,2.4521224162299404e-08
1952,0.0,2.741649041126948e-08
1953,0.0,2.9089333608567358e-08
1954,0.0,2.8340354063516315e-08
1955,0.0,1.9709776921672528e-08
1956,0.0,2.0058624983221307e-08
1957,0.0,2.5621609722747962e-08
1958,8.272243445794913e-10,1.1581140491045971e-08
1959,0.0,3.1778064624177205e-08
1960,6.920833350854139e-10,1.5225833038812198e-08
1961,4.16889545107324e-09,2.36237411854745e-08
1962,0.0,1.7123282347597524e-08
1963,1.2932106496776896e-09,1.7458344103715717e-08
1964,0.0,1.1559539991878864e-08
1965,0.0,1.9699356812452606e-08
1966,2.215629901769489e-09,1.5509408868297214e-08
1967,4.930335584241163e-10,7.888536934785861e-09
1968,0.0,2.2007936806289763e-08
1969,1.3625273131978588e-09,2.3162964879475112e-08
1970,4.5987250119061684e-10,1.839489982558007e-08
1971,0.0,1.0790635052160269e-08
1972,5.130146862875051e-10,3.1806909106535386e-08
1973,5.513203782392395e-10,2.4258095976392724e-08
1974,2.812785782069227e-09,1.6876715136504572e-08
1975,0.0,2.8557401776652114e-08
1976,0.0,2.5710871653927825e-08
1977,0.0,2.1744092748576804e-08
1978,5.940591352171509e-10,3.445542873237173e-08
1979,0.0,2.57486831856113e-08
1980,5.685150683554241e-10,1.762396628635088e-08
1981,0.0,1.8344094243616382e-08
1982,0.0,2.110550845202397e-08
1983,0.0,3.410270821291306e-08
1984,0.0,2.4935737030773453e-08
1985,0.0,3.308556983938615e-08
1986,0.0,1.2588419195935785e-08
1987,0.0,2.5665430669619127e-08
1988,1.1993107618124554e-09,3.1182079140990027e-08
1989,0.0,2.908704743731505e-08
1990,0.0,1.3076762783725826e-08
1991,5.861465202094962e-10,1.4067516929117119e-08
1992,0.0,2.975369817193041e-08
1993,5.539207426075166e-10,2.5480353826878854e-08
1994,0.0,2.2682185019107237e-08
1995,0.0,1.7351842629409475e-08
1996,0.0,2.4555223632205525e-08
1997,4.79489448146353e-10,2.205651483677684e-08
1998,1.43043876743576e-09,1.4781200263769279e-08
1999,0.0,1.9194844824710344e-08
2000,1.3254094488601709e-09,1.678851901942835e-08
2001,0.0,1.5772362971233633e-08
2002,0.0,1.3581786362237835e-08
2003,0.0,1.6250998768896352e-08
2004,0.0,1.7178685141061578e-08
2005,0.0,1.0358624180639708e-08
2006,1.2353669198716943e-09,3.047238550379916e-08
2007,0.0,1.5977917655618512e-08
2008,0.0,1.2772319202269955e-08
2009,9.53638501499654e-10,1.3827758493789588e-08
2010,4.723793023408973e-10,1.369900015646408e-08
2011,0.0,1.2619107536693264e-08
2012,3.404252713057332e-10,7.829781267787439e-09
2013,0.0,1.1156499724052082e-08
2014,1.6240838007774983e-08,7.57905826986871e-09
2015,4.433150790905671e-10,4.211493376260478e-09
2016,6.214020409345267e-10,1.0563834251797743e-08
2017,5.031222660711876e-10,1.106868996458843e-08
2018,5.162933414126769e-10,6.711813327342497e-09
2019,1.8622211328533922e-08,4.846876677788714e-09
