year,doit_VERB ôter_VERB,doit_VERB oter_VERB,doit_VERB voter_VERB
1800,8.174827570428533e-08,0.0,1.8864987794131594e-08
1801,8.096020565062645e-08,0.0,1.1905912700171939e-08
1802,9.84649659585557e-08,0.0,2.2378401354217203e-08
1803,6.241085515057421e-08,0.0,9.751696339321825e-09
1804,1.0134588990240445e-07,0.0,3.9549615138412264e-08
1805,7.960057502032214e-08,0.0,5.1171799242411e-08
1806,3.7461699520235925e-08,0.0,4.610670600868616e-08
1807,3.701041606518629e-08,0.0,2.8469551160981155e-09
1808,9.290903335568146e-08,0.0,9.064295980465431e-09
1809,4.969867006821005e-08,0.0,2.25903047379461e-08
1810,6.31834211617388e-08,0.0,9.360507036149102e-09
1811,7.771937760026049e-08,0.0,2.5070768572277302e-08
1812,5.3344166417446104e-08,2.6672082320544632e-09,0.0
1813,5.7514832008109806e-08,0.0,8.627225156487839e-09
1814,5.97868634599763e-08,0.0,9.440030979135372e-09
1815,5.664169577812572e-08,0.0,4.045835311217161e-08
1816,6.025770460382773e-08,0.0,1.2051540920765547e-07
1817,4.3592454090912724e-08,0.0,2.0239355080775567e-08
1818,7.391130196765516e-08,0.0,3.337929754820834e-08
1819,5.900098543065724e-08,1.035105001712111e-09,4.140419918030602e-08
1820,7.95054262425765e-08,2.3732962262101864e-09,3.559944161679596e-08
1821,7.001656854299654e-08,0.0,2.9584464655840748e-08
1822,7.017931125119503e-08,1.0025615893027862e-09,7.619468078701175e-08
1823,7.412015179397713e-08,0.0,1.2847492847356534e-08
1824,4.126345132249298e-08,0.0,9.263223965660927e-09
1825,4.57883047033647e-08,0.0,1.1447076175841175e-08
1826,3.699353356978463e-08,7.927186018719112e-09,3.3470339388941284e-08
1827,9.770309361556428e-08,9.217273055917019e-10,1.3825909306319772e-08
1828,7.33784091266898e-08,9.172301251858528e-10,1.559291185060374e-08
1829,4.200856196234781e-08,0.0,4.9724420136953995e-08
1830,5.114049628218709e-08,0.0,2.922314124020886e-08
1831,6.392394169552063e-08,0.0,5.6128342862393765e-08
1832,7.035583848846727e-08,0.0,6.494385473843067e-08
1833,2.3167256557599103e-08,0.0,7.761030929032131e-08
1834,2.8937046536725575e-08,0.0,3.733812548034621e-08
1835,7.184933537018878e-08,7.563087933704082e-10,4.159698363537245e-08
1836,5.040562456315456e-08,6.720750067579218e-10,2.8899226123257904e-08
1837,7.166627824517491e-08,6.957890930081589e-10,2.435261770017405e-08
1838,6.56464820281144e-08,6.312161904276081e-10,2.5248647617104325e-08
1839,3.076248944466897e-08,6.9914751765765e-10,2.3771015378315496e-08
1840,7.834717052901397e-08,6.369688665408546e-10,6.688173215252391e-08
1841,6.420548714913821e-08,6.420548537278137e-10,3.78812359258518e-08
1842,4.22620693996123e-08,0.0,3.287049921141261e-08
1843,4.1939067330076796e-08,3.5441467538532834e-09,2.8353174030826267e-08
1844,5.1592476069117765e-08,0.0,4.116420981858937e-08
1845,6.249855033502172e-08,1.674068439427856e-09,3.961961780873935e-08
1846,4.2152407786488766e-08,5.854501328173001e-10,2.6345256642912318e-08
1847,5.770749211819748e-08,4.314578916364553e-09,3.343798482546845e-08
1848,3.459445352405055e-08,5.63165514222419e-09,1.0539240236084879e-07
1849,3.351765798242923e-08,8.379414939696517e-10,1.8769890175462933e-07
1850,4.480737203493845e-08,1.3577992064028876e-09,7.332116069846961e-08
1851,3.1602251482354404e-08,0.0,8.90022562316517e-08
1852,4.231854688896419e-08,6.510545436100301e-10,2.7344290387532055e-08
1853,3.881755716861335e-08,0.0,1.851298847554972e-08
1854,4.2084881357595805e-08,0.0,3.4810952342922974e-08
1855,3.555647865027822e-08,0.0,1.963566731433275e-08
1856,6.316170697573398e-08,5.177189232874468e-10,3.7793480345271746e-08
1857,3.612316845647001e-08,0.0,3.221796163188628e-08
1858,2.8872689128434104e-08,4.893676019968041e-10,2.936205589776364e-08
1859,2.800695320104296e-08,5.092173349652285e-10,2.3933214521321133e-08
1860,2.288591893773173e-08,4.577183909670879e-10,1.0069804545764782e-08
1861,3.0182167876091626e-08,4.715963730639317e-10,3.914249901981748e-08
1862,5.0601446588416366e-08,1.3553959066214816e-09,4.9697849391350246e-08
1863,2.7969877081091e-08,4.994620828036034e-10,3.845858032036631e-08
1864,3.404256787575832e-08,0.0,5.3221480555976086e-08
1865,2.3063536858103362e-08,0.0,3.577201823645737e-08
1866,3.065336073859726e-08,1.4596839292835284e-09,3.503241430280468e-08
1867,3.542552207136396e-08,0.0,3.591080499631971e-08
1868,2.5193358510477992e-08,9.87974813071446e-10,5.285665238830006e-08
1869,3.613804011592947e-08,1.4650557433881772e-09,5.323035878745941e-08
1870,2.5803219116937726e-08,0.0,7.511604138699113e-08
1871,1.0621176826930423e-08,0.0,8.603153389685758e-08
1872,1.8746751706544273e-08,0.0,5.6844989160254045e-08
1873,2.21482157058972e-08,0.0,2.8134220286801792e-08
1874,4.480956761199195e-08,0.0,7.766991672042423e-08
1875,1.0870901512305409e-08,0.0,4.748867610260277e-08
1876,2.5997863417615008e-08,6.04601479992084e-10,6.287855569553358e-08
1877,2.72131899237138e-08,0.0,3.5253449937044934e-08
1878,1.8117265909722846e-08,0.0,3.200716847118201e-08
1879,1.588424503040642e-08,0.0,4.154341226580982e-08
1880,1.7328185109022343e-08,0.0,4.4924924225142604e-08
1881,9.761510710859511e-09,0.0,8.157833519817359e-08
1882,1.6638463051776853e-08,0.0,2.0631693686823382e-08
1883,2.274962085380139e-08,0.0,6.066565561013704e-08
1884,6.601696966868076e-09,0.0,6.205595326491675e-08
1885,9.66845359329227e-09,0.0,6.123353557541122e-08
1886,6.4534639854230136e-09,0.0,5.485444276587259e-08
1887,4.570247291724172e-09,0.0,4.700825684267329e-08
1888,1.2047167707862627e-08,0.0,5.199304098368884e-08
1889,1.7542383545787743e-08,0.0,6.202485280937253e-08
1890,1.6385966361553983e-08,0.0,1.035593086839981e-07
1891,1.466070642663908e-08,0.0,6.437961985739094e-08
1892,1.3163876211308434e-08,0.0,6.26851246465776e-08
1893,4.926733243593162e-09,0.0,6.83584246985447e-08
1894,1.2603078580752936e-08,0.0,5.1042469806361623e-08
1895,1.5648398132839247e-08,1.2037228991346183e-09,5.777869915846168e-08
1896,1.1204354777305525e-08,5.89702897624278e-10,6.250850503874972e-08
1897,1.3401440845939305e-08,0.0,5.535378022614168e-08
1898,1.810673566637888e-08,5.6583548957434e-10,4.2437662273187016e-08
1899,5.527578395003729e-09,1.1055156790007459e-09,5.085372123403431e-08
1900,1.6092265298084385e-08,0.0,6.02162160134867e-08
1901,8.941982265753268e-09,5.588738916095792e-10,4.247441509619421e-08
1902,1.4239823542538943e-08,0.0,4.7629754362787935e-08
1903,7.560307935250421e-09,0.0,3.888158772724637e-08
1904,1.3974025492302644e-08,0.0,7.846952598811185e-08
1905,8.773290538499623e-09,5.160759042333041e-10,6.760594573052003e-08
1906,1.0802787109298606e-08,0.0,1.0751345769222098e-07
1907,1.902852098112362e-08,2.057137349353866e-09,6.47998277258921e-08
1908,7.367083831866239e-09,0.0,5.35341406759926e-08
1909,5.5009836685826485e-09,0.0,6.986249445617432e-08
1910,1.068830179917768e-08,0.0,6.145773312482561e-08
1911,8.51259862599818e-09,1.5961122423746588e-09,5.533189195716659e-08
1912,5.730363294986773e-09,0.0,4.4801023335594437e-08
1913,1.0605979205990934e-08,0.0,5.1438998838193584e-08
1914,8.705766774141921e-09,0.0,6.161004506566314e-08
1915,3.534228465440492e-09,0.0,2.4739600590351074e-08
1916,7.69122365795738e-09,0.0,4.1752354462687435e-08
1917,3.289927441585405e-09,0.0,4.0575770299255964e-08
1918,6.89182577673364e-09,0.0,5.283732917860107e-08
1919,8.287063479883727e-09,0.0,6.537572261322566e-08
1920,5.300562211374427e-09,0.0,8.102288262534785e-08
1921,2.2718242842501013e-09,0.0,7.799929591101318e-08
1922,7.377935595798135e-09,0.0,3.541408943874558e-08
1923,1.2739137744688378e-08,0.0,4.564857647437748e-08
1924,1.804827398643738e-08,0.0,7.992807127266133e-08
1925,1.6497267552040284e-08,0.0,4.8391981977147225e-08
1926,8.916910765321973e-09,0.0,4.7928395474627905e-08
1927,1.8953683067479687e-08,0.0,5.5746124161260013e-08
1928,1.2568645679778001e-08,0.0,5.3702393643106916e-08
1929,1.6710609784809094e-08,0.0,3.8991423423340166e-08
1930,4.201441416995522e-09,0.0,6.512234307365361e-08
1931,3.4216069977333063e-09,0.0,4.676196141417677e-08
1932,6.575722188983946e-09,0.0,5.918149881267709e-08
1933,3.4411986593596566e-09,1.1470662197865522e-09,6.194157720074145e-08
1934,5.990790086229936e-09,0.0,2.995395220750652e-08
1935,9.574627313213568e-09,0.0,3.7101681726881e-08
1936,1.2124714565686645e-08,1.2124714565686645e-09,4.364897421282876e-08
1937,8.813782592653752e-09,0.0,4.406891207509034e-08
1938,6.482607339819424e-09,0.0,3.241303758727554e-08
1939,1.070583532936098e-08,0.0,2.2941076593951948e-08
1940,1.2678914806940611e-08,0.0,5.0715658339584024e-09
1941,1.1806010391524069e-08,0.0,3.246652724442356e-08
1942,1.517105907566929e-08,0.0,1.2136847082899749e-08
1943,0.0,5.806470415592457e-09,2.322588166236983e-08
1944,9.639558484764166e-09,0.0,6.42637232317611e-08
1945,6.535512131478072e-09,0.0,5.8819608739213436e-08
1946,1.3921104269343232e-09,0.0,4.454753366189834e-08
1947,1.0728784083369192e-08,0.0,4.7683485604466114e-08
