year,doit_VERB ôter_VERB,doit_VERB oter_VERB,doit_VERB voter_VERB
1948,4.348755133776194e-09,1.0871887834440486e-09,8.371353743541476e-08
1949,8.835307596655184e-09,0.0,5.3011845579931105e-08
1950,1.1698897850465073e-08,0.0,4.679559140186029e-08
1951,8.529121409139861e-09,1.0661401761424827e-09,4.584402901741669e-08
1952,1.687168627029223e-08,2.1089607837865287e-09,3.690681538159879e-08
1953,6.464296653518886e-09,0.0,3.98631598841348e-08
1954,1.3681550115052232e-08,0.0,3.518113089739927e-08
1955,3.754243138587299e-09,0.0,3.9419553843345057e-08
1956,1.2209598665435806e-08,0.0,3.662879421995058e-08
1957,1.1485549400447326e-08,0.0,3.445664731316356e-08
1958,6.617794756635931e-09,0.0,2.3162280982091943e-08
1959,1.4726420971555854e-08,0.0,4.727956337546857e-08
1960,6.920833239831836e-09,0.0,2.5607082676515347e-08
1961,1.042223907177231e-08,6.948159270159238e-10,3.265634873628187e-08
1962,7.610347907416326e-09,0.0,3.7417542841922113e-08
1963,9.69907976156037e-09,0.0,2.3277792138287623e-08
1964,1.0951143103454797e-08,0.0,2.981144575642247e-08
1965,1.2585699593614663e-08,0.0,3.775710055720083e-08
1966,7.754704434148607e-09,0.0,2.99110034518435e-08
1967,7.888536934785861e-09,0.0,3.5498416650625586e-08
1968,1.3025106326836067e-08,0.0,4.177016776907294e-08
1969,1.6804504454626112e-08,0.0,3.4971535001204757e-08
1970,1.5175793066646293e-08,0.0,5.8863680152398956e-08
1971,1.1304474689666222e-08,5.138397485282553e-10,3.648262136835001e-08
1972,2.0007572487656944e-08,0.0,3.283293992240033e-08
1973,1.268036875501366e-08,0.0,2.811733956775697e-08
1974,1.1251143128276908e-08,0.0,3.994155761688489e-08
1975,7.996072248772634e-09,0.0,2.9699696924012642e-08
1976,7.998937512354587e-09,5.713526873840635e-10,3.5423866506789636e-08
1977,4.11374712072643e-09,0.0,4.58388988988645e-08
1978,8.316828115084718e-09,0.0,6.712868128033733e-08
1979,1.287434159280565e-08,0.0,2.5163485517509798e-08
1980,1.591842213599648e-08,0.0,4.207011627954671e-08
1981,1.3283654176632353e-08,0.0,3.0995192190630405e-08
1982,1.1173503899897241e-08,6.207502289967692e-10,3.786576385778062e-08
1983,6.946847541655643e-09,6.315316047889041e-10,3.6628833299801045e-08
1984,1.275781880138993e-08,0.0,4.697196942515802e-08
1985,1.0226449020933615e-08,0.0,3.308556983938615e-08
1986,9.591176741707841e-09,0.0,3.416856841909066e-08
1987,9.777306964053878e-09,0.0,3.6053819485459826e-08
1988,5.99655392008458e-09,0.0,3.2381390013824785e-08
1989,9.878619700032232e-09,0.0,3.128229764115531e-08
1990,5.993515905799995e-09,0.0,5.9390295348293876e-08
1991,7.6199047072123e-09,0.0,3.282420379946416e-08
1992,3.30596661157756e-09,0.0,4.573253775674857e-08
1993,8.308811416668505e-09,0.0,3.600484888011124e-08
1994,9.494868002946077e-09,5.274926606624319e-10,3.3759530282395644e-08
1995,8.675921314704738e-09,5.422450821690461e-10,4.0668382439434936e-08
1996,6.4057106285986265e-09,0.0,4.2704737523990843e-08
1997,1.3425704992187093e-08,0.0,3.4523239378358994e-08
1998,1.0013071261028017e-08,0.0,3.242328006081152e-08
1999,1.553868322901053e-08,0.0,3.107736645802106e-08
2000,1.2370488633450805e-08,0.0,4.241310236352547e-08
2001,1.095302959441824e-08,0.0,2.760163475556965e-08
2002,1.1391176002462089e-08,0.0,4.293596944648925e-08
2003,1.0833999475323708e-08,4.1669229178253886e-10,2.2084691408963408e-08
2004,6.166707589017051e-09,0.0,4.404791198453495e-08
2005,1.9366122927522156e-08,0.0,5.899912025597587e-08
2006,7.412201963319376e-09,0.0,3.459027553276428e-08
2007,9.98619853476157e-09,0.0,5.472436725995067e-08
2008,1.1069342775726909e-08,0.0,3.7039725953036395e-08
2009,7.1522885392028e-09,0.0,3.623826216880843e-08
2010,1.2754241218715379e-08,0.0,3.684558436134466e-08
2011,1.3001504761689375e-08,1.1471915639660324e-09,3.097417433650662e-08
2012,1.3617010630184723e-08,0.0,2.008509092377153e-08
2013,1.059867482666732e-08,0.0,2.7612337305527035e-08
2014,1.1260315346817151e-08,0.0,2.8367331594836287e-08
2015,1.573768493301486e-08,0.0,3.480023380575403e-08
2016,1.0356700386182638e-08,0.0,2.754882189037744e-08
2017,7.54683426862357e-09,0.0,3.5721679836342446e-08
2018,9.551427204712581e-09,0.0,2.942872079358949e-08
2019,1.3010037491767434e-08,0.0,2.397928433595098e-08
