year,veulent_VERB ôter_VERB,veulent_VERB oter_VERB,veulent_VERB voter_VERB
1893,1.2316833108982905e-09,0.0,3.695050043717174e-09
1894,1.2603078580752936e-09,0.0,9.452309157609307e-09
1895,0.0,0.0,1.9861428057765806e-08
1896,4.1279202278587945e-09,0.0,9.435246361988447e-09
1897,6.992056267307589e-09,0.0,4.078699600285063e-09
1898,1.6975064687230201e-09,0.0,3.3950129374460403e-09
1899,2.7637891975018647e-09,0.0,6.633094074004475e-09
1900,4.15284251431558e-09,0.0,2.07642125715779e-09
1901,1.676621730339889e-09,0.0,1.5089595351014395e-08
1902,9.820567692386817e-10,0.0,4.910283846193408e-10
1903,7.560307935250421e-09,0.0,1.1880484152015924e-08
1904,8.061937784020756e-09,0.0,9.13686282189019e-09
1905,1.5482277682110634e-09,0.0,2.2707340008309984e-08
1906,5.144184633820714e-09,0.0,1.594697174311932e-08
1907,3.599990305858114e-09,0.0,7.199980611716228e-09
1908,9.822778146428846e-10,0.0,1.5716445034286153e-08
1909,3.300590023513905e-09,0.0,9.351672325408344e-09
1910,5.34415089958884e-09,0.0,5.878565634276356e-09
1911,7.980561100850991e-09,0.0,3.7242617878519013e-09
1912,7.814131564032323e-09,0.0,8.335073964360618e-09
1913,8.484783542428431e-09,0.0,1.590896969716482e-09
1914,3.3483718020477227e-09,0.0,9.37544086809794e-09
1915,0.0,0.0,3.534228465440492e-09
1916,9.888715624128963e-09,0.0,2.197492410260793e-09
1917,3.289927441585405e-09,0.0,2.0836205649743533e-08
1918,0.0,0.0,1.1486376294556067e-08
1919,1.8415696745321952e-09,0.0,1.4732557396257562e-08
1920,2.2716695191604686e-09,0.0,1.514446346106979e-08
1921,8.330022005509363e-09,0.0,1.060184651180407e-08
1922,1.4755870969551665e-09,0.0,4.426761179843197e-09
1923,2.1231896241147297e-09,0.0,7.431163684401554e-09
1924,0.0,0.0,1.1602462102189293e-08
1925,0.0,0.0,1.5397448649423495e-08
1926,1.1146138456652466e-09,0.0,3.343841648018042e-09
1927,1.3379070296082318e-08,0.0,1.1149224654616319e-08
1928,4.570416489713125e-09,0.0,1.0283437212876834e-08
1929,5.570202965543558e-09,0.0,1.2254447234738564e-08
1930,0.0,0.0,7.352522590764465e-09
1931,5.7026783295555106e-09,0.0,6.843213995466613e-09
1932,1.0959536611565568e-09,0.0,4.383814644626227e-09
1933,0.0,0.0,1.1470662197865522e-09
1934,0.0,0.0,2.3963160344919743e-09
1935,4.787313656606784e-09,0.0,3.590485242455088e-09
1936,2.424942913137329e-09,0.0,9.699771652549316e-09
1937,6.295559185076627e-09,0.0,2.5182236296217297e-09
1938,1.2965214457594243e-09,0.0,5.186085783037697e-09
1939,0.0,0.0,4.588215141154706e-09
1940,2.5357829169792012e-09,0.0,0.0
1941,8.854508237732261e-09,0.0,1.1806010391524069e-08
1942,1.2136847082899749e-08,0.0,9.102635090130207e-09
1943,2.322588166236983e-08,0.0,0.0
1944,0.0,0.0,0.0
1945,2.178504043826024e-09,0.0,1.089252066321933e-08
1946,8.352662561605939e-09,0.0,6.960552134671616e-09
1947,1.1920870957027319e-09,0.0,1.1920870957027319e-09
1948,1.0871887834440486e-09,0.0,5.435944139264848e-09
1949,9.817008317369869e-10,0.0,2.945102384188658e-09
1950,3.190608444114673e-09,0.0,9.571825110299415e-09
1951,5.330700769690111e-09,0.0,6.396841278899501e-09
1952,7.381362632230548e-09,0.0,3.1634410646574906e-09
1953,4.3095309543161875e-09,0.0,1.1851209791302608e-08
1954,9.772536113672459e-10,0.0,4.886268278880834e-09
1955,0.0,0.0,3.754243138587299e-09
1956,5.232684952005684e-09,0.0,3.488456634670456e-09
1957,1.7670075402875796e-09,0.0,2.6505113659425206e-09
1958,4.1361216673863055e-09,0.0,7.445019267748876e-09
1959,0.0,0.0,7.750747599288843e-09
1960,2.076250060767393e-09,0.0,5.536666680683311e-09
1961,4.16889545107324e-09,0.0,3.47407969059077e-09
1962,6.976152100435229e-09,0.0,8.8787386332001e-09
1963,1.0345685197421517e-08,0.0,7.759263453976928e-09
1964,9.734349326606662e-09,6.083968329129164e-10,3.6503808864551957e-09
1965,7.660860390501512e-09,0.0,4.377634699181954e-09
1966,4.431259803538978e-09,0.0,3.3234448526542337e-09
1967,6.409436092980059e-09,1.9721342336964653e-09,3.451234853457663e-09
1968,4.491415683816058e-09,0.0,3.5931326802796093e-09
1969,4.087581828571274e-09,2.2708788183223305e-09,5.904285060864822e-09
1970,5.978342709767048e-09,4.5987250119061684e-10,1.4256047897731605e-08
1971,2.0553589941130213e-09,0.0,2.569198631618974e-09
1972,2.0520587451500205e-09,0.0,4.6171320100540925e-09
1973,3.3079223804577396e-09,0.0,7.1671650836435674e-09
1974,1.1251143350321513e-09,0.0,5.06301445213353e-09
1975,3.998036124386317e-09,0.0,6.8537762132336866e-09
1976,6.2848797277581525e-09,0.0,6.2848797277581525e-09
1977,1.1753563677885381e-09,0.0,8.22749424145286e-09
1978,5.940591130126904e-09,0.0,8.316828115084718e-09
1979,3.5111840102075575e-09,5.851973350345929e-10,5.851973128301324e-09
1980,1.7055452605774235e-09,0.0,7.390696055153967e-09
1981,1.2651099057237047e-09,0.0,6.325549417596221e-09
1982,5.586751949948621e-09,6.207502289967692e-10,6.2075020679230875e-09
1983,2.5261264191556165e-09,0.0,8.209910973278056e-09
1984,4.059305780401701e-09,0.0,1.1598016769198694e-08
1985,4.210890747202711e-09,0.0,1.0226449020933615e-08
1986,2.997242676272549e-09,0.0,7.1933827783254856e-09
1987,1.2221633705067347e-09,0.0,7.332980445085013e-09
1988,2.398621523624911e-09,0.0,3.597932174415064e-09
1989,3.2928733073589456e-09,0.0,2.7440609784434855e-09
1990,2.179460389939436e-09,0.0,5.993515905799995e-09
1991,2.9307325455363298e-09,0.0,6.4476117778156095e-09
1992,2.7549720282848966e-09,0.0,1.322386644631024e-08
1993,3.323524566667402e-09,0.0,9.416652346772025e-09
1994,1.5824779264761446e-09,0.0,1.0549853435293244e-08
1995,2.1689803286761844e-09,0.0,7.591431483433553e-09
1996,1.067618438099771e-09,0.0,1.1743802375008272e-08
1997,1.917957792585412e-09,0.0,8.630809844589749e-09
1998,3.814503379828693e-09,0.0,6.198567881199324e-09
1999,0.0,0.0,1.279656292041409e-08
2000,2.6508188977203417e-09,0.0,9.277866475088103e-09
2001,2.6287270138425356e-09,0.0,1.0514908055370142e-08
2002,5.257465574004527e-09,0.0,1.8839251936242363e-08
2003,4.166922806803086e-09,0.0,4.583615265119079e-09
2004,5.726228824443069e-09,0.0,5.726228824443069e-09
2005,2.251874686720612e-09,0.0,1.6213498099659773e-08
2006,1.6471559671771274e-09,0.0,1.5647982465338828e-08
2007,2.7961355453243186e-09,0.0,8.787854888225866e-09
2008,2.9802078582719105e-09,0.0,8.51487946817997e-09
2009,1.430457752249481e-09,0.0,7.629108011997232e-09
2010,0.0,0.0,2.8342759250676863e-09
2011,1.911985902935953e-09,0.0,4.5887662558641296e-09
2012,2.7234021704458655e-09,0.0,8.170206733382201e-09
2013,1.6734750252211938e-09,0.0,3.3469500504423877e-09
2014,2.5985342766432495e-09,0.0,2.0571729208995748e-08
2015,1.10828768384863e-09,0.0,3.989835573037226e-09
2016,1.4499380585064614e-09,0.0,5.178350193091319e-09
2017,1.509366853724714e-09,0.0,6.5405894034142875e-09
2018,1.0325866828253538e-09,0.0,4.130346731301415e-09
2019,1.53059265262101e-09,0.0,2.3469088006322636e-08
