year,avaient_VERB ôté_VERB,avaient_VERB oté_VERB,avaient_VERB voté_VERB
1910,2.0842188419578633e-08,5.344150677544235e-10,3.5485160765347246e-07
1911,2.8197982615552064e-08,5.320374141248863e-10,2.883642764572869e-07
1912,2.8651816919023076e-08,1.5628263128064646e-09,2.787040216389869e-07
1913,3.340883480973389e-08,1.060597942803554e-09,2.4181633762054844e-07
1914,2.0090231700464756e-08,0.0,2.598336550363456e-07
1915,3.180805663305364e-08,1.1780761921542648e-09,2.1440986586185318e-07
1916,1.4283700444650549e-08,0.0,3.0435271014539467e-07
1917,2.1932848426331475e-08,1.0966424435210342e-09,2.5003447490234976e-07
1918,3.44591288836682e-09,0.0,2.9979440796523704e-07
1919,1.8415697411455767e-08,9.207848372660976e-10,2.9096801767991565e-07
1920,9.086678076641874e-09,2.2716695191604686e-09,3.240915305013914e-07
1921,2.574734203619755e-08,1.5145494858259667e-09,2.885216758841125e-07
1922,2.5084981203349344e-08,0.0,1.9477749901852803e-07
1923,1.8047112249064412e-08,1.0615948120573648e-09,3.014929177425074e-07
1924,3.0939897754933554e-08,1.289162443462999e-09,2.874832318866538e-07
1925,2.0896537833436923e-08,0.0,2.69455370016658e-07
1926,1.4489979882625903e-08,2.229227691330493e-09,3.1097727060114266e-07
1927,2.6758140592164636e-08,0.0,2.140651247373171e-07
1928,2.0566874425753667e-08,0.0,2.856510263882228e-07
1929,3.119313873867213e-08,0.0,2.8742249469360104e-07
1930,2.4158287814657342e-08,1.0503603542488804e-09,3.3401460086679435e-07
1931,3.763767608688795e-08,0.0,2.4407464138676005e-07
1932,2.4110979879310435e-08,0.0,2.8056413725607854e-07
1933,1.1470662641954732e-08,0.0,2.741488174251572e-07
1934,1.7972370258689807e-08,0.0,2.384334436555946e-07
1935,2.154291145473053e-08,0.0,2.034608286294315e-07
1936,1.576212937948185e-08,0.0,2.909931424710521e-07
1937,8.813782592653752e-09,0.0,2.1404900962807005e-07
1938,6.482607339819424e-09,1.2965214457594243e-09,2.5800775915740815e-07
1939,1.3764645423464117e-08,0.0,1.6517574863428308e-07
1940,6.339457314652464e-08,0.0,1.4961119632062037e-07
1941,4.427253941230447e-08,0.0,1.4462362685208063e-07
1942,1.8205270180260413e-08,0.0,9.406056733496371e-08
1943,2.6129116648121453e-08,0.0,3.5419469668340753e-07
1944,6.4263723231761105e-09,0.0,1.5101974781828176e-07
1945,2.178504132643866e-08,0.0,2.940980436960672e-07
1946,2.227376683094917e-08,0.0,4.134568030167429e-07
1947,2.26496545963073e-08,0.0,3.4808942928066244e-07
1948,3.696441908118686e-08,0.0,3.2289506179949967e-07
1949,2.1597418964347526e-08,0.0,3.2003447358874837e-07
1950,2.1270722072586068e-08,0.0,2.2759672901884187e-07
1951,4.797630737130021e-08,0.0,2.9638695764333534e-07
1952,2.6362009464264702e-08,0.0,3.0158139452396426e-07
1953,2.8011951869189033e-08,0.0,2.4025635525504185e-07
1954,2.443134050622575e-08,0.0,2.3649536728953535e-07
1955,2.1586897602787758e-08,9.385607846468247e-10,2.2150034340029379e-07
1956,1.744228228517386e-08,8.72114158667614e-10,2.8779766125808237e-07
1957,1.0602045463770082e-08,0.0,2.8537172624965024e-07
1958,2.0680609225109947e-08,0.0,2.5561232064319483e-07
1959,2.015194411342236e-08,7.750747821333448e-10,2.9375334520409524e-07
1960,2.2838749558218296e-08,0.0,3.079770749536692e-07
1961,1.737039845295385e-08,0.0,2.3206851551549335e-07
1962,3.0441391629665304e-08,0.0,3.4309982765989844e-07
1963,2.7157422977097667e-08,0.0,2.7868688334820035e-07
1964,2.798625509115027e-08,0.0,2.7864575713465456e-07
1965,3.283226135408768e-08,0.0,3.474747529708111e-07
1966,1.8278946356531378e-08,0.0,2.725224703681306e-07
1967,2.3172576746333107e-08,9.860671168482327e-10,2.8102911642235995e-07
1968,3.2787337289619245e-08,4.4914158503495116e-10,3.1439910230801615e-07
1969,2.2708789515490935e-08,0.0,3.474444838502677e-07
1970,2.4373242979436327e-08,0.0,2.970776336042036e-07
1971,1.9012070140433934e-08,1.0276794970565106e-09,2.502399638615316e-07
1972,2.8728821988011077e-08,0.0,2.46247054747073e-07
1973,2.260413545229767e-08,0.0,3.1425261681761185e-07
1974,1.7439271360331077e-08,0.0,3.1728222893434577e-07
1975,2.2845920710778955e-08,5.711480177694739e-10,2.6729728119789797e-07
1976,2.171140245366132e-08,1.7140580066410394e-09,2.6796442398335785e-07
1977,1.469195431980097e-08,1.1753563677885381e-09,2.532893006446102e-07
1978,2.198018833610149e-08,0.0,2.738612749908498e-07
1979,2.2822696621460636e-08,1.7555920051037788e-09,2.773835490188503e-07
1980,1.819248218737357e-08,0.0,1.8476740137884917e-07
1981,2.340453342242199e-08,6.325549528618524e-10,2.631428515087464e-07
1982,2.483000827169235e-08,1.2415004579935385e-09,2.6443959200150857e-07
1983,2.9681984869966982e-08,6.315316047889041e-10,3.9533878748443385e-07
1984,2.4935737030773453e-08,0.0,2.4471816573168326e-07
1985,2.1054452403745927e-08,0.0,2.875436848626123e-07
1986,3.7165808208783346e-08,0.0,2.649562702572439e-07
1987,2.5054349706010726e-08,6.110816852533674e-10,2.309888742502153e-07
1988,2.6384837426007834e-08,0.0,2.926318245499715e-07
1989,2.9635859988275115e-08,1.6464366536794728e-09,2.9910265197941044e-07
1990,1.5801088437683575e-08,5.44865097484859e-10,2.5336225917271804e-07
1991,1.641210189973208e-08,0.0,2.403200767275848e-07
1992,1.4876849085965205e-08,5.509944167592096e-10,2.3582560970680788e-07
1993,2.049506697687775e-08,5.539207426075166e-10,3.0299463560368167e-07
1994,1.8989736005892155e-08,5.274926606624319e-10,2.6058137336804066e-07
1995,2.277429267394382e-08,1.0844901643380922e-09,2.608198883535806e-07
1996,2.1886178203089912e-08,0.0,2.386127277986816e-07
1997,2.205651483677684e-08,0.0,2.4885503080440685e-07
1998,2.3840646790063147e-08,0.0,2.527108620142826e-07
1999,2.5136106529544122e-08,0.0,1.9651865557079873e-07
2000,2.3415566374751506e-08,0.0,2.4078272531369294e-07
2001,2.891599848453552e-08,0.0,2.5586277274669555e-07
2002,2.8039817578928705e-08,0.0,2.676926271760749e-07
2003,2.0001230893740285e-08,0.0,2.1834675578702445e-07
2004,2.9071621554521698e-08,0.0,2.6428747901263705e-07
2005,3.1526248278623825e-08,0.0,2.756294747996435e-07
2006,2.84134404893166e-08,0.0,2.6766284122459183e-07
2007,3.5550868915379397e-08,0.0,2.5444833795518207e-07
2008,3.448526086913262e-08,0.0,2.2308984171104385e-07
2009,4.291373301157364e-08,0.0,2.3411824656704994e-07
2010,5.71578944175144e-08,0.0,2.0359547647785803e-07
2011,6.538991925708615e-08,0.0,1.4645812029812078e-07
2012,7.080845421114645e-08,0.0,1.654466785794284e-07
2013,8.478939861333856e-08,5.578250084070646e-10,1.6846314565555076e-07
2014,8.66178098135606e-08,0.0,1.9792169325683062e-07
2015,8.267826245855758e-08,0.0,1.489538732357687e-07
2016,9.818151625040628e-08,0.0,1.6301446237321215e-07
2017,7.395897227979731e-08,0.0,1.6401786240294314e-07
2018,7.821844150157631e-08,0.0,1.613416742429763e-07
2019,6.683588082978531e-08,0.0,1.5025317168237962e-07
