year,eut_VERB ôté_VERB,eut_VERB oté_VERB,eut_VERB voté_VERB
1860,3.982150076353719e-08,4.577183909670879e-10,1.9681891672007623e-08
1861,1.9807048445841247e-08,4.715963730639317e-10,8.960331143725853e-09
1862,2.4397126097142063e-08,1.3553959066214816e-09,5.421583626485926e-09
1863,4.994620717013731e-09,0.0,5.9935452156878455e-09
1864,1.965838514195184e-08,0.0,1.0548401263577034e-08
1865,2.7770381549885315e-08,0.0,2.447559133145205e-08
1866,3.065336073859726e-08,1.9462451650298362e-09,1.4596838404656864e-08
1867,2.1837651686951176e-08,4.85281148598915e-10,2.135237053835226e-08
1868,1.1855697756857353e-08,1.975949626142892e-09,1.1855697756857353e-08
1869,1.904572499711321e-08,9.767038289254515e-10,2.0999133099053324e-08
1870,2.121598008386627e-08,0.0,2.695002976338401e-08
1871,9.559059321873065e-09,0.0,2.7615060460561835e-08
1872,2.237515595027162e-08,0.0,2.116568786902917e-08
1873,9.577607151811662e-09,5.986004469882289e-10,1.855661402316855e-08
1874,1.0156835372754358e-08,1.1949218281515073e-09,1.7326366119618797e-08
1875,1.2015206607429718e-08,5.721527140956084e-10,5.149374260327022e-09
1876,1.3301232115736639e-08,1.209202959984168e-09,7.859819461941697e-09
1877,1.5462040536817767e-08,6.184815992682502e-10,1.9172929910382663e-08
1878,2.113680963589104e-08,0.0,5.435179861734696e-09
1879,1.8938909107646396e-08,0.0,8.55305515301552e-09
1880,3.016387850607316e-08,0.0,1.2835692508872398e-08
1881,1.9523021421719022e-08,1.3945015142624584e-09,1.3945014920579979e-08
1882,1.9300616216355593e-08,0.0,1.3976308999019693e-08
1883,2.7173157945981075e-08,0.0,1.1374810426900694e-08
1884,1.9805090900604227e-08,6.601696966868076e-10,1.8484751507230612e-08
1885,2.1915161241281567e-08,0.0,7.7347630522695e-09
1886,1.7424351739236954e-08,1.936039106809062e-09,1.871504551331782e-08
1887,1.3057849024278312e-08,0.0,1.1752064210668323e-08
1888,1.4583413587843097e-08,0.0,1.1413106904001324e-08
1889,7.51816386923565e-09,0.0,1.4409814674820609e-08
1890,9.831579994568074e-09,0.0,1.7696843102044113e-08
1891,1.0198752065093686e-08,0.0,1.0836173736095134e-08
1892,5.641661360300532e-09,0.0,6.268512375839919e-09
1893,1.3548516086814288e-08,1.847525021858587e-09,1.0469308087124318e-08
1894,1.071261657159539e-08,6.301539290376468e-10,3.465846631911518e-08
1895,8.426059849853118e-09,0.0,2.4074457982692365e-08
1896,8.845543852942228e-09,0.0,3.833068973335685e-08
1897,4.078699600285063e-09,0.0,2.2724183423861177e-08
1898,9.619203211741478e-09,2.26334195829736e-09,2.093591255913907e-08
1899,7.738609753005221e-09,5.527578395003729e-10,2.266307141951529e-08
1900,1.038210584169974e-08,0.0,5.710158568206225e-09
1901,5.58873880507349e-09,0.0,1.2854099118442264e-08
1902,9.820567470342212e-09,0.0,1.3748794991386148e-08
1903,3.7801539676252105e-09,0.0,2.214090244478939e-08
1904,5.912087708281888e-09,0.0,2.042357571951925e-08
1905,3.6125313851442797e-09,0.0,1.8062657147766004e-08
1906,7.716276506641861e-09,0.0,1.5432553013283723e-08
1907,2.5714217422034835e-09,0.0,1.8514235478050978e-08
1908,6.875944702500192e-09,0.0,2.161011281032188e-08
1909,5.5009836685826485e-09,0.0,2.640472018811124e-08
1910,1.1757131268552712e-08,1.068830135508847e-09,1.870452770447173e-08
1911,7.980561100850991e-09,5.320374141248863e-10,1.8089272302290738e-08
1912,1.0418842677495377e-08,0.0,1.510732161591477e-08
1913,3.71209285532359e-09,0.0,2.0151361468379037e-08
1914,6.696743604095445e-09,0.0,1.7411533548283842e-08
1915,4.712304768617059e-09,0.0,1.1780761921542648e-09
1916,1.0987461607214755e-08,3.2962386153911893e-09,2.4172416956957932e-08
1917,1.0966424435210342e-09,0.0,1.7546279096336548e-08
1918,8.040463406189247e-09,0.0,4.594550517822427e-09
1919,1.012863304339362e-08,0.0,5.524709134618888e-09
1920,6.057785384427916e-09,7.572231730534895e-10,2.5745588771997063e-08
1921,1.5902768879527684e-08,0.0,1.060184651180407e-08
1922,7.377935595798135e-09,0.0,1.3280283539529592e-08
1923,2.653987074552333e-08,1.0615948120573648e-09,7.431163684401554e-09
1924,9.02413699321869e-09,0.0,1.933743654092268e-08
1925,1.2097995494286806e-08,0.0,1.6497267552040284e-08
1926,1.0031524944054127e-08,0.0,1.114613823460786e-08
1927,6.689535148041159e-09,0.0,1.5608915049369898e-08
1928,1.0283437212876834e-08,0.0,1.0283437212876834e-08
1929,1.1140406375176326e-09,0.0,8.912325100141061e-09
1930,8.402882833991043e-09,0.0,2.10072066408884e-08
1931,5.7026783295555106e-09,0.0,1.710803587684495e-08
1932,3.287861094491973e-09,0.0,1.2055489939655217e-08
1933,3.4411986593596566e-09,0.0,2.064719240024715e-08
1934,5.990790086229936e-09,0.0,1.3179738189705859e-08
1935,4.787313656606784e-09,0.0,7.180970484910176e-09
1936,2.424942913137329e-09,0.0,1.33371855781661e-08
1937,3.777335333410292e-09,0.0,8.813782592653752e-09
1938,3.8895642262559704e-09,0.0,1.2965214679638848e-08
1939,9.176430282309411e-09,0.0,1.070583532936098e-08
1940,1.0143131667916805e-08,0.0,2.5357829169792012e-09
1941,1.4757512545315876e-08,0.0,1.4757512545315876e-08
1942,2.730790527039062e-08,0.0,6.068423541449874e-09
1943,0.0,0.0,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0,6.4263723231761105e-09
1945,2.178504043826024e-09,0.0,6.535512131478072e-09
1946,2.7842208538686464e-09,0.0,1.3921104269343232e-08
1947,5.960435700558264e-09,0.0,3.5762612871081956e-09
1948,8.697510267552389e-09,0.0,1.195907639583993e-08
1949,9.817008539414473e-09,0.0,1.47255123650325e-08
1950,1.0635361480382244e-09,1.0635361480382244e-09,8.508289184305795e-09
1951,1.8124383771578323e-08,0.0,1.1727541604500402e-08
1952,2.1089607837865287e-09,0.0,1.370824520563474e-08
1953,8.619061908632375e-09,0.0,3.232148326759443e-09
1954,9.772536113672459e-10,0.0,3.9090144454689835e-09
1955,0.0,0.0,2.815682353940474e-09
1956,8.72114114258693e-09,0.0,9.593255967388359e-09
1957,2.6505113659425206e-09,0.0,6.184526224473075e-09
1958,9.099467845885556e-09,0.0,8.272243334772611e-09
1959,6.975672928177801e-09,0.0,3.8753737996444215e-09
1960,5.536666680683311e-09,0.0,1.1765417085030094e-08
1961,9.03260666262895e-09,0.0,2.08444772553662e-09
1962,9.512934440181198e-09,0.0,8.244543714397423e-09
1963,9.69907976156037e-09,0.0,2.5864212993553792e-09
1964,1.2776333768727e-08,0.0,9.734349326606662e-09
1965,7.1136563306595235e-09,2.188817349590977e-09,9.302473458205895e-09
1966,6.6468897053084675e-09,0.0,4.985167390003653e-09
1967,1.1339771788243524e-08,4.930335584241163e-10,1.035370456037299e-08
1968,6.737123747768692e-09,4.4914158503495116e-10,1.527081394669949e-08
1969,5.904285060864822e-09,0.0,7.2668124850849836e-09
1970,6.438214850135182e-09,9.197450023812337e-10,5.058597540852361e-09
1971,5.652237344833111e-09,5.138397485282553e-10,8.735275613958038e-09
1972,4.6171320100540925e-09,0.0,1.7955514408640738e-08
1973,9.37244681864513e-09,5.513203782392395e-10,6.064523994098181e-09
1974,2.812785782069227e-09,5.625571675160757e-10,3.3753431161187564e-09
1975,1.7134440533084216e-09,0.0,4.569184142155791e-09
1976,5.713526984862938e-09,0.0,6.8562320265641574e-09
1977,4.7014254711541525e-09,0.0,2.938390863960194e-09
1978,7.72276909088987e-09,0.0,4.752473081737207e-09
1979,5.851973128301324e-09,0.0,4.681578680276743e-09
1980,7.95921106799824e-09,0.0,5.116635559687666e-09
1981,1.0120879245789638e-08,0.0,5.060439622894819e-09
1982,5.586751949948621e-09,6.207502289967692e-10,9.311253101884631e-09
1983,9.47297440490047e-09,0.0,1.89459470334441e-09
1984,3.479405208395292e-09,0.0,9.278413592994639e-09
1985,3.609334831011779e-09,0.0,6.015557829641693e-09
1986,4.7955883708539204e-09,0.0,4.196139880008332e-09
1987,9.777306964053878e-09,0.0,4.277571630240118e-09
1988,1.0793796967334401e-08,0.0,8.994830658082265e-09
1989,7.134558721588746e-09,5.488122178931576e-10,1.0976243913773942e-08
1990,8.172976073694826e-09,0.0,7.083246433836621e-09
1991,4.68917216167597e-09,0.0,1.1722930182145319e-08
1992,5.509944056569793e-09,0.0,6.61193322315512e-09
1993,8.308811416668505e-09,0.0,6.093128224193833e-09
1994,6.857404422078162e-09,0.0,9.494868002946077e-09
1995,5.4224509327127635e-09,0.0,7.591431483433553e-09
1996,9.074756945892659e-09,0.0,6.939520069693117e-09
1997,7.671831170341648e-09,0.0,9.58978851883785e-09
1998,8.582632382569955e-09,0.0,7.152193948201102e-09
1999,5.0272213059088244e-09,0.0,1.3710603319339043e-08
2000,7.068850393920911e-09,0.0,6.627047355323157e-09
2001,3.943090742808408e-09,4.3812117822561447e-10,7.0099388516098315e-09
2002,7.886198361006791e-09,0.0,5.6955880012310445e-09
2003,7.083769126836614e-09,0.0,3.333538334260311e-09
2004,1.1011977996133737e-08,0.0,4.404791198453495e-09
2005,5.854874363109275e-09,0.0,3.1526248278623825e-09
2006,1.1118302722934459e-08,0.0,7.000412693969338e-09
2007,1.2782334302130494e-08,0.0,7.190063211481856e-09
2008,1.1069342775726909e-08,0.0,4.257439734089985e-09
2009,1.0490023072406984e-08,0.0,6.675469510497578e-09
2010,2.0784689525044087e-08,0.0,1.8895172093635892e-09
2011,2.4855816960211996e-08,1.1471915639660324e-09,2.6767803529281764e-09
2012,3.097870049373341e-08,0.0,3.4042526575461807e-09
2013,3.2911675162949905e-08,0.0,3.3469500504423877e-09
2014,3.13989545475124e-08,0.0,5.197068553286499e-09
2015,3.147536986602972e-08,0.0,3.546520632724537e-09
2016,3.769838841094497e-08,0.0,4.764082017771898e-09
2017,3.723104669006716e-08,0.0,5.0312225496895735e-09
2018,2.2975052971219156e-08,0.0,4.904786798931582e-09
2019,2.627517403652746e-08,0.0,6.12237061048404e-09
