year,devaient_VERB ôter_VERB,devaient_VERB voter_VERB
1951,3.1984206394497505e-09,8.529121409139861e-09
1952,0.0,8.435843135146115e-09
1953,2.1547654771580937e-09,1.939288907237824e-08
1954,0.0,1.7590565448699635e-08
1955,0.0,2.2525458831523792e-08
1956,1.744228317335228e-09,1.4825940475304833e-08
1957,0.0,2.738861759610245e-08
1958,0.0,2.0680609225109947e-08
1959,0.0,8.525822714489095e-09
1960,2.076250060767393e-09,1.038124963770315e-08
1961,1.3896318540318475e-09,1.945484662257968e-08
1962,1.9025869768540815e-09,1.3952304200870458e-08
1963,6.466053248388448e-10,1.0345685197421517e-08
1964,1.8251904432275978e-09,1.7035111099517053e-08
1965,1.0944086747954884e-09,1.4227312661319047e-08
1966,1.6617224263271169e-09,1.3293779410616935e-08
1967,1.9721342336964653e-09,1.7256175155466735e-08
1968,1.7965663401398047e-09,9.431973424511852e-09
1969,4.5417578031781147e-10,9.537691525451919e-09
1970,2.2993624781975086e-09,1.3796174869185052e-08
1971,0.0,1.3359833239690033e-08
1972,2.0520587451500205e-09,1.1799337507056862e-08
1973,5.513203782392395e-10,1.9847533394568018e-08
1974,2.812785782069227e-09,1.518904291231138e-08
1975,1.1422960355389478e-09,1.599214449754527e-08
1976,0.0,1.4855169538918744e-08
1977,1.7630346071939584e-09,1.1753563455840776e-08
1978,2.970295565063452e-09,1.9603952239322098e-08
1979,0.0,8.777959692451986e-09
1980,5.685150683554241e-10,1.0233271119375331e-08
1981,0.0,1.0120879245789638e-08
1982,2.483000915987077e-09,8.690503427999374e-09
1983,6.315316047889041e-10,1.0104505676622466e-08
1984,4.059305780401701e-09,1.1598016769198694e-08
1985,1.2031116103372597e-09,1.564045071233977e-08
1986,1.1988970927134801e-09,1.1988970705090196e-08
1987,6.110816852533674e-10,1.7721369260925712e-08
1988,0.0,1.0793796967334401e-08
1989,2.1952488715726304e-09,2.140367705294466e-08
1990,0.0,9.262707045820662e-09
1991,0.0,1.4653663171770859e-08
1992,0.0,1.1570882918476855e-08
1993,1.661762283333701e-09,1.2740176913439427e-08
1994,1.0549853213248639e-09,1.5297286992677073e-08
1995,5.422450821690461e-10,1.843633334885908e-08
1996,5.338092190498855e-10,2.2419987644184403e-08
1997,2.876936688878118e-09,1.2946214766884623e-08
1998,4.768129224785866e-10,1.6688451509594415e-08
1999,9.140402323914998e-10,1.7823785114501334e-08
2000,8.836062992401139e-10,1.6346715980830595e-08
2001,1.3143635069212678e-09,1.5334240544007116e-08
2002,1.752488598683044e-09,8.324320788233308e-09
2003,1.2500769308587678e-09,1.7084383685528337e-08
2004,8.809582507929292e-10,2.422635247967264e-08
2005,4.503749373441224e-09,2.1167622321627277e-08
2006,2.0589450144825605e-09,1.0294725072412803e-08
2007,1.997239706952314e-09,1.2782334302130494e-08
2008,1.2772318758180745e-09,1.575252639440805e-08
2009,1.907277002999308e-09,1.0490023072406984e-08
2010,2.3618964561933353e-09,8.97520635589899e-09
2011,3.82397197240536e-10,4.206369030868018e-09
2012,3.744677901096338e-09,8.851056776393307e-09
2013,2.7891249310130206e-09,8.367375237128272e-09
2014,3.681256854903836e-09,9.094869746206768e-09
2015,2.881548111233201e-09,7.314698624583116e-09
2016,2.278474076078396e-09,1.1599504468051691e-08
2017,1.2578056374223934e-09,9.056201122348284e-09
2018,2.581466596041082e-09,7.486253394972664e-09
2019,7.65296326310505e-10,7.652963596171958e-09
