year,auront_VERB ôté_VERB,auront_VERB voté_VERB
1800,6.288328968651058e-09,1.8864987794131594e-08
1801,0.0,0.0
1802,1.3427040812530322e-08,0.0
1803,0.0,1.950339223455444e-09
1804,2.4718509461507665e-09,8.157108055684148e-08
1805,2.842877711017877e-09,1.9900143755080535e-08
1806,5.76333825108577e-09,6.051504897186533e-08
1807,2.8469551160981155e-09,1.9928686256776018e-08
1808,2.4926814390369145e-08,2.039466551195801e-08
1809,4.518061036407062e-09,8.358412628695078e-08
1810,0.0,4.680253340438867e-08
1811,2.0056614147279106e-08,3.5099073869560016e-08
1812,0.0,4.000812481308458e-08
1813,1.1502966579257645e-08,2.300593315851529e-08
1814,0.0,6.293354282149721e-09
1815,2.697223555614414e-09,1.6183340889597275e-08
1816,0.0,2.3176038865813098e-08
1817,0.0,2.1796227045456362e-08
1818,1.1921176934492905e-08,1.7881765401739358e-08
1819,0.0,9.212434548544479e-08
1820,0.0,4.746592452420373e-08
1821,0.0,9.861488514673056e-09
1822,7.017931125119503e-09,1.604098542884458e-08
1823,1.9765373782121287e-09,2.569498569471307e-08
1824,0.0,8.421112696055388e-09
1825,1.7610886082763955e-09,9.68598712347557e-09
1826,6.1655889282974385e-09,1.4092774947016551e-08
1827,2.1199728195142598e-08,1.7512819638909605e-08
1828,2.7516904310687096e-09,6.420610532131832e-08
1829,2.4004892296147773e-08,1.628903412154159e-08
1830,1.7742621594152297e-08,3.026682549034376e-08
1831,1.7150327380477393e-08,6.704218691311326e-08
1832,0.0,3.5177919244233635e-08
1833,2.3167257001688313e-09,3.243415847009601e-08
1834,0.0,5.2273371409228275e-08
1835,6.050470346963266e-09,7.33619529569296e-08
1836,4.032449929525228e-09,7.930485423912614e-08
1837,6.262101948095733e-09,2.0873672568200163e-08
1838,5.049729523420865e-09,4.607878167917079e-08
1839,5.5931801412612e-09,1.1885507689157748e-08
1840,2.5478754661634184e-09,2.165694112932215e-08
1841,1.2841097074556274e-09,2.632424944692957e-08
1842,0.0,1.8783142152756227e-08
1843,1.7720733769266417e-09,4.252975926988256e-08
1844,2.7442805805577564e-09,2.9089374464774664e-08
1845,2.7901139176833567e-09,3.738752596404993e-08
1846,2.3418005312692003e-09,3.6297908678761814e-08
1847,2.1572894581822766e-09,4.907833428546837e-08
1848,8.045221711050488e-10,5.712107409294731e-08
1849,7.54147322368226e-09,5.781796375003978e-08
1850,1.2899092460827433e-08,6.992665646521345e-08
1851,0.0,1.4188765717904062e-08
1852,1.3021090872200602e-09,1.6276363368206148e-08
1853,2.9859659189668264e-09,1.0152284346531815e-08
1854,5.7152309551611324e-09,2.4419623656513068e-08
1855,5.306937111981824e-09,1.4859423913549108e-08
1856,1.0354378465748937e-09,1.1907535402144731e-08
1857,1.4644527812635033e-09,9.763017949637742e-09
1858,8.808616946964776e-09,3.9149409047922745e-08
1859,3.5645213447565993e-09,2.4442432078330967e-08
1860,0.0,2.1055045706930287e-08
1861,5.659156698811785e-09,1.650587222457034e-08
1862,1.3553959066214816e-09,1.0391368654438793e-08
1863,4.994620828036034e-10,2.3474717281146695e-08
1864,0.0,9.589455896019672e-10
1865,2.3534221238463715e-09,2.4004906507002488e-08
1866,0.0,2.092213513549268e-08
1867,0.0,2.620518202434141e-08
1868,4.93987406535723e-10,2.321740844024589e-08
1869,0.0,2.6371003158942585e-08
1870,1.1468097582678638e-09,2.8096838633473453e-08
1871,0.0,1.805600113868877e-08
1872,0.0,2.6003558417642125e-08
1873,0.0,2.21482157058972e-08
1874,2.3898436563030145e-09,3.584765551067903e-08
1875,5.721527140956084e-10,2.1741803024610817e-08
1876,0.0,1.5719638923883394e-08
1877,5.566334504436554e-09,9.895705588292003e-09
1878,0.0,2.7779808675632012e-08
1879,1.221865053580018e-09,2.932476128592043e-08
1880,1.9253538763308597e-09,3.273101611966922e-08
1881,0.0,3.765154232837631e-08
1882,6.655385131892899e-10,2.3959387362992857e-08
1883,0.0,2.7805091562527195e-08
1884,0.0,3.234831424947515e-08
1885,6.445635691854079e-10,3.674012205578947e-08
1886,6.453463874400711e-10,1.1616235084943582e-08
1887,3.264462256069578e-09,5.549586035158427e-08
1888,6.340614699951175e-10,3.4873380627686856e-08
1889,6.265136742733546e-10,2.0048437576747347e-08
1890,6.554386478008212e-10,2.0974036729626278e-08
1891,4.461953917456185e-09,3.1871099537283953e-08
1892,3.761107425503951e-09,2.1312942521944933e-08
1893,0.0,3.1407925149551374e-08
1894,0.0,1.449354058991048e-08
1895,0.0,1.9259566386153892e-08
1896,5.89702897624278e-10,1.2973464080801023e-08
1897,1.1653427112179315e-09,1.7480140002135158e-08
1898,0.0,4.583267454449924e-08
1899,5.527578395003729e-10,1.4371703827009696e-08
1900,3.114631885736685e-09,2.7512582434496835e-08
1901,0.0,2.9061443029831935e-08
1902,0.0,1.3748794991386148e-08
1903,3.2401321625741275e-09,1.83607493653426e-08
1904,1.0749250378694342e-09,3.708491291831706e-08
1905,4.1286072338664326e-09,1.5482276793932215e-08
1906,5.144184522798412e-10,2.9321851613417493e-08
1907,0.0,1.7999951751335175e-08
1908,1.4734167219643268e-09,1.8663278922304016e-08
1909,0.0,3.135560788791736e-08
1910,1.6032452032632705e-09,2.0307773240801907e-08
1911,5.852411444351446e-09,1.755723388896513e-08
1912,0.0,1.7712032729377825e-08
1913,5.30298971401777e-10,1.113627856597077e-08
1914,2.0090231700464756e-09,1.2054139020278853e-08
1915,0.0,4.2410743361642744e-08
1916,1.0987462051303964e-09,1.9777431248257926e-08
1917,0.0,2.1932848870420685e-09
1918,0.0,6.89182577673364e-09
1919,0.0,4.603924352863942e-09
1920,7.572231730534895e-10,3.256059599721084e-08
1921,0.0,1.438822039290244e-08
1922,7.377935484775833e-10,7.377935595798135e-09
1923,9.554353752605493e-09,1.5923921736771263e-08
1924,0.0,2.836157442231979e-08
1925,0.0,3.629398648286042e-08
1926,0.0,2.452150482668003e-08
1927,0.0,6.689535148041159e-09
1928,0.0,3.085031252680892e-08
1929,1.1140406375176326e-09,1.6710609784809094e-08
1930,0.0,1.3654684494213143e-08
1931,1.1405356659111021e-09,1.9389105432310316e-08
1932,3.287861094491973e-09,1.53433514782364e-08
1933,0.0,1.9500125958415992e-08
1934,0.0,1.5576054224197833e-08
1935,1.196828414151696e-09,1.6755597798123745e-08
1936,0.0,1.091224355320719e-08
1937,0.0,1.3850230295986421e-08
1938,0.0,1.0372171566075394e-08
1939,0.0,1.3764645423464117e-08
1940,0.0,2.028626333583361e-08
1941,0.0,2.3612020783048138e-08
1942,0.0,3.034211770724937e-09
1943,0.0,1.1612940831184915e-08
1944,0.0,9.639558484764166e-09
1945,0.0,2.3963544037997053e-08
1946,0.0,2.0881657292193267e-08
1947,1.1920870957027319e-09,2.1457568166738383e-08
1948,0.0,1.522064252412747e-08
1949,0.0,1.9634017078828947e-08
1950,0.0,1.701657836861159e-08
1951,2.1322803522849654e-09,3.838104589704017e-08
1952,0.0,1.8980646387944944e-08
1953,3.232148326759443e-09,1.4005975934594517e-08
1954,0.0,1.3681550115052232e-08
1955,0.0,7.508486277174597e-09
1956,0.0,7.849027205963921e-09
1957,8.835037701437898e-10,1.4136060322300636e-08
1958,0.0,2.4816730004317833e-08
1959,7.750747821333448e-10,2.4802393028267034e-08
1960,6.920833350854139e-10,2.0070416439921246e-08
1961,0.0,1.181187059273725e-08
1962,6.341956404476434e-10,1.331810839388936e-08
1963,0.0,1.0992290633282664e-08
1964,6.083968329129164e-10,1.0951143103454797e-08
1965,5.472043373977442e-10,1.1491291473930687e-08
1966,0.0,9.416426749453422e-09
1967,2.9582012395223956e-09,9.860671390526932e-09
1968,1.3474247273492779e-09,1.3025106326836067e-08
1969,9.083515606356229e-10,1.9529558414888015e-08
1970,4.5987250119061684e-10,2.2533752641606952e-08
1971,1.541519245584766e-09,1.490135304038631e-08
1972,1.5390440033513642e-09,9.747279428040656e-09
1973,5.513203782392395e-10,1.1026407342740185e-08
1974,0.0,1.4626486688484874e-08
1975,0.0,1.313640396460869e-08
1976,5.713526873840635e-10,9.141642998145016e-09
1977,5.876781838942691e-10,1.4104276857551667e-08
1978,0.0,1.900989232694883e-08
1979,5.851973350345929e-10,5.851973128301324e-09
1980,5.685150683554241e-10,1.0801786132219604e-08
1981,0.0,1.5813874654213578e-08
1982,0.0,8.690503427999374e-09
1983,1.2630632095778083e-09,3.78918940668882e-09
1984,3.479405208395292e-09,4.059305780401701e-09
1985,0.0,7.820225356169885e-09
1986,1.1988970927134801e-09,1.3187867686781374e-08
1987,0.0,2.3221103262471843e-08
1988,0.0,1.2592763276586538e-08
1989,1.0976244357863152e-09,1.5366742545097622e-08
1990,5.44865097484859e-10,6.538381391862913e-09
1991,5.861465202094962e-10,5.2753188484189195e-09
1992,5.509944167592096e-10,2.4243753671271406e-08
1993,5.539207426075166e-10,1.772546376344053e-08
1994,1.5824779264761446e-09,2.1099706870586488e-08
1995,5.422450821690461e-10,1.572510655023507e-08
1996,0.0,1.1209993822092201e-08
1997,0.0,1.2946214766884623e-08
1998,4.768129224785866e-10,1.1920323395031573e-08
1999,1.3710603763428253e-09,1.3253583119876566e-08
2000,4.4180314962005696e-10,1.1045078629479121e-08
2001,0.0,1.270551397425379e-08
2002,0.0,1.0953053575235572e-08
2003,8.333845835650777e-10,1.3334153337041244e-08
2004,1.7619165015858584e-09,7.928623979580607e-09
2005,1.3511248786457486e-09,1.3511249008502091e-08
2006,1.2353669198716943e-09,4.941467679486777e-09
2007,1.1983438685803094e-09,4.7933754743212376e-09
2008,1.2772318758180745e-09,8.089135583588813e-09
2009,0.0,7.1522885392028e-09
2010,9.447586046817946e-10,3.7790344187271785e-09
2011,7.64794394481072e-10,6.118355155848576e-09
2012,3.404252713057332e-10,9.19148224198807e-09
2013,8.367375126105969e-10,4.183687618564136e-09
2014,1.5158115873603606e-09,7.145969149746634e-09
2015,2.2165753954528356e-10,3.103205470367243e-09
2016,6.214020409345267e-10,7.2496901815100045e-09
2017,7.54683426862357e-10,5.0312225496895735e-09
2018,7.744400121190154e-10,2.323319980845895e-09
2019,0.0,2.5509878653906526e-09
