year,voulaient_VERB ôter_VERB,voulaient_VERB voter_VERB
1800,2.2009151834367913e-08,3.144164484325529e-09
1801,4.7623651688866175e-09,2.3811825844433088e-09
1802,2.9091921760482364e-08,4.475680270843441e-09
1803,0.0,1.950339223455444e-09
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,9.064295980465431e-09,0.0
1809,1.581321384946932e-08,0.0
1810,4.680253518074551e-09,0.0
1811,7.521229861140455e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,1.8880061958270744e-08,0.0
1815,2.697223555614414e-09,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,8.344824387052086e-09,1.1921177378582115e-09
1819,0.0,0.0
1820,2.3732962262101864e-09,0.0
1821,1.3806083387635226e-08,1.3806083387635226e-08
1822,1.7043547018147365e-08,3.0076847679083585e-09
1823,2.9648061783404955e-09,5.929612356680991e-09
1824,1.7684335773537896e-08,0.0
1825,1.584979791857677e-08,0.0
1826,7.927186018719112e-09,6.1655889282974385e-09
1827,1.8434546111834038e-09,9.217273055917019e-10
1828,1.2841221419535032e-08,0.0
1829,1.628903412154159e-08,0.0
1830,2.0873671680021744e-09,0.0
1831,0.0,1.5591206103948707e-09
1832,1.488296597074168e-08,1.6235963684607668e-08
1833,0.0,0.0
1834,6.534171426153534e-09,9.334530925997342e-10
1835,2.0420337421001022e-08,1.5126175867408165e-08
1836,9.409050427677812e-09,1.3441500135158435e-09
1837,9.045257876039159e-09,2.0873671680021744e-09
1838,1.0730675015224733e-08,7.574594285131298e-09
1839,5.5931801412612e-09,0.0
1840,1.3376346252869098e-08,5.095750932326837e-09
1841,1.0914932957462042e-08,6.420548537278137e-10
1842,1.542900918138912e-08,0.0
1843,8.269675610961258e-09,2.953455480181333e-09
1844,1.6465683927435748e-08,1.1525978393933656e-08
1845,1.2834524554250493e-08,1.0044410636567136e-08
1846,1.1709002656346001e-09,1.7563503984519002e-09
1847,2.6966118227278457e-09,1.941560512364049e-08
1848,3.218088684420195e-09,1.930853166243196e-08
1849,0.0,8.379414939696517e-10
1850,8.82569484161877e-09,8.82569484161877e-09
1851,1.2898877521649865e-09,7.094382858952031e-09
1852,9.114764054629632e-09,6.510545436100301e-10
1853,1.1943863675867306e-08,1.7915795513800958e-09
1854,4.676098175337984e-09,1.558699391779328e-09
1855,6.368324534378189e-09,0.0
1856,6.73034605824796e-09,5.177189232874468e-10
1857,1.4644527812635033e-09,4.881509085841174e-10
1858,7.34051397444091e-09,3.4255731584664773e-09
1859,9.675129142294736e-09,1.018434669930457e-09
1860,3.204028820036342e-09,5.492620580582752e-09
1861,1.8863854922557266e-09,5.187560159214399e-09
1862,6.776979422085105e-09,3.6143890103090826e-09
1863,6.99246927027275e-09,3.995696662428827e-09
1864,1.7740493518658695e-08,1.6302074357099627e-08
1865,1.2708479601997169e-08,2.8241067262513297e-09
1866,4.865612912574591e-10,1.3623716377253459e-08
1867,2.91168689159349e-09,9.220341823379385e-09
1868,6.421836395986702e-09,1.1361710683388537e-08
1869,9.767038289254515e-10,1.1720445947105418e-08
1870,6.880858549607183e-09,9.17447806614291e-09
1871,0.0,1.911811864374613e-08
1872,5.442605477412599e-09,1.2094678591978436e-09
1873,5.986004469882289e-10,6.584604861359367e-09
1874,1.4339061493728877e-08,4.779687312606029e-09
1875,8.010138330405425e-09,9.154443425529735e-09
1876,1.874264654588842e-08,8.464420275799966e-09
1877,6.184816214727107e-09,6.184815992682502e-10
1878,9.662541877730746e-09,1.6305540029293297e-08
1879,1.4051448005147904e-08,7.331190321480108e-09
1880,1.2835692508872398e-09,2.5671385017744797e-09
1881,2.091752326904839e-09,4.183504653809678e-09
1882,4.6587693702804245e-09,3.3276925659464496e-09
1883,1.8958017378167824e-09,8.847074184359371e-09
1884,5.941527270181268e-09,1.9805090900604227e-09
1885,9.66845359329227e-09,5.80107206715752e-09
1886,6.453463874400711e-10,5.808117542471791e-09
1887,6.528924623161458e-10,2.6115698492645834e-09
1888,3.1703073499755874e-09,2.028996703984376e-08
1889,3.759081934617825e-09,3.759081934617825e-09
1890,7.209825181320184e-09,1.1142456735058204e-08
1891,5.099376032546843e-09,1.9122659011827636e-09
1892,4.387958441043338e-09,1.2537024751679837e-09
1893,0.0,9.23762488724833e-09
1894,6.301539290376468e-10,2.520615716150587e-09
1895,5.416753268150387e-09,3.611168697403855e-09
1896,4.1279202278587945e-09,5.307326134129653e-09
1897,2.330685422435863e-09,4.661370844871726e-09
1898,0.0,3.960848538042683e-09
1899,4.9748205555033564e-09,6.080336234504102e-09
1900,6.22926377147337e-09,1.038210628578895e-09
1901,5.588738916095792e-10,9.500856101851696e-09
1902,4.910283846193408e-10,6.874397495693074e-09
1903,5.400220270956879e-10,4.320176216765503e-09
1904,3.2247751136083025e-09,1.0211787859759625e-08
1905,2.0643036169332163e-09,5.160759042333041e-10
1906,1.5432553013283723e-09,1.0288369045596824e-09
1907,0.0,3.599990305858114e-09
1908,4.911389073214423e-10,3.437972351250096e-09
1909,1.1001967115120692e-09,3.850688656825696e-09
1910,5.344150677544235e-10,1.0153886620400954e-08
1911,3.1922244847493175e-09,1.2236860413850081e-08
1912,2.6047106693738442e-09,5.2094213387476884e-09
1913,2.6514948014977335e-09,5.833288518886093e-09
1914,0.0,5.357394972094198e-09
1915,0.0,5.890381071793627e-09
1916,0.0,1.0987462051303964e-09
1917,0.0,1.0966424435210342e-09
1918,0.0,3.44591288836682e-09
1919,9.207848372660976e-10,5.524709134618888e-09
1920,3.786115865267448e-09,8.329454459499175e-09
1921,7.572747429129834e-10,9.844571380313027e-09
1922,0.0,2.951174193910333e-09
1923,0.0,6.369568872344189e-09
1924,0.0,7.734974438733389e-09
1925,3.299453377181294e-09,3.299453377181294e-09
1926,0.0,7.802296586589819e-09
1927,0.0,2.2298449753321847e-09
1928,0.0,2.2852082448565625e-09
1929,0.0,4.4561625500705304e-09
1930,0.0,9.453243521306831e-09
1931,1.1405356659111021e-09,0.0
1932,0.0,7.6716757391182e-09
1933,0.0,3.4411986593596566e-09
1934,0.0,0.0
1935,1.196828414151696e-09,8.377798899061872e-09
1936,0.0,9.699771652549316e-09
1937,0.0,3.777335333410292e-09
1938,5.186085783037697e-09,3.8895642262559704e-09
1939,0.0,1.5294050470515685e-09
1940,7.607348528892999e-09,5.0715658339584024e-09
1941,2.9515025978810172e-09,0.0
1942,0.0,6.068423541449874e-09
1943,5.806470415592457e-09,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,4.357008087652048e-09
1946,0.0,1.3921104269343232e-09
1947,0.0,2.3841741914054637e-09
1948,0.0,5.435944139264848e-09
1949,0.0,4.908504269707237e-09
1950,0.0,0.0
1951,3.1984206394497505e-09,0.0
1952,4.2179215675730575e-09,0.0
1953,2.1547654771580937e-09,6.464296653518886e-09
1954,4.886268278880834e-09,5.863521668203475e-09
1955,1.8771215692936494e-09,1.8771215692936494e-09
1956,0.0,5.232684952005684e-09
1957,1.7670075402875796e-09,1.7670075402875796e-09
1958,0.0,9.099467845885556e-09
1959,0.0,3.8753737996444215e-09
1960,2.076250060767393e-09,2.076250060767393e-09
1961,4.16889545107324e-09,1.3896318540318475e-09
1962,4.43936931660005e-09,8.8787386332001e-09
1963,3.2330267352165265e-09,0.0
1964,1.2167936658258327e-09,2.4335873316516654e-09
1965,4.377634699181954e-09,4.924839203113152e-09
1966,5.539074754423723e-10,6.6468897053084675e-09
1967,1.9721342336964653e-09,4.437302081328198e-09
1968,2.245707841908029e-09,2.245707841908029e-09
1969,9.083515606356229e-10,4.087581828571274e-09
1970,1.3796175313274261e-09,7.817832603507213e-09
1971,1.0276794970565106e-09,6.166076982339064e-09
1972,5.130146862875051e-10,3.0780880067027283e-09
1973,0.0,6.615844760915479e-09
1974,0.0,3.3753431161187564e-09
1975,5.711480177694739e-10,6.282628195464213e-09
1976,2.285410749536254e-09,2.856763492431469e-09
1977,0.0,2.3507127355770763e-09
1978,1.1881182704343018e-09,5.346532105932056e-09
1979,5.851973350345929e-10,3.5111840102075575e-09
1980,0.0,2.2740602734216964e-09
1981,0.0,1.8976649140967083e-09
1982,0.0,1.2415004579935385e-09
1983,1.2630632095778083e-09,4.4207211225000265e-09
1984,0.0,2.8995041922996734e-09
1985,0.0,2.4062232206745193e-09
1986,2.997242676272549e-09,2.997242676272549e-09
1987,0.0,6.721898593298192e-09
1988,5.996553809062277e-10,6.596209356501959e-09
1989,0.0,1.6464366536794728e-09
1990,2.179460389939436e-09,3.814055737905164e-09
1991,1.1722930404189924e-09,2.344586080837985e-09
1992,1.65298330578878e-09,3.30596661157756e-09
1993,0.0,3.323524566667402e-09
1994,1.5824779264761446e-09,5.274926717646622e-09
1995,3.253470381991974e-09,1.0844901865425527e-08
1996,1.067618438099771e-09,4.270473752399084e-09
1997,1.917957792585412e-09,2.3974471297094624e-09
1998,0.0,5.72175506974304e-09
1999,2.285100553223174e-09,3.1991407301035224e-09
2000,1.3254094488601709e-09,4.859834756842929e-09
2001,1.3143635069212678e-09,1.7524847129024579e-09
2002,8.76244299341522e-10,3.9430991805033955e-09
2003,1.2500769308587678e-09,5.000307723435071e-09
2004,8.809582507929292e-10,3.523833003171717e-09
2005,1.3511248786457486e-09,4.954124666056714e-09
2006,8.235779835885637e-10,5.353256948836815e-09
2007,1.997239706952314e-09,6.7906151812735516e-09
2008,4.257439678578834e-10,3.8316958494988285e-09
2009,2.384096253749135e-09,4.291373478793048e-09
2010,2.8342759250676863e-09,3.7790344187271785e-09
2011,2.2943831279320648e-09,3.4415748029203996e-09
2012,1.0212758416727752e-09,3.063827413996023e-09
2013,1.6734750252211938e-09,1.9523875849358774e-09
2014,8.661780737106994e-10,3.681256854903836e-09
2015,6.649726325136385e-10,2.881548111233201e-09
2016,6.214020409345267e-10,4.764082017771898e-09
2017,5.031222660711876e-10,1.2578056374223934e-09
2018,7.744400121190154e-10,3.872199894061623e-09
2019,2.2958890344426663e-09,4.846876677788714e-09
