year,voulant_VERB ôter_VERB,voulant_VERB oter_VERB,voulant_VERB voter_VERB
1800,4.7162465932615305e-08,0.0,0.0
1801,7.619784003765062e-08,2.3811825844433088e-09,0.0
1802,5.818384352096473e-08,2.2378401354217203e-09,0.0
1803,4.4857802805609026e-08,0.0,0.0
1804,6.673997887673977e-08,2.4718509461507665e-09,0.0
1805,8.244345273134002e-08,0.0,0.0
1806,3.458002950651462e-08,0.0,0.0
1807,8.825561081948763e-08,0.0,0.0
1808,8.157866560054572e-08,0.0,0.0
1809,5.6475762733043666e-08,0.0,0.0
1810,5.616304044053777e-08,2.3401267590372754e-09,0.0
1811,3.760615285841595e-08,0.0,0.0
1812,3.200649700829672e-08,0.0,0.0
1813,9.777521814413603e-08,0.0,0.0
1814,4.090680150170556e-08,0.0,0.0
1815,3.506390555685357e-08,0.0,0.0
1816,2.0858434979231788e-08,0.0,0.0
1817,5.4490570278176165e-08,0.0,0.0
1818,5.722165141719415e-08,0.0,0.0
1819,5.4860564646652676e-08,0.0,0.0
1820,3.678609061807947e-08,1.1866481131050932e-09,0.0
1821,5.9168929311681495e-08,0.0,0.0
1822,6.215881853677274e-08,0.0,0.0
1823,5.435477845594505e-08,0.0,0.0
1824,4.7158231986088595e-08,8.421112696055388e-10,0.0
1825,6.516027895031584e-08,0.0,0.0
1826,6.517908524017457e-08,8.807984341885344e-10,0.0
1827,7.465990847776993e-08,1.8434546111834038e-09,0.0
1828,3.2103054437016e-08,0.0,0.0
1829,4.886710219809132e-08,0.0,0.0
1830,1.878630406793036e-08,1.0436835840010872e-09,0.0
1831,4.2096257146795324e-08,0.0,0.0
1832,2.570694190850986e-08,0.0,0.0
1833,1.621708034527103e-08,0.0,1.3900354645102198e-08
1834,5.974099681615996e-08,2.8003592777992026e-09,0.0
1835,4.310960122211327e-08,7.563087933704082e-10,0.0
1836,1.612980005116782e-08,6.720750067579218e-10,0.0
1837,4.8009448638808294e-08,0.0,0.0
1838,4.734121561433824e-08,0.0,0.0
1839,4.1249704096912865e-08,0.0,0.0
1840,4.267691267045848e-08,6.369688665408546e-10,0.0
1841,2.5682194149112547e-08,1.926164561183441e-09,0.0
1842,4.628703020870262e-08,0.0,1.341653010911159e-09
1843,1.4176586238257016e-08,0.0,0.0
1844,3.402907822191992e-08,0.0,0.0
1845,1.7298706467272496e-08,0.0,0.0
1846,2.8687057396226123e-08,5.854501328173001e-10,2.9272506640865004e-09
1847,1.7258315665458213e-08,5.393223645455691e-10,1.6179670936367074e-09
1848,2.7353753817571658e-08,8.045221711050488e-10,2.413566457803995e-09
1849,2.0948537127196687e-08,0.0,1.6758829879393033e-09
1850,2.7155984128057753e-08,0.0,2.7155984128057753e-09
1851,3.676180071465751e-08,0.0,1.9348316282474798e-09
1852,1.6276363590250753e-08,0.0,0.0
1853,4.658106744770407e-08,5.971931837933653e-10,1.1943863675867306e-09
1854,3.117398605922972e-08,5.195664454227256e-10,0.0
1855,3.8209947206269135e-08,0.0,1.0613874223963649e-09
1856,4.40061072026765e-08,1.0354378465748937e-09,0.0
1857,1.610898081594314e-08,0.0,0.0
1858,2.5447114526677694e-08,0.0,0.0
1859,3.4626779665813956e-08,5.092173349652285e-10,0.0
1860,2.3801356441310872e-08,0.0,0.0
1861,3.0182167432002416e-08,4.715963730639317e-10,4.715963730639317e-10
1862,2.5300723405230485e-08,4.517986262886353e-10,0.0
1863,1.548332484446746e-08,0.0,4.994620828036034e-10
1864,3.596046049825219e-08,4.794727948009836e-10,0.0
1865,2.5887643639865843e-08,0.0,4.706844358715045e-10
1866,4.670988573707291e-08,0.0,0.0
1867,1.5043715606566366e-08,0.0,0.0
1868,2.1241459036147603e-08,9.87974813071446e-10,0.0
1869,9.278686263769487e-09,0.0,4.883519144627257e-10
1870,1.3188312664169644e-08,0.0,1.7202146374017957e-09
1871,1.5931766128574054e-08,0.0,0.0
1872,2.9027228620748247e-08,0.0,0.0
1873,2.9331421014244796e-08,0.0,5.986004469882289e-10
1874,1.3741600746186577e-08,0.0,5.974609140757536e-10
1875,1.4303817685856757e-08,5.721527140956084e-10,0.0
1876,1.209202959984168e-08,0.0,0.0
1877,5.566334504436554e-09,0.0,6.184815992682502e-10
1878,1.509772218355465e-08,6.039088673581716e-10,3.0195443923020093e-09
1879,5.498392852132383e-09,0.0,6.10932526790009e-10
1880,1.0910338854586143e-08,1.2835692508872398e-09,0.0
1881,8.367009307619355e-09,0.0,0.0
1882,7.986461936226874e-09,6.655385131892899e-10,0.0
1883,2.338155447034751e-08,0.0,1.2638677882037541e-09
1884,1.2543224237049344e-08,0.0,0.0
1885,9.023890079618013e-09,6.445635691854079e-10,6.445635691854079e-10
1886,3.872078213618124e-09,0.0,4.5174246565693466e-09
1887,6.528924512139156e-09,0.0,0.0
1888,1.2047167707862627e-08,0.0,6.340614699951175e-10
