year,ont_VERB ôté_VERB,ont_VERB oté_VERB,ont_VERB voté_VERB
1800,1.5091990235305275e-07,2.2009151834367913e-08,3.458580977167003e-07
1801,2.28593535211985e-07,0.0,7.595972419949248e-07
1802,2.0140561218795483e-07,2.2378401354217203e-09,6.5121150782943e-07
1803,2.515937467251206e-07,0.0,2.515937467251206e-07
1804,3.1392505661642645e-07,4.943701892301533e-09,4.721235178362093e-07
1805,2.0184431548386783e-07,8.528632911009026e-09,2.4733034820201283e-07
1806,1.7001848107156547e-07,5.76333825108577e-09,4.841203917749226e-07
1807,2.1636859059981361e-07,0.0,4.3558412698985194e-07
1808,1.0877155176558517e-07,0.0,1.5635910699529632e-07
1809,2.6882463544097845e-07,0.0,1.3102376783535874e-07
1810,1.4040760731859336e-07,1.6380887757350138e-08,2.0593115523936945e-07
1811,6.769107585569145e-08,5.0141535368197765e-09,1.0529722516139373e-07
1812,1.6536691305191198e-07,0.0,2.3738152776786592e-07
1813,1.8979895344273245e-07,0.0,2.041776525629757e-07
1814,3.492811515570793e-07,3.1466771410748606e-09,1.7652859014560818e-06
1815,2.88602933551374e-07,0.0,9.521199364481703e-07
1816,2.595716352971067e-07,1.8540831092650478e-08,7.740796785782322e-07
1817,3.0981780696492933e-07,6.227493631882908e-09,4.99756356853176e-07
1818,3.2187179499487684e-07,1.1921177378582115e-09,4.005515563676454e-07
1819,3.446899654591107e-07,8.280840013696888e-09,6.810990816896734e-07
1820,3.287015317710029e-07,3.5599443393152796e-09,9.516918000329611e-07
1821,1.962436186886407e-07,2.9584463767662328e-09,2.91900051574423e-07
1822,2.0051231786055723e-07,2.0051231786055723e-09,3.8899391086033575e-07
1823,1.5812298670425662e-07,1.9765373782121287e-09,2.8956273467883875e-07
1824,1.7263280938095704e-07,2.5263338088166165e-09,6.223202477784184e-07
1825,2.0076410578440118e-07,1.7610886082763955e-09,2.712076536681707e-07
1826,2.078684246953344e-07,8.807984341885344e-10,3.2413383166396414e-07
1827,1.6683264902894734e-07,9.217273055917019e-10,4.940458202540299e-07
1828,2.2288692491656548e-07,1.8344602503717056e-09,6.493989417322155e-07
1829,1.6889157450350467e-07,0.0,4.895283454153798e-07
1830,2.0143093593105732e-07,3.1310507520032616e-09,4.2477922623795905e-07
1831,2.0268568334813608e-07,1.5591206103948707e-09,6.50153274328602e-07
1832,2.448924476539105e-07,2.705993873419743e-09,5.790826609342048e-07
1833,1.8417969727124728e-07,1.1583628500844156e-09,4.911458582057548e-07
1834,2.3242982649662736e-07,9.334530925997342e-10,7.700988078340743e-07
1835,2.1479169731719594e-07,7.563087933704082e-10,5.634500652718089e-07
1836,1.9490175873215776e-07,3.3603749782784575e-09,6.781236612241059e-07
1837,1.5794412888681109e-07,2.087367279024477e-09,4.286060946157022e-07
1838,2.0072674544735492e-07,2.5248647617104325e-09,4.6773120265797274e-07
1839,1.8038005578091543e-07,2.09744255297295e-09,6.935543339636752e-07
1840,1.3949617994057917e-07,5.095750932326837e-09,7.185008911170243e-07
1841,1.4895672961756645e-07,1.926164561183441e-09,5.457466087932517e-07
1842,1.207487656529338e-07,3.3541325272778977e-09,6.158187222382594e-07
1843,1.329054981624722e-07,1.7720733769266417e-09,5.930538686804709e-07
1844,1.4983771734478069e-07,1.6465684371524958e-09,8.869515053522292e-07
1845,1.5010813569915626e-07,3.348136878855712e-09,9.85468250114252e-07
1846,2.0724934302052134e-07,4.6836012845830055e-09,8.301682890010653e-07
1847,1.4399907399820222e-07,3.235934187273415e-09,9.842633081902363e-07
1848,1.432049430150073e-07,8.045221711050488e-10,1.145639625832473e-06
1849,1.6842624006585538e-07,8.379414939696517e-10,1.7621910142207042e-06
1850,1.3442212321024272e-07,2.7155984128057753e-09,1.322496444799981e-06
1851,9.996630012665264e-08,1.9348316282474798e-09,1.08866529857643e-06
1852,1.8359737907758245e-07,1.9531636308300904e-09,7.330874076671989e-07
1853,1.0570319375347026e-07,3.5831591027601917e-09,6.431770600556774e-07
1854,1.7145693220754765e-07,2.597832227113628e-09,4.821576737867872e-07
1855,1.1834470114990836e-07,2.1227748447927297e-09,4.447213228786495e-07
1856,1.5945742859457823e-07,3.106313539724681e-09,5.498174857621052e-07
1857,1.1227471219399376e-07,2.928905395993553e-09,3.924733178450879e-07
1858,1.5806573117060907e-07,7.3405139189297586e-09,6.219862171974455e-07
1859,1.6855094031598128e-07,5.092173349652285e-09,5.438440984217863e-07
1860,1.1397187904549355e-07,2.288591982591015e-09,6.38974846367546e-07
1861,1.3864932668639085e-07,5.659156698811785e-09,7.856795412597428e-07
1862,1.4773814882573788e-07,3.6143890658202338e-09,6.659511840867438e-07
1863,1.3735207460285892e-07,3.496234690647526e-09,6.428077270470567e-07
1864,1.4048552543499682e-07,3.3563096746291876e-09,7.005097719670061e-07
1865,1.2379000224882475e-07,1.882737743486018e-09,5.845900510337287e-07
1866,1.0315099530089356e-07,2.432806400776144e-09,7.293553760945315e-07
1867,9.462982575314527e-08,6.308654931785895e-09,7.565532911257833e-07
1868,1.1164115676365327e-07,4.93987406535723e-09,7.394991392573047e-07
1869,1.2062292853443068e-07,9.767038289254515e-10,9.86959204141158e-07
1870,1.1697459711967895e-07,2.2936195165357276e-09,8.732956455759222e-07
1871,1.0196330180178848e-07,1.0621177271019633e-09,1.7482457366213566e-06
1872,1.1550417866601492e-07,1.8142017887967654e-09,1.2384950593968824e-06
1873,9.757187058312411e-08,1.7958013409646867e-09,1.0397689962360346e-06
1874,6.930546447847519e-08,4.779687312606029e-09,1.0365946785384494e-06
1875,1.0527610072585958e-07,5.721527140956084e-10,1.0991053400744022e-06
1876,1.0640985692589311e-07,4.836811839936672e-09,9.988016564932423e-07
1877,9.462768701951063e-08,3.092407996341251e-09,7.966042936402573e-07
1878,7.850815109122777e-08,1.2078177347163432e-09,1.0749577938895527e-06
1879,9.408361023588441e-08,4.276527798552365e-09,9.512219385499066e-07
1880,1.0910338943403985e-07,3.8507077526617195e-09,9.52408367282942e-07
1881,8.018383823582553e-08,1.1156011725521608e-08,1.1560417547684665e-06
1882,7.91990828474809e-08,5.989846840748214e-09,1.0522164153314861e-06
1883,8.215140923084618e-08,1.2638677882037541e-09,1.1987786123768274e-06
1884,8.846274113238906e-08,2.6406787867472303e-09,9.803520057971582e-07
1885,5.9299846810745294e-08,4.511944928786704e-09,1.307174954945367e-06
1886,5.6145136539953455e-08,1.936039106809062e-09,1.4494479927407156e-06
1887,6.333056745688737e-08,6.528924512139156e-09,1.4533385765957973e-06
1888,7.22830080235326e-08,4.438430289965822e-09,1.5972008071685195e-06
1889,9.460356409363158e-08,2.506054641582267e-09,1.2524008212722038e-06
1890,4.915789730830511e-08,6.554386478008212e-10,1.4668717369659134e-06
1891,7.967774706685304e-08,1.2748440081367107e-09,1.2971538012607198e-06
1892,7.083419006903569e-08,1.2537024751679837e-09,1.5533373982634657e-06
1893,3.94138659487453e-08,1.847525021858587e-09,1.4847942324536234e-06
1894,4.7261544011689693e-08,3.150769645188234e-09,1.2414032113383655e-06
1895,6.19917273070314e-08,2.4074457982692365e-09,1.3505770652955107e-06
1896,5.012474701970859e-08,1.7691086373616827e-09,1.5462009628208762e-06
1897,6.5259193604561e-08,5.826713334045053e-09,1.2626488157252425e-06
1898,4.866185321361627e-08,3.960848538042683e-09,1.210322089661986e-06
1899,6.467266899790047e-08,5.527578395003729e-09,1.3514928838276319e-06
1900,5.5544269628171605e-08,3.1146317747143826e-09,1.3756291039612734e-06
1901,6.25938767484513e-08,2.794369402536745e-09,1.4553076219669947e-06
1902,3.0443761289689064e-08,2.946170307716045e-09,1.38666409554844e-06
1903,6.102249017203576e-08,2.1600881083827517e-09,1.4818203908362193e-06
1904,5.697102523072317e-08,2.6873125946735854e-09,1.5441298302221185e-06
1905,4.7478984299687e-08,1.0321518084666081e-09,1.781494063379796e-06
1906,3.240836221607424e-08,2.572092261399206e-09,1.5026163211473431e-06
1907,5.0399865614281225e-08,2.5714216866923323e-09,2.2124512106813654e-06
1908,5.255186152908209e-08,9.822778146428846e-10,1.73372032108432e-06
1909,3.6306492035009796e-08,1.1001967115120692e-09,1.1244010487132527e-06
1910,6.947395547740598e-08,4.809735609789811e-09,1.4413174689309471e-06
1911,6.969690247160543e-08,3.7242618988742038e-09,1.1545211755503715e-06
1912,4.115442919783163e-08,4.167536982180309e-09,1.1596171773931019e-06
1913,6.575707089950811e-08,1.590896969716482e-09,1.249914729051227e-06
1914,4.888622839871459e-08,1.3393487430235496e-09,1.1779571851278092e-06
1915,4.123266705846618e-08,3.5342285764627945e-09,1.0308167066597207e-06
1916,5.16410700868164e-08,1.0987462051303964e-09,1.0635863372243648e-06
1917,2.52227767560953e-08,0.0,1.1306383953524346e-06
1918,6.776961924970237e-08,4.594550517822427e-09,9.499232938026125e-07
1919,3.867296172188617e-08,9.207848372660976e-10,1.1942579831725197e-06
1920,4.0132828615924154e-08,2.2716695191604686e-09,1.685578730814541e-06
1921,5.14946840723951e-08,1.5145494858259667e-09,1.347191791012392e-06
1922,4.795657915224183e-08,2.21338064543275e-09,1.0122527349665233e-06
1923,5.6264525483129546e-08,3.1847844361720945e-09,1.1741238239437735e-06
1924,3.867487308184536e-08,5.156649773851996e-09,1.3304156212257112e-06
1925,7.478760721824074e-08,2.1996355847875293e-09,1.562841063673659e-06
1926,5.015762383209221e-08,2.229227691330493e-09,1.0321324346307392e-06
1927,6.466550672712401e-08,2.2298449753321847e-09,8.596052261111709e-07
1928,5.5987602110008083e-08,2.2852082448565625e-09,1.182595283921728e-06
1929,5.23599084090165e-08,3.342121912552898e-09,9.5473280170566e-07
1930,3.361153133596417e-08,1.0503603542488804e-09,8.781012752479e-07
1931,3.763767608688795e-08,2.2810713318222042e-09,1.016217282767684e-06
1932,4.4934100884574946e-08,6.575722188983946e-09,1.0499236111627397e-06
1933,3.4411986149507356e-08,1.1470662197865522e-09,1.1539486024503276e-06
1934,5.6313425034204556e-08,2.3963160344919743e-09,8.470977093111287e-07
1935,3.949533677882755e-08,1.196828414151696e-09,7.420336132213379e-07
1936,4.849885826274658e-08,0.0,9.808894105844956e-07
1937,5.791914503561202e-08,0.0,7.768719925138612e-07
1938,5.8343463393839556e-08,1.2965214457594243e-09,7.195693996209229e-07
1939,7.341144225847529e-08,3.058810094103137e-09,6.163502277445332e-07
1940,5.0715659227762444e-08,2.5357829169792012e-09,4.209399584453877e-07
1941,5.312704587367989e-08,2.9515025978810172e-09,4.810949185696245e-07
1942,1.8205270180260413e-08,0.0,3.337632867861373e-07
1943,4.645176332473966e-08,0.0,2.8161382226166154e-07
1944,5.462416652335378e-08,6.4263723231761105e-09,3.6630322064468146e-07
1945,2.178504132643866e-08,2.178504043826024e-09,1.089252026353904e-06
1946,5.150808490839154e-08,1.3921104269343232e-09,2.3081191100615683e-06
1947,6.556479092978407e-08,0.0,1.2111604756892547e-06
1948,4.892349636520521e-08,5.435944139264848e-09,1.6927529615795578e-06
1949,4.810334175431308e-08,1.9634016634739737e-09,1.700305903629129e-06
1950,8.189228140054183e-08,5.317680740191122e-09,1.385787551599904e-06
1951,7.462980988748313e-08,2.1322803522849654e-09,1.7623297160485052e-06
1952,3.690681538159879e-08,5.272402070488624e-09,1.3275907999599212e-06
1953,4.3095308654983455e-08,7.54167928107563e-09,1.4156809129417525e-06
1954,3.322662323057557e-08,3.9090144454689835e-09,1.1951811416111013e-06
1955,3.472674947602172e-08,3.754243138587299e-09,1.034293987345336e-06
1956,4.6222051963695776e-08,2.616342476002842e-09,1.4424768601806193e-06
1957,4.1524678806581505e-08,4.417518850718949e-09,1.023097369323711e-06
1958,5.21151335419745e-08,8.272243445794913e-10,1.108480617517671e-06
1959,5.03798602835559e-08,2.325224457422337e-09,1.3532805814842064e-06
1960,4.429333344546649e-08,3.460416619915918e-09,8.588754398797249e-07
1961,3.265634873628187e-08,4.16889545107324e-09,1.0811336085825296e-06
1962,5.834600003140622e-08,1.2683912808952869e-09,1.1719935741894005e-06
1963,4.6555584276575246e-08,1.939815863494232e-09,1.306142820567402e-06
1964,8.639234749807656e-08,3.041984220075733e-09,1.1748142969558728e-06
1965,4.4323552828018364e-08,3.2832261354087677e-09,1.3428394834424928e-06
1966,5.317511764246774e-08,3.877352328096606e-09,1.3088833838992286e-06
1967,6.113616279890266e-08,1.9721342336964653e-09,1.1645452475672613e-06
1968,5.569355820966848e-08,4.4914158503495116e-10,1.1192608172505558e-06
1969,6.721801781850445e-08,2.7250546263957176e-09,1.3048469864329615e-06
1970,6.162291299460776e-08,3.219107425067591e-09,2.0018250452835673e-06
1971,6.011924824633752e-08,2.0553589941130213e-09,1.2768917693195547e-06
1972,6.412683717371692e-08,1.0260293725750103e-09,1.1496659224619066e-06
1973,6.064524171733865e-08,1.102640756478479e-09,1.3121425048723268e-06
1974,4.219178606490459e-08,1.1251143350321513e-09,1.7399893420533274e-06
1975,3.998036035568475e-08,3.4268881066168433e-09,1.397599219465917e-06
1976,4.627956684544188e-08,2.285410749536254e-09,1.287257617832438e-06
1977,4.995264646368014e-08,8.227494796564372e-09,1.4063138564779365e-06
1978,4.7524729041015235e-08,1.7821774056514528e-09,1.1708905027774108e-06
1979,4.506019379846293e-08,1.7555920051037788e-09,1.4624081927649968e-06
1980,4.7186752283323585e-08,1.1370301367108482e-09,1.2115056248207523e-06
1981,4.048351698315855e-08,3.795329828193417e-09,1.2644773050851654e-06
1982,4.779776929808577e-08,0.0,1.2477079565087479e-06
1983,4.483874249672226e-08,1.8945948143667124e-09,1.3590560050680267e-06
1984,4.001315900836744e-08,5.799008495621649e-10,1.0994920032203481e-06
1985,3.789801539255677e-08,3.0077789148208467e-09,9.474503919193467e-07
1986,4.855533219938479e-08,2.9972427317837003e-09,9.489270580420595e-07
1987,5.988600548789691e-08,2.4443267410134695e-09,9.728420323762421e-07
1988,5.336933028843305e-08,1.798966087207532e-09,1.2388880320512996e-06
1989,5.268597291774313e-08,2.1952488715726304e-09,1.1492128155765613e-06
1990,5.2307051134903304e-08,5.44865097484859e-10,1.0635766539146552e-06
1991,4.5133283776976896e-08,2.344586080837985e-09,1.1084030173691417e-06
1992,4.848750734254281e-08,2.2039776670368383e-09,1.305856783595516e-06
1993,6.536264862688768e-08,1.661762283333701e-09,1.3388264528124694e-06
1994,4.3781891889693725e-08,0.0,1.1731436795336947e-06
1995,5.476675468685244e-08,0.0,1.3263315128408948e-06
1996,6.886138947947984e-08,1.067618438099771e-09,1.248579721391252e-06
1997,5.4661796866639634e-08,0.0,1.187215838749367e-06
1998,5.4833485307881347e-08,9.536258449571733e-10,1.0890407260433221e-06
1999,5.621347298756518e-08,0.0,9.725387997150392e-07
2000,4.9923755796044134e-08,1.3254094488601709e-09,1.06960542822776e-06
