year,pouvait_VERB ôter_VERB,pouvait_VERB oter_VERB,pouvait_VERB voter_VERB
1800,6.288328791015374e-08,0.0,1.8864987794131594e-08
1801,3.095537337571841e-08,0.0,9.524730337773235e-09
1802,0.0,0.0,2.2378401354217203e-09
1803,1.1702034896643454e-08,0.0,0.0
1804,5.19088700912107e-08,0.0,2.7190360185613827e-08
1805,5.970043304159844e-08,0.0,0.0
1806,2.0171682990621775e-08,0.0,0.0
1807,1.1387820464392462e-08,2.8469551160981155e-09,1.9928686256776018e-08
1808,2.2660739062985158e-08,0.0,0.0
1809,1.8072244145628247e-08,0.0,0.0
1810,2.3401267590372754e-09,0.0,2.3401267590372754e-09
1811,2.5070768572277302e-08,2.5070767684098882e-09,0.0
1812,2.6672082320544632e-09,0.0,2.6672082320544632e-09
1813,3.4508900625951355e-08,0.0,5.751483289628823e-09
1814,2.8320094713762956e-08,0.0,1.5733386149463513e-08
1815,2.966945977789237e-08,0.0,1.0788894222457657e-08
1816,1.8540831092650478e-08,0.0,2.3176038865813098e-09
1817,5.7604317760251433e-08,0.0,9.341240669868967e-09
1818,7.629553522292554e-08,1.1921177378582115e-09,3.5763532135746345e-09
1819,3.9333990287104825e-08,1.035105001712111e-09,3.1053151161586356e-09
1820,7.713212824000948e-08,0.0,3.322614716694261e-08
1821,6.804427243878308e-08,0.0,1.676452932031225e-08
1822,5.714601059025881e-08,0.0,1.5038423839541792e-08
1823,4.743689885344793e-08,0.0,9.882686669016039e-09
1824,7.494790565942822e-08,0.0,0.0
1825,6.868245350233337e-08,0.0,1.0566531649658373e-08
1826,4.492072136486058e-08,0.0,1.4973572604048968e-08
1827,7.005127855563842e-08,9.217273055917019e-10,1.013900075008678e-08
1828,6.879226077671774e-08,0.0,2.2930752408001354e-08
1829,9.687688873327716e-08,0.0,6.858540846366168e-09
1830,7.097048637660919e-08,0.0,8.349468672008697e-09
1831,4.365537620287796e-08,3.1182412207897414e-09,9.354723218280014e-09
1832,5.411987658021644e-08,1.3529969367098715e-09,6.764984572527055e-09
1833,1.9692167896323554e-08,1.1583628500844156e-09,1.50587169400751e-08
1834,5.414027981487379e-08,9.334530925997342e-10,1.8669062740173104e-08
1835,3.479020449503878e-08,0.0,3.327758690829796e-08
1836,6.25029770162655e-08,0.0,1.4785650037651976e-08
1837,6.401259611266141e-08,0.0,9.045257876039159e-09
1838,2.7142295522253335e-08,0.0,3.408567295082321e-08
1839,3.216078425793967e-08,0.0,1.8177836125232716e-08
1840,7.516232614079854e-08,6.369688665408546e-10,1.9746034141121527e-08
1841,3.0818632978935057e-08,1.2841097074556274e-09,3.017657945747487e-08
1842,6.641182181965632e-08,6.708265054555795e-10,3.152884531232303e-08
1843,5.2571508035725856e-08,1.7720733769266417e-09,5.31621990873532e-09
1844,3.787107161201675e-08,5.488561272137815e-10,2.7991662321369404e-08
1845,5.4686232431322424e-08,2.7901139176833567e-09,1.7298706467272496e-08
1846,3.688335681317767e-08,0.0,1.6392604607062822e-08
1847,5.015698079091635e-08,5.393223645455691e-10,3.020205241455187e-08
1848,4.34441957963827e-08,8.045221711050488e-10,3.137636639394259e-08
1849,5.279031256577582e-08,8.379414939696517e-10,3.6869426622843093e-08
1850,4.073397619208663e-08,6.788996032014438e-10,1.6293590476834652e-08
1851,6.191461210391935e-08,0.0,2.1283147688677673e-08
1852,2.799534470909748e-08,0.0,1.3672145193766028e-08
1853,4.359510086260343e-08,0.0,2.8665272822081533e-08
1854,3.013485283531736e-08,5.195664454227256e-10,3.117398783558656e-09
1855,3.237231638308913e-08,1.0613874223963649e-09,1.5920811335945473e-08
1856,4.0899795550330964e-08,0.0,1.7084724746041502e-08
