year,petit_ADJ antre_NOUN,petit_ADJ ventre_NOUN
1913,2.6514948014977335e-09,4.9317803840764896e-08
1914,6.696743715117748e-10,4.7546879322624136e-08
1915,1.6493066468115103e-08,8.246533234057551e-09
1916,1.0987462051303964e-09,1.9777431248257926e-08
1917,1.0966424435210342e-09,2.3029491202919417e-08
1918,0.0,2.1824114071478107e-08
1919,9.207848372660976e-10,4.9722380879302364e-08
1920,0.0,5.3762844842708546e-08
1921,1.5145494858259667e-09,2.6504616779110535e-08
1922,0.0,5.1645550058765366e-08
1923,4.246379248229459e-09,4.140219900250486e-08
1924,1.289162443462999e-09,3.738571041633776e-08
1925,2.1996355847875293e-09,7.6987248576188e-08
1926,4.458455382660986e-09,5.684530535177146e-08
1927,5.574612327308159e-09,6.689534892689863e-08
1928,1.1426041224282812e-09,6.055801682336437e-08
1929,0.0,5.5702030321569396e-08
1930,0.0,3.676261073337628e-08
1931,0.0,6.729160162421977e-08
1932,1.0959536611565568e-09,2.849479585620429e-08
1933,2.2941324395731044e-09,5.276504566609219e-08
1934,0.0,3.474658250013363e-08
1935,0.0,9.813993262497434e-08
1936,2.424942913137329e-09,4.849885737456816e-08
1937,6.295559185076627e-09,4.406891207509034e-08
1938,6.482607339819424e-09,5.704694316932546e-08
1939,0.0,5.8117393564316444e-08
1940,0.0,4.057252667166722e-08
1941,2.9515025978810172e-09,4.132103725851266e-08
1942,0.0,8.192371581117186e-08
1943,2.9032352077962287e-09,4.935499831049128e-08
1944,3.2131861615880553e-09,5.462416652335378e-08
1945,0.0,3.921307367704685e-08
1946,1.3921104269343232e-09,5.707652750430725e-08
1947,1.1920870957027319e-09,5.602809238780537e-08
1948,0.0,6.84928949112873e-08
1949,0.0,4.8103338978755517e-08
1950,0.0,7.338399399259288e-08
1951,0.0,6.503454841322309e-08
1952,0.0,7.065018792218325e-08
1953,1.0773827385790469e-09,5.171437067463813e-08
1954,9.772536113672459e-10,5.6680709681344865e-08
1955,0.0,4.223523575319632e-08
1956,2.616342476002842e-09,6.802490304380626e-08
1957,6.184526224473075e-09,3.799066305987253e-08
1958,0.0,8.189520883661316e-08
1959,7.750747821333448e-10,5.425523497137874e-08
1960,0.0,6.990041612198183e-08
1961,0.0,5.766972321907815e-08
1962,1.9025869768540815e-09,7.29325009274362e-08
1963,1.2932106496776896e-09,6.660035012373555e-08
1964,3.6503808864551957e-09,5.293052385280106e-08
1965,2.188817349590977e-09,4.487075710990496e-08
1966,1.6617224263271169e-09,5.1513396215341345e-08
1967,9.860671168482327e-10,4.7824254778561226e-08
1968,8.982831700699023e-10,5.7939264885842334e-08
1969,0.0,4.496340366699769e-08
1970,4.5987250119061684e-10,5.840380623567398e-08
1971,1.541519245584766e-09,4.7273257419711e-08
1972,1.5390440033513642e-09,4.15541911991113e-08
1973,5.513203782392395e-10,4.19003487461822e-08
1974,0.0,3.54411007208455e-08
1975,8.567219822452898e-09,4.0551508817543436e-08
1976,1.142705374768127e-09,7.141908386909535e-08
1977,1.7630346071939584e-09,5.112800033346687e-08
1978,5.940591352171509e-10,4.099008066305032e-08
1979,1.7555920051037788e-09,4.506019313232912e-08
1980,1.7055452605774235e-09,5.6851507557187375e-08
1981,6.325549528618524e-10,4.427884686686312e-08
1982,0.0,5.648827183790672e-08
1983,3.78918940668882e-09,4.4207213445446314e-08
1984,5.799008495621649e-10,3.2474446243213606e-08
1985,1.2031116103372597e-09,4.812446263713355e-08
1986,1.7983456945813714e-09,5.095312616276715e-08
1987,0.0,5.133086206088322e-08
1988,1.798966087207532e-09,3.597932263232906e-08
1989,5.488122178931576e-10,3.7868044033828596e-08
1990,3.2691906959314565e-09,3.432650036439e-08
1991,5.861465202094962e-10,3.6927231938932437e-08
1992,1.1019888335184191e-09,4.848750934094426e-08
1993,1.1078414852150331e-09,4.9298946536158184e-08
1994,5.274926606624319e-10,6.488159698392337e-08
1995,5.422450821690461e-10,4.717532114950629e-08
1996,2.135236876199542e-09,4.8576637157182745e-08
1997,4.79489448146353e-10,4.171558332100034e-08
1998,4.768129224785866e-10,5.0065358525586134e-08
1999,9.140402323914998e-10,5.255731494457905e-08
2000,0.0,4.064589020913445e-08
2001,2.190605918883648e-09,5.432702465668626e-08
2002,4.38122149670761e-10,4.162160394116654e-08
2003,4.1669229178253886e-10,4.5002767401491894e-08
2004,3.0833537945085254e-09,6.475043079490206e-08
2005,0.0,4.999162017682579e-08
2006,8.235779835885637e-10,5.72386684716264e-08
2007,3.994479469415779e-10,7.549566022335696e-08
2008,6.3861596011349775e-09,7.578242486316888e-08
2009,1.907277002999308e-09,9.154929614396679e-08
2010,4.723793023408973e-10,1.2990430642290107e-07
2011,2.6767803529281764e-09,1.3154463290865337e-07
2012,1.7021263287730903e-09,1.691913638079967e-07
2013,3.3469500504423877e-09,1.6121142620839635e-07
2014,2.165445156521173e-09,2.0333530220684182e-07
2015,5.319781060109108e-09,1.795426033679437e-07
2016,1.86420612280358e-09,1.7958518638838683e-07
2017,1.509366853724714e-09,1.9772704895615334e-07
2018,2.8396134332808742e-09,4.613080895055077e-07
2019,2.5509878653906526e-09,2.1785434833887507e-07
