year,grand_ADJ air_NOUN,grand_ADJ ver_NOUN
1800,1.748155455061351e-06,0.0
1801,1.6525407318113139e-06,2.3811825844433088e-09
1802,1.5262069155141944e-06,8.951360541686881e-09
1803,1.7104474636653322e-06,2.9255089017965474e-08
1804,1.7945637864613673e-06,1.9774807569206132e-08
1805,1.7028837646648753e-06,3.4114531644036106e-08
1806,1.5013496295068762e-06,2.881669125542885e-09
1807,1.2213437230457203e-06,0.0
1808,1.0129350584975327e-06,1.5862518409903714e-08
1809,1.6106887414935045e-06,1.129515236897305e-08
1810,1.1934646408917615e-06,1.8721014072298203e-08
1811,1.3889205092709744e-06,7.521229861140455e-09
1812,1.2909288216178538e-06,8.00162425207418e-09
1813,1.9555043309082976e-06,2.8757416448144113e-09
1814,1.3845379953636439e-06,0.0
1815,1.372886799799744e-06,2.1577788444915313e-08
1816,1.4114207260718103e-06,9.270415546325239e-09
1817,1.1022664239135338e-06,6.227493631882908e-09
1818,1.2314576451899484e-06,7.152706427149269e-09
1819,1.064087996383023e-06,1.035105001712111e-09
1820,1.31599279029615e-06,1.0679833017945839e-08
1821,9.250076118405559e-07,9.86148829262845e-10
1822,1.2371609727779287e-06,1.4035862250239006e-08
1823,1.1305793350402382e-06,2.964806067318193e-09
1824,1.2210613249408198e-06,3.621078548121659e-08
1825,1.195779191220936e-06,8.805443041381977e-10
1826,9.812094958761008e-07,2.642395191543301e-09
1827,7.88998590905976e-07,0.0
1828,1.0346356020818348e-06,1.1923991571904935e-08
1829,1.3254129953566007e-06,1.1145129263923081e-08
1830,1.2920802419102984e-06,1.0436835395921662e-08
1831,1.3299298871061183e-06,8.886987501455224e-08
1832,2.473278300385573e-06,4.058990921151917e-09
1833,2.002809424084262e-06,2.3167257001688313e-09
1834,3.9755768739269115e-06,1.120143711119681e-08
1835,1.7364850464218762e-06,8.31939672707449e-09
1836,1.2218323490742478e-06,2.688300027031687e-09
1837,1.4778560171180288e-06,7.653680356156656e-09
1838,1.3223979067333858e-06,8.837026888031119e-09
1839,1.334672560915351e-06,4.894032734625853e-09
1840,1.6898784451768734e-06,1.0191501864653674e-08
1841,1.3534515801438829e-06,4.494383976094696e-09
1842,1.5039930758575792e-06,1.8783142596845437e-08
1843,1.4548721765095252e-06,5.31621990873532e-09
1844,1.3381112466959166e-06,5.488561161115513e-09
1845,1.4932689964552992e-06,1.0602432709561072e-08
1846,2.7849862362927524e-06,1.6392604607062822e-08
1847,1.1881271575475694e-06,1.294373674909366e-08
1848,1.3475746527547017e-06,8.045221711050488e-10
1849,1.418634951733111e-06,5.02764896381791e-09
1850,1.9341848656040384e-06,1.3577992064028876e-09
1851,1.4001731187818223e-06,6.449438760824933e-09
1852,1.8795944924931973e-06,5.208436570924846e-09
1853,1.9110182165604783e-06,5.3747384320956826e-09
1854,1.602342877049523e-06,1.8184826089395756e-08
1855,2.5844783522188663e-06,1.0613874223963649e-08
1856,1.7788821651265607e-06,1.1907535402144731e-08
1857,2.039982746282476e-06,7.810414592857029e-09
1858,1.9873218661814462e-06,9.787352039936081e-10
1859,2.1840330646227812e-06,6.110608019582742e-09
1860,2.2112376427685376e-06,1.9681891672007623e-08
1861,1.970801349671092e-06,7.545541969022906e-09
1862,2.6764550966618117e-06,2.3493528900075944e-08
1863,2.1327030026441207e-06,6.992469381295052e-09
1864,2.1624223336402792e-06,9.589455896019672e-10
1865,2.1402022412075894e-06,3.765475542483188e-09
1866,2.2177464416017756e-06,2.4328064562872953e-09
1867,2.2774245280743344e-06,1.747012134956094e-08
1868,2.2318351966532646e-06,5.433861693937558e-09
1869,2.2708363758283667e-06,3.906815315701806e-09
1870,2.1886864942644024e-06,1.3761717099214366e-08
1871,1.7726745227264473e-06,6.37270636261178e-09
1872,2.4600576580269262e-06,9.071008832961525e-09
1873,2.3638731363462284e-06,6.58460502789282e-09
1874,2.7841679184348322e-06,9.559374181122848e-09
1875,2.2611475287703797e-06,1.1443054059867563e-08
1876,2.2551635083800647e-06,1.6324239293652454e-08
1877,2.3087918634701055e-06,2.5976227391311113e-08
1878,2.2549957066075876e-06,6.0390887290928674e-09
1879,2.267170657432871e-06,7.331190321480108e-09
1880,2.3316035822062986e-06,1.9253538763308597e-09
1881,2.3399734345730394e-06,2.7890030285249168e-09
1882,2.5583301521692192e-06,1.1314154946262533e-08
1883,2.6623374651535414e-06,1.0110942305630033e-08
1884,2.8123229185439413e-06,7.922036360241691e-09
1885,2.8128754365752684e-06,1.4824961758197475e-08
1886,2.479420800227672e-06,1.2261581472383654e-08
1887,2.568478976172628e-06,4.570247291724172e-09
1888,2.699199740163749e-06,6.340614699951175e-09
1889,2.5160788936773315e-06,3.508476487112944e-08
1890,2.784958724078024e-06,1.9663159434024635e-09
1891,2.6147049538849387e-06,5.736797925592896e-09
1892,2.5262104372814065e-06,1.0656471260972467e-08
1893,2.502780489521683e-06,5.542574843531156e-09
1894,2.728566414589295e-06,5.671385583383426e-09
1895,2.5266142529289937e-06,7.22233739480771e-09
1896,2.5817191726673627e-06,1.002494948165733e-08
1897,2.6243517368129687e-06,2.9133566670225264e-09
1898,2.5406013719475595e-06,3.3950129374460403e-09
1899,2.6162028916587587e-06,0.0
1900,2.611099716887111e-06,3.6337372000261325e-09
1901,2.468545972078573e-06,1.6766216748287377e-09
1902,2.0824513740080874e-06,4.4192554615740676e-09
1903,2.4862613372533815e-06,4.320176216765503e-09
1904,2.7383714495954337e-06,1.0749250378694342e-08
1905,2.9627917683683336e-06,2.0643036169332163e-09
1906,2.9707666726608295e-06,6.173021371846943e-09
1907,2.4850219233485404e-06,8.742833568220476e-09
1908,2.5730766992637655e-06,2.9468334439286537e-09
1909,2.787348421406932e-06,3.300590023513905e-09
1910,2.8286590350035112e-06,2.6720753387721174e-09
1911,2.5771892069315072e-06,5.3203741412488625e-09
1912,2.3744541977066547e-06,1.1460727034062757e-08
1913,2.8418721740308683e-06,6.3635876568213234e-09
1914,2.618426833578269e-06,8.036092236096692e-09
1915,2.2242079467105214e-06,5.890380960771324e-09
1916,2.494153932275367e-06,1.0987462051303964e-09
1917,2.706513441808056e-06,1.0966424435210342e-09
1918,2.5086246751016006e-06,8.040463406189247e-09
1919,2.5966132852772716e-06,3.6831393490643904e-09
1920,2.498079311408219e-06,2.2716695191604686e-09
1921,2.41267730416439e-06,2.120369346769735e-08
1922,2.5535034637869103e-06,6.640141880787098e-09
1923,2.2739361611456843e-06,1.5923922180860473e-08
1924,2.4880835098883836e-06,3.867487219366694e-09
1925,2.2557262582267867e-06,1.0998177923937646e-09
1926,2.331772066099802e-06,5.573069228326233e-09
1927,2.8073748126189457e-06,1.2264147142282411e-08
1928,2.362905433983542e-06,9.140832757381645e-09
1929,2.366222361160908e-06,8.912325100141061e-09
1930,2.028245944529772e-06,3.1510811737689437e-09
1931,1.9719861938938266e-06,1.1405356659111021e-09
1932,1.8105154140357627e-06,6.575721966939341e-09
1933,1.8593943877931451e-06,8.029463538505865e-09
1934,1.9350252387084765e-06,7.188948103475923e-09
1935,1.8538871700002346e-06,8.377798899061872e-09
1936,1.8963053207698977e-06,2.424942913137329e-09
1937,1.8206757204097812e-06,3.777335333410292e-09
1938,1.886438667497714e-06,2.5930428915188486e-09
1939,1.6379927956222673e-06,3.058810094103137e-09
1940,1.2780345741703059e-06,0.0
1941,1.7649985011303215e-06,5.9030051957620344e-09
1942,1.5929612118270597e-06,3.034211770724937e-09
1943,1.7971026409213664e-06,8.709705623388686e-09
1944,1.976109388124314e-06,3.2131861615880553e-09
1945,1.9192621039110236e-06,0.0
1946,1.6357297454305808e-06,1.3921104269343232e-09
1947,1.7499838804724277e-06,7.152522796260996e-09
1948,1.6492654140165541e-06,1.0871887834440486e-08
1949,1.392051785842341e-06,1.9634016634739737e-09
1950,1.4921412230251008e-06,8.508289184305795e-09
1951,1.4648766182290274e-06,0.0
1952,1.327590780419996e-06,6.326882462381889e-09
1953,1.4458476016443456e-06,5.386913692895234e-09
1954,1.3984499673824757e-06,1.07497895029951e-08
1955,1.3092923154545133e-06,1.0324168631115072e-08
1956,1.286368387809489e-06,3.488456634670456e-09
1957,1.251041339855874e-06,3.534015080575159e-09
1958,1.1399151844670996e-06,4.963346011965797e-09
1959,1.2664721680266666e-06,8.525822714489095e-09
1960,1.314958353759721e-06,2.0762500052562416e-09
1961,1.3826836493535666e-06,7.642975363708615e-09
1962,1.2404866538417991e-06,1.2683913030997473e-08
1963,1.2026858939861995e-06,7.1126584622049904e-09
1964,1.222269247591612e-06,4.8671746077921796e-09
1965,1.1978303291471093e-06,6.019247822397489e-09
1966,1.5149369119171752e-06,7.754704767215514e-09
1967,1.1645452104858123e-06,5.4233690871541285e-09
1968,1.3397893781075254e-06,4.940557435384463e-09
1969,1.1022846138075693e-06,7.72098804335819e-09
1970,1.0255156439598068e-06,7.357960130072172e-09
1971,1.165902403954533e-06,2.5691987426412766e-09
1972,1.3533327773984638e-06,5.130146973897354e-09
1973,9.581948461345746e-07,3.859242592163525e-09
1974,8.48898764616024e-07,3.3753429495853027e-09
1975,7.978937901498284e-07,9.138367840222372e-09
1976,8.815972023512586e-07,4.570821499072508e-09
1977,7.980669920470973e-07,2.9383909194713453e-09
1978,9.582173561284435e-07,1.7821774056514528e-09
1979,1.0047838259197306e-06,4.096381456264453e-09
1980,9.636330560169881e-07,2.2740603289328476e-09
1981,9.640137932365178e-07,1.8976649140967083e-09
1982,8.907765618459962e-07,4.966001942996456e-09
1983,9.826632094700471e-07,7.578379146444547e-09
1984,9.24361927445716e-07,4.639206796497319e-09
1985,8.331547860507271e-07,4.210890636180409e-09
1986,9.46529269185703e-07,3.596691222629289e-09
1987,8.500146009282616e-07,3.0554083707556856e-09
1988,8.311223496093589e-07,1.1993107618124554e-09
1989,8.374874482797168e-07,3.2928733073589456e-09
1990,8.336435826095112e-07,1.089730194969718e-09
1991,8.628076670902374e-07,7.619904818234602e-09
1992,8.90957949195581e-07,3.856960972825618e-09
1993,8.956898227552301e-07,5.539207259541712e-09
1994,8.397682904615067e-07,6.329911705904578e-09
1995,9.706186574476305e-07,3.253470381991974e-09
1996,9.314970839113812e-07,3.736664533349199e-09
1997,8.645194498058117e-07,2.397447240731765e-09
1998,8.84487974417425e-07,3.337690568372409e-09
1999,9.222666221830877e-07,1.0968483010742602e-08
2000,1.0068694109577336e-06,6.185243983658495e-09
2001,8.963959317043191e-07,2.6287270971092624e-09
2002,9.980423101296765e-07,5.257465574004527e-09
2003,1.03339687029802e-06,2.500153750695233e-09
2004,8.518866252416046e-07,7.488145215006625e-09
2005,9.773136753210565e-07,1.8014998381943315e-09
2006,9.99000121737481e-07,4.941467901531382e-09
2007,1.031374608828628e-06,5.991719342901547e-09
2008,1.3602519857158768e-06,1.4475294907168035e-08
2009,1.1777435702242656e-06,7.1522885392028e-09
2010,1.3538390248868382e-06,7.558068837454357e-09
2011,1.7295825500696083e-06,8.030341225317983e-09
2012,1.950636715264409e-06,1.3276585497656868e-08
2013,1.9389997305552242e-06,2.8170162535978704e-08
2014,2.27696568799729e-06,8.012147389990787e-09
2015,2.3278473690879764e-06,1.64026575655285e-08
2016,2.615895255075884e-06,3.976972884345287e-08
2017,1.7408029862053809e-06,1.5093668204180233e-08
2018,2.192697820646572e-06,8.260693351580528e-09
2019,2.161707016057335e-06,3.239754520212301e-08
