year,aient_VERB ôté_VERB,aient_VERB voté_VERB
1800,0.0,1.2576657937302116e-08
1801,1.1905912700171939e-08,0.0
1802,2.2378401354217203e-09,8.951360541686881e-09
1803,3.900678446910888e-09,0.0
1804,9.887403784603066e-09,3.9549615138412264e-08
1805,2.842877711017877e-09,0.0
1806,2.881669125542885e-09,0.0
1807,2.8469551160981155e-09,0.0
1808,2.2660739951163578e-09,4.5321479902327155e-09
1809,0.0,0.0
1810,1.6380887757350138e-08,9.360507036149102e-09
1811,2.5070767684098882e-09,0.0
1812,2.6672082320544632e-09,0.0
1813,1.1502966579257645e-08,2.8757416004054903e-08
1814,1.2586708564299443e-08,0.0
1815,0.0,0.0
1816,4.6352077731626196e-09,0.0
1817,1.2454987263765815e-08,3.113746815941454e-09
1818,1.668964877410417e-08,1.1921177378582115e-09
1819,6.210630232317271e-09,0.0
1820,7.119888678630559e-09,9.493184904840746e-09
1821,1.8736827200882544e-08,1.1833785507064931e-08
1822,2.0051231786055723e-09,6.015369535816717e-09
1823,2.9648061783404955e-09,1.9765373338032077e-08
1824,2.5263338088166165e-09,1.2631669044083083e-08
1825,9.68598712347557e-09,0.0
1826,1.7615968683770689e-09,3.5231937367541377e-09
1827,4.608636583469661e-09,1.8434546111834038e-09
1828,3.668920500743411e-09,1.0089530988466322e-08
1829,4.286587973467704e-09,2.571952872898464e-09
1830,4.174734336004349e-09,3.1310506187764986e-08
1831,3.1182412207897414e-09,1.870944643656003e-08
1832,1.6235963684607668e-08,1.3529969367098715e-09
1833,0.0,1.2741991461950875e-08
1834,7.467624740797874e-09,9.334531370086552e-09
1835,4.5378527602224494e-09,2.2689263801112247e-09
1836,8.064899859050456e-09,4.704525213838906e-09
1837,2.0873671680021744e-09,4.174734336004349e-09
1838,1.8936485712828244e-09,7.574594285131298e-09
1839,9.788065469251706e-09,9.088918062616358e-09
1840,5.095750932326837e-09,5.732719632334238e-09
1841,5.778493683550323e-09,3.2102742686390684e-09
1842,1.341653010911159e-09,4.024959032733477e-09
1843,2.1855571574747046e-08,4.7255288571079745e-09
1844,2.7442805805577564e-09,8.232841963717874e-09
1845,5.022205318283568e-09,1.785672942844485e-08
1846,3.5127007969038004e-09,7.025401593807601e-09
1847,9.168480197274675e-09,1.4561703842730367e-08
1848,0.0,1.769948809737798e-08
1849,5.865590679832167e-09,3.351765798242923e-08
1850,8.82569484161877e-09,2.5798184921654865e-08
1851,1.5478653025979838e-08,5.8044946626978344e-09
1852,8.463708844885787e-09,2.3437962681782665e-08
1853,1.2541057081705276e-08,8.360704129017904e-09
1854,2.5978321716024766e-09,1.558699391779328e-09
1855,3.714855978387277e-09,1.5920811335945473e-08
1856,4.659470143053568e-09,1.4496129630003907e-08
1857,5.369659827891837e-09,6.345961978126979e-09
1858,9.787352039936081e-10,7.829881631948865e-09
1859,1.5276520048956854e-09,1.3748867822016564e-08
1860,6.865775947773045e-09,2.3801355553132453e-08
1861,9.903524222920623e-09,1.5562680033553988e-08
1862,1.400575744270327e-08,1.2198563048571032e-08
1863,5.9935452156878455e-09,1.2986014041871385e-08
1864,9.589455896019672e-10,1.0548401263577034e-08
1865,8.47231973466478e-09,1.0825742080555756e-08
1866,6.811858188626729e-09,1.0217787504984699e-08
1867,3.88224918879132e-09,2.038180824115443e-08
1868,1.975949626142892e-09,1.333765986544222e-08
1869,1.5627261262807224e-08,2.3440891894210836e-08
1870,4.013834153937523e-09,1.204150201772336e-08
1871,0.0,3.823623728749226e-08
1872,4.23313739617015e-09,6.652073114565837e-09
1873,2.3944017879529156e-09,1.4366410283628284e-08
1874,5.377148060148329e-09,1.7326366119618797e-08
1875,1.4303817685856757e-08,9.154443425529735e-09
1876,6.04601479992084e-10,2.3579458385825092e-08
1877,2.4739263970730008e-09,2.5976227391311113e-08
1878,6.039088673581716e-10,3.6838439854136595e-08
1879,6.109325489944695e-09,1.649517855639715e-08
1880,7.701415505323439e-09,1.8611753915820373e-08
1881,1.1156012114099667e-08,8.367009307619355e-09
1882,4.6587693702804245e-09,8.652000893505374e-09
1883,1.8958017378167824e-09,3.4756364897248204e-08
1884,1.3203393933736152e-09,8.582206056928499e-09
1885,2.5782542767416317e-09,1.6758653131887513e-08
1886,0.0,1.5488312854472497e-08
1887,6.528924623161458e-10,2.546280519766242e-08
1888,3.804368819970705e-09,2.7264643875923866e-08
1889,3.132568426877924e-09,1.8168895721260014e-08
1890,1.3108772956016423e-09,2.2940351840361473e-08
1891,1.9122659011827636e-09,1.1473596295275001e-08
1892,3.1342561879199593e-09,3.19694137829174e-08
1893,0.0,3.695049954899332e-08
1894,5.671385139294216e-09,1.9534772022211655e-08
1895,3.0093072478365457e-09,2.6481902892783182e-08
1896,1.7691086373616827e-09,1.533227589334274e-08
1897,2.330685422435863e-09,9.905413378419325e-09
1898,3.960848538042683e-09,2.4330926606808134e-08
1899,1.6582735185011188e-09,2.8743407654019393e-08
1900,1.038210628578895e-09,2.0245106924221545e-08
1901,2.794369402536745e-09,2.5708198236884527e-08
1902,0.0,7.856454153909453e-09
1903,1.6200660812870638e-09,2.808114629715419e-08
1904,5.374625189347171e-10,1.3974025492302644e-08
1905,5.160759042333041e-10,1.3417973399043603e-08
1906,2.0576738091193647e-09,2.2634411678268407e-08
1907,5.65712765521198e-09,3.3428481316377656e-08
1908,4.911389073214423e-10,3.830883343880487e-08
1909,2.2003934230241384e-09,2.53045246978445e-08
1910,0.0,2.778958396731923e-08
1911,1.0640748282497725e-09,2.553779587799454e-08
1912,5.730363294986773e-09,1.5628263128064646e-08
1913,2.121195885607108e-09,1.7499866444836698e-08
1914,0.0,2.8126324380650658e-08
1915,1.1780761921542648e-09,1.6493066468115103e-08
1916,3.2962386153911893e-09,1.7579939282086343e-08
1917,3.289927441585405e-09,7.676496771580332e-09
1918,0.0,1.1486376294556067e-08
1919,3.6831393490643904e-09,3.498982437122322e-08
1920,1.514446346106979e-09,2.8017257847068322e-08
1921,7.572747429129834e-10,4.240738604721628e-08
1922,2.2133805899215986e-09,9.591316185719734e-09
1923,1.0615948120573648e-09,1.3800733000834953e-08
1924,0.0,2.9650736976805092e-08
1925,2.1996355847875293e-09,4.179307566687385e-08
1926,0.0,1.7833821530643945e-08
1927,0.0,1.7838759802657478e-08
1928,0.0,2.9707706517001498e-08
1929,5.570202965543558e-09,2.1166771446701205e-08
1930,0.0,2.6259009189288918e-08
1931,0.0,2.0529641986399838e-08
1932,0.0,1.4247397928102146e-08
1933,0.0,2.408838994938378e-08
1934,0.0,2.516131836216573e-08
1935,1.196828414151696e-09,2.154291145473053e-08
1936,0.0,2.7886843056990074e-08
1937,1.2591118148108649e-09,1.3850230295986421e-08
1938,2.5930428915188486e-09,1.0372171566075394e-08
1939,0.0,9.176430282309411e-09
1940,5.0715658339584024e-09,1.2678914806940611e-08
1941,0.0,2.9515025978810172e-09
1942,0.0,0.0
1943,0.0,1.1612940831184915e-08
1944,0.0,6.4263723231761105e-09
1945,0.0,2.178504132643866e-08
1946,0.0,2.7842208538686464e-08
1947,0.0,2.1457568166738383e-08
1948,0.0,4.240036233227329e-08
1949,0.0,2.0615717133409817e-08
1950,2.1270722960764488e-09,1.0635361036293034e-08
1951,3.1984206394497505e-09,3.4116485636559446e-08
1952,1.0544803918932644e-09,3.585233443459401e-08
1953,0.0,2.2625037843226892e-08
1954,3.9090144454689835e-09,1.8567819282111486e-08
1955,9.385607846468247e-10,1.220129064449793e-08
1956,8.72114158667614e-10,2.0930739808022736e-08
1957,2.6505113659425206e-09,1.8553580005686854e-08
1958,8.272243445794913e-10,3.8052320405768114e-08
1959,3.8753737996444215e-09,3.5653439312000046e-08
1960,3.460416619915918e-09,3.8756667208872386e-08
1961,0.0,2.709782087606527e-08
1962,3.805173953708163e-09,5.200404373795209e-08
1963,0.0,3.0390449268224984e-08
1964,5.475571551727398e-09,3.1636634645337836e-08
1965,1.0944086747954884e-09,4.049311996823235e-08
1966,0.0,2.7141465963609335e-08
1967,3.451234853457663e-09,2.859594694371026e-08
1968,4.4914158503495116e-10,3.323647845832056e-08
1969,3.6334062425424918e-09,2.634219598007803e-08
1970,1.3796175313274261e-09,3.1731204330753826e-08
1971,1.0276794970565106e-09,2.569198720436816e-08
1972,0.0,3.33459553303328e-08
1973,0.0,3.197658315912122e-08
1974,5.625571675160757e-10,2.1377172032543967e-08
1975,3.4268881066168433e-09,3.198428899509054e-08
1976,5.713526873840635e-10,2.4568166168137395e-08
1977,0.0,3.819908300783936e-08
1978,5.940591352171509e-10,2.4950484345254154e-08
1979,0.0,2.2237498953359136e-08
1980,5.685150683554241e-10,3.183684427199296e-08
1981,0.0,2.9730083284107423e-08
1982,1.8622506869903077e-09,3.600351305976801e-08
1983,0.0,5.3680185629900734e-08
1984,5.799008495621649e-10,3.537395087960249e-08
1985,1.8046674155058895e-09,2.1054452403745927e-08
1986,1.1988970927134801e-09,2.0980699844130868e-08
1987,6.110816852533674e-10,1.9554613928107756e-08
1988,1.1993107618124554e-09,2.878345739532051e-08
1989,1.0976244357863152e-09,3.677041959804228e-08
1990,1.089730194969718e-09,3.105731138930423e-08
1991,0.0,2.4032006606944378e-08
1992,3.30596661157756e-09,3.03046938654461e-08
1993,1.1078414852150331e-09,3.43430848204207e-08
1994,2.637463358823311e-09,2.0572214154412904e-08
1995,1.0844901643380922e-09,2.2232049090575856e-08
1996,2.6690460952494277e-09,2.989331449043675e-08
1997,9.58978896292706e-10,2.3974472185273044e-08
1998,1.43043876743576e-09,3.0516027038629545e-08
1999,1.8280804647829996e-09,2.3308025731694215e-08
2000,2.2090156370779823e-09,2.0322945104567225e-08
2001,8.762423564512289e-10,2.4972907297637903e-08
2002,8.76244299341522e-10,2.2782352004924178e-08
2003,0.0,1.5417615628621206e-08
2004,2.2023955992267474e-09,2.026203915761471e-08
2005,4.5037495954858286e-10,4.3235996116663955e-08
2006,1.6471559671771274e-09,1.6883348052942893e-08
2007,1.997239706952314e-09,2.0371844655642235e-08
2008,1.2772318758180745e-09,2.3841662866175284e-08
2009,3.337734755248789e-09,2.5271420511785436e-08
2010,1.4171379625338432e-09,2.0312310056169736e-08
2011,3.82397197240536e-10,6.118355155848576e-09
2012,2.382976926895708e-09,1.1234034147378225e-08
2013,1.6734750252211938e-09,9.761937924679387e-09
2014,2.815078836704288e-09,1.3858849179371191e-08
2015,1.5516027351836215e-09,1.2412821881468972e-08
2016,2.278474076078396e-09,9.113896304313585e-09
2017,1.2578056374223934e-09,1.282961736848165e-08
2018,2.581466596041082e-09,8.776987137082415e-09
2019,2.55098775436835e-10,8.928457084778074e-09
