year,ait_VERB ôté_VERB,ait_VERB oté_VERB,ait_VERB voté_VERB
1800,4.4018303668735825e-08,0.0,9.432493897065797e-09
1801,8.810375362600098e-08,1.6668277424969347e-08,9.524730337773235e-09
1802,2.0140561218795483e-08,0.0,4.475680270843441e-09
1803,7.606323038089613e-08,0.0,0.0
1804,6.673997887673977e-08,0.0,7.4155526164076946e-09
1805,7.960057502032214e-08,0.0,2.842877711017877e-09
1806,6.627838899930794e-08,0.0,0.0
1807,8.825561081948763e-08,0.0,1.1387820464392462e-08
1808,4.305540457494317e-08,0.0,0.0
1809,1.3554183553310395e-08,0.0,0.0
1810,7.722418615685456e-08,0.0,0.0
1811,2.0056614147279106e-08,0.0,0.0
1812,5.3344166417446104e-08,0.0,1.0668832928217853e-08
1813,5.7514832008109806e-08,0.0,2.8757416448144113e-09
1814,9.440030979135372e-09,0.0,1.8880061958270744e-08
1815,1.6183340889597275e-08,0.0,2.6972236000233352e-08
1816,1.274682119856152e-07,2.3176038865813098e-09,1.1588019432906549e-08
1817,6.227493543065066e-08,0.0,2.0239355080775567e-08
1818,6.079800130009971e-08,1.1921177378582115e-09,0.0
1819,8.384350280721264e-08,0.0,3.1053151161586356e-08
1820,7.475883023744245e-08,1.1866481131050932e-09,1.0679833017945839e-08
1821,7.198886464721e-08,0.0,7.88919063410276e-09
1822,4.411270992932259e-08,0.0,5.012807946513931e-09
1823,6.028439258898288e-08,0.0,1.1859224713361982e-08
1824,3.621078548121659e-08,8.421112696055388e-10,2.2737005167527968e-08
1825,4.6668848341369085e-08,0.0,1.3208164340028361e-08
1826,2.8185549894033102e-08,8.807984341885344e-10,1.9377566218281572e-08
1827,7.92685455053288e-08,0.0,1.2904182611350734e-08
1828,7.154395120778645e-08,0.0,1.0089530988466322e-08
1829,2.4004892296147773e-08,0.0,2.4004892296147773e-08
1830,7.618890407457002e-08,0.0,8.349468672008697e-09
1831,8.263339168479433e-08,0.0,9.354723218280014e-09
1832,5.141388470519814e-08,0.0,2.570694235259907e-08
1833,3.01174338801502e-08,1.1583628500844156e-09,2.3167256557599103e-08
1834,6.627517024071494e-08,9.334530925997342e-10,1.120143711119681e-08
1835,6.050470346963266e-08,1.5126175867408165e-09,7.563087933704082e-09
1836,6.98957975941994e-08,0.0,1.344150035720304e-08
1837,4.5226290268374214e-08,6.957890930081589e-10,1.3219993100221927e-08
1838,3.7241754569095065e-08,1.2624323808552163e-09,2.019891809368346e-08
1839,3.076248944466897e-08,6.9914751765765e-10,8.38977065598101e-09
1840,3.630722389402763e-08,6.369688665408546e-10,1.4013314952876499e-08
1841,6.099521243640993e-08,6.420548537278137e-10,1.4125206782011901e-08
1842,3.219967226186782e-08,0.0,2.2137275124123335e-08
1843,5.316219997553162e-08,0.0,2.2446261738195972e-08
1844,6.476502534269457e-08,0.0,1.811225303072206e-08
1845,5.0780073479472776e-08,5.580227946389016e-10,1.9530798311961917e-08
1846,3.805426018743674e-08,5.854501328173001e-10,4.507965911670908e-08
1847,4.260646591092154e-08,0.0,2.3190860787281053e-08
1848,2.252662056889676e-08,8.045221711050488e-10,8.367030801537112e-08
1849,3.6869426622843093e-08,0.0,3.77073661184113e-08
1850,4.6844071732721204e-08,0.0,2.1045888587423178e-08
1851,2.3862924081186065e-08,0.0,2.96674187438839e-08
1852,4.7526981461487594e-08,2.6042181744401205e-09,4.101643469311966e-08
1853,3.1651239851271384e-08,5.971931837933653e-10,1.911018188138769e-08
1854,2.234135720868835e-08,5.195664454227256e-10,2.7017454939937124e-08
1855,3.502578493908004e-08,0.0,2.0697054736729115e-08
1856,2.329735160344626e-08,0.0,3.002769588533738e-08
1857,4.149282872845106e-08,0.0,2.0990489346672803e-08
1858,3.670256987220455e-08,4.893676019968041e-10,4.1106879677954566e-08
1859,1.323965115318515e-08,5.092173349652285e-10,3.258990943777462e-08
1860,3.753290656050012e-08,9.154367819341758e-10,2.5632230560290736e-08
1861,3.7256114637784776e-08,0.0,4.433005784676425e-08
1862,4.608346060308577e-08,4.517986262886353e-10,3.072230825296174e-08
1863,4.5950510951797696e-08,0.0,1.2986014041871385e-08
1864,3.1165733105353866e-08,4.794727948009836e-10,2.9727313943794798e-08
1865,5.036323358353911e-08,0.0,1.97687466396701e-08
1866,2.3354942868536455e-08,0.0,2.3841502994059738e-08
1867,1.844068364675877e-08,4.85281148598915e-10,1.7955402498159856e-08
1868,1.7289560005906424e-08,0.0,1.877152122631287e-08
1869,2.24641887314192e-08,4.883519144627257e-10,4.2974967584541446e-08
1870,2.465641024684828e-08,5.734048791339319e-10,2.981705193860762e-08
1871,1.3807530230280918e-08,0.0,5.523012092112367e-08
1872,2.53988243770209e-08,6.047339295989218e-10,4.5959779981785687e-08
1873,1.2570609442263958e-08,0.0,3.6514627765882324e-08
