year,puissent_VERB ôter_VERB,puissent_VERB voter_VERB
1866,4.865612912574591e-10,8.75810357570117e-09
1867,0.0,6.308654931785895e-09
1868,1.975949626142892e-09,1.778354707937524e-08
1869,2.441759683335931e-09,8.790334682373668e-09
1870,5.734048791339319e-10,1.9495765002375265e-08
1871,0.0,3.186353225714811e-08
1872,3.0236697590169115e-09,6.652073114565837e-09
1873,3.591602570907071e-09,1.3767810003173508e-08
1874,0.0,1.4339061493728877e-08
1875,0.0,3.432916173551348e-09
1876,0.0,9.673623679873344e-09
1877,0.0,4.329371083855449e-09
1878,1.2078177347163432e-09,6.6429977074733415e-09
1879,6.10932526790009e-10,4.520900631632685e-08
1880,4.492492600149944e-09,3.8507077526617195e-09
1881,2.7890030285249168e-09,1.4642266066289267e-08
1882,3.9932310791357395e-09,8.652000893505374e-09
1883,0.0,6.319338829996468e-09
1884,6.601696966868076e-10,9.902545450302114e-09
1885,0.0,3.86738152613475e-09
1886,3.2267319927115068e-09,3.872078213618124e-09
1887,1.3057849246322917e-09,1.1099172247952538e-08
1888,3.1703073499755874e-09,1.1413106904001324e-08
1889,1.2530273485467092e-09,9.397704836544563e-09
1890,0.0,7.865263995654459e-09
1891,3.1871101313640793e-09,8.286486163910922e-09
1892,1.8805537127519756e-09,7.522214851007902e-09
1893,0.0,9.23762488724833e-09
1894,2.520615716150587e-09,1.1972924873759894e-08
1895,0.0,9.629783193076946e-09
1896,0.0,1.8870492723976895e-08
1897,0.0,9.905413378419325e-09
1898,2.26334195829736e-09,9.05336783318944e-09
1899,5.527578395003729e-10,6.633094074004475e-09
1900,5.191053142894475e-10,1.1939421895590385e-08
1901,0.0,6.706486921359556e-09
1902,3.437198747846537e-09,1.1293653123800595e-08
1903,2.7001101354784396e-09,1.9440793863623185e-08
1904,1.0749250378694342e-09,9.674325340824907e-09
1905,0.0,5.160758931310738e-09
1906,5.144184522798412e-10,1.5432553013283723e-08
1907,1.028568674676933e-09,5.65712765521198e-09
1908,0.0,4.4202499438483756e-09
1909,1.6502950117569526e-09,1.5402754627302784e-08
1910,0.0,1.2825961626106164e-08
1911,0.0,1.3832972989291648e-08
1912,0.0,4.688478938419394e-09
1913,5.30298971401777e-10,5.302989602995467e-09
1914,4.68772043404897e-09,1.1384464038144415e-08
1915,0.0,1.5314990164938536e-08
1916,0.0,4.394984820521586e-09
1917,2.1932848870420685e-09,2.1932848870420685e-09
1918,0.0,1.033773866510046e-08
1919,0.0,2.3940405213807026e-08
1920,7.572231730534895e-10,2.2716694303426266e-08
1921,1.5145494858259667e-09,7.572747762196741e-09
1922,1.4755870969551665e-09,1.9182632371439468e-08
1923,3.1847844361720945e-09,1.0615948120573648e-08
1924,1.289162443462999e-09,2.3204924204378585e-08
1925,0.0,1.3197813508725176e-08
1926,1.1146138456652466e-09,4.458455382660986e-09
1927,0.0,1.8953683067479687e-08
1928,0.0,2.6279895593006586e-08
1929,0.0,1.3368487650211591e-08
1930,0.0,8.402882833991043e-09
1931,0.0,3.4216069977333063e-09
1932,0.0,1.3151444377967891e-08
1933,0.0,1.3764794637438627e-08
1934,0.0,1.7972370258689807e-08
1935,1.196828414151696e-09,5.98414207075848e-09
1936,0.0,3.6374143697059935e-09
1937,0.0,1.1332006444320086e-08
1938,0.0,1.2965214457594243e-09
1939,0.0,4.588215141154706e-09
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,6.068423541449874e-09
1943,0.0,8.709705845433291e-09
1944,0.0,1.2852744646352221e-08
1945,0.0,4.357008087652048e-09
1946,0.0,1.8097434661967782e-08
1947,0.0,1.7881307101674793e-08
1948,0.0,1.0871888278529696e-08
1949,0.0,1.0798709482173763e-08
1950,0.0,4.2541445921528975e-09
1951,1.0661401761424827e-09,1.9190522948520083e-08
1952,0.0,6.326882129314981e-09
1953,0.0,1.1851209791302608e-08
1954,3.9090144454689835e-09,4.886268278880834e-09
1955,0.0,1.1262729415761896e-08
1956,1.744228317335228e-09,4.360570571293465e-09
1957,8.835037701437898e-10,1.1485549400447326e-08
1958,0.0,8.272243445794913e-10
1959,0.0,1.0851047171911432e-08
1960,0.0,6.920833239831836e-09
1961,0.0,8.33779090214648e-09
1962,1.9025869768540815e-09,8.8787386332001e-09
1963,0.0,6.466053470433053e-09
1964,6.083968329129164e-10,7.909158661334459e-09
1965,5.472043373977442e-10,6.0192477668863376e-09
1966,0.0,1.0524241922382771e-08
1967,0.0,8.381570104631919e-09
1968,0.0,1.4372530721118437e-08
1969,1.8167031212712459e-09,1.862120768691966e-08
1970,0.0,9.657322941336588e-09
1971,0.0,1.0790635052160269e-08
1972,0.0,1.128632298730281e-08
1973,1.102640756478479e-09,1.6539610570021068e-08
1974,0.0,2.193973003272731e-08
1975,5.711480177694739e-10,1.5420996035686585e-08
1976,1.142705374768127e-09,1.314111219841152e-08
1977,5.876781838942691e-10,1.057820764316375e-08
1978,0.0,1.3663360221016774e-08
1979,5.851973350345929e-10,1.2289143924704149e-08
1980,5.685150683554241e-10,9.096241093686785e-09
1981,6.325549528618524e-10,9.488323904349727e-09
1982,0.0,9.932003663948308e-09
1983,1.2630632095778083e-09,1.1999100379966876e-08
1984,0.0,2.3775934110403796e-08
1985,0.0,1.6242006850575308e-08
1986,1.7983456945813714e-09,1.0790073723399018e-08
1987,3.0554083707556856e-09,1.8943532964499354e-08
1988,5.996553809062277e-10,1.798966131616453e-08
1989,0.0,3.0733485090195245e-08
1990,1.089730194969718e-09,1.5256222951620657e-08
1991,1.1722930404189924e-09,1.992898113201136e-08
1992,5.509944167592096e-10,3.0855687782604946e-08
1993,0.0,2.3264671966671813e-08
1994,0.0,2.3737170451454404e-08
1995,0.0,2.277429267394382e-08
1996,0.0,2.4555223632205525e-08
1997,9.58978896292706e-10,1.6782131240233866e-08
1998,9.536258449571733e-10,2.2410207023426665e-08
1999,9.140402323914998e-10,1.96518641359944e-08
2000,4.4180314962005696e-10,2.6508189421292627e-08
2001,1.3143635069212678e-09,2.0591695459870607e-08
2002,2.1906108038649563e-09,1.5334276071143904e-08
2003,8.333845835650777e-10,1.91678459771083e-08
2004,0.0,1.805964444656638e-08
2005,1.3511248786457486e-09,2.7923247714056743e-08
2006,0.0,2.1001238081908014e-08
2007,0.0,2.3966876483427768e-08
2008,8.514879357157668e-10,1.6604014163590364e-08
2009,4.76819250749827e-10,1.6211854969583328e-08
2010,4.723793023408973e-10,2.0312310056169736e-08
2011,7.64794394481072e-10,1.2619107536693264e-08
2012,3.404252713057332e-10,1.327658516458996e-08
2013,1.3945624655065103e-09,1.338780020176955e-08
2014,6.496335691608124e-10,1.515811653973742e-08
2015,1.7732603163622684e-09,1.5072712855612735e-08
2016,1.6570720351438695e-09,1.2842308549920745e-08
2017,2.7671724911471074e-09,1.9370206771895937e-08
2018,5.162933414126769e-10,1.2649186587054828e-08
2019,5.1019755087367e-10,1.1224345897176136e-08
