year,eût_VERB ôté_VERB,eût_VERB oté_VERB,eût_VERB voté_VERB
1800,9.432493186523061e-08,0.0,1.2576657937302116e-08
1801,2.0716288418043405e-07,2.3811825844433088e-09,1.1905912700171939e-08
1802,9.84649659585557e-08,0.0,8.951360541686881e-09
1803,8.191424427650418e-08,0.0,9.751696339321825e-09
1804,2.175228814849106e-07,2.4718509461507665e-09,2.4718509461507665e-09
1805,1.8762992226584174e-07,0.0,2.842877711017877e-09
1806,9.221341201737232e-08,0.0,0.0
1807,9.394951661079176e-08,0.0,0.0
1808,1.155697759713803e-07,2.2660739951163578e-09,3.3991110370834576e-08
1809,1.2876473931555665e-07,0.0,6.7770917766551975e-09
1810,1.0296557917399696e-07,0.0,1.6380887757350138e-08
1811,6.267691787797958e-08,0.0,5.0141535368197765e-09
1812,8.001624962616916e-08,0.0,2.6672082320544632e-09
1813,6.326631307729258e-08,0.0,2.300593315851529e-08
1814,4.405347908686963e-08,0.0,2.2026739543434815e-08
1815,7.012781111370714e-08,0.0,5.1247248222807684e-08
1816,7.648093003354006e-08,0.0,3.0128852301913867e-08
1817,1.0898114055635233e-07,1.556873407970727e-09,2.1796227045456362e-08
1818,1.2398024296089716e-07,4.768470951432846e-09,1.1921176934492905e-08
1819,7.763287612760905e-08,1.035105001712111e-09,6.314140676977331e-08
1820,1.376511846729045e-07,1.1866481131050932e-09,3.797273961936298e-08
1821,1.962436186886407e-07,0.0,7.494730880353018e-08
1822,1.6341753905635414e-07,0.0,2.0051231786055723e-08
1823,2.8956273467883875e-07,0.0,4.644862983127496e-08
1824,1.0526390781251393e-07,0.0,9.263224143296611e-08
1825,1.2503728896717803e-07,2.641632912414593e-09,6.163809906922779e-09
1826,1.0657660709512129e-07,0.0,5.2847905607222856e-08
1827,1.1890282536342056e-07,9.217273055917019e-10,4.424290978022327e-08
1828,7.246117661452445e-08,1.8344602503717056e-09,2.109629271274116e-08
1829,1.2516836989107105e-07,8.57317605795771e-10,1.971830521085849e-08
1830,1.0019362406410437e-07,1.0436835840010872e-09,1.5655253093882493e-08
1831,3.897801548191637e-08,1.5591206103948707e-09,2.0268567268999504e-08
1832,9.606278439378002e-08,0.0,4.6001897402447867e-08
1833,4.6334513115198206e-08,0.0,2.89590715851773e-08
1834,8.58776871837108e-08,0.0,5.974099792638299e-08
1835,7.563087933704082e-08,0.0,3.479020449503878e-08
1836,1.1694105239712371e-07,6.720750067579218e-10,6.51912728244497e-08
1837,1.196757182242436e-07,1.3915781860163179e-09,2.6439986200443855e-08
1838,1.2434958307494526e-07,3.787297142565649e-09,3.408567295082321e-08
1839,8.319855737681792e-08,6.9914751765765e-10,2.4470162784950844e-08
1840,7.38883869644269e-08,2.5478754661634184e-09,2.229391071750797e-08
1841,7.640452537316378e-08,0.0,1.1556987367100646e-08
1842,9.056157779241403e-08,6.708265054555795e-10,7.043678351692506e-08
1843,7.324569395450453e-08,5.906911071384968e-10,2.658109998776581e-08
1844,8.78169785778482e-08,1.097712254427563e-09,2.8540519281250454e-08
1845,7.86812108799495e-08,0.0,6.361459981008011e-08
1846,6.908311434017378e-08,5.854501328173001e-10,2.6930706553685013e-08
1847,5.9325458323655766e-08,0.0,2.3730184040005042e-08
1848,6.194820656446609e-08,0.0,5.792559676365272e-08
1849,5.279031256577582e-08,8.379414939696517e-10,7.0387088157986e-08
1850,7.671565782629841e-08,0.0,1.3034872381467721e-07
1851,6.255955753431408e-08,6.449438760824933e-10,1.2640900592941762e-07
1852,4.687592536356533e-08,1.9531636308300904e-09,2.929745512858517e-08
1853,6.270528274399112e-08,2.9859659189668264e-09,2.6873692604567623e-08
1854,6.650450501410887e-08,0.0,2.286092382064453e-08
1855,5.094659627502551e-08,0.0,3.343370380548549e-08
1856,4.4523826403519706e-08,5.177189232874468e-10,2.8992259260007813e-08
1857,9.47012779306533e-08,4.881509085841174e-10,4.539803555303479e-08
1858,7.53626139271546e-08,9.787352039936081e-10,6.753273140702731e-08
1859,5.0412516827691434e-08,0.0,2.34239969643113e-08
1860,7.643897248499343e-08,0.0,3.661747172145624e-08
1861,7.687020797675359e-08,2.8295783494058924e-09,4.2443673464731546e-08
1862,4.879425219428413e-08,9.035972525772706e-10,3.930648162508987e-08
1863,6.243276118311769e-08,0.0,3.3963420520422005e-08
1864,5.5618844641003307e-08,0.0,3.1165733105353866e-08
1865,5.45993934508715e-08,0.0,3.4830648587558244e-08
1866,6.47126512376417e-08,4.865612912574591e-10,2.968023871119385e-08
1867,5.629261323747414e-08,0.0,2.6690463172940326e-08
1868,6.125443974269729e-08,1.4819622196071691e-09,6.273639741039005e-08
1869,5.6648822521765396e-08,0.0,5.1276952461876135e-08
1870,3.2110673231500186e-08,1.1468097582678638e-09,4.4152177025580386e-08
1871,3.504988654867702e-08,0.0,7.859671313781291e-08
1872,4.656451224605007e-08,1.8142017887967654e-09,5.200711683528425e-08
1873,4.968383748860106e-08,0.0,5.147963832996538e-08
1874,2.5690820137924675e-08,0.0,4.779687401423871e-08
1875,6.579756473001908e-08,0.0,5.435450844970546e-08
1876,2.9625471853478302e-08,1.813804439976252e-09,4.0508300713781864e-08
1877,2.783167118991514e-08,0.0,5.6281827198745304e-08
1878,2.8987624745013818e-08,0.0,5.193616203769125e-08
1879,3.9710613464194466e-08,0.0,3.421222061206208e-08
1880,3.7223507831640745e-08,0.0,5.262634061864446e-08
1881,3.346803723047742e-08,6.972507571312292e-10,4.183504387356152e-08
1882,2.7952617998039386e-08,1.3310770263785798e-09,3.8601232432711186e-08
1883,5.8137917591238875e-08,1.2638677882037541e-09,5.245051326596695e-08
1884,2.442627788923346e-08,0.0,3.234831424947515e-08
1885,2.5782542323327107e-08,1.2891271383708158e-09,5.4787903991382336e-08
1886,2.774989482645651e-08,1.2906927748801422e-09,3.9366128135043255e-08
1887,3.525619263200497e-08,0.0,2.2198344495905076e-08
1888,1.9655905347804037e-08,6.340614699951175e-10,3.106901047544852e-08
1889,3.195219733242993e-08,0.0,3.821733329800736e-08
1890,1.8352281472289178e-08,6.554386478008212e-10,3.6704562944578356e-08
1891,2.995883363610119e-08,1.2748440081367107e-09,4.079500826037474e-08
1892,1.3163876211308434e-08,0.0,2.570090096298827e-08
1893,1.6011883374744684e-08,0.0,3.87980243488073e-08
1894,1.5753848003896564e-08,0.0,4.537108111435373e-08
1895,1.745398137131815e-08,0.0,2.7083764564395096e-08
1896,1.9460195233023114e-08,1.179405795248556e-09,2.7716035688740703e-08
1897,1.4566784223291052e-08,0.0,2.9716238358901137e-08
1898,2.4896761985360172e-08,0.0,4.2437662273187016e-08
1899,2.7085134135518274e-08,0.0,3.537650172802387e-08
1900,1.7130474816440255e-08,0.0,2.387884379118077e-08
1901,1.5089595351014395e-08,0.0,2.1237207548097103e-08
1902,9.820567470342212e-09,0.0,1.816805017540446e-08
1903,1.2420506401156217e-08,0.0,2.5381035939631147e-08
1904,2.3110889202371254e-08,0.0,3.3860139581065596e-08
1905,2.0643035725242953e-08,5.160759042333041e-10,2.631987072732045e-08
1906,2.8807432883581896e-08,5.144184522798412e-10,3.035068729673185e-08
1907,1.3885677496716653e-08,5.142843373384665e-10,2.5199932807140613e-08
1908,1.7189861978295085e-08,4.911389073214423e-10,2.7503778810000767e-08
1909,2.0353638774395222e-08,0.0,1.5402754627302784e-08
1910,1.1222716089775986e-08,2.67207544979442e-09,2.5651923252212327e-08
1911,1.8089272302290738e-08,0.0,2.4473720827700163e-08
1912,1.0418842677495377e-08,5.209421227725386e-10,2.917275843117295e-08
1913,1.4318072061314524e-08,5.30298971401777e-10,1.6439267724877027e-08
1914,2.5447626228469744e-08,0.0,4.7546880210802556e-08
1915,7.068456930880984e-09,0.0,1.6493066468115103e-08
1916,1.538244731591476e-08,0.0,1.4283700444650549e-08
1917,8.773139548168274e-09,0.0,2.52227767560953e-08
1918,9.189101035644853e-09,0.0,1.722956355365568e-08
1919,7.366278698128781e-09,0.0,2.4861190439651182e-08
1920,5.300562211374427e-09,7.572231730534895e-10,3.028892692213958e-08
1921,2.7261890522822796e-08,7.572747429129834e-10,2.196096815509918e-08
1922,1.623145884366295e-08,0.0,1.549366501762961e-08
1923,1.8047112249064412e-08,0.0,6.369568872344189e-09
1924,2.3204924204378585e-08,1.289162443462999e-09,2.4494086758863887e-08
1925,2.0896537833436923e-08,0.0,2.74954441437103e-08
1926,1.671920735191179e-08,0.0,1.2260752413340015e-08
1927,2.6758140592164636e-08,0.0,2.3413372574054847e-08
