year,eût_VERB ôté_VERB,eût_VERB oté_VERB,eût_VERB voté_VERB
1928,7.998228745975666e-09,0.0,1.7139061725401916e-08
1929,2.33948540540041e-08,0.0,1.2254447234738564e-08
1930,2.2057568216382606e-08,0.0,1.2604324695075775e-08
1931,2.737285598186645e-08,0.0,1.8248570654577634e-08
1932,2.301502632917618e-08,4.383814644626227e-09,2.082311922890767e-08
1933,8.02946331646126e-09,0.0,1.9500125958415992e-08
1934,1.5576054224197833e-08,0.0,1.1981580172459871e-08
1935,2.0346082152400413e-08,0.0,5.98414207075848e-09
1936,7.274828739411987e-09,0.0,1.6974599503782883e-08
1937,1.2591118148108649e-09,0.0,2.1404900962807005e-08
1938,3.8895642262559704e-09,0.0,2.3337385357535823e-08
1939,1.6823456405745674e-08,0.0,7.647025235257843e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09,7.607348528892999e-09
1941,1.4757512545315876e-08,0.0,1.4757512545315876e-08
1942,9.102635090130207e-09,0.0,3.034211770724937e-09
1943,1.4516175816936538e-08,0.0,0.0
1944,9.639558484764166e-09,0.0,1.6065930807940276e-08
1945,1.5249527862692958e-08,0.0,3.485606470121638e-08
1946,1.3921104269343232e-09,1.3921104269343232e-09,9.744772988540262e-09
1947,1.1920871401116528e-08,0.0,2.26496545963073e-08
1948,9.784699273041042e-09,0.0,2.717971980814582e-08
1949,8.835307596655184e-09,0.0,1.0798709482173763e-08
1950,1.808011518278363e-08,0.0,1.0635361036293034e-08
1951,1.5992101864981123e-08,0.0,1.7058242818279723e-08
1952,3.1634410646574906e-09,0.0,3.1634410646574906e-08
1953,9.69644453618912e-09,1.0773827385790469e-09,9.69644453618912e-09
1954,2.5408594339637602e-08,0.0,1.07497895029951e-08
1955,1.1262729415761896e-08,0.0,1.407841132561316e-08
1956,1.1337483840634377e-08,0.0,1.657016923672927e-08
1957,1.236905244894615e-08,0.0,1.5903067307476704e-08
1958,2.6471179026543723e-08,0.0,1.4890038535497752e-08
1959,1.1626121398933265e-08,0.0,1.705164542897819e-08
1960,6.920833239831836e-09,0.0,4.844583401109048e-09
1961,2.292892631317045e-08,0.0,1.181187059273725e-08
1962,6.976152100435229e-09,0.0,1.2683912586908264e-08
1963,1.939815952312074e-08,0.0,1.3578711488548834e-08
1964,1.5818317322668918e-08,0.0,1.2776333768727e-08
1965,1.3680108601477059e-08,0.0,9.302473458205895e-09
1966,1.4401594583546284e-08,1.1078149508847446e-09,1.495550172592175e-08
1967,2.218651040664099e-08,0.0,1.5284040699725665e-08
1968,1.1677681044375277e-08,4.4914158503495116e-10,9.88111459321317e-09
1969,1.3171097990039016e-08,0.0,1.9983733778872192e-08
1970,1.3796174869185052e-08,0.0,8.7375777724219e-09
1971,1.5415192677892264e-08,5.138397485282553e-10,5.652237344833111e-09
1972,1.0773308467548759e-08,0.0,7.182205497002769e-09
1973,6.615844760915479e-09,0.0,8.821126051827832e-09
1974,9.00091468025721e-09,0.0,1.406392957647995e-08
1975,9.709516746170266e-09,0.0,9.709516746170266e-09
1976,1.1427053969725876e-08,5.713526873840635e-10,4.570821499072508e-09
1977,9.990529292736028e-09,0.0,8.22749424145286e-09
1978,1.3069301196821925e-08,0.0,4.158414057542359e-09
1979,1.521513048885481e-08,0.0,1.1703946256602649e-08
1980,1.1370301145063877e-08,0.0,1.7055452605774235e-09
1981,1.3916208629893845e-08,0.0,3.1627747087981106e-09
1982,1.4277254933858785e-08,0.0,6.2075020679230875e-09
1983,7.57837881337764e-09,0.0,4.4207211225000265e-09
1984,4.059305780401701e-09,0.0,2.8995041922996734e-09
1985,6.617113967877231e-09,0.0,2.4062232206745193e-09
1986,1.0790073723399018e-08,5.994485463567401e-10,4.196139880008332e-09
1987,1.5277041853778428e-08,0.0,2.4443267410134695e-09
1988,2.1587593934668803e-08,0.0,7.795519785247507e-09
1989,1.2073869015694072e-08,0.0,1.1525056464734007e-08
1990,7.083246433836621e-09,0.0,3.814055737905164e-09
1991,6.4476117778156095e-09,0.0,8.20605094986604e-09
1992,5.509944056569793e-09,5.509944167592096e-10,4.4079553340736766e-09
1993,6.647049133334804e-09,5.539207426075166e-10,9.970573700002205e-09
1994,8.439882570598911e-09,0.0,1.5824779708850656e-08
1995,6.506940763983948e-09,0.0,9.21816667442954e-09
1996,7.473328622609188e-09,0.0,2.6690460952494277e-09
1997,3.3564262480467733e-09,0.0,6.233362714880286e-09
1998,6.675381136744818e-09,0.0,8.582632382569955e-09
1999,6.398281460207045e-09,0.0,5.0272213059088244e-09
2000,8.83606254831193e-09,8.836062992401139e-10,1.0161472552283612e-08
2001,7.448059946568719e-09,4.3812117822561447e-10,6.571817756650944e-09
2002,8.762443215459825e-09,0.0,3.066854992184176e-09
2003,8.750538071922165e-09,4.1669229178253886e-10,1.2500769308587678e-09
2004,6.166707589017051e-09,0.0,5.726228824443069e-09
2005,4.503749373441224e-09,0.0,5.404499514582994e-09
2006,5.7650457740976435e-09,4.1178899179428186e-10,4.117890028965121e-09
2007,9.586750948642475e-09,0.0,3.994479413904628e-09
2008,7.663391698997657e-09,0.0,3.405951742863067e-09
2009,9.059565542202108e-09,0.0,3.337734755248789e-09
2010,5.196172381261022e-09,0.0,8.97520635589899e-09
2011,1.0324724186716594e-08,0.0,5.7359579308524644e-09
2012,1.327658516458996e-08,0.0,4.085103366691101e-09
2013,2.0360612751346707e-08,0.0,9.761937924679387e-09
2014,1.537466154388767e-08,0.0,7.795602385840539e-09
2015,3.0588740429493555e-08,0.0,5.54143841924315e-09
2016,2.83773591291947e-08,2.0713400439298368e-10,7.663958356829426e-09
2017,1.0062445099379147e-08,0.0,3.018733707449428e-09
2018,3.071945542387766e-08,0.0,3.614053500911041e-09
2019,2.219359274135968e-08,0.0,4.3366790158927415e-09
