year,grand_ADJ empire_NOUN,grand_ADJ vampire_NOUN
1800,2.1851942335615604e-06,0.0
1801,1.595392345565827e-06,0.0
1802,2.5063809516723268e-06,0.0
1803,2.004948695510933e-06,0.0
1804,2.5435347197344527e-06,0.0
1805,2.2089159870120056e-06,0.0
1806,1.3572661714533751e-06,0.0
1807,1.807816449428401e-06,0.0
1808,1.9420254204760568e-06,0.0
1809,1.960838460490777e-06,0.0
1810,1.74339442438054e-06,0.0
1811,1.9931260251127014e-06,0.0
1812,2.2137828095125656e-06,0.0
1813,2.372486868296164e-06,0.0
1814,3.4519048455194934e-06,0.0
1815,2.5704541211091225e-06,0.0
1816,2.0788906880397917e-06,0.0
1817,2.21698778091195e-06,0.0
1818,1.866856336629752e-06,0.0
1819,2.1167896875340375e-06,0.0
1820,2.5868928972272442e-06,0.0
1821,2.003854390864035e-06,0.0
1822,2.1785663193440996e-06,0.0
1823,1.718599190958514e-06,0.0
1824,1.8164340156445746e-06,0.0
1825,1.8033547313223153e-06,0.0
1826,1.8567231234722925e-06,0.0
1827,1.8425329342264263e-06,0.0
1828,1.5794702790117299e-06,0.0
1829,1.976974332240644e-06,0.0
1830,2.3034097722529623e-06,0.0
1831,1.6776137456986362e-06,0.0
1832,1.4585307228642819e-06,0.0
1833,1.723643955231502e-06,0.0
1834,1.9499835346437067e-06,0.0
1835,1.813628529134803e-06,0.0
1836,1.7191678125527687e-06,0.0
1837,1.8814137194844704e-06,0.0
1838,1.7680365138605936e-06,6.312161904276081e-10
1839,1.7380806909272906e-06,6.9914749545318955e-09
1840,1.805169790536354e-06,0.0
1841,1.625682929162764e-06,0.0
1842,1.7662861497846905e-06,0.0
1843,1.6633861434911523e-06,0.0
1844,1.616930173753417e-06,0.0
1845,1.6071056192501487e-06,0.0
1846,1.4197166251506133e-06,0.0
1847,1.379047245286813e-06,5.393223645455691e-10
1848,1.2462047944694632e-06,0.0
1849,1.0943515817984917e-06,0.0
1850,1.263432189091418e-06,0.0
1851,1.305366431836319e-06,0.0
1852,1.3014580702019884e-06,0.0
1853,1.4589429393474518e-06,0.0
1854,1.4656969957727028e-06,0.0
1855,1.4599384101643409e-06,0.0
1856,1.367295696219628e-06,0.0
1857,1.4459029871183304e-06,0.0
1858,1.3898040149284974e-06,4.893676019968041e-10
1859,1.1681445908351407e-06,1.018434669930457e-09
1860,1.7846440369950756e-06,0.0
1861,1.4940172974320376e-06,0.0
1862,1.4593095729598105e-06,4.517986262886353e-10
1863,1.5623174220991132e-06,0.0
1864,1.341564914714155e-06,0.0
1865,1.4148773574973461e-06,9.41368871743009e-10
1866,1.303497747073834e-06,0.0
1867,1.5771637222883328e-06,0.0
1868,1.2033532861277507e-06,4.93987406535723e-10
1869,1.3693387801438917e-06,1.953407657850903e-09
1870,1.2242193725420236e-06,0.0
1871,1.0047633729470817e-06,0.0
1872,1.0383281077164241e-06,0.0
1873,1.113995438450921e-06,0.0
1874,1.0049292711311608e-06,0.0
1875,1.1254243712510714e-06,0.0
1876,1.1711130376568235e-06,0.0
1877,1.1608899308512832e-06,1.8554447978047506e-09
1878,1.1111922786355422e-06,6.039088673581716e-10
1879,1.1332798450780501e-06,0.0
1880,1.2059133496222785e-06,0.0
1881,1.0040410978739978e-06,0.0
1882,1.0602028215345172e-06,0.0
1883,1.1577028899978359e-06,0.0
1884,1.1909461337111793e-06,0.0
1885,9.894050823633371e-07,0.0
1886,1.1512979440908566e-06,0.0
1887,9.871733928079607e-07,0.0
1888,9.904040341179865e-07,0.0
1889,9.748552720623138e-07,0.0
1890,1.0408365920255847e-06,7.865263995654459e-09
1891,9.172502428711482e-07,6.374220040683554e-10
1892,7.52848328566813e-07,0.0
1893,9.194515735444497e-07,0.0
1894,9.73587839681045e-07,0.0
1895,7.992720147953492e-07,0.0
1896,9.470628281604831e-07,0.0
1897,8.279759988738533e-07,1.1653427112179315e-09
1898,7.927355021308813e-07,0.0
1899,7.440120253221494e-07,5.527578395003729e-10
1900,8.944184379799935e-07,0.0
1901,8.338398576057671e-07,0.0
1902,6.530677723048939e-07,4.910283846193408e-10
1903,8.397342554644638e-07,0.0
1904,1.377516440470572e-06,5.374625189347171e-10
1905,9.444188791007946e-07,0.0
1906,9.120638964077443e-07,1.0288369045596824e-09
1907,7.354265960657358e-07,1.028568674676933e-09
1908,7.902424989936208e-07,0.0
1909,7.129274806061403e-07,0.0
1910,8.240680244853138e-07,2.67207544979442e-09
1911,7.469805254345374e-07,0.0
1912,8.2777700782799e-07,0.0
1913,8.092362371314721e-07,0.0
1914,9.790639552420544e-07,6.696743715117748e-10
1915,1.5067594176798593e-06,0.0
1916,1.3130017109119763e-06,0.0
1917,1.307197784683467e-06,0.0
1918,1.3393115381177267e-06,0.0
1919,1.0625857029822328e-06,0.0
1920,8.246160305702688e-07,9.843901693784574e-09
1921,6.345962137999095e-07,0.0
1922,7.400069073071336e-07,0.0
1923,7.038373812662257e-07,0.0
1924,8.27642310241572e-07,7.734974438733389e-09
1925,8.567580636054117e-07,0.0
1926,7.780004622759407e-07,0.0
1927,7.704114182160993e-07,1.1149224876660924e-09
1928,6.295748775642096e-07,4.570416489713125e-09
1929,7.620038182665212e-07,0.0
1930,9.295689054056311e-07,0.0
1931,8.770719368556001e-07,1.1405356659111021e-09
1932,8.077178605958579e-07,0.0
1933,7.731226432383664e-07,0.0
1934,7.704156175236676e-07,0.0
1935,8.42567203562794e-07,0.0
1936,7.784066582416926e-07,0.0
1937,9.355200489835624e-07,0.0
1938,8.414424144120858e-07,0.0
1939,8.472903942902121e-07,0.0
1940,7.886284763003459e-07,0.0
1941,6.434275654498833e-07,2.9515025978810172e-09
1942,8.465450633821092e-07,0.0
1943,7.083893969195287e-07,0.0
1944,8.514943417026188e-07,0.0
1945,7.668334198740467e-07,2.178504043826024e-09
1946,6.278417927774171e-07,2.7842208538686464e-09
1947,8.535343738458323e-07,0.0
1948,5.283737625205731e-07,6.523132700664291e-09
1949,5.841120085392504e-07,0.0
1950,6.221686419394246e-07,4.2541445921528975e-09
1951,6.1409674145807e-07,2.1322803522849654e-09
1952,4.5026312989193684e-07,0.0
1953,6.065664877041854e-07,1.0773827385790469e-09
1954,4.358551208838435e-07,9.772536113672459e-10
1955,5.396724453987645e-07,9.385607846468247e-10
1956,4.3780132230608615e-07,8.72114158667614e-10
1957,4.81509559335791e-07,0.0
1958,4.789629066692669e-07,8.272243445794913e-10
1959,5.006983059274717e-07,0.0
1960,3.758012567800506e-07,0.0
1961,5.892039034449681e-07,4.168895617606694e-09
1962,4.9213582897778e-07,3.805173953708163e-09
1963,4.351653934975275e-07,6.466053248388448e-10
1964,5.609418778362851e-07,7.30076216148845e-09
1965,5.149192929820856e-07,0.0
1966,5.145800585637517e-07,1.1078149508847446e-09
1967,6.128407150640669e-07,2.4651677921205817e-09
1968,6.373319187957804e-07,2.245707841908029e-09
1969,7.316771828413948e-07,2.2708788183223305e-09
1970,5.610444446801921e-07,5.058597540852361e-09
1971,4.444713752604912e-07,3.083038491169532e-09
1972,4.776166733222453e-07,8.208234758555477e-09
1973,4.140415938991282e-07,2.2052815684681093e-09
1974,4.0729140238227046e-07,1.6876715580593782e-09
1975,3.4840029883298484e-07,1.7134440533084216e-09
1976,4.5593946396138563e-07,2.285410749536254e-09
1977,3.3321353143378474e-07,3.5260691033656144e-09
1978,4.015839749627048e-07,2.3762365408686037e-09
1979,3.604815574931308e-07,1.1703946700691858e-09
1980,3.905698520156875e-07,1.1370301367108482e-09
1981,3.1817513956866605e-07,2.5302198669585607e-09
1982,3.5941438625286537e-07,1.2415004579935385e-09
