year,devait_VERB ôter_VERB,devait_VERB oter_VERB,devait_VERB voter_VERB
1800,1.2576657937302116e-08,0.0,0.0
1801,7.143547975374531e-09,0.0,0.0
1802,8.951360541686881e-09,0.0,0.0
1803,1.5602713787643552e-08,0.0,0.0
1804,1.730295728918918e-08,0.0,2.4718509461507665e-09
1805,8.528632911009026e-09,0.0,2.842877711017877e-09
1806,2.881669125542885e-09,0.0,0.0
1807,2.8469550272802735e-08,0.0,5.693910232196231e-09
1808,2.2660739951163578e-09,0.0,2.2660739951163578e-09
1809,4.518061036407062e-09,0.0,0.0
1810,1.1700633351097167e-08,0.0,0.0
1811,5.0141535368197765e-09,0.0,0.0
1812,0.0,0.0,2.6672082320544632e-09
1813,3.4508900625951355e-08,5.751483289628823e-09,8.627225156487839e-09
1814,6.293354282149721e-09,0.0,0.0
1815,2.697223555614414e-09,0.0,3.236668177919455e-08
1816,1.622322720606917e-08,0.0,0.0
1817,3.269434145636296e-08,0.0,3.580808893843823e-08
1818,7.510341504257667e-08,0.0,1.9073883805731384e-08
1819,5.175524897538253e-09,0.0,4.140419918030602e-08
1820,3.797273961936298e-08,0.0,1.0679833017945839e-08
1821,2.1695274909916407e-08,9.86148829262845e-10,2.070912508145284e-08
1822,3.408709403629473e-08,0.0,7.017931125119503e-09
1823,2.174191138237802e-08,0.0,1.087095569118901e-08
1824,1.6842225392110777e-08,0.0,2.0210670470532932e-08
1825,2.0252519661312363e-08,0.0,3.6982861217893515e-08
1826,1.76159691278599e-08,0.0,1.3211976401805714e-08
1827,2.7651818612639545e-08,0.0,1.7512819638909605e-08
1828,2.7516904310687096e-08,0.0,1.0089530988466322e-08
1829,2.1432940755516938e-08,0.0,1.2859763920403111e-08
1830,2.5048406016026092e-08,0.0,4.174734336004349e-09
1831,1.2472964883158966e-08,0.0,2.494592976631793e-08
1832,2.705993829010822e-08,0.0,2.0294953273491956e-08
1833,1.6217079235048004e-08,0.0,2.0850531967653296e-08
1834,2.240287422239362e-08,0.0,7.374279675786966e-08
1835,1.1344631900556124e-08,0.0,4.5378527602224494e-09
1836,1.8146025126952736e-08,0.0,1.747394939854985e-08
1837,1.6003149028165353e-08,0.0,4.174734336004349e-09
1838,3.597932263232906e-08,6.312161904276081e-10,1.3255539776935166e-08
1839,2.3771015378315496e-08,0.0,2.6567605004856887e-08
1840,9.554533164646273e-09,0.0,2.293087852933695e-08
1841,2.43980835534785e-08,0.0,1.0914932957462042e-08
1842,1.542900918138912e-08,0.0,3.152884531232303e-08
1843,4.252975926988256e-08,0.0,1.4767278067040479e-08
1844,1.5916826967554698e-08,5.488561272137815e-10,1.866110821424627e-08
1845,6.41726245476093e-08,1.1160455892778032e-09,1.2276501593078137e-08
1846,4.2152407786488766e-08,0.0,4.8006910446929396e-08
1847,2.534815024546333e-08,0.0,1.0786447290911383e-08
1848,2.976732105253177e-08,0.0,2.735375304041554e-08
1849,2.9327951622803994e-08,0.0,1.75967720394965e-08
1850,7.467895635215882e-09,0.0,3.190828223864628e-08
1851,1.7413483988093503e-08,0.0,1.7413483988093503e-08
1852,1.1067927019325907e-08,0.0,4.101643469311966e-08
1853,2.8068079416243563e-08,0.0,1.911018188138769e-08
1854,1.610655964157104e-08,0.0,2.0782657816909023e-09
1855,1.3798036491152743e-08,5.306937111981824e-10,1.539011762474729e-08
1856,1.5531567143511893e-08,0.0,1.5531567143511893e-08
1857,1.513267733344037e-08,0.0,1.1715622250108026e-08
1858,1.663849857891364e-08,0.0,1.3702292633865909e-08
1859,1.6804172275897145e-08,0.0,1.476730293603623e-08
1860,3.112485202905191e-08,0.0,3.066713105681629e-08
1861,8.017138064531082e-09,4.715963730639317e-10,3.0182167876091626e-08
1862,3.11741068514948e-08,0.0,3.252950264709398e-08
1863,6.493007020935693e-09,0.0,3.296449690992631e-08
1864,1.821996598039277e-08,0.0,2.4932585773740357e-08
1865,2.9653119071326728e-08,0.0,4.142022902442477e-08
1866,9.244664589402873e-09,4.865612912574591e-10,3.065336073859726e-08
1867,8.73506067478047e-09,0.0,1.94112459439566e-08
1868,1.679557115608077e-08,0.0,1.7289560005906424e-08
1869,2.6859355628516823e-08,0.0,3.711474505507795e-08
1870,1.3761717099214366e-08,0.0,3.2110673231500186e-08
1871,1.4869648623516696e-08,2.1242354542039266e-09,3.611200227737754e-08
1872,1.4513614310374123e-08,0.0,6.289232601375261e-08
1873,1.496501056408306e-08,0.0,2.095101514498765e-08
1874,2.2703515512034755e-08,0.0,1.8521287614703397e-08
1875,1.4303817685856757e-08,0.0,3.2612703648737806e-08
1876,1.6324239737741664e-08,0.0,2.3579458385825092e-08
1877,1.1751150275074451e-08,0.0,2.6594708657512456e-08
1878,1.509772218355465e-08,0.0,2.2344627481629686e-08
1879,1.2829582729523281e-08,1.221865053580018e-09,2.1382637882538802e-08
1880,5.776061406947974e-09,0.0,3.3372799634889816e-08
1881,1.2550513517339823e-08,6.972507571312292e-10,4.044054335849978e-08
1882,1.3310770263785798e-08,1.3310770263785798e-09,2.9283693692150337e-08
1883,5.687405213450347e-09,0.0,2.274962085380139e-08
1884,6.601696966868076e-09,0.0,2.706695667598069e-08
1885,7.090199094506033e-09,6.445635691854079e-10,3.222817923642651e-08
1886,5.162771099520569e-09,0.0,3.484870347847391e-08
1887,1.0446279397058333e-08,0.0,2.415702127223085e-08
1888,7.60873763994141e-09,0.0,4.375024076352929e-08
1889,6.265136853755848e-09,0.0,2.1301465480405568e-08
1890,9.176140736144589e-09,0.0,3.867087983167039e-08
1891,5.736798147637501e-09,0.0,2.039750413018737e-08
1892,1.002961980134387e-08,0.0,9.402768341715273e-09
1893,7.390100087434348e-09,0.0,1.539604177480669e-08
1894,5.041231432301174e-09,0.0,1.7014155417882648e-08
1895,7.22233739480771e-09,0.0,3.189865793729041e-08
1896,4.717623180994224e-09,0.0,2.8305738197786923e-08
1897,5.2440420894583895e-09,0.0,2.3889525024856084e-08
1898,1.6975064687230201e-09,0.0,8.487532454637403e-09
1899,1.0502398950507086e-08,0.0,1.326618814800895e-08
1900,5.19105292084987e-09,5.191053142894475e-10,1.972600216504361e-08
1901,8.38310842965484e-09,0.0,4.3033288932292635e-08
1902,1.3748794991386148e-08,0.0,2.7988617645746672e-08
1903,1.6200660812870638e-09,5.400220270956879e-10,1.5660639007819555e-08
1904,1.3974025492302644e-08,0.0,2.1498500757388683e-08
1905,3.096455536422127e-09,0.0,3.148063143498803e-08
1906,6.6874399351490865e-09,5.144184522798412e-10,4.5268823356536814e-08
1907,6.1714118260169926e-09,0.0,3.188563013623025e-08
1908,6.875944702500192e-09,0.0,2.89771957540097e-08
1909,3.300590023513905e-09,0.0,1.6502950117569526e-08
1910,9.085056262847502e-09,1.068830135508847e-09,1.336037680488289e-08
1911,4.25629931299909e-09,0.0,2.7133907565257687e-08
1912,7.293189607793238e-09,0.0,2.5005221004903433e-08
1913,2.121195885607108e-09,0.0,2.3863453435524207e-08
1914,2.678697486047099e-09,0.0,2.1429579888376793e-08
1915,1.1780761921542648e-09,0.0,2.4739600590351074e-08
1916,7.69122365795738e-09,0.0,1.648119329900055e-08
1917,4.386569774084137e-09,0.0,1.864292187292449e-08
1918,1.1486376294556067e-09,0.0,1.722956355365568e-08
1919,9.207848705727883e-09,9.207848372660976e-10,1.9336480860943084e-08
1920,7.572231730534895e-09,0.0,1.741613253614105e-08
1921,9.087297137000405e-09,0.0,2.574734203619755e-08
1922,7.377935484775833e-10,0.0,2.2871599725249325e-08
1923,3.1847844361720945e-09,0.0,1.2739137744688378e-08
1924,2.578324886925998e-09,0.0,2.1915761649893284e-08
1925,5.499089184013428e-09,0.0,1.0998178368026856e-08
1926,3.343841648018042e-09,0.0,1.89484357093761e-08
1927,7.804457524684949e-09,0.0,2.0068604555945058e-08
1928,1.2568645679778001e-08,0.0,2.742249805010033e-08
1929,4.4561625500705304e-09,0.0,1.7824650200282122e-08
1930,6.302162347537887e-09,0.0,2.7309368988426286e-08
1931,5.7026783295555106e-09,0.0,2.3951248095954725e-08
1932,2.1919073223131136e-09,0.0,2.6302888755935783e-08
1933,1.0323596200123575e-08,0.0,1.9500125958415992e-08
1934,5.990790086229936e-09,0.0,8.38710612072191e-09
1935,4.787313656606784e-09,0.0,2.0346082152400413e-08
1936,1.33371855781661e-08,0.0,3.516167268458048e-08
1937,3.777335333410292e-09,0.0,8.813782592653752e-09
1938,0.0,0.0,1.6854778905894818e-08
1939,7.647025235257843e-09,0.0,1.070583532936098e-08
1940,0.0,0.0,2.028626333583361e-08
1941,1.4757512545315876e-08,0.0,2.9515025978810172e-09
1942,6.068423541449874e-09,0.0,9.102635090130207e-09
1943,1.4516175816936538e-08,0.0,2.9032351633873077e-08
1944,3.2131861615880553e-09,0.0,1.927911696952833e-08
1945,2.178504043826024e-09,0.0,1.3071024262956144e-08
1946,4.1763312808029696e-09,0.0,1.9489545977080525e-08
1947,7.152522574216391e-09,0.0,4.172304812755101e-08
1948,4.348755133776194e-09,0.0,1.522064252412747e-08
1949,9.817008317369869e-10,0.0,2.6505922789965553e-08
1950,6.381216888229346e-09,0.0,1.595304155443955e-08
1951,6.396841278899501e-09,0.0,1.8124383771578323e-08
1952,2.1089607837865287e-09,0.0,1.2653764258629963e-08
1953,7.54167928107563e-09,0.0,1.1851209791302608e-08
1954,0.0,0.0,2.5408594339637602e-08
1955,4.6928039232341234e-09,0.0,2.0648336374051723e-08
1956,3.488456634670456e-09,0.0,1.5698054411927842e-08
1957,2.6505113659425206e-09,0.0,1.1485549400447326e-08
1958,5.790570245522986e-09,0.0,8.272243334772611e-09
1959,2.325224457422337e-09,0.0,3.332821663093455e-08
1960,6.920833350854139e-10,0.0,2.07624992754063e-08
1961,2.779263708063695e-09,6.948159270159238e-10,1.80652133252579e-08
1962,1.9025869768540815e-09,0.0,1.2049716779927166e-08
1963,4.526237162849611e-09,6.466053248388448e-10,2.392439668597035e-08
1964,7.300761772910391e-09,0.0,2.4335873760605864e-08
1965,4.924839203113152e-09,0.0,1.8057743744748223e-08
1966,3.8773522170743036e-09,0.0,1.7725039214155913e-08
1967,3.451234853457663e-09,0.0,1.7256175155466735e-08
1968,7.635406973349745e-09,0.0,2.6050212653672133e-08
1969,1.4533624970169967e-08,0.0,2.043791091921321e-08
1970,4.598724956395017e-09,4.5987250119061684e-10,2.1614008360870685e-08
1971,3.5968783507200897e-09,1.0276794970565106e-09,1.644287195290417e-08
1972,4.6171320100540925e-09,5.130146862875051e-10,1.846852804021637e-08
1973,2.205281512956958e-09,0.0,2.205281468548037e-08
1974,0.0,0.0,1.912694358452427e-08
1975,9.709516746170266e-09,0.0,1.4849848462006321e-08
1976,3.4281160132820787e-09,0.0,1.428381679602353e-08
1977,2.938390863960194e-09,0.0,1.7630345183761165e-08
1978,4.752473081737207e-09,0.0,9.504946163474415e-09
1979,4.096381456264453e-09,0.0,1.462993370893173e-08
1980,2.8425752862659692e-09,3.97960553399912e-09,1.2507331170752423e-08
1981,5.060439622894819e-09,0.0,1.2018544381930951e-08
1982,3.1037510339615437e-09,0.0,1.3656505259973528e-08
1983,4.4207211225000265e-09,0.0,1.6419821946556112e-08
1984,3.479405208395292e-09,0.0,1.3917620833581168e-08
1985,4.210890747202711e-09,0.0,2.3460676956688076e-08
1986,8.392279760016663e-09,0.0,1.8582904104391673e-08
1987,3.0554083707556856e-09,6.110816852533674e-10,1.2832715334809564e-08
1988,5.396898483667201e-09,0.0,1.798966131616453e-08
1989,6.585746614717891e-09,0.0,1.3720305780395847e-08
1990,3.2691906959314565e-09,5.44865097484859e-10,1.3621627381610324e-08
1991,2.344586080837985e-09,0.0,2.4618154625954958e-08
1992,6.61193322315512e-09,0.0,1.5427843891302473e-08
1993,5.539207315052863e-09,0.0,1.938722604677423e-08
1994,5.802419433820205e-09,0.0,1.9517228722065738e-08
1995,4.337960657352369e-09,2.7112254663563817e-09,1.2471637056421514e-08
1996,2.6690460952494277e-09,0.0,1.2277611816102763e-08
1997,3.835915585170824e-09,0.0,1.3905194329311144e-08
1998,1.9072516899143466e-09,4.768129224785866e-10,1.621164003040576e-08
1999,5.0272213059088244e-09,0.0,1.3253583119876566e-08
2000,3.092622158362701e-09,0.0,1.767212509662386e-08
2001,2.190605918883648e-09,0.0,1.796296800193886e-08
2002,8.76244299341522e-10,0.0,1.62105191492401e-08
2003,3.7502307925763034e-09,0.0,1.8334461060476315e-08
2004,6.166707589017051e-09,0.0,1.3654853248112886e-08
2005,8.106749049829887e-09,0.0,1.170974872621855e-08
2006,6.58862386870851e-09,0.0,1.7706927479821388e-08
2007,8.787854888225866e-09,0.0,1.078509459517818e-08
2008,5.108927503272298e-09,0.0,1.4049550856043425e-08
2009,5.721831008997924e-09,0.0,1.3350939020995156e-08
2010,7.085689368580006e-09,0.0,1.5116137674908714e-08
2011,6.500752380844688e-09,0.0,1.0324724186716594e-08
2012,6.468080293586809e-09,0.0,1.05531832161887e-08
2013,9.483025031897796e-09,0.0,1.3666713094551142e-08
2014,1.3858849179371191e-08,0.0,1.1693403578760808e-08
2015,8.644644111654998e-09,0.0,1.1526192444932803e-08
2016,9.942432654952427e-09,0.0,1.0770968117412849e-08
2017,8.301517695485927e-09,5.031222660711876e-10,9.559323110863716e-09
2018,9.29327992338358e-09,0.0,9.551427204712581e-09
2019,7.652963596171958e-09,0.0,9.183556137770665e-09
