year,petit_ADJ an_NOUN,petit_ADJ vent_NOUN
1926,2.229227691330493e-09,2.0954740809209227e-07
1927,0.0,1.650085251769795e-07
1928,3.4278123672848437e-09,1.1311780800937754e-07
1929,0.0,1.492814425407829e-07
1930,3.1510811737689437e-09,1.0503603853351251e-07
1931,1.1405356659111021e-09,1.4256696090342302e-07
1932,3.287861094491973e-09,8.548438756861287e-08
1933,5.735331320977366e-09,1.3650087593575222e-07
1934,1.1981580172459871e-09,7.428579884560804e-08
1935,5.98414207075848e-09,1.1728918281050937e-07
1936,0.0,7.638570442836112e-08
1937,2.5182236296217297e-09,9.065604933411464e-08
1938,0.0,1.0890780077765783e-07
1939,0.0,1.0858775567612611e-07
1940,5.0715658339584024e-09,1.0903866409783802e-07
1941,5.9030051957620344e-09,1.5347814130706183e-07
1942,3.034211770724937e-09,2.0025797198286455e-07
1943,2.9032352077962287e-09,1.3935529352693266e-07
1944,6.4263723231761105e-09,1.7672523000555884e-07
1945,0.0,1.67744809598247e-07
1946,2.7842208538686464e-09,1.5034793143797742e-07
1947,0.0,1.2397705506650425e-07
1948,1.0871887834440486e-09,1.5220642834989917e-07
1949,0.0,9.817008439494401e-08
1950,0.0,1.201795869487654e-07
1951,1.0661401761424827e-09,1.2900295431883535e-07
1952,3.1634410646574906e-09,1.1493836582499029e-07
1953,2.1547654771580937e-09,1.1743471528546934e-07
1954,0.0,1.358382490934673e-07
1955,9.385607846468247e-10,1.1638153862847389e-07
1956,8.72114158667614e-10,1.2296810325551633e-07
1957,3.5340151360863103e-09,1.0602045108498714e-07
1958,3.3088973783179654e-09,8.354965785883905e-08
1959,3.875373910666724e-09,8.603329870737753e-08
1960,6.920833350854139e-10,1.1834625063267268e-07
1961,2.779263708063695e-09,1.3270984772217886e-07
1962,6.341956404476434e-10,9.956871371841203e-08
1963,3.233026624194224e-09,1.1962198698256543e-07
1964,0.0,1.277633339125117e-07
1965,5.472043373977442e-10,1.2421537809448324e-07
1966,1.1078149508847446e-09,1.213057316817867e-07
1967,9.860671168482327e-10,1.57770732367446e-07
1968,2.6948494546985557e-09,1.7381779815472953e-07
1969,4.5417578031781147e-10,1.1354394846563309e-07
1970,1.3796175313274261e-09,1.204865973658542e-07
1971,5.138397485282553e-10,1.1715546621715589e-07
1972,0.0,1.23636542059824e-07
1973,2.7566018356850464e-09,1.1357199825035025e-07
1974,5.625571675160757e-10,1.333260493119326e-07
1975,0.0,9.995090222147951e-08
1976,5.713526873840635e-10,1.382673473493412e-07
1977,1.1753563677885381e-09,1.310522346753551e-07
1978,1.1881182704343018e-09,1.6455438123230692e-07
1979,5.851973350345929e-10,1.673664429269195e-07
1980,1.1370301367108482e-09,1.4440282081196187e-07
1981,1.2651099057237047e-09,1.1449244374794887e-07
1982,1.2415004579935385e-09,1.4277255522276988e-07
1983,1.89459470334441e-09,1.4904145828609217e-07
1984,1.1598016991243298e-09,1.0554195439826941e-07
1985,6.015558051686298e-10,1.3775627905054932e-07
1986,1.1988970927134801e-09,1.4326820807486484e-07
1987,6.110816852533674e-10,1.258828213335228e-07
1988,0.0,1.2532797200037749e-07
1989,5.488122178931576e-10,1.1031125846105994e-07
1990,2.179460389939436e-09,1.4384437974079844e-07
1991,0.0,1.3715828384164297e-07
1992,2.2039776670368383e-09,1.2397375059869375e-07
1993,5.539207426075166e-10,1.4512723700566e-07
1994,1.5824779264761446e-09,1.4400549686044428e-07
1995,0.0,1.6809596858902154e-07
1996,5.338092190498855e-10,1.4412849047573673e-07
1997,0.0,1.644648820464667e-07
1998,0.0,1.7403671259685893e-07
1999,9.140402323914998e-10,1.3710604013228433e-07
2000,0.0,1.356335720403834e-07
2001,1.7524847129024579e-09,1.7305787025634345e-07
2002,4.38122149670761e-10,1.7524886319897348e-07
2003,8.333845835650777e-10,1.4042530305236056e-07
2004,2.202395626982323e-09,1.5284625423661602e-07
2005,0.0,1.5763123251133493e-07
2006,4.1178899179428186e-10,1.8242252552980176e-07
2007,3.994479469415779e-10,1.609775253652579e-07
2008,4.257439678578834e-10,2.0137689302202055e-07
2009,0.0,2.0789319710168286e-07
2010,4.723793023408973e-10,3.183836585485267e-07
2011,3.82397197240536e-10,3.2465522437075123e-07
2012,1.0212758416727752e-09,3.336167793133171e-07
2013,1.952387473913575e-09,3.452936703229881e-07
2014,1.2992671383216248e-09,4.042886043720273e-07
2015,1.1747849276710909e-08,3.382494153658655e-07
2016,8.285360175719347e-10,3.2644318492813795e-07
2017,1.509366853724714e-09,3.4816060967557405e-07
2018,2.5814667070633845e-10,3.534027830376374e-07
2019,2.55098775436835e-10,3.339242846678303e-07
