year,auront_VERB omis_VERB,auront_VERB vomi_VERB
1800,1.5720821977538435e-08,6.288328968651058e-09
1801,4.7623651688866175e-09,0.0
1802,4.923248297927785e-08,0.0
1803,5.851017448321727e-09,0.0
1804,2.2246657849223084e-08,0.0
1805,5.685755422035754e-09,0.0
1806,3.458002950651462e-08,0.0
1807,6.547996633798903e-08,0.0
1808,2.7192887941396293e-08,0.0
1809,4.969867006821005e-08,0.0
1810,3.510190182964834e-08,4.680253518074551e-09
1811,1.504245972228091e-08,5.0141535368197765e-09
1812,2.1337665856435706e-08,0.0
1813,5.751483289628823e-09,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,2.7811246638975717e-08,2.3176038865813098e-09
1817,5.293369653713853e-08,1.556873407970727e-09
1818,5.364529798157491e-08,0.0
1819,2.794783426907088e-08,0.0
1820,1.1866481131050932e-08,0.0
1821,1.2819934447350079e-08,0.0
1822,1.0025615893027862e-08,3.0076847679083585e-09
1823,4.941343334508019e-09,0.0
1824,1.9368560089105813e-08,0.0
1825,7.924898959288385e-09,0.0
1826,1.4973572604048968e-08,8.807984341885344e-10
1827,1.566936447261469e-08,0.0
1828,2.0179061976932644e-08,0.0
1829,2.8291481157793896e-08,0.0
1830,1.5655253093882493e-08,0.0
1831,6.236482619215167e-08,0.0
1832,1.352996914505411e-08,0.0
1833,1.3900354645102198e-08,0.0
1834,2.333632664885954e-08,0.0
1835,1.0588323107185715e-08,0.0
1836,2.2850549896702432e-08,0.0
1837,2.0873672568200163e-08,8.349468672008697e-09
1838,1.009945904684173e-08,0.0
1839,1.2584655095793096e-08,0.0
1840,8.917564464638872e-09,0.0
1841,1.9903700021473014e-08,0.0
1842,1.341653010911159e-08,0.0
1843,7.088293507706567e-09,0.0
1844,1.866110821424627e-08,0.0
1845,1.5066614622583074e-08,0.0
1846,9.367202125076801e-09,0.0
1847,2.480882876909618e-08,0.0
1848,3.298540818263973e-08,0.0
1849,3.4355601030711114e-08,0.0
1850,1.2899092460827433e-08,0.0
1851,2.257303499675345e-08,0.0
1852,4.101643469311966e-08,0.0
1853,6.091370607919089e-08,0.0
1854,6.754363734984281e-09,0.0
1855,4.2455496895854594e-09,0.0
1856,1.501384794266869e-08,0.0
1857,1.4156376515472857e-08,0.0
1858,5.3830437884982985e-09,0.0
1859,1.782260738991681e-08,0.0
1860,2.334363813361051e-08,0.0
1861,2.357981898626349e-08,2.8295783494058924e-09
1862,8.584174260306554e-09,0.0
1863,3.8958042125614156e-08,0.0
1864,1.102787461348953e-08,0.0
1865,1.3179164426446732e-08,0.0
1866,1.2650593461671633e-08,4.865612912574591e-10
1867,7.76449837758264e-09,0.0
1868,5.9278488784286765e-09,0.0
1869,8.790334682373668e-09,0.0
1870,2.2936195165357276e-09,0.0
1871,0.0,0.0
1872,1.5118347462816928e-08,0.0
1873,6.584604861359367e-09,0.0
1874,4.182226565063729e-09,0.0
1875,8.58229043387837e-09,0.0
1876,1.934724735974669e-08,0.0
1877,4.9478527941460015e-09,0.0
1878,1.7513357875031943e-08,0.0
1879,3.665595160740054e-09,0.0
1880,2.0537108014195837e-08,0.0
1881,6.2752567586699115e-09,0.0
1882,3.3276925659464496e-09,0.0
1883,6.319338829996468e-09,0.0
1884,1.2543224237049344e-08,0.0
1885,2.3848851782304337e-08,0.0
1886,9.034849313138693e-09,0.0
1887,1.6322312390570914e-08,2.6115698492645834e-09
1888,6.974675947901687e-09,0.0
1889,3.132568426877924e-09,0.0
1890,7.865263995654459e-09,0.0
1891,8.92390783491237e-09,0.0
1892,3.1342561879199593e-09,0.0
1893,6.15841644346915e-09,0.0
1894,1.8904618315218613e-08,0.0
1895,1.745398137131815e-08,0.0
1896,2.7716035688740703e-08,1.179405795248556e-09
1897,1.4566784223291052e-08,5.826713556089658e-10
1898,1.5277558773618694e-08,0.0
1899,1.2713430308508578e-08,0.0
1900,7.786579381274805e-09,0.0
1901,7.824234593556412e-09,0.0
1902,4.419255628107521e-09,0.0
1903,8.100330184390714e-09,5.400220270956879e-10
1904,5.374625189347171e-09,1.0749250378694342e-09
1905,1.3934049469810361e-08,0.0
1906,2.572092316910357e-09,0.0
1907,1.2857108266928208e-08,0.0
1908,8.840499887696751e-09,0.0
1909,9.351672325408344e-09,0.0
1910,1.0153886620400954e-08,6.412980813053082e-09
1911,1.1172785363555704e-08,1.5961122423746588e-09
1912,1.6670147928721235e-08,0.0
1913,5.833288518886093e-09,5.30298971401777e-10
1914,3.4153391226254826e-08,2.0090231700464756e-09
1915,5.890381071793627e-09,0.0
1916,7.69122365795738e-09,0.0
1917,1.2063066989753679e-08,1.0966424435210342e-09
1918,6.89182577673364e-09,1.1486376294556067e-09
1919,2.5781975665495338e-08,0.0
1920,1.2115570768855832e-08,7.572231730534895e-10
1921,1.6660044011018726e-08,0.0
1922,5.902348387820666e-09,1.4755870969551665e-09
1923,1.8047112249064412e-08,0.0
1924,3.867487219366694e-09,0.0
1925,1.2097995494286806e-08,1.0998177923937646e-09
1926,1.2260752413340015e-08,0.0
1927,6.689535148041159e-09,0.0
1928,1.82816659588525e-08,0.0
1929,7.798284684668033e-09,0.0
1930,8.402882833991043e-09,0.0
1931,1.3686427990933225e-08,0.0
1932,1.753525857850491e-08,0.0
1933,8.02946331646126e-09,0.0
1934,1.4377896206951846e-08,0.0
1935,0.0,0.0
1936,2.424942913137329e-08,0.0
1937,2.7700460591972842e-08,0.0
1938,2.463390735840676e-08,0.0
1939,1.5294050470515685e-08,1.5294050470515685e-09
1940,1.2678914806940611e-08,0.0
1941,1.4757512545315876e-08,5.9030051957620344e-09
1942,0.0,0.0
1943,2.9032352077962287e-09,0.0
1944,1.927911696952833e-08,0.0
1945,6.535512131478072e-09,0.0
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,1.4305045148432782e-08,0.0
1948,6.523132700664291e-09,0.0
1949,9.817008539414473e-09,0.0
1950,1.1698897850465073e-08,0.0
1951,1.1727541604500402e-08,0.0
1952,1.687168627029223e-08,0.0
1953,1.4005975934594517e-08,0.0
1954,9.772536557761669e-09,0.0
1955,1.3139850985055546e-08,0.0
