year,premier_ADJ an_NOUN,premier_ADJ camp_NOUN
1906,2.0576738535282857e-08,4.012463961089452e-08
1907,1.6457098794830927e-08,2.4171363577352167e-08
1908,1.6698723515062852e-08,3.2415168993438215e-08
1909,1.1001967337165297e-08,2.585462333115629e-08
1910,1.2825961626106164e-08,2.0307773240801907e-08
1911,1.276889793899727e-08,2.3409645777405785e-08
1912,1.041884239993962e-08,3.334029585744247e-08
1913,1.590896836489719e-08,2.1211958411981868e-08
1914,1.6072185360371805e-08,2.1429579222242978e-08
1915,4.712304768617059e-09,3.180805663305364e-08
1916,1.3184954461564757e-08,2.636990914517412e-08
1917,1.3159709433274713e-08,2.7416060532914344e-08
1918,5.743188147278033e-09,2.986458014220261e-08
1919,1.1970202606903513e-08,3.591060959706738e-08
1920,1.2872794385998532e-08,1.590168707821249e-08
1921,1.6660043622440668e-08,1.3630945261411398e-08
1922,1.1066902949607993e-08,4.574320033867707e-08
1923,2.5478275489376756e-08,2.9724654737606215e-08
1924,1.675911143195208e-08,2.0626599095407983e-08
1925,3.1894715091240755e-08,2.5295809447101192e-08
1926,1.114613823460786e-08,2.7865345586519652e-08
1927,1.1149224654616319e-08,1.7838759802657478e-08
1928,9.140832868403947e-09,2.399468712610542e-08
1929,1.4482528065684619e-08,4.121950425428622e-08
1930,9.453243188239924e-09,4.3064773080914165e-08
1931,5.1324104077821175e-08,3.193499953368928e-08
1932,1.8631212128639163e-08,2.52069338735339e-08
1933,2.523545639121494e-08,2.2941325283909464e-08
1934,2.3963160344919743e-08,5.032263672433146e-08
1935,2.752705352548901e-08,4.4282650435434334e-08
1936,6.0623572828433225e-09,3.273672888326473e-08
1937,2.2664012888640173e-08,4.784624774156754e-08
1938,1.2965214679638848e-08,3.8895642262559704e-08
1939,4.282334131744392e-08,3.8235125288110794e-08
1940,2.7893612752905028e-08,8.1145051344933e-08
1941,7.969057236323351e-08,5.607854847156091e-08
1942,9.102635090130207e-09,8.799213935262173e-08
1943,5.806470415592457e-09,4.645176332473966e-08
1944,9.639558484764166e-09,4.4984606262232774e-08
1945,4.357008087652048e-09,5.010559211982013e-08
1946,1.6705325123211878e-08,3.7586980639048306e-08
1947,1.9073394197377525e-08,4.7683485604466114e-08
1948,2.717971980814582e-08,4.783630558335972e-08
1949,2.0615717910565934e-08,4.0249734212238764e-08
1950,9.571825110299415e-09,4.0414374069541736e-08
1951,3.1984206394497505e-09,5.437314953837813e-08
1952,1.4762725264461096e-08,5.694194271654851e-08
1953,8.619061908632375e-09,6.464296120611834e-08
1954,4.886268278880834e-09,6.449873835023823e-08
1955,4.6928039232341234e-09,4.97437211421925e-08
1956,7.849027428008526e-09,4.098936634555628e-08
1957,1.2369053004057662e-08,4.2408182576725295e-08
1958,1.2408365002158916e-08,2.8125628048769613e-08
1959,6.975673150222406e-09,4.340418868764573e-08
1960,1.591791637389761e-08,5.259833457671448e-08
1961,9.72742331128984e-09,6.39230659515988e-08
1962,1.6489087428794846e-08,8.054284705849568e-08
1963,1.2932106940866106e-08,2.9743844720542256e-08
1964,1.2776333768727e-08,3.467862086381501e-08
1965,2.637524995074969e-07,6.019247555943963e-08
1966,2.1048483844765542e-08,4.597432123887302e-08
1967,2.4651678420806178e-08,5.0289422404148354e-08
1968,1.4372530721118437e-08,5.210042530734427e-08
1969,1.8893712194767431e-07,4.814263243613226e-08
1970,1.5175792539290356e-08,4.920635920946381e-08
1971,1.849823050292798e-08,5.49808522043449e-08
1972,1.5903454553267693e-08,5.489256976742851e-08
1973,9.372446041489013e-09,6.064524488147427e-08
1974,1.5751600079827455e-08,5.1755257857166725e-08
1975,9.138368284311582e-09,5.483020970586949e-08
1976,1.2569759400005154e-08,4.627956684544188e-08
1977,1.704266772151186e-08,4.525121966025836e-08
1978,1.9009891771837317e-08,7.900986809250554e-08
1979,1.6385525825057812e-08,6.261611396052302e-08
1980,1.3644362084619388e-08,4.7186752283323585e-08
1981,1.0753433810073432e-08,4.933928743344751e-08
1982,1.6760255960868164e-08,6.393727147724348e-08
1983,6.946847541655643e-09,6.189009615908958e-08
1984,1.3917620222958504e-08,5.1611174556320805e-08
1985,9.02333674446254e-09,7.218669395570032e-08
1986,7.1933827783254856e-09,5.095312616276715e-08
1987,7.332980445085013e-09,5.927492452428851e-08
1988,1.3792074093910145e-08,5.3968985669339276e-08
1989,7.134558721588746e-09,8.45170831098585e-08
1990,9.262707045820662e-09,8.990274086295713e-08
1991,7.033758464558559e-09,8.440509713381061e-08
1992,1.8733810946969243e-08,6.611932690248068e-08
1993,9.416652346772025e-09,7.92106676361648e-08
1994,1.0549853435293244e-08,7.859640760443654e-08
1995,1.0302656505700725e-08,1.2525861031731367e-07
1996,1.0676184380997711e-08,7.740233964881327e-08
1997,2.4933450859521145e-08,9.302095194119175e-08
1998,1.668845261981744e-08,7.867412998852075e-08
1999,1.2339542720951613e-08,1.0100144526292709e-07
2000,1.0161472663305915e-08,1.1310160852318063e-07
2001,1.1829271784336015e-08,1.0164411390345407e-07
2002,8.762442660348313e-09,9.59487502782963e-08
2003,2.0417921575699438e-08,1.1750722317405149e-07
2004,7.047666006343434e-09,1.2069128119129857e-07
2005,9.007498746882447e-09,1.2295236673232068e-07
2006,1.1941880373456115e-08,1.0253546028904381e-07
2007,1.2782334302130494e-08,1.1943493805066652e-07
2008,4.683183701947868e-09,1.1154492152165574e-07
2009,7.15228898329201e-09,1.1872799410284074e-07
2010,6.613310454817167e-09,1.0297868868747173e-07
2011,1.1471915639660324e-09,9.712889154078752e-08
2012,5.1063788752969685e-09,9.974460368766813e-08
2013,4.741512571460049e-09,9.789828997464056e-08
2014,6.279790909502481e-09,8.964943228051414e-08
2015,3.103205609145121e-09,1.0417904106052589e-07
2016,3.5212781579474495e-09,1.0066712263778754e-07
2017,1.509366853724714e-09,1.0817128584528213e-07
2018,5.421079862788503e-09,8.906060477986699e-08
2019,4.846876733299865e-09,8.112141330895994e-08
