year,premier_ADJ ado_NOUN,premier_ADJ cadeau_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,2.2378401354217203e-09
1803,0.0,3.900678446910888e-09
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,2.2660739951163578e-09
1809,0.0,0.0
1810,0.0,2.3401267590372754e-09
1811,0.0,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,2.2026739543434815e-08
1815,0.0,1.8880564667256294e-08
1816,0.0,1.3905623319487859e-08
1817,0.0,0.0
1818,0.0,1.1921177378582115e-09
1819,0.0,0.0
1820,0.0,2.3732962262101864e-09
1821,0.0,9.86148829262845e-10
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,5.894778887238772e-09
1825,0.0,4.4027217427355936e-09
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,1.714635211591542e-09
1830,0.0,1.0436835840010872e-09
1831,0.0,1.5591206103948707e-09
1832,0.0,2.705993873419743e-09
1833,0.0,1.1583628500844156e-09
1834,9.334530925997342e-10,0.0
1835,0.0,8.31939672707449e-09
1836,0.0,1.3441500135158435e-09
1837,0.0,8.349468672008697e-09
1838,0.0,1.2624323808552163e-09
1839,0.0,6.9914751765765e-10
1840,0.0,8.917564464638872e-09
1841,6.420548537278137e-10,1.2841097074556274e-09
1842,0.0,6.037438549100216e-09
1843,0.0,5.906910960362666e-09
1844,5.488561272137815e-10,3.841992946007622e-09
1845,1.1160455892778032e-09,2.7901139176833567e-09
1846,0.0,5.854501328173001e-10
1847,0.0,4.853901280910122e-09
1848,0.0,1.287235473768078e-08
1849,8.379414939696517e-10,3.3517659758786067e-09
1850,0.0,1.3577992064028876e-09
1851,0.0,3.2247193804124663e-09
1852,0.0,1.3021090872200602e-09
1853,0.0,2.9859659189668264e-09
1854,5.195664454227256e-10,2.0782657816909023e-09
1855,0.0,8.491099379170919e-09
1856,5.177189232874468e-10,0.0
1857,0.0,1.4156376515472857e-08
1858,0.0,4.404308473482388e-09
1859,0.0,7.638259802433822e-09
1860,0.0,7.781213007262977e-09
1861,0.0,8.488735048217677e-09
1862,0.0,9.487771457372673e-09
1863,0.0,2.4973103585068657e-09
1864,0.0,1.6302074357099627e-08
1865,0.0,1.2237795277147967e-08
1866,0.0,2.432806400776144e-09
1867,4.85281148598915e-10,1.5043715606566366e-08
1868,0.0,4.44588676984381e-09
1869,0.0,1.3185501579471293e-08
1870,0.0,5.734048791339319e-09
1871,0.0,7.434824311758348e-09
1872,0.0,3.628403577593531e-09
1873,0.0,5.387403856360606e-09
1874,0.0,1.3144139998644278e-08
1875,0.0,1.1443054503956773e-08
1876,0.0,1.5115036333668286e-08
1877,0.0,1.4225077116236662e-08
1878,0.0,2.4156354694326865e-09
1879,0.0,1.1607718342077078e-08
1880,0.0,6.417846254436199e-09
1881,0.0,2.1614773970668466e-08
1882,1.9966155395678697e-09,1.0648616211028639e-08
1883,0.0,6.319338829996468e-09
1884,0.0,9.242375753615306e-09
1885,0.0,2.513797880965285e-08
1886,1.2906927748801422e-09,1.2261581083805595e-08
1887,0.0,1.2404957061562527e-08
1888,0.0,8.876860135842435e-09
1889,6.265136742733546e-10,2.0674951528576457e-08
1890,0.0,1.4419650362640368e-08
1891,0.0,3.824531802365527e-09
1892,0.0,8.775916882086676e-09
1893,0.0,3.0176241949675386e-08
1894,0.0,8.192000855444803e-09
1895,0.0,1.3842813118003505e-08
1896,0.0,3.066455078748476e-08
1897,0.0,1.4566784223291052e-08
1898,0.0,1.0185038590293516e-08
1899,0.0,2.7637891975018647e-09
1900,0.0,3.114631752509922e-08
1901,0.0,1.397184767881754e-08
1902,0.0,1.0311596021495006e-08
1903,0.0,5.400220270956879e-09
1904,0.0,1.9886113200584532e-08
1905,0.0,1.857873321853276e-08
1906,0.0,9.259531807970234e-09
1907,0.0,1.131425531042396e-08
1908,0.0,1.8663278922304016e-08
1909,0.0,7.701377313651392e-09
1910,0.0,1.3894791983659616e-08
1911,0.0,2.2345570727111408e-08
1912,0.0,9.376957876838787e-09
1913,0.0,9.015082902408267e-09
1914,0.0,8.705766774141921e-09
1915,0.0,7.068456930880984e-09
1916,0.0,6.592477230782379e-09
1917,0.0,4.386569774084137e-09
1918,0.0,2.1824114071478107e-08
1919,9.207848372660976e-10,2.5781975665495338e-08
1920,0.0,1.0601124422748853e-08
1921,0.0,9.844571380313027e-09
1922,0.0,1.2542490601674672e-08
1923,0.0,1.0615948120573648e-08
1924,0.0,1.0313299547703991e-08
1925,0.0,9.898360353588487e-09
1926,0.0,1.114613823460786e-08
1927,0.0,2.8987985345452216e-08
1928,0.0,1.7139061725401916e-08
1929,0.0,1.893869061575515e-08
1930,0.0,2.10072066408884e-08
1931,1.1405356659111021e-09,1.2545892325022123e-08
1932,0.0,1.753525857850491e-08
1933,0.0,3.785318369864399e-08
1934,0.0,1.4377896206951846e-08
1935,0.0,2.393656828303392e-09
1936,0.0,1.2124714565686645e-08
1937,0.0,1.888667711114067e-08
1938,0.0,1.2965214679638848e-08
1939,0.0,2.2941076593951948e-08
1940,0.0,2.7893612752905028e-08
1941,0.0,2.9515025090631752e-08
1942,0.0,3.034211815133858e-08
1943,0.0,3.774205836748479e-08
1944,0.0,1.2852744646352221e-08
1945,0.0,1.089252066321933e-08
1946,0.0,1.8097434661967782e-08
1947,0.0,2.26496545963073e-08
1948,0.0,1.6307831529616124e-08
1949,0.0,1.9634017078828947e-08
1950,0.0,2.2334258886758107e-08
1951,0.0,2.8785784422780125e-08
1952,0.0,2.003512733494972e-08
1953,0.0,2.2625037843226892e-08
1954,0.0,3.0294863506696856e-08
1955,0.0,3.941955162289901e-08
1956,0.0,1.5698054411927842e-08
1957,0.0,1.9437083054185678e-08
1958,0.0,3.1434524316864554e-08
1959,0.0,1.9376869886400527e-08
1960,0.0,3.0451666077624395e-08
1961,0.0,2.640300600376122e-08
1962,0.0,4.122271590745186e-08
1963,0.0,2.3277792138287623e-08
1964,0.0,3.224503319909644e-08
1965,0.0,1.4227312661319047e-08
1966,0.0,2.3818021332999706e-08
1967,0.0,2.859594555593148e-08
1968,0.0,2.0660513716519446e-08
1969,0.0,2.3162965295808746e-08
1970,0.0,2.5292987260172595e-08
1971,0.0,1.798439086542203e-08
1972,0.0,2.0520587895589415e-08
1973,0.0,1.874489363729026e-08
1974,0.0,1.9689501695729916e-08
1975,0.0,3.084199207137317e-08
1976,0.0,1.8283285996290033e-08
1977,0.0,2.1744092748576804e-08
1978,0.0,2.5544542481270582e-08
1979,0.0,1.521513048885481e-08
1980,0.0,2.38776323158163e-08
1981,0.0,2.5302198669585607e-08
1982,0.0,3.2899762802962584e-08
1983,0.0,2.841892232652299e-08
1984,0.0,2.667543874679268e-08
1985,0.0,2.8874679092183442e-08
1986,5.994485463567401e-10,3.057187486499302e-08
1987,0.0,2.13878585952898e-08
1988,0.0,3.118207891894542e-08
1989,0.0,3.677041959804228e-08
1990,0.0,4.4678938770914556e-08
1991,0.0,2.637659390902769e-08
1992,0.0,2.975369917113113e-08
1993,0.0,3.0465642453236796e-08
1994,0.0,2.3209677624258518e-08
1995,0.0,3.253470470809816e-08
1996,0.0,3.25623614738646e-08
1997,0.0,3.5002729159572255e-08
1998,0.0,3.051602637249573e-08
1999,4.570201161957499e-10,2.8792268125243936e-08
2000,0.0,3.092622014033708e-08
2001,4.3812117822561447e-10,2.7163512855699068e-08
2002,0.0,3.899286982189665e-08
2003,4.1669229178253886e-10,4.1669227734963954e-08
2004,0.0,2.9952580332670564e-08
2005,0.0,2.161799728117586e-08
2006,1.2353669198716943e-09,3.1295964930677656e-08
2007,3.994479469415779e-10,3.9545348329284025e-08
2008,0.0,5.151501980549256e-08
2009,0.0,5.388057533473045e-08
2010,4.723793023408973e-10,4.629317001958455e-08
2011,0.0,6.00363588842967e-08
2012,3.404252713057332e-10,7.0468028856574e-08
2013,8.367375126105969e-10,6.554443704454016e-08
2014,1.2992671383216248e-09,8.899979431209459e-08
2015,4.433150790905671e-10,7.802345136642685e-08
2016,8.285360175719347e-10,9.673157963518975e-08
2017,1.509366853724714e-09,9.056200878099219e-08
2018,1.290733298020541e-09,9.757944474664271e-08
2019,2.55098775436835e-10,8.239690801881139e-08
