year,léger_ADJ anneau_NOUN,léger_ADJ canot_NOUN
1878,1.3285995414946683e-08,7.850815109122777e-09
1879,4.887460214320072e-09,1.0996785704264767e-08
1880,3.8507077526617195e-09,6.417846254436199e-09
1881,9.761510710859511e-09,1.1853263259808955e-08
1882,6.655385131892899e-10,6.655385131892899e-09
1883,6.319338941018771e-10,2.211768546089843e-08
1884,4.621187876807653e-09,2.3105940272216685e-08
1885,1.160214413431504e-08,1.2246707647989297e-08
1886,1.936039106809062e-09,5.162771099520569e-09
1887,1.3057849246322917e-09,1.5016526688782506e-08
1888,3.1703073499755874e-09,8.876860135842435e-09
1889,5.6386229019267375e-09,2.192797943223468e-08
1890,1.3108772733971819e-08,1.3764211992395303e-08
1891,0.0,1.2748440525456317e-08
1892,9.402768341715273e-09,1.4417578242387208e-08
1893,7.390100087434348e-09,1.539604177480669e-08
1894,1.9534772022211655e-08,8.822155450616265e-09
1895,1.625025980445116e-08,4.814891596538473e-09
1896,1.0024948871034667e-08,7.66613794667137e-09
1897,3.4960281336537946e-09,5.826713334045053e-09
1898,2.26334195829736e-09,1.4145887128336199e-08
1899,1.1607914629507832e-08,7.738609753005221e-09
1900,3.114631752509922e-08,7.786579381274805e-09
1901,4.470991132876634e-09,7.265360757457984e-09
1902,3.093478895266344e-08,8.838511256215043e-09
1903,3.2401321625741275e-09,9.720396931811592e-09
1904,9.674325340824907e-09,6.449550227216605e-09
1905,7.741138396966107e-09,4.1286072338664326e-09
1906,8.230695236477459e-09,1.2346042410626978e-08
1907,4.6285588695127444e-09,8.228549397415463e-09
1908,5.40252820258047e-09,1.080505640516094e-08
1909,7.151278680339601e-09,8.251475058784763e-09
1910,9.619471441624228e-09,1.068830135508847e-09
1911,3.7242617878519013e-09,6.916486494645824e-09
1912,1.3544495303108306e-08,2.0837684910901544e-09
1913,7.42418571064718e-09,9.545381374209683e-09
1914,9.37544086809794e-09,2.0090231700464756e-09
1915,1.6493066468115103e-08,1.767114277129167e-08
1916,1.2086208478478966e-08,1.0987462051303964e-09
1917,4.386569774084137e-09,0.0
1918,6.89182577673364e-09,6.89182577673364e-09
1919,9.207848372660976e-10,1.8415696745321952e-09
1920,4.543339038320937e-09,3.028892692213958e-09
1921,5.300923255902035e-09,0.0
1922,8.115729421831475e-09,8.115729421831475e-09
1923,5.307974060286824e-09,6.369568872344189e-09
1924,2.0626599095407983e-08,0.0
1925,3.299453377181294e-09,2.1996355847875293e-09
1926,3.343841648018042e-09,2.229227691330493e-09
1927,8.919379901328739e-09,1.1149224876660924e-09
1928,1.3711249025050165e-08,3.4278122562625413e-09
1929,6.684243825105796e-09,5.570202965543558e-09
1930,1.0503603542488804e-09,5.2518016602221e-09
1931,5.7026783295555106e-09,0.0
1932,4.383814644626227e-09,4.383814644626227e-09
1933,6.882397318719313e-09,6.882397318719313e-09
1934,1.1981580172459871e-09,4.7926320689839486e-09
1935,5.98414207075848e-09,8.377798899061872e-09
1936,1.091224355320719e-08,6.0623572828433225e-09
1937,1.0072894518486919e-08,1.888667711114067e-08
1938,1.1668692678767911e-08,9.075650453382877e-09
1939,9.176430282309411e-09,1.5294050470515685e-09
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,1.2136847082899749e-08,0.0
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,4.357008087652048e-09,6.535512131478072e-09
1946,4.1763312808029696e-09,6.960552134671616e-09
1947,4.7683483828109274e-09,4.7683483828109274e-09
1948,0.0,3.2615663503321457e-09
1949,1.9634016634739737e-09,3.9268033269479474e-09
1950,6.381216888229346e-09,1.0635361480382244e-09
1951,4.264560704569931e-09,3.1984206394497505e-09
1952,4.2179215675730575e-09,4.2179215675730575e-09
1953,0.0,3.232148326759443e-09
1954,9.772536557761669e-09,3.9090144454689835e-09
1955,2.815682353940474e-09,9.385607846468247e-10
1956,1.0465369904011368e-08,1.744228317335228e-09
1957,7.068030161150318e-09,2.6505113659425206e-09
1958,4.1361216673863055e-09,8.272243445794913e-10
1959,6.200598257066758e-09,0.0
1960,4.152500121534786e-09,4.844583401109048e-09
1961,3.47407969059077e-09,9.03260666262895e-09
1962,1.9025869768540815e-09,4.43936931660005e-09
1963,5.819448034571906e-09,0.0
1964,9.125952438182594e-09,1.8251904432275978e-09
1965,6.5664522708175355e-09,5.47204326295514e-09
1966,5.539074754423723e-10,7.200797291773142e-09
1967,1.9721342336964653e-09,2.9582012395223956e-09
1968,2.245707841908029e-09,3.1439910674890825e-09
1969,1.3625273131978588e-09,6.8126366770115965e-09
1970,2.2993624781975086e-09,2.7592350626548523e-09
1971,2.0553589941130213e-09,2.0553589941130213e-09
1972,2.565073486948677e-09,2.0520587451500205e-09
1973,5.513203782392395e-10,7.718485406371656e-09
1974,1.6876715580593782e-09,5.625571675160757e-10
1975,1.1422960355389478e-09,2.2845920710778955e-09
1976,2.285410749536254e-09,5.713526873840635e-10
1977,9.402850942308305e-09,1.1753563677885381e-09
1978,3.5643548113029055e-09,2.970295565063452e-09
1979,5.851973350345929e-10,1.7555920051037788e-09
1980,0.0,1.7055452605774235e-09
1981,0.0,3.1627747087981106e-09
1982,1.2415004579935385e-09,1.8622506869903077e-09
1983,6.315316047889041e-10,6.315316047889041e-10
1984,1.1598016991243298e-09,2.8995041922996734e-09
1985,0.0,6.015558051686298e-10
1986,5.994485463567401e-10,5.994485463567401e-10
1987,1.8332451112712533e-09,1.2221633705067347e-09
1988,1.1993107618124554e-09,5.996553809062277e-10
1989,2.7440609784434855e-09,0.0
1990,1.089730194969718e-09,1.6345953479657283e-09
1991,5.861465202094962e-10,2.344586080837985e-09
1992,0.0,2.2039776670368383e-09
1993,1.1078414852150331e-09,5.539207426075166e-10
1994,5.274926606624319e-10,5.274926606624319e-10
1995,2.1689803286761844e-09,5.422450821690461e-10
1996,0.0,1.6014276571496566e-09
1997,0.0,0.0
1998,0.0,9.536258449571733e-10
1999,4.570201161957499e-10,4.570201161957499e-10
2000,4.4180314962005696e-10,3.97622823555821e-09
2001,4.3812117822561447e-10,4.3812117822561447e-10
2002,0.0,1.3143663935011318e-09
2003,4.1669229178253886e-10,4.1669229178253886e-10
2004,0.0,2.2023955992267474e-09
2005,4.5037495954858286e-10,9.007499190971657e-10
2006,8.235779835885637e-10,2.4707338397433887e-09
2007,3.994479469415779e-10,1.5977917877663117e-09
2008,1.7029758714315335e-09,3.405951742863067e-09
2009,9.53638501499654e-10,3.337734755248789e-09
2010,4.723793023408973e-10,4.723793023408973e-10
2011,7.64794394481072e-10,4.5887662558641296e-09
2012,0.0,4.425528388196653e-09
2013,5.578250084070646e-10,3.904775169871755e-09
2014,1.5158115873603606e-09,6.9294245896855955e-09
2015,2.2165753954528356e-10,9.752931795503628e-09
2016,1.0356699942093428e-09,1.2635174684305639e-08
2017,5.031222660711876e-10,2.5156112748447867e-09
2018,1.290733298020541e-09,1.6005094138904497e-08
2019,1.2754939326953263e-09,7.1427654901867754e-09
