year,dernier_ADJ an_NOUN,dernier_ADJ camp_NOUN
1800,3.144164484325529e-09,1.8864987794131594e-08
1801,2.1430643926123594e-08,1.6668277424969347e-08
1802,8.951360541686881e-09,2.9091921760482364e-08
1803,5.851017448321727e-09,5.265916058760922e-08
1804,1.2359254952798437e-08,3.213406074564773e-08
1805,5.685755422035754e-09,5.685755422035754e-09
1806,5.76333825108577e-09,5.4751712497136396e-08
1807,1.1387820464392462e-08,8.825561081948763e-08
1808,1.3596443970698147e-08,1.5862518409903714e-08
1809,0.0,1.581321384946932e-08
1810,1.1700633795186377e-08,3.042164919975221e-08
1811,5.0141535368197765e-09,3.008491944456182e-08
1812,0.0,6.13457871168066e-08
1813,2.8757416448144113e-09,2.300593315851529e-08
1814,3.1466771410748606e-09,1.5733386149463513e-08
1815,1.0788894222457657e-08,5.394447111228828e-09
1816,4.6352077731626196e-09,0.0
1817,0.0,4.203558034987509e-08
1818,1.1921177378582115e-09,9.536941902865692e-09
1819,4.140420117870747e-09,3.622867339458935e-08
1820,2.254631326081835e-08,9.493184904840746e-09
1821,5.916893086599373e-09,5.9168927535324656e-09
1822,8.02049271442229e-09,1.303330066093622e-08
1823,9.882686891060644e-10,1.2847492847356534e-08
1824,1.3473780313688621e-08,4.7158231097910175e-08
1825,9.685987789609385e-09,7.924898959288385e-09
1826,7.927186018719112e-09,2.1139161532346407e-08
1827,2.3964910056406552e-08,2.8573547083965423e-08
1828,1.8344602503717056e-09,2.7516904310687096e-08
1829,7.715858285628485e-09,1.1145129263923081e-08
1830,4.174734336004349e-09,2.0873670791843324e-08
1831,4.677361609140007e-09,1.2472964883158966e-08
1832,6.764984572527055e-09,9.470978779013706e-09
1833,8.108539617524002e-09,3.59092489077284e-08
1834,6.534171426153534e-09,2.240287422239362e-08
1835,1.8907719834260206e-08,3.1764969321557146e-08
1836,3.36037508930076e-09,1.68018754465038e-08
1837,2.2265250976261086e-08,6.262101948095733e-09
1838,1.7674054220151447e-08,9.468243078458727e-09
1839,1.6779539646627484e-08,1.7478688718597368e-08
1840,8.91756390952736e-09,1.8472096741106725e-08
1841,8.988767952189392e-09,2.247191988047348e-08
1842,6.037438549100216e-09,1.475818312002275e-08
1843,2.953455480181333e-09,5.316219964246471e-09
1844,1.0977122322231025e-08,1.3721403568922597e-08
1845,5.022205318283568e-09,1.618266037839433e-08
1846,9.367202347121406e-09,5.269050973311096e-09
1847,3.775256551818984e-09,2.1033571329098777e-08
1848,2.413566457803995e-09,1.689496542667257e-08
1849,1.508294644736452e-08,1.0893239421605472e-08
1850,8.146795238417326e-09,2.308258650884909e-08
1851,1.6123596680017727e-08,5.8044946626978344e-09
1852,7.812654523320361e-09,1.5625309046640723e-08
1853,4.777545470346922e-09,7.763511611358354e-09
1854,9.352196350675968e-09,3.16935526711859e-08
1855,4.2455496895854594e-09,1.8043586180738203e-08
1856,9.3189408967298e-09,2.485050742961903e-08
1857,1.4156376515472857e-08,2.9289054737091647e-08
1858,6.361778659424999e-09,8.808616946964776e-09
1859,5.601390462572908e-09,2.34239969643113e-08
1860,8.696649511641397e-09,2.0597328287408345e-08
1861,2.357981809808507e-09,3.0182167876091626e-08
1862,9.939570166928036e-09,3.252950264709398e-08
1863,3.995696662428827e-09,1.9978483312144135e-09
1864,5.753673426589501e-09,3.7398876884253696e-08
1865,1.6003271596787272e-08,2.58876440284439e-08
1866,9.731225603104576e-09,9.244664589402873e-09
1867,9.7056229719783e-09,1.5043715606566366e-08
1868,1.975949626142892e-09,1.2349684830326169e-08
1869,2.9301114867763545e-09,1.0255390314739543e-08
1870,4.587239033071455e-09,2.1789386295267832e-08
1871,2.1242354542039266e-09,4.9919534061970694e-08
1872,6.0473394070115205e-09,9.071008832961525e-09
1873,2.3944017879529156e-09,3.112722168907567e-08
1874,6.572069999322139e-09,4.779687312606029e-09
1875,1.716458086775674e-09,1.0870901512305409e-08
1876,7.859819461941697e-09,2.1765654167893445e-08
1877,4.9478527941460015e-09,2.4120781816350245e-08
1878,9.058632954861423e-09,1.268208649207736e-08
1879,2.443730107160036e-09,1.8327975581655664e-08
1880,1.9253538763308597e-09,1.0268554007097919e-08
1881,5.5780060570498335e-09,2.9284532632178895e-08
1882,5.989846840748214e-09,1.7304000898832328e-08
1883,3.791603475633565e-09,8.215140845369007e-09
1884,7.2618666635548834e-09,2.0465261485469455e-08
1885,6.445635580831777e-09,9.66845359329227e-09
1886,9.034849313138693e-09,7.744156815814307e-09
1887,6.528924512139156e-09,2.9380160526670807e-08
1888,3.804368819970705e-09,1.5851536971922542e-08
1889,2.5060546970934183e-09,1.8795409673089125e-08
1890,7.209825181320184e-09,1.5730528268864674e-08
1891,1.0198752065093686e-08,1.7210394887001712e-08
1892,5.014809900671935e-09,2.5074049503359674e-09
1893,3.695050043717174e-09,8.005941687372342e-09
1894,5.041231432301174e-09,3.150769645188234e-09
1895,5.416753268150387e-09,9.629783193076946e-09
1896,4.717623180994224e-09,1.7691087705884456e-08
1897,3.496028022631492e-09,1.2236098356765979e-08
1898,7.921697076085366e-09,2.4330926606808134e-08
1899,4.9748205555033564e-09,2.7637891975018647e-09
1900,5.710158568206225e-09,6.748368974740515e-09
1901,3.912117296778206e-09,1.620734302321125e-08
1902,4.910283735171106e-09,1.2275709337927765e-08
1903,7.560307935250421e-09,1.5120615870500842e-08
1904,5.374625189347171e-09,1.9348650681649815e-08
1905,2.0643036169332163e-09,6.708986699521802e-09
1906,2.0576738091193647e-09,4.115347618238729e-09
1907,1.5428529565042481e-09,7.199980611716228e-09
1908,5.893666887857307e-09,1.4734167663732478e-08
1909,2.7504918342913243e-09,2.7504918342913243e-09
1910,1.068830135508847e-09,1.336037680488289e-08
1911,4.25629931299909e-09,7.448523575703803e-09
1912,1.041884239993962e-08,1.3544495303108306e-08
1913,4.242391771214216e-09,1.0075680734189518e-08
1914,6.696743604095445e-09,9.37544086809794e-09
1915,9.424609537234119e-09,1.767114277129167e-08
1916,5.493731025651982e-09,9.888715624128963e-09
1917,3.289927441585405e-09,3.289927441585405e-09
1918,5.743188147278033e-09,2.1824114071478107e-08
1919,2.762354567309444e-09,2.6702760891339494e-08
1920,3.028892692213958e-09,2.1202248845497706e-08
1921,2.2718242842501013e-09,1.5145495524393482e-08
1922,2.951174193910333e-09,1.3280284150152255e-08
1923,5.307974060286824e-09,0.0
1924,5.156649773851996e-09,1.1602462102189293e-08
1925,8.798542339150117e-09,1.5397448649423495e-08
1926,6.687683296036084e-09,1.114613823460786e-08
1927,3.3447675740205796e-09,1.4493992672726108e-08
1928,4.570416489713125e-09,1.1426041446327417e-08
1929,4.4561625500705304e-09,1.4482528065684619e-08
1930,5.2518016602221e-09,1.0503603542488804e-09
1931,4.5621426636444085e-09,9.124285327288817e-09
1932,1.0959536611565568e-09,3.287861094491973e-09
1933,9.176529758292418e-09,6.882397318719313e-09
1934,2.3963160344919743e-09,1.3179738189705859e-08
1935,4.787313656606784e-09,1.4361940969820353e-08
1936,3.6374143697059935e-09,7.274828739411987e-09
1937,1.0072894518486919e-08,2.1404900851784703e-08
1938,3.8895642262559704e-09,7.779128452511941e-09
1939,4.588215141154706e-09,1.988226472349197e-08
1940,0.0,1.5214697057785997e-08
1941,0.0,2.9515025090631752e-08
1942,0.0,2.4273694165799498e-08
1943,2.9032352077962287e-09,2.0322646676618206e-08
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,8.714016175304096e-09,8.714016175304096e-09
1946,2.7842208538686464e-09,2.645009811175214e-08
1947,1.1920870957027319e-09,2.3841742802233057e-08
1948,2.174377566888097e-09,1.195907639583993e-08
1949,2.945102384188658e-09,1.1780409536754632e-08
1950,4.2541445921528975e-09,2.1270722072586068e-08
1951,1.0661401761424827e-09,2.4521224162299404e-08
1952,3.1634410646574906e-09,4.0070253559676416e-08
1953,3.232148326759443e-09,1.723812381726475e-08
1954,2.9317608341017376e-09,3.0294863506696856e-08
1955,2.815682353940474e-09,2.3464020060259827e-08
1956,1.744228317335228e-09,1.4825940697349438e-08
1957,5.301022731885041e-09,2.03205861026845e-08
1958,2.4816730892496253e-09,6.617794756635931e-09
1959,7.750747821333448e-10,1.3176271629333769e-08
1960,0.0,9.689166802218097e-09
1961,1.3896318540318475e-09,2.501337270643944e-08
1962,5.073564957047694e-09,1.902586960200736e-08
1963,0.0,1.8104948651398445e-08
1964,5.475571496216247e-09,2.1902286206909594e-08
1965,3.2832261354087677e-09,2.0246559984116175e-08
1966,2.7695373772118614e-09,1.6063316343739587e-08
1967,3.944268467392931e-09,1.627010703941778e-08
1968,7.186265332803643e-09,1.976222918642634e-08
1969,3.1792304344691047e-09,1.862120768691966e-08
1970,4.598724956395017e-09,9.657322941336588e-09
1971,3.083038491169532e-09,1.2332153964678128e-08
1972,3.0780880067027283e-09,1.2312352026810913e-08
1973,2.7566018356850464e-09,2.2052814296902312e-08
1974,4.500457451150908e-09,9.563471792262135e-09
1975,3.4268881066168433e-09,2.1132477101559743e-08
1976,1.7140580066410394e-09,1.656922776760439e-08
1977,4.11374712072643e-09,1.469195431980097e-08
1978,0.0,1.6039596317796168e-08
1979,1.1703946700691858e-09,2.1067104394312253e-08
1980,1.7055452605774235e-09,9.664756106531058e-09
1981,1.8976649140967083e-09,1.7078984559937282e-08
1982,4.345251713999687e-09,3.662426451001011e-08
1983,3.157658134966823e-09,2.841892232652299e-08
1984,2.3196033982486597e-09,1.5657322549600394e-08
1985,1.2031116103372597e-09,2.7671566371623157e-08
1986,2.9972427317837003e-09,2.8174081734277934e-08
1987,3.0554083707556856e-09,1.711028652096047e-08
1988,5.996553809062277e-10,2.2187249371086182e-08
1989,1.0976244357863152e-09,2.140367671987775e-08
1990,3.8140557934163155e-09,1.9070277801347402e-08
1991,1.7584395606284886e-09,2.8135033858234237e-08
1992,1.1019888335184191e-09,1.8733810946969243e-08
1993,3.323524566667402e-09,2.6034275180109034e-08
1994,1.5824779264761446e-09,1.9517228722065738e-08
1995,5.422450821690461e-10,3.199246023655178e-08
1996,4.804283193493575e-09,1.3879040139386234e-08
1997,1.917957792585412e-09,2.6371919759071716e-08
1998,4.768129224785866e-10,1.2873949017944142e-08
1999,4.570201106446348e-09,3.062034892309384e-08
2000,2.2090156370779823e-09,3.7111465012173994e-08
2001,2.1906058911280724e-09,2.4096664746897645e-08
2002,4.38122149670761e-10,2.1906107150471144e-08
2003,4.1669229178253886e-10,3.208530685583355e-08
2004,2.642874807889939e-09,3.0833540165531304e-08
2005,3.602999676388663e-09,4.053374524914943e-08
2006,2.0589449589714093e-09,2.5119129165585008e-08
2007,1.1983438685803094e-09,2.1969636776475454e-08
2008,0.0,1.7881246705542253e-08
2009,1.430457752249481e-09,1.907277002999308e-08
