year,dernier_ADJ or_NOUN,dernier_ADJ cor_NOUN
2007,1.1983438408247338e-09,3.994479469415779e-10
2008,8.514879357157668e-10,0.0
2009,1.430457752249481e-09,0.0
2010,4.723793023408973e-10,0.0
2011,1.91198598620268e-09,7.64794394481072e-10
2012,3.4042526575461807e-09,0.0
2013,1.3945624655065103e-09,0.0
2014,6.496335691608124e-10,2.1654451842767486e-10
2015,2.21657536769726e-09,4.433150790905671e-10
2016,8.285360453275104e-10,4.1426800878596737e-10
2017,7.546833991067814e-10,0.0
2018,2.5814667625745358e-09,0.0
2019,1.7856913725466939e-09,0.0
