year,dernier_ADJ are_NOUN,dernier_ADJ quart_NOUN
1897,5.826713556089658e-10,7.464020086445089e-07
1898,5.6583548957434e-10,8.034863867578679e-07
1899,5.527578395003729e-10,9.524017627882131e-07
1900,5.191053142894475e-10,1.0122553248947952e-06
1901,0.0,1.0305634532414842e-06
1902,0.0,8.470239549751568e-07
1903,0.0,9.601591273167287e-07
1904,0.0,1.0109670256497338e-06
1905,0.0,9.046810873769573e-07
1906,0.0,9.496164352640335e-07
1907,0.0,9.755973451319733e-07
1908,4.911389073214423e-10,9.08606978100579e-07
1909,1.1001967115120692e-09,1.0281338518325356e-06
1910,5.344150677544235e-10,1.0057691497422638e-06
1911,0.0,1.0491777402421576e-06
1912,5.209421227725386e-10,9.126906093115394e-07
1913,0.0,9.508260632173915e-07
1914,0.0,8.203510901694244e-07
1915,0.0,7.622152793373971e-07
1916,2.197492410260793e-09,1.1404985116314492e-06
1917,0.0,9.167930556941428e-07
1918,0.0,1.0326252777304035e-06
1919,1.8415696745321952e-09,1.0321997478968115e-06
1920,0.0,9.669739711171133e-07
1921,7.572747429129834e-10,9.655252597440267e-07
1922,0.0,8.506759741067071e-07
1923,0.0,9.586201485944912e-07
1924,0.0,1.0081250820803689e-06
1925,0.0,1.0745219469754375e-06
1926,0.0,1.065570813807426e-06
1927,0.0,1.1494851150928298e-06
1928,0.0,9.083702821044426e-07
1929,0.0,1.0828474614754668e-06
1930,0.0,1.03040349586081e-06
1931,0.0,1.0800872587424237e-06
1932,0.0,1.1047212638004567e-06
1933,1.1470662197865522e-09,1.0782422350530396e-06
1934,0.0,1.1741948355847853e-06
1935,0.0,1.1561362498468952e-06
1936,0.0,1.224596189786098e-06
1937,0.0,1.1823060503957095e-06
1938,0.0,1.2848527148889843e-06
1939,0.0,1.3397587963481783e-06
1940,0.0,1.4098952760832617e-06
1941,0.0,1.4432847592615872e-06
1942,0.0,1.520140131106018e-06
1943,0.0,1.7564573226991342e-06
1944,0.0,1.6644304423607537e-06
1945,0.0,1.337601474915573e-06
1946,1.3921104269343232e-09,1.2835257621190976e-06
1947,0.0,1.3863973435945809e-06
1948,0.0,1.2404824474288034e-06
1949,9.817008317369869e-10,1.350820298284816e-06
1950,0.0,1.2188123719170108e-06
1951,0.0,1.4925961977496627e-06
1952,1.0544803918932644e-09,1.1145857570227236e-06
1953,0.0,1.5848299881326966e-06
1954,0.0,1.2381802889649407e-06
1955,0.0,1.5035743672342505e-06
1956,0.0,1.3814287740387954e-06
1957,8.835037701437898e-10,1.3650133041664958e-06
1958,0.0,1.3955274198451662e-06
1959,0.0,1.3773078535450622e-06
1960,0.0,1.4153104075376177e-06
1961,0.0,1.202031512548274e-06
1962,0.0,1.36542325890332e-06
1963,6.466053248388448e-10,1.337826461167424e-06
1964,0.0,1.1316180916765006e-06
1965,5.472043373977442e-10,1.2656836361202295e-06
1966,0.0,1.2230276524860528e-06
1967,0.0,1.0541057235968765e-06
1968,0.0,1.2099874311388703e-06
1969,0.0,1.2707838550340966e-06
1970,4.5987250119061684e-10,1.2342977697699098e-06
1971,0.0,1.3431771321847918e-06
1972,0.0,1.4282328493209206e-06
1973,0.0,1.5674038422730519e-06
1974,0.0,1.6505426856383565e-06
1975,0.0,1.6489043446199503e-06
1976,0.0,1.8546107867223327e-06
1977,0.0,2.045707788056461e-06
1978,0.0,1.8855437247111695e-06
1979,0.0,1.7380360759489122e-06
1980,0.0,1.6702972516213777e-06
1981,0.0,1.931822907863534e-06
1982,0.0,1.6785086245363345e-06
1983,0.0,1.7790245010473882e-06
1984,0.0,1.5929875871734112e-06
1985,0.0,1.7324807686236454e-06
1986,0.0,1.8379092807663255e-06
1987,0.0,1.836300498325727e-06
1988,0.0,1.7839747670223005e-06
1989,0.0,1.6480830709042493e-06
1990,0.0,1.7909716234498774e-06
1991,0.0,1.5931462939988705e-06
1992,1.1019888335184191e-09,1.924623575177975e-06
1993,0.0,1.7110611452153535e-06
1994,0.0,1.5692907027187175e-06
1995,0.0,1.677164050306601e-06
1996,0.0,1.784524215509009e-06
1997,0.0,1.6177973520825617e-06
1998,4.768129224785866e-10,1.7623005987843499e-06
1999,0.0,1.6868611965037417e-06
2000,0.0,1.7994642576013575e-06
2001,0.0,1.812069172046904e-06
2002,0.0,1.7932339915205375e-06
2003,4.1669229178253886e-10,1.9547035208233865e-06
2004,0.0,1.7694046618998982e-06
2005,0.0,1.6911579905354301e-06
2006,0.0,1.8514033399696928e-06
2007,3.994479469415779e-10,1.5782188711455092e-06
2008,0.0,1.5663121075704112e-06
2009,0.0,1.3312793498698738e-06
2010,4.723793023408973e-10,1.0548229738560622e-06
2011,0.0,7.965333566062327e-07
2012,0.0,6.835739441157784e-07
2013,0.0,7.377235533567728e-07
2014,0.0,6.515824679809157e-07
2015,0.0,6.450234195654048e-07
2016,0.0,5.634045123770193e-07
2017,0.0,5.574594865720428e-07
2018,0.0,5.281680728330684e-07
2019,0.0,6.609609499719227e-07
