year,dernier_ADJ anneau_NOUN,dernier_ADJ canot_NOUN
1897,1.94029561195741e-07,2.330685422435863e-09
1898,2.037007760247178e-07,1.13167097914868e-09
1899,1.7577698585569124e-07,2.2110313580014918e-09
1900,1.8220597031159969e-07,7.26747462209687e-09
1901,1.9895910347011991e-07,5.029864968975062e-09
1902,1.9837547426959645e-07,9.820567692386817e-10
1903,1.7226703152850575e-07,2.1600881083827517e-09
1904,1.5640158679275373e-07,1.6123875568041512e-09
1905,1.408887277953852e-07,1.3934049469810361e-08
1906,1.2757577283473154e-07,1.5432553013283723e-09
1907,1.8205665364146029e-07,4.6285588695127444e-09
1908,1.3948345634062775e-07,1.4734167219643268e-09
1909,1.1827114576590247e-07,2.2003934230241384e-09
1910,1.5979009893030138e-07,4.809735720812114e-09
1911,1.4471417286721078e-07,1.5961122423746588e-09
1912,2.1514909409603433e-07,1.5628263128064646e-09
1913,1.8295314418992348e-07,4.772690687104841e-09
1914,1.6273087261042818e-07,2.678697486047099e-09
1915,1.3547875710173685e-07,7.068456930880984e-09
1916,1.582194499860634e-07,1.7579939282086343e-08
1917,1.32693742216361e-07,4.386569774084137e-09
1918,1.0567466368627265e-07,1.1486376294556067e-08
1919,1.4732557929164614e-07,1.4732557396257562e-08
1920,9.919623522591792e-08,3.028892692213958e-09
1921,8.78438718432406e-08,4.543648568500203e-09
1922,1.401807736556293e-07,4.426761179843197e-09
1923,1.6136241187680866e-07,2.1231896241147297e-09
1924,1.0957880647310958e-07,6.445812328337297e-09
1925,1.4957521443648147e-07,6.598906754362588e-09
1926,9.474217677052366e-08,1.1146138456652466e-09
1927,1.5497423211385808e-07,0.0
1928,1.393977074881647e-07,5.713020723163709e-09
1929,1.4371124734680052e-07,3.342121912552898e-09
1930,9.348207186121726e-08,4.201441416995522e-09
1931,1.1975625113791466e-07,1.1405356659111021e-09
1932,9.753987484373283e-08,0.0
1933,1.0094182711917199e-07,4.588264879146209e-09
1934,1.1142869738023364e-07,0.0
1935,7.180970840181544e-08,5.98414207075848e-09
1936,1.2367209478725272e-07,9.699771652549316e-09
1937,9.317427185351335e-08,1.2591118148108649e-09
1938,9.723911043035827e-08,3.8895642262559704e-09
1939,9.482311646991093e-08,3.058810094103137e-09
1940,3.803674530900025e-08,7.607348528892999e-09
1941,8.264207451702532e-08,5.9030051957620344e-09
1942,2.9431853931782825e-07,0.0
1943,8.709705667797607e-08,2.9032352077962287e-09
1944,4.4984606262232774e-08,6.4263723231761105e-09
1945,7.406913482554955e-08,6.535512131478072e-09
1946,9.605562212300356e-08,4.1763312808029696e-09
1947,1.1086409790195262e-07,3.5762612871081956e-09
1948,9.458542149509697e-08,4.348755133776194e-09
1949,8.246286931079538e-08,1.9634016634739737e-09
1950,9.571825088094954e-08,3.190608444114673e-09
1951,7.356367448529966e-08,7.462981344019681e-09
1952,1.2021076134516306e-07,9.490323193972472e-09
1953,4.740483916521043e-08,2.1547654771580937e-09
1954,4.788542540268281e-08,9.772536113672459e-10
1955,3.941955162289901e-08,1.8771215692936494e-09
1956,6.715278999536167e-08,8.72114158667614e-10
1957,5.3893728590992396e-08,1.7670075402875796e-09
1958,6.535072216706794e-08,3.3088973783179654e-09
1959,4.262911201813324e-08,3.8753737996444215e-09
1960,2.8375417571169237e-08,2.7683333403416555e-09
1961,7.990383465994455e-08,2.08444772553662e-09
1962,5.7711801559889864e-08,1.2683912808952869e-09
1963,4.52623711844069e-08,2.5864212993553792e-09
1964,4.3804572302796885e-08,4.867174663303331e-09
1965,6.730613089089843e-08,5.472043373977442e-10
1966,5.871419261893607e-08,2.769537488234164e-09
1967,5.127548874384047e-08,3.451234853457663e-09
1968,3.907531720415136e-08,2.6948494546985557e-09
1969,4.405504938631566e-08,4.995933444718048e-09
1970,5.2425466634531404e-08,4.1388523719376735e-09
1971,3.7510300643361916e-08,3.5968783507200897e-09
1972,8.977757204320369e-08,1.5390440033513642e-09
1973,4.851619239687466e-08,4.410563025913916e-09
1974,1.7439271360331077e-08,1.6876715580593782e-09
1975,4.569184142155791e-08,2.2845920710778955e-09
1976,4.342280490732264e-08,2.856763492431469e-09
1977,4.0549793745014995e-08,1.1753563677885381e-09
1978,3.386137004124379e-08,5.940591352171509e-10
1979,3.4526642433974075e-08,3.5111840102075575e-09
1980,4.548120458025551e-08,1.1370301367108482e-09
1981,3.7320742496405046e-08,1.8976649140967083e-09
1982,2.731300929870173e-08,1.8622506869903077e-09
1983,3.789189539915583e-08,1.89459470334441e-09
1984,2.3775934110403796e-08,2.3196033982486597e-09
1985,2.2257564347150094e-08,1.8046674155058895e-09
1986,2.517683933556114e-08,1.1988970927134801e-09
1987,1.9554613928107756e-08,1.2221633705067347e-09
1988,3.6578978013235286e-08,1.1993107618124554e-09
1989,2.6342986125804657e-08,6.036934507847036e-09
1990,3.5416231336515835e-08,1.6345953479657283e-09
1991,2.4032007939212008e-08,3.5168792322792797e-09
1992,1.983579878128694e-08,1.65298330578878e-09
1993,2.492643363938285e-08,3.877445031719162e-09
1994,1.793475057354499e-08,2.637463358823311e-09
1995,2.1689803730851054e-08,4.337960657352369e-09
1996,2.0818559098856326e-08,3.736664311304594e-09
1997,1.774110913732585e-08,9.58978896292706e-10
1998,2.8131962981348124e-08,6.675381136744818e-09
1999,2.696418732739403e-08,1.3710603763428253e-09
2000,1.988114206596947e-08,1.7672125984802278e-09
2001,1.9715452381774412e-08,3.066848330846028e-09
2002,1.5772398220814665e-08,2.1906108038649563e-09
2003,2.0417922907967068e-08,1.6667691671301554e-09
2004,2.2904915297772277e-08,8.809582507929292e-10
2005,1.7564623533417034e-08,1.3511248786457486e-09
2006,2.9648807131632537e-08,3.294311934354255e-09
2007,1.997239706952314e-08,1.5977917877663117e-09
2008,2.3415918093405708e-08,7.2376473703172906e-09
2009,2.050322822633177e-08,3.814554005998616e-09
2010,1.9367551118421034e-08,3.7790344187271785e-09
2011,1.7972668686638826e-08,4.971163480860241e-09
2012,2.4851044583273918e-08,9.531907707582832e-09
2013,3.597971304225567e-08,8.08846234434668e-09
2014,3.4863667508489016e-08,8.87832563023494e-09
2015,4.499647998645884e-08,1.10828768384863e-08
2016,4.9505026133989105e-08,1.1599504468051691e-08
2017,2.440143020976393e-08,7.2952728302766445e-09
2018,3.020316086121966e-08,9.551427204712581e-09
2019,3.1122048937959335e-08,9.438654302584837e-09
