year,dernier_ADJ cadeau_NOUN
1800,6.288328968651058e-09
1801,0.0
1802,2.2378401354217203e-09
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,9.882686669016039e-09
1824,0.0
1825,0.0
1826,0.0
1827,3.6869092223668076e-09
1828,0.0
1829,5.143905745796928e-09
1830,1.5655253093882493e-08
1831,3.1182412207897414e-09
1832,0.0
1833,9.266902800675325e-09
1834,1.4935249481595747e-08
1835,7.563087933704082e-09
1836,5.376600054063374e-09
1837,2.0873671680021744e-09
1838,1.2624323808552163e-09
1839,0.0
1840,7.64362617644565e-09
1841,6.420548537278137e-09
1842,5.366612043644636e-09
1843,1.7720733769266417e-09
1844,1.2623690537338916e-08
1845,3.9061593959388574e-09
1846,1.1709002656346001e-09
1847,2.6966118227278457e-09
1848,4.82713291560799e-09
1849,1.256912263158938e-08
1850,2.0366988096043315e-09
1851,1.2898877521649865e-09
1852,2.6042181744401205e-09
1853,2.388772735173461e-09
1854,8.832629738719788e-09
1855,3.714855978387277e-09
1856,6.73034605824796e-09
1857,3.4170564155999728e-09
1858,1.027671986397749e-08
1859,2.036869339860914e-09
1860,7.323494255473406e-09
1861,1.226150558863992e-08
1862,8.132375661773494e-09
1863,1.1487627737949424e-08
1864,1.726102105692462e-08
1865,7.530950973944073e-09
1866,4.379051787850585e-09
1867,1.8925964795357686e-08
1868,1.2843672791973404e-08
1869,4.395167341186834e-09
1870,9.17447806614291e-09
1871,2.1242354542039266e-09
1872,1.0885210954825197e-08
1873,4.788803575905831e-09
1874,8.961913877669758e-09
1875,3.432916173551348e-09
1876,1.3301232115736639e-08
1877,1.1132669008873108e-08
1878,1.2078177347163432e-09
1879,1.221865053580018e-09
1880,6.417846254436199e-09
1881,1.6036766581351003e-08
1882,2.2628309892525067e-08
1883,1.2006744043446815e-08
1884,9.242375753615306e-09
1885,1.0313017106966527e-08
1886,8.38950331427668e-09
1887,2.3504128421336645e-08
1888,5.07249175996094e-09
1889,2.1301465480405568e-08
1890,5.898947996740844e-09
1891,1.1473596295275001e-08
1892,6.8953633913793055e-09
1893,8.621783287310336e-09
1894,2.3945849747519787e-08
1895,7.824199066419624e-09
1896,1.3563166589847242e-08
1897,4.078699600285063e-09
1898,4.52668391659472e-09
1899,1.1607914629507832e-08
1900,9.863000971499503e-09
1901,1.676621685930968e-08
1902,1.767702145771821e-08
1903,1.1880484152015924e-08
1904,9.674325340824907e-09
1905,8.257214467732865e-09
1906,8.745113966313056e-09
1907,4.114274698707732e-09
1908,1.3751889405000384e-08
1909,1.4852655993990993e-08
1910,1.1222716089775986e-08
1911,7.448523575703803e-09
1912,8.335073964360618e-09
1913,4.772690687104841e-09
1914,1.0714789944188396e-08
1915,2.3561523843085297e-09
1916,1.9777431248257926e-08
1917,6.57985488317081e-09
1918,1.033773866510046e-08
1919,4.6960027977327456e-08
1920,7.572231730534895e-09
1921,8.330022005509363e-09
1922,1.1066902949607993e-08
1923,8.492758496458919e-09
1924,3.2229060309418855e-08
1925,1.4297631523163545e-08
1926,1.2260752413340015e-08
1927,2.564321655018631e-08
1928,1.2568645679778001e-08
1929,1.7824650200282122e-08
1930,1.1553964007759987e-08
1931,9.124285327288817e-09
1932,2.7398842306070037e-08
1933,1.1470662641954732e-08
1934,1.1981580172459871e-08
1935,1.0771455727365264e-08
1936,1.9399543305098632e-08
1937,7.554670666820584e-09
1938,5.186085783037697e-09
1939,1.5294050470515685e-08
1940,2.5357829169792012e-09
1941,1.1806010391524069e-08
1942,3.034211815133858e-08
1943,2.9032351633873077e-08
1944,9.639558484764166e-09
1945,3.267756198965799e-08
1946,2.645009899993056e-08
1947,2.7418003867296648e-08
1948,1.9569398546082084e-08
1949,2.2579119018928395e-08
1950,1.914365022059883e-08
1951,1.5992101864981123e-08
1952,2.2144087452602434e-08
1953,2.693456835345387e-08
1954,2.14995790059902e-08
1955,1.9709776921672528e-08
1956,2.093073958597813e-08
1957,1.855357895097498e-08
1958,3.557064687242928e-08
1959,2.2477168570844697e-08
1960,3.460416714284875e-08
1961,1.528595028332802e-08
1962,1.8391672906847845e-08
1963,2.5217607113603435e-08
1964,2.4335873760605864e-08
1965,1.641612945579851e-08
1966,2.7141465963609335e-08
1967,2.2679542910353234e-08
1968,1.9313088017725022e-08
1969,2.180043701116574e-08
1970,2.2533752641606952e-08
1971,1.5929032315398217e-08
1972,2.1546617268164425e-08
1973,3.1976581604808985e-08
1974,1.8001828527847152e-08
1975,2.5701661243715535e-08
1976,1.7711932809305608e-08
1977,1.8805702606261576e-08
1978,1.6633655675057923e-08
1979,3.56970389914224e-08
1980,2.4446147550705177e-08
1981,3.858585057026076e-08
1982,2.731300929870173e-08
1983,2.968198609121231e-08
1984,3.4794049641462266e-08
1985,2.8874679092183442e-08
1986,3.2969670993310274e-08
1987,3.422057526236699e-08
1988,3.5379666973867074e-08
1989,4.335616465844794e-08
1990,5.121731927459905e-08
1991,4.337484382777035e-08
1992,4.51815427293667e-08
1993,3.046564123199147e-08
1994,3.2177052078363744e-08
1995,3.470368470370744e-08
1996,3.149474259167562e-08
1997,2.924885678101674e-08
1998,3.9575474009012623e-08
1999,3.7932671143048324e-08
2000,2.871720550245982e-08
2001,2.9792239342185667e-08
2002,3.811662696584506e-08
2003,3.791899738647686e-08
2004,4.8893184612097684e-08
2005,3.5129246511722556e-08
2006,4.200247705199445e-08
2007,4.5537067450140967e-08
2008,5.19407631349722e-08
2009,6.580105615938692e-08
2010,1.0345107082088134e-07
2011,9.177532689363943e-08
