year,premier_ADJ as_NOUN,premier_ADJ casse_NOUN
1800,1.2576657937302116e-08,0.0
1801,2.1430643926123594e-08,0.0
1802,6.713520406265161e-09,2.2378401354217203e-09
1803,2.3404069793286908e-08,0.0
1804,7.4155526164076946e-09,0.0
1805,1.7057265822018053e-08,0.0
1806,8.645007376628655e-09,0.0
1807,8.540865792383556e-09,0.0
1808,3.3991110370834576e-08,0.0
1809,2.4849335034105025e-08,0.0
1810,1.6380887313260928e-08,0.0
1811,2.5070767684098882e-09,0.0
1812,3.200649700829672e-08,0.0
1813,5.751483289628823e-09,0.0
1814,0.0,0.0
1815,8.091670444798638e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,1.2454987263765815e-08,0.0
1818,2.384235475716423e-09,1.1921177378582115e-09
1819,2.070210003424222e-09,0.0
1820,1.0679833017945839e-08,0.0
1821,1.8736827200882544e-08,0.0
1822,1.9048670196752937e-08,0.0
1823,8.894418535021487e-09,0.0
1824,1.9368560089105813e-08,0.0
1825,1.3208164340028361e-08,0.0
1826,3.5231937367541377e-09,0.0
1827,1.4747636611911474e-08,0.0
1828,6.420610709767516e-09,0.0
1829,1.971830521085849e-08,8.57317605795771e-10
1830,1.2524203008013046e-08,0.0
1831,4.677361609140007e-09,0.0
1832,5.411987746839486e-09,6.764984572527055e-09
1833,1.2741991461950875e-08,0.0
1834,1.0267983796552471e-08,0.0
1835,1.2100940693926532e-08,0.0
1836,8.064899859050456e-09,0.0
1837,2.5744196108234974e-08,0.0
1838,9.468243078458727e-09,0.0
1839,1.3982950020086093e-08,0.0
1840,2.5478754661634184e-09,1.2739377330817092e-09
1841,9.630822361827995e-09,6.420548537278137e-10
1842,1.6770663080478698e-08,1.341653010911159e-09
1843,7.088293507706567e-09,1.1813822142769936e-09
1844,9.330554107123135e-09,1.6465684371524958e-09
1845,3.9061593959388574e-09,5.580227946389016e-10
1846,2.3418005312692003e-09,0.0
1847,7.550513103637968e-09,0.0
1848,8.84974404868899e-09,0.0
1849,4.1897072478036534e-09,0.0
1850,1.968808760466345e-08,0.0
1851,1.2253933867611977e-08,0.0
1852,5.208436348880241e-09,1.3021090872200602e-09
1853,8.360704129017904e-09,8.957897534855874e-09
1854,5.715230788627679e-09,0.0
1855,5.837630823180007e-09,0.0
1856,6.73034605824796e-09,2.0708756931497874e-09
1857,1.8061584228235006e-08,1.4644527812635033e-09
1858,5.872411001917044e-09,3.9149408159744326e-09
1859,6.619825132503365e-09,5.092173349652285e-10
1860,3.661747127736703e-09,0.0
1861,6.6023493339173456e-09,0.0
1862,9.035972858839614e-09,1.3553959066214816e-09
1863,8.490855130105501e-09,0.0
1864,8.151037178549814e-09,1.4384183844029508e-09
1865,5.177528850097701e-09,9.41368871743009e-10
1866,4.865612801552288e-09,4.865612912574591e-10
1867,5.338092634588065e-09,4.85281148598915e-10
1868,6.421836395986702e-09,0.0
1869,4.395167341186834e-09,4.883519144627257e-10
1870,8.027668307875047e-09,5.734048791339319e-10
1871,3.18635318130589e-09,2.1242354542039266e-09
1872,2.4189357183956872e-09,0.0
1873,8.979006871356887e-09,5.986004469882289e-10
1874,1.0754296120296658e-08,5.974609140757536e-10
1875,6.293679799540541e-09,2.2886108563824337e-09
1876,7.255217759905008e-09,4.232210137899983e-09
1877,4.9478527941460015e-09,1.2369631985365004e-09
1878,1.9928991790152395e-08,0.0
1879,8.553055041993218e-09,0.0
1880,7.701415505323439e-09,0.0
1881,2.7890030285249168e-09,0.0
1882,9.317538740560849e-09,6.655385131892899e-10
1883,5.0554711528150165e-09,0.0
1884,3.9610181801208455e-09,8.582206056928499e-09
1885,5.156508553483263e-09,0.0
1886,4.5174246565693466e-09,1.2906927748801422e-09
1887,4.570247291724172e-09,6.528924623161458e-10
1888,8.242799331981132e-09,0.0
1889,4.385595886446936e-09,0.0
1890,9.176140736144589e-09,0.0
1891,5.099376032546843e-09,6.374220040683554e-10
1892,5.641661360300532e-09,4.387958441043338e-09
1893,4.926733243593162e-09,0.0
1894,5.671385139294216e-09,0.0
1895,8.426059849853118e-09,0.0
1896,2.358811590497112e-09,5.89702897624278e-10
1897,1.1653427112179315e-09,0.0
1898,2.8291773368493978e-09,1.6975064687230201e-09
1899,6.633094074004475e-09,5.527578395003729e-10
1900,1.5573159428683425e-09,5.191053142894475e-10
1901,7.265360757457984e-09,1.676621730339889e-09
1902,2.455141867585553e-09,0.0
1903,1.0800440541913758e-09,1.6200660812870638e-09
1904,1.0749250378694342e-09,0.0
1905,3.096455536422127e-09,0.0
1906,0.0,0.0
1907,7.199980611716228e-09,0.0
1908,2.9468334439286537e-09,0.0
1909,2.7504918342913243e-09,0.0
1910,1.068830135508847e-09,5.344150677544235e-10
1911,2.128149656499545e-09,5.320374141248863e-10
1912,2.6047106693738442e-09,0.0
1913,1.060597942803554e-09,5.30298971401777e-10
1914,2.0090231700464756e-09,1.3393487430235496e-09
1915,1.1780761921542648e-09,2.3561523843085297e-09
1916,2.197492410260793e-09,0.0
1917,3.289927441585405e-09,0.0
1918,4.594550517822427e-09,3.44591288836682e-09
1919,1.7494911408455494e-08,0.0
1920,2.2716695191604686e-09,0.0
1921,5.300923255902035e-09,7.572747429129834e-10
1922,0.0,7.377935484775833e-10
1923,7.431163684401554e-09,2.1231896241147297e-09
1924,3.867487219366694e-09,0.0
1925,3.299453377181294e-09,0.0
1926,3.343841648018042e-09,1.1146138456652466e-09
1927,7.804457524684949e-09,1.1149224876660924e-09
1928,3.4278122562625413e-09,0.0
1929,1.1140406375176326e-09,1.1140406375176326e-09
1930,3.1510811737689437e-09,1.0503603542488804e-09
1931,2.2810713318222042e-09,3.4216069977333063e-09
1932,3.287861094491973e-09,0.0
1933,3.4411986593596566e-09,0.0
1934,1.1981580172459871e-09,4.7926320689839486e-09
1935,4.787313656606784e-09,3.590485242455088e-09
1936,1.2124714565686645e-09,1.2124714565686645e-09
1937,0.0,0.0
1938,5.186085783037697e-09,0.0
1939,4.588215141154706e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,0.0
1943,0.0,0.0
1944,3.2131861615880553e-09,0.0
1945,4.357008087652048e-09,6.535512131478072e-09
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,1.1920871401116528e-08,1.1920870957027319e-09
1948,2.174377566888097e-09,3.2615663503321457e-09
1949,3.9268033269479474e-09,0.0
1950,6.381216888229346e-09,0.0
1951,2.1322803522849654e-09,6.396841278899501e-09
1952,2.1089607837865287e-09,3.1634410646574906e-09
1953,9.69644453618912e-09,4.3095309543161875e-09
1954,1.9545072227344917e-09,9.772536113672459e-10
1955,6.569925492527773e-09,0.0
1956,1.744228317335228e-09,0.0
1957,8.835037701437898e-10,2.6505113659425206e-09
1958,8.272243445794913e-10,2.4816730892496253e-09
1959,3.8753737996444215e-09,2.325224457422337e-09
1960,4.844583401109048e-09,0.0
1961,2.08444772553662e-09,1.3896318540318475e-09
1962,3.170978146727066e-09,6.341956404476434e-10
1963,6.466053248388448e-10,3.2330267352165265e-09
1964,1.2167936658258327e-09,0.0
1965,3.2832261354087677e-09,4.924839203113152e-09
1966,2.215629901769489e-09,5.539074754423723e-10
1967,3.944268467392931e-09,1.9721342336964653e-09
1968,6.287982134978165e-09,4.4914158503495116e-10
1969,4.541757636644661e-09,0.0
1970,2.7592350626548523e-09,4.5987250119061684e-10
1971,5.652237344833111e-09,3.083038491169532e-09
1972,5.130146973897354e-09,1.0260293725750103e-09
1973,5.513203671370093e-09,2.7566018911961976e-09
1974,1.6876715580593782e-09,5.625571675160757e-10
1975,2.8557400888473694e-09,5.711480177694739e-10
1976,2.285410749536254e-09,5.713526873840635e-10
1977,5.876781727920388e-09,3.526069214387917e-09
1978,8.316828115084718e-09,1.1881182704343018e-09
1979,3.5111840102075575e-09,2.925986564150662e-09
1980,5.116635559687666e-09,5.1166357817322705e-09
1981,3.795329661659963e-09,4.427884725544118e-09
1982,1.2415004579935385e-09,2.483000915987077e-09
1983,2.5261264191556165e-09,1.89459470334441e-09
1984,3.479405208395292e-09,5.219107646059484e-09
1985,2.4062232206745193e-09,6.617113967877231e-09
1986,1.1988970927134801e-09,1.7983456945813714e-09
1987,4.888653315493485e-09,4.277571630240118e-09
1988,2.99827696004229e-09,0.0
1989,3.2928733073589456e-09,5.4881220679092735e-09
1990,3.2691906959314565e-09,5.44865097484859e-10
1991,2.9307325455363298e-09,1.7584396161396398e-09
1992,1.65298330578878e-09,3.856960972825618e-09
1993,4.985286850001103e-09,5.539207315052863e-09
1994,2.637463358823311e-09,1.5824779264761446e-09
1995,3.79571546416102e-09,3.253470381991974e-09
1996,5.338092190498855e-10,4.804283193493575e-09
1997,3.3564262480467733e-09,5.274384040632185e-09
1998,4.291316191284977e-09,5.2449422582867555e-09
1999,1.8280804647829996e-09,4.113180906983871e-09
2000,8.836062992401139e-10,5.3016377954406835e-09
2001,3.5049694258049158e-09,4.381211782256145e-09
2002,1.3143663935011318e-09,3.066854992184176e-09
2003,2.9168460979889232e-09,3.333538334260311e-09
2004,4.8452703238499595e-09,3.083353905530828e-09
2005,3.1526246058177776e-09,1.3511248786457486e-09
2006,8.235779835885637e-10,3.706100981659688e-09
2007,5.991719037590215e-09,3.5950315224742013e-09
2008,1.7029758436759579e-09,3.8316958494988285e-09
2009,3.337734755248789e-09,1.430457752249481e-09
2010,3.3066551718974324e-09,7.558068670920903e-09
2011,3.059177577924288e-09,9.177532400705957e-09
2012,1.3617010852229328e-09,4.7659537427691134e-09
2013,1.9523875849358774e-09,7.530637446961919e-09
2014,2.815078836704288e-09,7.145969149746634e-09
2015,3.9898357534484674e-09,4.211493376260478e-09
2016,5.178350331869197e-09,4.764082295327654e-09
2017,3.5218559180094644e-09,5.0312225496895735e-09
2018,2.0651733656507076e-09,5.679226700028295e-09
2019,1.071414901243628e-08,6.377469552454329e-09
