year,dernier_ADJ art_NOUN,dernier_ADJ quart_NOUN
1855,2.3350523292720027e-08,1.9635666603790014e-07
1856,3.831120043429337e-08,2.5885947252390906e-07
1857,5.2232147496056314e-08,2.1917975345786544e-07
1858,2.2510910357986802e-08,2.1678984296613635e-07
1859,3.9718952349332426e-08,2.520625912438845e-07
1860,2.6089947979812678e-08,2.9522837508011435e-07
1861,2.5466203645851948e-08,2.461733004111011e-07
1862,2.394532752636458e-08,2.733381734287832e-07
1863,4.79483587279006e-08,2.9068692697364895e-07
1864,1.5343129544653777e-08,2.996704893121205e-07
1865,3.435996337453062e-08,2.847640701020282e-07
1866,3.600553633020809e-08,2.977755002575577e-07
1867,1.747012134956094e-08,3.367851206803607e-07
1868,1.0373735426227881e-08,2.944164805285254e-07
1869,5.469541375369147e-08,2.8373247573654226e-07
1870,3.7271317587794783e-08,3.451897327977349e-07
1871,1.6993883855676017e-08,3.1544897183266585e-07
1872,2.9027229397904364e-08,3.223231885840505e-07
1873,2.1549615758509333e-08,3.603574612043303e-07
1874,2.3300975704465543e-08,3.4891718314611353e-07
1875,8.010137975134057e-08,2.9809157808813325e-07
1876,6.348315650939185e-08,3.6215629961589e-07
1877,6.92699426707577e-08,3.840770830265683e-07
1878,9.602150802257015e-08,4.3964564611087553e-07
1879,7.392283463136806e-08,3.3967847912208526e-07
1880,5.904418487467922e-08,5.070098723081173e-07
1881,3.9046041566681566e-08,4.0858893157746934e-07
1882,2.3959386696859042e-08,4.545628087271325e-07
1883,1.7062215640351042e-08,5.403034606388246e-07
1884,3.828984329601326e-08,3.9346113567262364e-07
1885,7.283568265181728e-08,4.847117907047505e-07
1886,1.0325542587619196e-08,5.375735554480343e-07
1887,3.068594506272504e-08,4.0152886526811926e-07
1888,1.7119659911912777e-08,4.501836485815147e-07
1889,1.1903759755682586e-08,4.56728457720601e-07
1890,1.2453334363726754e-08,5.282835218167747e-07
1891,2.42220359325529e-08,4.818910497306206e-07
1892,6.080457004564721e-08,5.729420422539988e-07
1893,2.771287377356657e-08,5.191545255911478e-07
1894,2.7726773099701063e-08,6.471680649156042e-07
1895,3.731540831886093e-08,7.10196502495819e-07
1896,2.4177819302195758e-08,6.952597004783456e-07
1897,2.6802881913923216e-08,7.464020086445089e-07
1898,4.187182522930044e-08,8.034863867578679e-07
1899,2.8743407654019393e-08,9.524017627882131e-07
1900,2.5436160733249835e-08,1.0122553248947952e-06
1901,1.1009815992224503e-07,1.0305634532414842e-06
1902,1.3257766440233354e-08,8.470239549751568e-07
1903,4.050165181013199e-08,9.601591273167287e-07
1904,1.488771212976303e-07,1.0109670256497338e-06
1905,1.186974607492175e-08,9.046810873769573e-07
1906,1.7490226600358483e-08,9.496164352640335e-07
1907,1.6457098794830927e-08,9.755973451319733e-07
1908,3.0450612031884816e-08,9.08606978100579e-07
1909,1.3752458449811655e-08,1.0281338518325356e-06
1910,2.2445433622841904e-08,1.0057691497422638e-06
1911,1.7025198029152477e-08,1.0491777402421576e-06
1912,3.0735585632157836e-08,9.126906093115394e-07
1913,1.272717498057574e-08,9.508260632173915e-07
1914,2.4108277596468497e-08,8.203510901694244e-07
1915,9.424609537234119e-09,7.622152793373971e-07
1916,7.691223435912775e-09,1.1404985116314492e-06
1917,6.57985488317081e-09,9.167930556941428e-07
1918,3.2161854512935406e-08,1.0326252777304035e-06
1919,8.287063646417181e-09,1.0321997478968115e-06
1920,3.483226462819289e-08,9.669739711171133e-07
1921,1.741731914250977e-08,9.655252597440267e-07
1922,1.5493664462518097e-08,8.506759741067071e-07
1923,2.441668023323018e-08,9.586201485944912e-07
1924,1.675911143195208e-08,1.0081250820803689e-06
1925,1.8696902470694e-08,1.0745219469754375e-06
1926,2.7865346696742677e-08,1.065570813807426e-06
1927,1.0034302277972529e-08,1.1494851150928298e-06
1928,1.3711249802206282e-08,9.083702821044426e-07
1929,1.7824650422326727e-08,1.0828474614754668e-06
1930,2.8359729675742074e-08,1.03040349586081e-06
1931,6.843213995466613e-09,1.0800872587424237e-06
1932,5.041386907933543e-08,1.1047212638004567e-06
1933,5.735331232159524e-08,1.0782422350530396e-06
1934,8.38710612072191e-09,1.1741948355847853e-06
1935,2.6330225111337313e-08,1.1561362498468952e-06
1936,2.42494295754625e-08,1.224596189786098e-06
1937,1.76275650742852e-08,1.1823060503957095e-06
1938,2.074434313215079e-08,1.2848527148889843e-06
1939,1.5294050470515685e-08,1.3397587963481783e-06
1940,1.5214697723919812e-08,1.4098952760832617e-06
1941,5.9030051957620344e-09,1.4432847592615872e-06
1942,2.730790527039062e-08,1.520140131106018e-06
1943,1.7419411246777372e-08,1.7564573226991342e-06
1944,2.5705489292704442e-08,1.6644304423607537e-06
1945,1.742803235060819e-08,1.337601474915573e-06
1946,2.9234319853799207e-08,1.2835257621190976e-06
1947,3.5762612871081956e-09,1.3863973435945809e-06
1948,1.9569398546082084e-08,1.2404824474288034e-06
1949,1.8652315247891238e-08,1.350820298284816e-06
1950,1.701657836861159e-08,1.2188123719170108e-06
1951,1.9190523947720806e-08,1.4925961977496627e-06
1952,1.1599284310825908e-08,1.1145857570227236e-06
1953,1.8315507332999914e-08,1.5848299881326966e-06
1954,2.247683239531284e-08,1.2381802889649407e-06
1955,2.1586897602787758e-08,1.5035743672342505e-06
1956,2.7907653965542067e-08,1.3814287740387954e-06
1957,2.47381048978923e-08,1.3650133041664958e-06
1958,1.0753916535044539e-08,1.3955274198451662e-06
1959,2.5577467255288866e-08,1.3773078535450622e-06
1960,2.422291700554524e-08,1.4153104075376177e-06
1961,1.5980766376877398e-08,1.202031512548274e-06
1962,1.52206956482992e-08,1.36542325890332e-06
1963,3.103705559226455e-08,1.337826461167424e-06
1964,2.372747653911489e-08,1.1316180916765006e-06
1965,2.4076991622656863e-08,1.2656836361202295e-06
1966,1.4401594583546284e-08,1.2230276524860528e-06
1967,1.4297973582877432e-08,1.0541057235968765e-06
1968,1.9313087351591207e-08,1.2099874311388703e-06
1969,1.5896152560923582e-08,1.2707838550340966e-06
1970,1.4715919871566285e-08,1.2342977697699098e-06
1971,1.0790634497048757e-08,1.3431771321847918e-06
1972,2.1033601971254257e-08,1.4282328493209206e-06
1973,2.095017520575837e-08,1.5674038422730519e-06
1974,1.6314157802455043e-08,1.6505426856383565e-06
1975,1.313640396460869e-08,1.6489043446199503e-06
1976,1.2569759011427095e-08,1.8546107867223327e-06
1977,1.2928919712607012e-08,2.045707788056461e-06
1978,1.6633655786080226e-08,1.8855437247111695e-06
1979,2.574868285254439e-08,1.7380360759489122e-06
1980,1.8760996756128634e-08,1.6702972516213777e-06
1981,1.834409407708293e-08,1.931822907863534e-06
1982,2.6692259846861077e-08,1.6785086245363345e-06
1983,1.4525227021167098e-08,1.7790245010473882e-06
1984,6.958810194745979e-09,1.5929875871734112e-06
1985,1.2031115659283387e-08,1.7324807686236454e-06
1986,1.0790073945443623e-08,1.8379092807663255e-06
1987,1.2221633316489289e-08,1.836300498325727e-06
1988,1.1993107784658008e-08,1.7839747670223005e-06
1989,1.8659614742233543e-08,1.6480830709042493e-06
1990,7.083246489347772e-09,1.7909716234498774e-06
1991,1.1722930737256831e-08,1.5931462939988705e-06
1992,1.0468893585358074e-08,1.924623575177975e-06
1993,1.938722604677423e-08,1.7110611452153535e-06
1994,1.9517228611043436e-08,1.5692907027187175e-06
1995,1.0844901865425527e-08,1.677164050306601e-06
1996,1.494665791135219e-08,1.784524215509009e-06
1997,6.233362825902589e-09,1.6177973520825617e-06
1998,1.0489884183506604e-08,1.7623005987843499e-06
1999,1.096848270543127e-08,1.6868611965037417e-06
2000,7.95245647111642e-09,1.7994642576013575e-06
2001,1.401987734239718e-08,1.812069172046904e-06
2002,1.2267419968736704e-08,1.7932339915205375e-06
2003,1.6250998602362898e-08,1.9547035208233865e-06
2004,1.1892936635504725e-08,1.7694046618998982e-06
2005,5.4044992925383895e-09,1.6911579905354301e-06
2006,1.070651389767363e-08,1.8514033399696928e-06
2007,5.192823337996089e-09,1.5782188711455092e-06
2008,6.811903652259588e-09,1.5663121075704112e-06
2009,1.0490023738540799e-08,1.3312793498698738e-06
2010,5.668551850135373e-09,1.0548229738560622e-06
2011,5.7359579308524644e-09,7.965333566062327e-07
2012,5.446804340891731e-09,6.835739441157784e-07
2013,5.29933741333366e-09,7.377235533567728e-07
2014,6.929424548052232e-09,6.515824679809157e-07
2015,9.974589515460153e-09,6.450234195654048e-07
2016,6.8354220061905835e-09,5.634045123770193e-07
2017,4.779661388898404e-09,5.574594865720428e-07
2018,8.776987081571264e-09,5.281680728330684e-07
2019,8.928456807222318e-09,6.609609499719227e-07
