year,premier_ADJ anneau_NOUN,premier_ADJ canot_NOUN
1905,2.539093451048302e-07,3.6641388589941926e-08
1906,3.107087511722284e-07,2.0576738535282857e-08
1907,2.6177071710264954e-07,1.0285686968813934e-08
1908,2.873162632255344e-07,1.080505640516094e-08
1909,2.172888455831412e-07,2.2003934230241384e-09
1910,3.0621983260203933e-07,7.481810726517324e-09
1911,2.1653922899211864e-07,1.3300935464144459e-08
1912,2.026464915871884e-07,6.251305251225858e-09
1913,3.2772476799003414e-07,5.302989602995467e-09
1914,2.5179757523474677e-07,8.036092680185902e-09
1915,1.5668412656211217e-07,9.424609537234119e-09
1916,2.219467347686077e-07,1.7579939282086343e-08
1917,1.8094600884310807e-07,2.1932848870420685e-09
1918,1.6540381864160736e-07,1.378365155346728e-08
1919,2.1914679693146866e-07,1.012863304339362e-08
1920,1.8854857630756783e-07,6.057785384427916e-09
1921,2.453570258076354e-07,6.815472630705699e-09
1922,2.478986234066838e-07,1.1066902949607993e-08
1923,2.579675375535828e-07,1.1677542488541803e-08
1924,2.1013347861753573e-07,7.734974438733389e-09
1925,2.4855883107299803e-07,6.598906754362588e-09
1926,1.7722359757499362e-07,1.114613823460786e-08
1927,2.2967402912854595e-07,1.1149224876660924e-09
1928,2.1138176675705722e-07,1.1426041446327417e-08
1929,2.272642873890618e-07,6.684243825105796e-09
1930,2.6048937229461444e-07,8.402882833991043e-09
1931,2.1328016330812716e-07,9.124285327288817e-09
1932,1.2932252957398305e-07,1.3151444377967891e-08
1933,2.053248553401943e-07,5.735331320977366e-09
1934,1.8930896139579545e-07,5.990790086229936e-09
1935,3.087817219693534e-07,1.3165112555668657e-08
1936,1.6368365152175102e-07,1.33371855781661e-08
1937,1.662027562243651e-07,3.777335333410292e-09
1938,1.4132084191764704e-07,7.779128452511941e-09
1939,1.5905813022243365e-07,1.6823456405745674e-08
1940,1.0143131845552489e-07,1.0143131667916805e-08
1941,2.095566884463551e-07,5.9030051957620344e-09
1942,2.4273694521070865e-07,1.517105907566929e-08
1943,3.280655676007882e-07,5.806470415592457e-09
1944,1.8957798708640894e-07,9.639558484764166e-09
1945,1.1546071476686848e-07,2.178504043826024e-09
1946,1.406031513440098e-07,9.744772988540262e-09
1947,1.6212383968650101e-07,2.26496545963073e-08
1948,2.0547868473386188e-07,4.348755133776194e-09
1949,1.5510873729862595e-07,3.9268033269479474e-09
1950,1.3187848857398876e-07,2.1270722960764488e-09
1951,1.4712733786836907e-07,1.2793682557799002e-08
1952,1.5289965205056433e-07,1.0544804140977249e-08
1953,1.045061281956805e-07,5.386913581872932e-09
1954,1.250884638093197e-07,1.7590565448699635e-08
1955,1.5580108936319448e-07,1.8771215692936494e-09
1956,2.2326122683935523e-07,7.849027205963921e-09
1957,9.54184073975739e-08,9.718541527092839e-09
1958,1.2573809726745822e-07,2.4816730892496253e-09
1959,9.145882329253396e-08,6.200598257066758e-09
1960,1.294195907108886e-07,5.536666680683311e-09
1961,1.5424914073802753e-07,9.72742331128984e-09
1962,1.078132596532555e-07,2.5367825617905737e-09
1963,1.312608763903711e-07,3.879631726988464e-09
1964,1.0646944259562474e-07,8.517555549758526e-09
1965,1.5650043627690735e-07,9.302473458205895e-09
1966,1.1355102913501725e-07,3.3234448526542337e-09
1967,1.0748131706872499e-07,7.888536934785861e-09
1968,1.1318368151047586e-07,8.084548142051062e-09
1969,1.1536064589701134e-07,6.8126366770115965e-09
1970,1.0209169643005112e-07,2.1614008360870685e-08
1971,9.55741938923893e-08,7.707596338946132e-09
1972,1.092721262363483e-07,1.0260293947794707e-08
1973,9.53784283219683e-08,4.410563025913916e-09
1974,7.088220060902373e-08,1.1251143350321513e-09
1975,4.7976434380814226e-08,2.8557400888473694e-09
1976,6.456285095435277e-08,7.427584769459372e-09
1977,5.582942819160053e-08,2.938390863960194e-09
1978,7.900986531694798e-08,4.158414057542359e-09
1979,7.080887631794042e-08,4.096381456264453e-09
1980,9.096241027073404e-08,5.6851505725319385e-09
1981,5.946016501390261e-08,4.427884725544118e-09
1982,1.0552754137194142e-07,7.449002747961231e-09
1983,4.547027643297952e-08,9.47297440490047e-09
1984,7.248760880429472e-08,4.639206796497319e-09
1985,4.812446263713355e-08,3.0077789148208467e-09
1986,8.572114529314945e-08,8.392279760016663e-09
1987,7.760737474882262e-08,7.332980445085013e-09
1988,7.675588831190794e-08,7.195864348830128e-09
1989,6.915033878840404e-08,6.585746614717891e-09
1990,6.48389431034957e-08,6.538381391862913e-09
1991,4.337484177385775e-08,2.3445860364290638e-08
1992,3.8018615811097334e-08,3.856960972825618e-09
1993,4.0990136285223855e-08,3.877445031719162e-09
1994,4.2199413297083765e-08,6.329911705904578e-09
1995,4.717532209319586e-08,7.0491861237087505e-09
1996,5.4982351116450445e-08,8.540947504798169e-09
1997,2.3494983736327413e-08,4.315404922294874e-09
1998,4.6727665736767676e-08,1.2397135762398648e-08
1999,3.01633268640078e-08,8.226361813967742e-09
2000,4.7714740714077664e-08,6.185244316725402e-09
2001,5.564139121672085e-08,3.066848330846028e-09
2002,6.396583263068578e-08,7.448076377869484e-09
2003,4.458607349988597e-08,4.166922806803086e-09
2004,2.7309706496225772e-08,6.166707589017051e-09
2005,3.873224585504431e-08,5.404499514582994e-09
2006,4.2414267209522905e-08,5.7650457740976435e-09
2007,5.7121056329378916e-08,6.391167151065247e-09
2008,4.981204426712793e-08,1.1069342775726909e-08
2009,3.480780708109421e-08,1.0013204487790972e-08
2010,4.345889692558558e-08,1.2754241218715379e-08
2011,3.785732261007979e-08,8.795135286732148e-09
2012,4.936166531077646e-08,2.246806829475645e-08
2013,4.769403716409215e-08,1.589801357226861e-08
2014,4.590743687971077e-08,2.013864097705209e-08
2015,6.605394720082813e-08,1.440773989003219e-08
2016,8.803195356010818e-08,2.0713400772365276e-08
2017,6.817306658080113e-08,1.106868996458843e-08
2018,5.4985242414762325e-08,1.6779534206534663e-08
2019,4.489738358870454e-08,9.183556137770665e-09
