year,premier_ADJ are_NOUN,premier_ADJ quart_NOUN
1880,6.417846254436199e-10,5.140694838701165e-07
1881,2.7890030285249168e-09,5.431583170456555e-07
1882,6.655385131892899e-10,6.868357456113472e-07
1883,6.319338941018771e-10,7.551610166633971e-07
1884,0.0,7.420307204242249e-07
1885,0.0,6.941949650673962e-07
1886,1.2906927748801422e-09,7.111717263974526e-07
1887,1.3057849246322917e-09,7.031651768629743e-07
1888,1.9021844099853524e-09,8.363271035705111e-07
1889,2.5060546970934183e-09,7.248763154166227e-07
1890,1.3108772956016423e-09,7.721067387667091e-07
1891,2.5496880162734215e-09,7.993272004291896e-07
1892,0.0,8.355926714997963e-07
1893,1.2316833108982905e-09,7.69802056987956e-07
1894,2.520615716150587e-09,8.198302339224028e-07
1895,1.8055843487019274e-09,8.426060342792141e-07
1896,5.89702897624278e-10,6.893627073623065e-07
1897,2.9133566670225264e-09,7.935983816764747e-07
1898,1.13167097914868e-09,7.270986079888075e-07
1899,2.2110313580014918e-09,6.627566708772292e-07
1900,0.0,7.641230221899775e-07
1901,2.794369402536745e-09,7.986308113161478e-07
1902,0.0,7.650222055843869e-07
1903,1.6200660812870638e-09,7.414502269931234e-07
1904,0.0,8.717641915012564e-07
1905,0.0,7.622441173804617e-07
1906,3.0865106026567446e-09,8.724536955106998e-07
1907,5.142843373384665e-10,8.768548047655145e-07
1908,4.911389073214423e-10,7.686323897360126e-07
1909,1.1001967115120692e-09,8.664049229167858e-07
1910,1.068830135508847e-09,9.341575495369625e-07
1911,5.320374141248863e-10,9.390460102842724e-07
1912,1.0418842455450772e-09,9.257141779794864e-07
1913,1.590896969716482e-09,9.06811218115422e-07
1914,1.3393487430235496e-09,8.210207624870236e-07
1915,0.0,9.860498193514644e-07
1916,0.0,6.988025802456832e-07
1917,0.0,6.481157015514327e-07
1918,2.2972752589112133e-09,6.122238573880168e-07
1919,9.207848372660976e-10,7.964788923953137e-07
1920,0.0,1.0457252388462734e-06
1921,3.7863738810983705e-09,7.663620635867119e-07
1922,1.4755870969551665e-09,7.968170508965144e-07
1923,2.1231896241147297e-09,1.1114897233710508e-06
1924,1.289162443462999e-09,1.1628245095707257e-06
1925,3.299453377181294e-09,1.4033674684554853e-06
1926,1.1146138456652466e-09,1.172573745655825e-06
1927,2.2298449753321847e-09,1.0469122591061364e-06
1928,2.2852082448565625e-09,9.826395408474298e-07
1929,0.0,1.1909094084217031e-06
1930,2.100720708497761e-09,1.122835261213595e-06
1931,1.1405356659111021e-09,9.69455274280051e-07
1932,0.0,9.293686891176378e-07
1933,1.1470662197865522e-09,9.40594328202593e-07
1934,0.0,9.753006473545156e-07
1935,0.0,1.092704298599756e-06
1936,2.424942913137329e-09,9.420903110957113e-07
1937,0.0,9.216698564351589e-07
1938,1.2965214457594243e-09,1.0398102054942626e-06
1939,1.5294050470515685e-09,1.0583483307513575e-06
1940,1.0143131667916805e-08,1.3693228291256077e-06
1941,0.0,1.0713954452512553e-06
1942,3.034211770724937e-09,1.2045821300432635e-06
1943,0.0,1.4574240347897671e-06
1944,0.0,1.150320599663246e-06
1945,2.178504043826024e-09,9.280427062385854e-07
1946,0.0,9.730851688871667e-07
1947,0.0,8.869127916533159e-07
1948,3.152847583010043e-08,9.480286327079313e-07
1949,9.817008317369869e-10,1.0769258014242666e-06
1950,4.2541445921528975e-09,1.0794891913690208e-06
1951,1.3859822622919182e-08,1.2153997444031006e-06
1952,1.0544804140977249e-08,8.425298094749678e-07
1953,2.1547654771580937e-09,1.1172458918018435e-06
1954,9.772536113672459e-10,9.752990521860738e-07
1955,6.569925492527773e-09,1.1159487520728817e-06
1956,8.72114158667614e-10,1.019501402410583e-06
1957,0.0,1.0831756185325503e-06
1958,8.272243445794913e-10,1.045611626615539e-06
1959,2.325224457422337e-09,1.055651836168181e-06
1960,1.3841666701708277e-09,1.0561191920999136e-06
1961,2.08444772553662e-09,9.810801184784168e-07
1962,6.341956404476434e-10,1.0020290908130391e-06
1963,6.466053248388448e-10,9.356378773972551e-07
1964,1.2167936658258327e-09,9.132036487002892e-07
1965,1.0944086747954884e-09,1.0216304646704089e-06
1966,1.1078149508847446e-09,1.002018644946645e-06
1967,9.860671168482327e-10,7.642019959064328e-07
1968,0.0,9.494853170366468e-07
1969,9.083515606356229e-10,9.60127623628182e-07
1970,9.197450023812337e-10,8.493844994017508e-07
1971,5.138397485282553e-10,9.079548446422336e-07
1972,2.0520587451500205e-09,9.131661693473347e-07
1973,5.513203782392395e-10,1.0127754954680768e-06
1974,1.1251143350321513e-09,1.0086649924190283e-06
1975,0.0,9.86372583611228e-07
1976,0.0,9.935822697926255e-07
1977,5.876781838942691e-10,1.0883800198868698e-06
1978,2.3762365408686037e-09,1.0687123417341127e-06
1979,0.0,9.895687309580126e-07
1980,0.0,1.0517528359343942e-06
1981,0.0,1.0582644698331478e-06
1982,6.207502289967692e-10,1.1080391342233042e-06
1983,1.2630632095778083e-09,1.0672884176443631e-06
1984,0.0,1.0507803320791709e-06
1985,6.015558051686298e-10,1.008809032310154e-06
1986,0.0,1.1203693262018533e-06
1987,0.0,1.1940535893373294e-06
1988,1.798966087207532e-09,1.0979689895052047e-06
1989,5.488122178931576e-10,1.0010334445809121e-06
1990,0.0,1.1218772417720402e-06
1991,0.0,9.946906613933493e-07
1992,0.0,1.1548843215081206e-06
1993,0.0,1.144400266994694e-06
1994,0.0,9.758614503141416e-07
1995,0.0,1.1349189401599347e-06
1996,0.0,1.1343446413292213e-06
1997,0.0,9.843918054031064e-07
1998,0.0,9.102358573542801e-07
1999,0.0,1.0456620618271018e-06
2000,8.836062992401139e-10,1.0179144389610428e-06
2001,4.3812117822561447e-10,9.884014193772828e-07
2002,0.0,8.70110611117525e-07
2003,0.0,9.933943854179006e-07
2004,0.0,9.355776793285031e-07
2005,9.007499190971657e-10,9.755121803678435e-07
2006,2.4707338397433887e-09,9.660570272629343e-07
2007,0.0,8.508241213789347e-07
2008,0.0,8.319036979287375e-07
2009,0.0,7.219043363093647e-07
2010,0.0,5.866951071631377e-07
2011,0.0,4.122241887838385e-07
2012,0.0,3.8944651936656527e-07
2013,2.789125042035323e-10,3.9242990523824517e-07
2014,0.0,3.969261086478326e-07
2015,0.0,3.748229056022012e-07
2016,2.0713400439298368e-10,3.765696067192792e-07
2017,0.0,3.554558880569658e-07
2018,0.0,3.779267339076853e-07
2019,2.55098775436835e-10,4.191272853226735e-07
