year,premier_ADJ âge_NOUN,premier_ADJ age_NOUN,premier_ADJ gage_NOUN
1852,2.2266066306286803e-06,5.4688581885287135e-08,1.0221556578926538e-07
1853,2.2723201409391436e-06,4.658106700361486e-08,8.778739868375851e-08
1854,1.9431784052947876e-06,4.1565315633818045e-08,1.0962852314833071e-07
1855,2.0665211977188847e-06,3.874064091746732e-08,1.2418232131494733e-07
1856,1.915042361133601e-06,4.763014133102317e-08,1.0613237577672407e-07
1857,1.8476512382292754e-06,3.4658714176405425e-08,1.147154620184665e-07
1858,1.8038089888428033e-06,5.4809171423642056e-08,8.906490478466367e-08
1859,1.9976595346804515e-06,3.6154431004575827e-08,1.629495471888731e-07
1860,2.7197627643360534e-06,7.872756233040512e-08,1.263302777942954e-07
1861,1.9354314577668674e-06,7.498382470494391e-08,1.2214346156724787e-07
1862,1.6553901796001469e-06,5.511943323988078e-08,8.35827478340434e-08
1863,1.5388427092588586e-06,3.446288499020511e-08,7.342092800399769e-08
1864,2.031526259216321e-06,5.75367339328281e-08,1.0979926656773387e-07
1865,1.810252351575059e-06,3.6242701284550094e-08,9.507825637911083e-08
1866,2.082482325249657e-06,5.8387353563116307e-08,8.563478814949121e-08
1867,2.1502807268092283e-06,6.648351735805136e-08,1.1355578521943244e-07
1868,1.83071735371243e-06,5.33506405719919e-08,8.595380762699278e-08
1869,2.0637750779428643e-06,5.8113876932885944e-08,9.522862143285238e-08
1870,2.058523605796836e-06,4.9312819605518143e-08,1.146809722740727e-07
1871,1.6749596531973054e-06,2.867717907584222e-08,7.647247457498452e-08
1872,1.9321249018489084e-06,5.624025556372203e-08,9.131482414659331e-08
1873,2.1310175100097695e-06,5.926144552859114e-08,6.584605216630735e-08
1874,2.2805083732535536e-06,7.946230018429645e-08,7.886484354457934e-08
1875,1.987086383437031e-06,5.492665938744423e-08,1.0756470913975136e-07
1876,2.4437991541503834e-06,7.073837138271699e-08,1.0882826728675354e-07
1877,2.4640307838552644e-06,8.225805314676649e-08,1.0266794703284177e-07
1878,2.0816739585427513e-06,9.964496250347565e-08,1.0145669193661888e-07
1879,2.3160451281256655e-06,6.231511640031329e-08,8.675242213485035e-08
1880,2.3450811070802047e-06,8.535735718240289e-08,8.920806493506461e-08
1881,1.997623472860255e-06,6.06608138720155e-08,7.321133210780317e-08
1882,2.2035980951073952e-06,7.853354500042542e-08,6.655385220710741e-08
1883,1.900857159231606e-06,6.761692744605696e-08,6.508918914960304e-08
1884,1.950801417294201e-06,4.885255755482376e-08,9.176358872764467e-08
1885,2.0471338935124095e-06,7.541393776122618e-08,6.123353557541122e-08
1886,2.1425501151028925e-06,8.26043374813068e-08,8.712176224889845e-08
1887,2.0703219263396022e-06,6.398346075187078e-08,8.74875922818319e-08
1888,2.4462092511612354e-06,1.128629409929971e-07,6.530833474016617e-08
1889,2.331883958817116e-06,8.89649438562401e-08,6.954302023132186e-08
1890,1.9676268934176733e-06,8.717333904728619e-08,7.406456603575862e-08
1891,2.169147003350247e-06,6.374220262728159e-08,7.64906431527379e-08
1892,2.106220078346155e-06,7.14610421947981e-08,6.017771880806322e-08
1893,1.9189626545568217e-06,1.1824159878992546e-07,7.266931589811065e-08
1894,1.7574992892122054e-06,9.893416530459831e-08,6.994708456886656e-08
1895,1.7899359150419514e-06,7.46308184140787e-08,6.19917273070314e-08
1896,1.6287593824770852e-06,7.548197128448564e-08,5.89702899844724e-08
1897,1.4834812542829923e-06,6.817255027158353e-08,7.225124676324413e-08
1898,1.4004428301461758e-06,9.053367866496131e-08,5.092519472782442e-08
1899,1.5079233772752332e-06,7.462230655619351e-08,5.8039574923896e-08
1900,1.7473085165420343e-06,1.1472227612330244e-07,7.68275896234627e-08
1901,1.8146635447635617e-06,7.2653605798223e-08,5.3651895370876446e-08
1902,1.4986186531729118e-06,7.267220009099518e-08,5.5977235291493344e-08
1903,1.6060255472183371e-06,7.93832366507985e-08,5.6702312178913417e-08
1904,1.7902876479070073e-06,8.921877459044936e-08,3.547252447333449e-08
1905,1.5719672026293097e-06,7.89596148464966e-08,3.818961857859904e-08
1906,1.61270185117246e-06,6.275905101160717e-08,4.0639058340730116e-08
1907,1.8215951005373654e-06,9.771402131875107e-08,4.6799875974556926e-08
1908,1.911512658381298e-06,7.563539394794816e-08,5.8445529305117816e-08
1909,1.8026723558328683e-06,6.161101689938775e-08,5.611003217609323e-08
1910,2.034518093552151e-06,7.588693939908353e-08,4.1684376839157267e-08
1911,1.809991285739443e-06,1.0427933450074534e-07,4.203095471666529e-08
1912,1.9436351008650377e-06,8.022508657390404e-08,4.0112542620818203e-08
1913,2.369905995891486e-06,9.121142374723945e-08,4.083302229673791e-08
1914,1.9507613977509664e-06,9.375441134551465e-08,4.553785615257766e-08
1915,1.8613603476325125e-06,1.3312260715991897e-07,6.832841847881355e-08
1916,1.4448512253295576e-06,1.38442024066876e-07,8.130722051191697e-08
1917,1.2962313924447244e-06,4.605898329401725e-08,4.496234140560773e-08
1918,1.2566095533017574e-06,7.351281006151567e-08,1.0797193539247019e-07
1919,1.3121184401221342e-06,6.629650739498061e-08,4.603924352863942e-08
1920,1.5386774823156202e-06,8.178010224568766e-08,4.391894492528081e-08
1921,1.7538483101375846e-06,8.178567167949069e-08,4.770830841493989e-08
1922,1.5390372940515817e-06,7.377935390406876e-08,3.6889677090812256e-08
1923,1.5966385866761357e-06,1.1146745393375568e-07,4.0340601970001444e-08
1924,1.5057416891117725e-06,7.477142183187624e-08,4.512068585427187e-08
1925,1.7982020708018354e-06,1.0668232408583833e-07,3.079489729884699e-08
1926,1.8725512163086933e-06,9.808601753036328e-08,4.681378129589575e-08
1927,1.75265817148329e-06,9.81131775823485e-08,3.6792442870137165e-08
1928,1.5893623679374969e-06,1.0054916366186717e-07,4.1133748851507335e-08
1929,1.467191541593138e-06,6.127223506346979e-08,3.676334259239411e-08
1930,1.4946627526768452e-06,9.873387407655088e-08,3.361153133596417e-08
1931,1.5636744183922247e-06,1.0606981604155408e-07,3.9918749195066994e-08
1932,1.2592507792064112e-06,1.413780258419095e-07,5.8085543486186e-08
1933,1.2594787457409495e-06,7.226517029224055e-08,2.408838994938378e-08
1934,1.1298630155920364e-06,5.990790086229936e-08,1.7972370258689807e-08
1935,1.2052062254852558e-06,1.543908654255688e-07,3.590485420090772e-08
1936,1.1300234206146342e-06,6.911087169214625e-08,2.5461901032031165e-08
1937,1.0815770479233322e-06,8.184227029417457e-08,4.658713592675667e-08
1938,1.116305002879514e-06,1.0372171477257552e-07,1.1668692678767911e-08
1939,1.3504647036199913e-06,5.047036566452334e-08,5.505858169385647e-08
1940,1.0244563037886678e-06,5.578722350740861e-08,4.81798743123818e-08
1941,1.1835525643988376e-06,8.559357844717397e-08,3.5418032950929046e-08
1942,9.648793148908652e-07,5.158160032436854e-08,3.6410540360520827e-08
1943,1.0132290544362377e-06,3.1935587729847725e-08,1.1612940831184915e-08
1944,1.102122885399126e-06,1.478065616566937e-07,9.639558484764166e-09
1945,7.45048367889467e-07,3.921307190069001e-08,4.574858536443571e-08
1946,8.046398418670719e-07,1.4199526443547938e-07,3.6194869323935563e-08
1947,9.65590497337132e-07,2.861009007482096e-08,4.4107220986688844e-08
1948,9.154129649857623e-07,6.196976021222156e-08,3.370285384107774e-08
1949,9.247621619579149e-07,4.613993898061608e-08,2.5524220959027843e-08
1950,8.359394272350329e-07,6.381216888229346e-08,2.2334258886758107e-08
1951,8.667719750832248e-07,6.503454930140151e-08,3.0918066329377325e-08
1952,8.161677991225247e-07,4.8506098693223976e-08,2.741649041126948e-08
1953,6.49661815121938e-07,4.632745653765369e-08,2.3702419582605216e-08
1954,7.925526781527026e-07,1.2215670253112876e-07,2.5408594339637602e-08
1955,1.324309287120684e-06,8.447047061821422e-08,1.783265446420046e-08
1956,6.767605977842095e-07,1.1075849748465316e-07,3.226822542501395e-08
1957,6.962009764244215e-07,8.746687640837081e-08,3.0922631566454584e-08
1958,8.545227450085235e-07,1.232564290631899e-07,3.22617488279775e-08
1959,6.936919043631917e-07,1.263371895987575e-07,3.4878365084978213e-08
1960,9.945237948727481e-07,1.1973041669222084e-07,3.18358317485945e-08
1961,9.699630396653447e-07,1.2854094871839195e-07,2.709782087606527e-08
1962,8.878738917417195e-07,1.281075201475801e-07,2.473363025501385e-08
1963,8.670977358349319e-07,1.5065903635758104e-07,1.8751554975438012e-08
1964,8.122097705509645e-07,7.118243050552309e-08,2.068549243006146e-08
1965,7.135544510816771e-07,8.426947006867636e-08,2.6265809083270142e-08
1966,8.447088974961048e-07,1.2296746110251888e-07,2.3818021332999706e-08
1967,9.022514024792372e-07,1.7108264183107735e-07,3.007504645324843e-08
1968,9.297230612048679e-07,1.0914140477491507e-07,3.0092486724697665e-08
1969,1.0950177973256814e-06,1.1808570477001012e-07,3.2246479264586014e-08
1970,1.0641449179615847e-06,9.47337346346444e-08,1.74751555448438e-08
1971,1.02408259650133e-06,1.2383537961735414e-07,1.849823050292798e-08
1972,8.049200204141016e-07,1.6621675857919627e-07,2.4624704053621826e-08
1973,9.33936743940933e-07,1.7697383825066026e-07,2.3155456219114967e-08
1974,7.397626760052844e-07,1.5639089401275896e-07,2.5877628928583363e-08
1975,7.482039050543676e-07,3.0841993670094325e-07,1.599214449754527e-08
1976,7.130481352035645e-07,4.5536810489021917e-07,3.313845553520878e-08
1977,8.051191091595911e-07,1.404550831196616e-07,1.8218024422367307e-08
1978,7.467323221987954e-07,4.657423735565658e-07,2.7326720442033547e-08
1979,7.970387860822825e-07,2.0540426159953995e-07,2.0481905949054635e-08
1980,8.061543912418756e-07,3.166628856909881e-07,1.3644362084619388e-08
1981,7.85000720426865e-07,2.947706137512718e-07,1.3283654176632353e-08
1982,8.678088025959596e-07,2.0919282450737597e-07,2.669225906970496e-08
1983,8.942487781382624e-07,2.7534778279658667e-07,1.136756910824488e-08
1984,8.309979193654726e-07,3.9491249204104406e-07,2.0296528902008504e-08
1985,5.774935587510299e-07,3.296525790119631e-07,2.1656008541981464e-08
1986,6.258242919443546e-07,2.1520202597713478e-07,1.7384007122700496e-08
1987,6.972441877195479e-07,3.232622081128511e-07,1.2832715334809564e-08
1988,7.015967717904914e-07,2.0868006966878738e-07,1.6190695006912392e-08
1989,7.134558757115883e-07,2.7550373593587807e-07,2.3050112929468014e-08
1990,1.0886404702148411e-06,2.6208011316697366e-07,1.4166492867673242e-08
1991,6.95169772413351e-07,2.438369470780799e-07,1.875668864670388e-08
1992,7.862690427629104e-07,4.066338809005643e-07,1.8182815253453555e-08
1993,6.802146685913613e-07,3.7168081173932777e-07,1.661762283333701e-08
1994,6.667507488344881e-07,3.2651795356386515e-07,1.5297286992677073e-08
1995,6.528630507318667e-07,6.669614425192094e-07,1.2471637056421514e-08
1996,7.724219308613556e-07,1.72954181865137e-07,2.4021414191111035e-08
1997,7.906780776778533e-07,2.862551959914583e-07,2.157702461147437e-08
1998,6.675380799237018e-07,1.1968004365314755e-07,2.3840646790063147e-08
1999,7.700788948739046e-07,1.4853153862404156e-07,1.5995704316651427e-08
2000,6.85236681619017e-07,1.2503028923305237e-07,1.6346715980830595e-08
2001,6.124933946694e-07,7.973805560279601e-08,1.9277331730904734e-08
2002,7.868673819189098e-07,9.156753089101244e-08,1.7086764003693133e-08
2003,7.671304924627975e-07,1.0708992148611429e-07,1.6250998768896352e-08
2004,9.056250540595556e-07,6.739330721261538e-08,1.4095332012686868e-08
2005,7.737441549693358e-07,6.440361777215742e-08,2.0266872624574717e-08
2006,6.724514243217072e-07,7.988706673955903e-08,1.4412615101377924e-08
2007,8.755898903700654e-07,6.351222447964489e-08,2.1969636776475454e-08
2008,7.565470312442812e-07,4.04456771962991e-08,1.830699147831183e-08
2009,6.708846616021447e-07,7.676790136912359e-08,2.0503227560197956e-08
2010,4.3269944205448496e-07,1.2281862027396784e-08,1.6533276081531767e-08
2011,4.6767178041307034e-07,4.971163536371392e-09,1.7972668686638826e-08
2012,4.340422172788294e-07,8.17020642807087e-09,1.463828702696901e-08
2013,4.069333576772749e-07,3.62586255464592e-09,2.4544300814000053e-08
2014,4.051547812800038e-07,6.27979097889142e-09,2.0788274213145996e-08
2015,4.679190652723264e-07,5.984753692622746e-09,2.571227497583095e-08
2016,5.431053544668885e-07,3.521278135742989e-08,2.7341688024762334e-08
2017,3.353309878662003e-07,7.043711724996626e-09,1.8112402244696568e-08
2018,4.0632286513186955e-07,5.679226589005992e-09,1.6779534206534663e-08
2019,3.83158356598301e-07,7.652963374127353e-09,2.0918099252753564e-08
