year,premier_ADJ os_NOUN,premier_ADJ gosse_NOUN
2009,3.814554005998616e-09,2.384096253749135e-09
2010,1.747803501928047e-08,3.7790344187271785e-09
2011,1.070712138395713e-08,6.500752380844688e-09
2012,1.123403392533362e-08,6.468080293586809e-09
2013,8.925200134513034e-09,8.08846234434668e-09
2014,7.145969149746634e-09,9.094869746206768e-09
2015,6.206410940734486e-09,6.871383906315032e-09
2016,1.3049442693091606e-08,5.3854840587064245e-09
2017,2.0124890198758294e-08,6.792150397672003e-09
2018,5.6792268665617485e-09,8.002547069452248e-09
2019,1.2499840273960672e-08,6.632568272380013e-09
