year,devrait_VERB oser_VERB,devrait_VERB poser_VERB
1960,5.536666680683311e-09,2.2838749558218296e-08
1961,2.08444772553662e-09,3.404598203360365e-08
1962,0.0,1.2683912586908264e-08
1963,5.819448034571906e-09,1.5518526907953856e-08
1964,4.867174663303331e-09,2.8594651979574337e-08
1965,2.188817349590977e-09,1.4227312661319047e-08
1966,1.1078149508847446e-09,1.7171132071780448e-08
1967,2.465167847631733e-09,2.1693477236794934e-08
1968,1.7965663401398047e-09,2.245707975134792e-08
1969,9.083515606356229e-10,2.361714024345929e-08
1970,9.197450023812337e-10,3.1731204330753826e-08
1971,1.541519245584766e-09,3.3913423180820246e-08
1972,1.0260293725750103e-09,3.385897073826527e-08
1973,2.205281512956958e-09,3.914374602231874e-08
1974,2.812785782069227e-09,4.331690206527128e-08
1975,1.7134440533084216e-09,2.9128548462153958e-08
1976,1.142705374768127e-09,4.170874490228016e-08
1977,2.3507127355770763e-09,3.526069036752233e-08
1978,2.3762365408686037e-09,4.039602075067705e-08
1979,0.0,3.043026097770962e-08
1980,1.7055452605774235e-09,3.865902442612423e-08
1981,2.5302198114474095e-09,4.3013738348918196e-08
1982,6.207502289967692e-10,3.600351305976801e-08
1983,2.5261264191556165e-09,4.294414779337785e-08
1984,1.1598016991243298e-09,4.1172960152380256e-08
1985,1.2031116103372597e-09,2.8273122509858695e-08
1986,2.997242676272549e-09,3.5367463624425e-08
1987,3.6664902225425067e-09,4.6442206524943686e-08
1988,5.396898483667201e-09,3.657897806874644e-08
1989,5.488121956886971e-09,4.884428861373635e-08
1990,3.2691906959314565e-09,4.90378582185258e-08
1991,2.344586080837985e-09,4.0444110283033297e-08
1992,3.30596661157756e-09,2.920270425477156e-08
1993,6.647049133334804e-09,2.6034275180109034e-08
1994,1.0549853213248639e-09,3.9034457444131476e-08
1995,1.0844901643380922e-09,4.22951167422525e-08
1996,2.135236876199542e-09,4.3772356406179824e-08
1997,1.917957792585412e-09,3.4523239378358994e-08
1998,1.9072516899143466e-09,3.719140906355278e-08
1999,1.8280804647829996e-09,3.793266856177979e-08
2000,4.418031274155965e-09,3.092621980727017e-08
2001,2.190605918883648e-09,3.5487815353008045e-08
2002,2.1906108038649563e-09,4.9069679874946814e-08
2003,6.250384210204629e-09,4.0835843151398876e-08
2004,1.7619165015858584e-09,3.876216325693349e-08
2005,9.007499190971657e-10,3.332774767272895e-08
2006,5.353256948836815e-09,3.911995349881181e-08
2007,4.393927444112933e-09,3.475197019042753e-08
2008,4.257439678578834e-10,5.066353381266708e-08
2009,3.814554005998616e-09,3.862236042095901e-08
2010,1.4171379625338432e-09,4.912744699936411e-08
2011,4.5887662558641296e-09,4.93292375836063e-08
2012,3.063827413996023e-09,5.991484641754141e-08
2013,3.3469500504423877e-09,4.295252509223246e-08
2014,3.897801192920269e-09,4.439162637481786e-08
2015,3.32486305154589e-09,3.768178302721026e-08
2016,4.764082017771898e-09,3.355570754592918e-08
2017,5.0312225496895735e-09,3.9746659297179576e-08
2018,2.8396134332808742e-09,5.059674634821931e-08
2019,3.3162841361900064e-09,3.9540310581287486e-08
