year,veulent_VERB unir_VERB,veulent_VERB punir_VERB
1929,4.4561625500705304e-09,5.570202965543558e-09
1930,8.402882833991043e-09,7.352522590764465e-09
1931,3.4216069977333063e-09,3.4216069977333063e-09
1932,3.287861094491973e-09,3.287861094491973e-09
1933,1.1470662641954732e-08,1.1470662197865522e-09
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,4.787313656606784e-09,3.590485242455088e-09
1936,4.849885826274658e-09,2.424942913137329e-09
1937,2.5182236296217297e-09,7.554670666820584e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,0.0,6.117620188206274e-09
1940,2.5357829169792012e-09,0.0
1941,1.7709016475464523e-08,0.0
1942,0.0,1.517105907566929e-08
1943,0.0,5.806470415592457e-09
1944,1.927911696952833e-08,0.0
1945,4.357008087652048e-09,8.714016175304096e-09
1946,1.6705325123211878e-08,6.960552134671616e-09
1947,4.7683483828109274e-09,1.3112957830685446e-08
1948,6.523132700664291e-09,5.435944139264848e-09
1949,1.9634016634739737e-09,2.0615717133409817e-08
1950,1.1698897850465073e-08,1.4889506516624351e-08
1951,2.2388944032059044e-08,1.0661401761424827e-09
1952,2.1089607837865287e-09,3.1634410646574906e-09
1953,6.464296653518886e-09,2.1547654771580937e-09
1954,5.863521668203475e-09,3.9090144454689835e-09
1955,3.754243138587299e-09,3.754243138587299e-09
1956,0.0,2.616342476002842e-09
1957,3.534015080575159e-09,7.951533653738352e-09
1958,4.9633461784992505e-09,0.0
1959,2.325224457422337e-09,1.5501495642666896e-09
1960,4.844583401109048e-09,5.536666680683311e-09
1961,4.86371165564492e-09,4.86371165564492e-09
1962,6.341956293454132e-09,2.5367825617905737e-09
1963,8.405868889838075e-09,7.1126584622049904e-09
1964,2.4335873316516654e-09,7.909158661334459e-09
1965,5.47204326295514e-09,8.755269398363907e-09
1966,4.985167390003653e-09,1.1078149508847446e-09
1967,5.916402479044791e-09,5.423369309198733e-09
1968,7.635406973349745e-09,4.491415683816058e-09
1969,2.7250546263957176e-09,2.2708788183223305e-09
1970,2.7592350626548523e-09,5.978342709767048e-09
1971,3.5968783507200897e-09,1.0276794970565106e-09
1972,3.0780880067027283e-09,6.669190977248718e-09
1973,5.513203671370093e-09,4.410563025913916e-09
1974,1.6876715580593782e-09,1.6876715580593782e-09
1975,5.711480177694739e-10,6.8537762132336866e-09
1976,3.4281160132820787e-09,2.285410749536254e-09
1977,2.3507127355770763e-09,1.1753563677885381e-09
1978,3.5643548113029055e-09,4.158414057542359e-09
1979,6.437170796402825e-09,5.851973128301324e-09
1980,4.548120546843393e-09,2.2740602734216964e-09
1981,6.325549417596221e-09,5.69299452024552e-09
1982,2.483000915987077e-09,8.690503427999374e-09
1983,3.78918940668882e-09,4.4207211225000265e-09
1984,2.8995041922996734e-09,5.799008384599347e-09
1985,6.015558051686298e-10,3.609334831011779e-09
1986,2.3977941854269602e-09,3.5966913891627428e-09
1987,1.8332451112712533e-09,1.8332451112712533e-09
1988,5.99655392008458e-09,5.996553809062277e-10
1989,1.6464366536794728e-09,5.488122178931576e-10
1990,2.724325431913144e-09,3.814055737905164e-09
1991,3.5168792322792797e-09,1.1722930404189924e-09
1992,6.060938417817852e-09,4.4079553340736766e-09
1993,3.323524566667402e-09,1.1078414630105726e-08
1994,5.274926606624319e-10,7.384897138251745e-09
1995,2.7112254663563817e-09,4.337960657352369e-09
1996,1.067618438099771e-09,3.736664311304594e-09
1997,3.835915585170824e-09,2.876936688878118e-09
1998,6.198567881199324e-09,8.582632382569955e-09
1999,5.0272213059088244e-09,2.7421207526856506e-09
2000,1.7672125984802278e-09,9.277866475088103e-09
2001,4.8193329327261836e-09,3.943090742808408e-09
2002,3.9430991805033955e-09,6.571832411594869e-09
2003,2.5001538617175356e-09,8.750538071922165e-09
2004,5.285749615779878e-09,3.9643119897903034e-09
2005,3.602999676388663e-09,2.702249757291497e-09
2006,3.294311934354255e-09,4.941467679486777e-09
2007,3.1955835755326234e-09,4.393927444112933e-09
2008,1.2772318758180745e-09,3.405951742863067e-09
2009,3.337734755248789e-09,1.430457752249481e-09
2010,0.0,2.8342759250676863e-09
2011,7.64794394481072e-10,5.353560705856353e-09
2012,1.7021263287730903e-09,5.446804340891731e-09
2013,3.0680376017500066e-09,7.2517249982695375e-09
2014,1.2992671383216248e-09,6.712880029624557e-09
2015,1.329945265027277e-09,5.54143841924315e-09
2016,2.278474076078396e-09,6.628288140575478e-09
2017,1.2578056374223934e-09,5.7859059765519305e-09
2018,2.8396134332808742e-09,3.872199894061623e-09
2019,2.04079020349468e-09,4.08158040698936e-09
