year,petit_ADJ âge_NOUN,petit_ADJ age_NOUN,petit_ADJ page_NOUN
1800,0.0,0.0,1.0375742753865325e-07
1801,0.0,0.0,2.6193007762742582e-08
1802,0.0,0.0,8.056224487518193e-08
1803,0.0,0.0,4.290746247193056e-08
1804,0.0,0.0,3.707776374817229e-08
1805,0.0,0.0,3.184023158464555e-07
1806,0.0,0.0,6.627838988748636e-08
1807,0.0,0.0,8.540865792383556e-09
1808,2.4926814390369145e-08,0.0,1.404965925821955e-07
1809,0.0,0.0,3.4111362112732024e-07
1810,0.0,0.0,1.6614899678302208e-07
1811,0.0,0.0,1.25353837532316e-07
1812,0.0,0.0,4.800974906515876e-08
1813,0.0,2.8757416448144113e-09,2.4156230304939186e-07
1814,0.0,0.0,1.3530711484577296e-07
1815,0.0,0.0,3.236668177919455e-08
1816,6.952811659743929e-09,0.0,2.0858434979231788e-08
1817,0.0,0.0,1.7748356639923912e-07
1818,1.1921176934492905e-08,0.0,1.3232506446136938e-07
1819,1.035105001712111e-09,0.0,1.6354659448936104e-07
1820,0.0,0.0,1.020517412797517e-07
1821,0.0,2.9584463767662328e-09,1.7947908836912774e-07
1822,0.0,6.015369535816717e-09,5.514088741165324e-08
1823,9.882686891060644e-10,0.0,9.783860255296872e-08
1824,0.0,0.0,9.768490905059934e-08
1825,1.4969252504215547e-08,0.0,2.9850452842872244e-07
1826,7.927186018719112e-09,0.0,1.9553725394416688e-07
1827,4.608636583469661e-09,0.0,1.2166800722468452e-07
1828,1.2841221419535032e-08,0.0,1.0456423393812031e-07
1829,2.4004892296147773e-08,0.0,1.1145129086287398e-07
1830,1.461157062010443e-08,0.0,1.221109791060826e-07
1831,6.236482441579483e-09,0.0,9.354723884413829e-08
1832,0.0,0.0,8.388581129725736e-08
1833,1.1583628500844156e-09,0.0,8.456048528060478e-08
1834,1.3068342852307069e-08,0.0,8.961149733366369e-08
1835,9.075705520444899e-09,2.2689263801112247e-09,1.8075780161552757e-07
1836,6.048674894287842e-09,0.0,2.0296665037555783e-07
1837,4.87052354003481e-09,6.957890930081589e-10,1.3776623919437014e-07
1838,1.3255539776935166e-08,0.0,2.234505374065776e-07
1839,0.0,0.0,9.228747066547527e-08
1840,7.0066574764382494e-09,0.0,1.1720227199862876e-07
1841,1.1556987811189856e-08,1.926164561183441e-09,1.0979138354016982e-07
1842,6.708265054555795e-10,0.0,1.1538216027062731e-07
1843,1.1813822142769936e-09,0.0,9.451057692011489e-08
1844,1.6465684371524958e-09,1.097712254427563e-09,1.3666517872934492e-07
1845,0.0,4.464182357111213e-09,7.142691721417904e-08
1846,9.952652035849496e-09,0.0,1.1826092860545145e-07
1847,1.0786447290911383e-09,0.0,6.687597231547215e-08
1848,0.0,3.218088684420195e-09,2.4135664411506497e-08
1849,1.6758829879393033e-09,0.0,3.351765798242923e-08
1850,0.0,0.0,8.07890518927934e-08
1851,1.9348316282474798e-09,0.0,4.514607176986374e-08
1852,3.2552727180501506e-09,0.0,6.185018031068523e-08
1853,8.957897534855874e-09,0.0,8.360704661924956e-08
1854,9.871762074453727e-09,5.195664454227256e-10,9.30023949519132e-08
1855,1.5920811335945473e-09,2.1227748447927297e-09,1.050773583699538e-07
1856,4.141751386299575e-09,0.0,9.68134405421317e-08
1857,5.369659827891837e-09,3.905207268672939e-09,1.1276286260297752e-07
1858,1.4191660291373864e-08,1.468102750479261e-09,1.1353328255303552e-07
1859,8.656694916453489e-09,0.0,1.1304624547570086e-07
1860,5.034902272882391e-09,0.0,1.1671818889169572e-07
1861,7.545541969022906e-09,4.715963730639317e-10,1.0327960708877981e-07
1862,9.035972525772706e-10,4.517986262886353e-10,1.1972663727100041e-07
1863,4.994620828036034e-10,0.0,1.3185799163650813e-07
1864,2.8768367688059016e-09,9.589455896019672e-10,1.1411452471854489e-07
1865,5.177528628053096e-09,4.706844358715045e-10,8.613524915546122e-08
1866,1.9462451650298362e-09,0.0,1.3380435409660052e-07
1867,7.76449837758264e-09,0.0,9.705622794342617e-08
1868,1.1855697756857353e-08,1.975949626142892e-09,1.5807597264494433e-07
1869,3.4184632902167778e-09,1.4650557433881772e-09,1.1085588647041789e-07
1870,1.7202146374017957e-09,5.160643912205387e-09,1.1181395098702751e-07
1871,2.1242353653860846e-08,0.0,6.372706695678687e-08
1872,4.8378714367913744e-09,6.047339295989218e-10,1.1792311926939192e-07
1873,2.3944017879529156e-09,5.986004469882289e-10,1.2271309424161103e-07
1874,2.9873046258899194e-09,5.974609140757536e-10,2.7184471063090854e-07
1875,9.154443425529735e-09,0.0,5.492665877682157e-08
1876,6.650616057868319e-09,6.04601479992084e-10,9.855004079462049e-08
1877,1.8554447978047506e-09,0.0,7.916564603860365e-08
1878,1.2078177347163432e-09,1.2078177347163432e-09,6.341043001789615e-08
1879,1.832797580370027e-09,0.0,1.3562702672054172e-07
1880,1.9253538763308597e-09,0.0,1.1423766510532118e-07
1881,2.091752326904839e-09,6.972507571312292e-10,8.715634547407092e-08
1882,5.324308105514319e-09,0.0,7.520585310061279e-08
1883,1.2006744043446815e-08,6.319338941018771e-10,1.0174135561813458e-07
1884,5.941527270181268e-09,0.0,1.181703774832954e-07
1885,2.5782542767416317e-09,0.0,9.088346653030044e-08
1886,7.098810428374236e-09,0.0,7.163345017158207e-08
1887,9.140494583448344e-09,0.0,1.1490907320110821e-07
