year,tout_DET aimant_NOUN,tout_DET paiement_NOUN
1934,2.3963160344919743e-09,1.6294949567452477e-07
1935,1.196828414151696e-09,1.986735149728247e-07
1936,6.0623572828433225e-09,1.8308319127413597e-07
1937,0.0,1.9012588126088303e-07
1938,1.2965214457594243e-09,2.21705164449304e-07
1939,0.0,1.651757450815694e-07
1940,2.5357829169792012e-09,1.9271950435495455e-07
1941,0.0,1.5938114117375335e-07
1942,3.034211770724937e-09,1.1833425972440637e-07
1943,2.9032352077962287e-09,1.5677469988872872e-07
1944,3.2131861615880553e-09,1.9279116258985596e-07
1945,2.178504043826024e-09,1.6774481537140673e-07
1946,4.1763312808029696e-09,1.670532476794051e-07
1947,1.0728784083369192e-08,1.6093175858600262e-07
1948,0.0,1.1089325901991742e-07
1949,2.945102384188658e-09,1.2663940474055835e-07
1950,3.190608444114673e-09,1.4783152835207147e-07
1951,1.0661401761424827e-09,1.4925961977496627e-07
1952,0.0,1.7820718412053793e-07
1953,0.0,1.6376218248126406e-07
1954,4.886268278880834e-09,1.4072451293145605e-07
1955,0.0,1.417226727085108e-07
1956,0.0,1.308171242442313e-07
1957,8.835037701437898e-10,1.917203125145761e-07
1958,0.0,1.7950768693708596e-07
1959,0.0,1.8446779925795909e-07
1960,2.7683333403416555e-09,1.2734333676434062e-07
1961,2.779263708063695e-09,1.4174244888920384e-07
1962,1.2683912808952869e-09,1.2113136804714486e-07
1963,0.0,1.0798308824888636e-07
1964,1.8251904432275978e-09,1.5270760478358625e-07
1965,0.0,1.8112463706643211e-07
1966,1.1078149508847446e-09,1.2684481109914714e-07
1967,9.860671168482327e-10,1.3509119511923018e-07
1968,4.940557296606585e-09,1.1857338044762855e-07
1969,2.2708788183223305e-09,1.6759086918227695e-07
1970,1.3796175313274261e-09,1.8808784929547073e-07
1971,1.0276794970565106e-09,1.901207085097667e-07
1972,1.0260293725750103e-09,2.7292381332699733e-07
1973,5.513203782392395e-10,2.723522669612066e-07
1974,0.0,2.1827217722147907e-07
1975,5.711480177694739e-10,2.421667630869706e-07
1976,0.0,2.473957110282754e-07
1977,5.876781838942691e-10,2.2625609830129179e-07
1978,2.970295565063452e-09,2.500988998122011e-07
1979,2.3407893401383717e-09,2.1710820874432102e-07
1980,0.0,1.586156965771579e-07
1981,6.325549528618524e-10,1.3979464696944888e-07
1982,1.2415004579935385e-09,1.4649705093461307e-07
1983,5.68378455412244e-09,1.5283064236371047e-07
1984,5.799008495621649e-10,1.7570995503035647e-07
1985,0.0,2.0332586458948754e-07
1986,0.0,1.9062463962882248e-07
1987,6.110816852533674e-10,2.13878585952898e-07
1988,1.1993107618124554e-09,1.3912005059069088e-07
1989,1.6464366536794728e-09,2.1952489248633356e-07
1990,5.44865097484859e-10,1.4874817111376615e-07
1991,1.1722930404189924e-09,1.617764464612037e-07
1992,0.0,1.6419633475095452e-07
1993,1.1078414852150331e-09,1.2020080486507823e-07
1994,1.5824779264761446e-09,1.666876805472839e-07
1995,5.4224509327127635e-09,1.106179965404408e-07
1996,2.135236876199542e-09,2.930612623686102e-07
1997,4.79489448146353e-10,2.733089772277708e-07
1998,7.629006759657386e-09,2.665384215561062e-07
1999,1.8280804647829996e-09,2.6507166239753133e-07
2000,4.4180314962005696e-10,2.3327205411760588e-07
2001,4.3812117822561447e-10,2.4885283522735335e-07
2002,1.3143663935011318e-09,3.0055178967813845e-07
2003,1.2500769308587678e-09,2.441816846499023e-07
2004,0.0,2.427039902386241e-07
2005,1.3511248786457486e-09,1.8465373585740963e-07
2006,1.2353669198716943e-09,1.6883348763485628e-07
2007,1.997239706952314e-09,1.817488097799469e-07
2008,7.2376473703172906e-09,1.400697655640215e-07
2009,9.53638501499654e-10,1.554430753003544e-07
2010,9.447586046817946e-10,1.3793475872603267e-07
2011,2.6767803529281764e-09,1.2121990877744793e-07
2012,1.3617010852229328e-09,8.714886590155402e-08
2013,4.462600122767668e-09,1.1044935099846498e-07
2014,1.5158115873603606e-09,1.1130387989055635e-07
2015,2.21657536769726e-09,1.0196246691407396e-07
2016,3.521278046925147e-09,1.2738740906570456e-07
2017,4.024978128569501e-09,1.5093667293797353e-07
2018,2.8396133222585718e-09,9.680500134834347e-08
2019,2.806086474294034e-09,8.800907735917463e-08
