year,pouvait_VERB unir_VERB,pouvait_VERB punir_VERB
1800,0.0,3.144164484325529e-09
1801,3.809892135109294e-08,7.143547975374531e-09
1802,0.0,6.713520406265161e-09
1803,0.0,1.1702034896643454e-08
1804,7.4155526164076946e-09,0.0
1805,0.0,5.970043304159844e-08
1806,0.0,0.0
1807,5.693910232196231e-09,7.686778502602465e-08
1808,0.0,5.891792298484688e-08
1809,3.840352036377226e-08,1.129515236897305e-08
1810,2.3401266702194334e-08,1.1700633351097167e-08
1811,3.008491944456182e-08,5.0141535368197765e-09
1812,2.6672082320544632e-09,3.7340914360584065e-08
1813,4.888760685162197e-08,4.888760685162197e-08
1814,0.0,3.1466772298927026e-08
1815,0.0,9.979726911524267e-08
1816,4.6352077731626196e-08,3.0128852301913867e-08
1817,2.490997452753163e-08,3.89218364205135e-08
1818,5.960588467246453e-09,2.98029441125891e-08
1819,6.210630232317271e-09,5.175525075173937e-08
1820,3.322614716694261e-08,2.966620371580575e-08
1821,1.97229765852569e-09,7.198886464721e-08
1822,1.604098542884458e-08,4.110502516141423e-08
1823,2.174191138237802e-08,4.249555374258307e-08
1824,3.2842340402794434e-08,1.8526447931321854e-08
1825,1.4088708866211164e-08,5.6354835464844655e-08
1826,9.688783109140786e-09,4.315912249808207e-08
1827,1.6591091167583727e-08,4.7008093417844066e-08
1828,1.6510142586412258e-08,6.420610532131832e-08
1829,1.1145129263923081e-08,3.257806824308318e-08
1830,1.6698937344017395e-08,5.5315229730013016e-08
1831,3.1182412207897414e-09,3.741889287312006e-08
1832,1.3529969367098715e-09,2.570694235259907e-08
1833,5.791814139399776e-09,1.3900354645102198e-08
1834,1.0267983796552471e-08,9.334530659543816e-08
1835,1.4369867074037757e-08,3.781543966852041e-08
1836,6.048674894287842e-09,3.8308275662757296e-08
1837,5.5663127440652715e-09,3.75726116885744e-08
1838,9.468243078458727e-09,6.438405364406208e-08
1839,1.6080392128969834e-08,4.47454411300896e-08
1840,3.1848443882154243e-09,5.032054062326097e-08
1841,1.8619591202195807e-08,4.237562123421412e-08
1842,1.0062397137744483e-08,3.152884531232303e-08
1843,3.1306630177141415e-08,5.198081609592009e-08
1844,3.787107161201675e-08,6.366730787021879e-08
1845,2.9017185099178278e-08,3.4039391749729475e-08
1846,9.367202125076801e-09,4.156695965207291e-08
1847,6.47186837454683e-09,4.853901458545806e-08
1848,2.735375304041554e-08,5.63165514222419e-08
1849,1.256912263158938e-08,1.75967720394965e-08
1850,1.9009188889640427e-08,3.530277936647508e-08
1851,1.4188765717904062e-08,3.031236062156495e-08
1852,1.1067927019325907e-08,2.4740073101270355e-08
1853,1.5527023222716707e-08,2.09017620989016e-08
1854,1.0391328686409906e-08,2.7017454939937124e-08
1855,1.751289246954002e-08,3.131092896069276e-08
1856,2.019103817474388e-08,4.34883880018333e-08
1857,7.810414537345878e-09,3.4658715009072694e-08
1858,1.1255455234504552e-08,2.3489644007668176e-08
1859,1.476730293603623e-08,2.5460867192350634e-08
1860,1.327383358784573e-08,2.8836257826014844e-08
1861,8.488735048217677e-09,3.0182167876091626e-08
1862,1.536115412648087e-08,3.11741068514948e-08
1863,1.5982786649715308e-08,4.0955889346605545e-08
1864,7.671564716815737e-09,1.8699438442126848e-08
1865,8.943004559114343e-09,1.835669216632141e-08
1866,3.8924903300596725e-09,3.503241430280468e-08
1867,2.523461972714358e-08,2.523461972714358e-08
1868,1.2349684830326169e-08,2.5687345583946808e-08
1869,2.6859355628516823e-08,1.6115613732381462e-08
1870,1.3761717099214366e-08,4.7019199200803996e-08
1871,3.18635318130589e-09,5.2043770182308435e-08
1872,1.5723081503438152e-08,1.9956219787786722e-08
1873,4.788803575905831e-09,2.3944018323618366e-08
1874,8.364453130127458e-09,1.6728906260254917e-08
1875,1.2015206607429718e-08,1.94531928343622e-08
1876,4.232210137899983e-09,2.418405919968336e-08
1877,1.9791411176584006e-08,2.6594708657512456e-08
1878,1.8117265909722846e-08,1.69094480639842e-08
1879,1.4051448005147904e-08,4.3376211067425174e-08
1880,1.0910338410496934e-08,1.5402831010646878e-08
1881,1.045876096839038e-08,1.673401861523871e-08
1882,1.9300616216355593e-08,2.5956001792337702e-08
1883,1.1374810426900694e-08,2.1485751844352308e-08
1884,7.922036360241691e-09,3.036780782394999e-08
1885,1.160214413431504e-08,1.353583467533781e-08
1886,5.162771099520569e-09,1.4842966855610484e-08
1887,1.0446279397058333e-08,9.793386546164129e-09
1888,5.706553452000662e-09,8.876860135842435e-09
1889,5.012109394186837e-09,1.2530273707511697e-08
1890,3.2771931834929546e-09,1.9663159989136147e-08
1891,6.3742202627281586e-09,2.039750413018737e-08
1892,2.2566645441202127e-08,1.6298132621272998e-08
1893,1.1700991287000306e-08,1.2932674486876294e-08
1894,8.822155450616265e-09,1.449354058991048e-08
1895,4.213029924926559e-09,9.629783193076946e-09
1896,8.845543852942228e-09,3.5382172747233653e-09
1897,6.409385022720926e-09,6.992056267307589e-09
1898,1.4711722506888236e-08,1.3014216371232123e-08
1899,1.4371703827009696e-08,8.844125432005967e-09
1900,2.2321527737290126e-08,8.824790675987515e-09
1901,2.3472702892490815e-08,1.5089595351014395e-08
1902,1.4239823542538943e-08,5.892340837476695e-09
1903,2.2680925582108102e-08,6.480264325148255e-09
1904,4.837162670412454e-09,1.3436562973367927e-08
1905,1.5482276793932215e-08,1.0837593933388234e-08
1906,6.173021205313489e-09,1.0288369267641428e-08
1907,4.6285588695127444e-09,2.0057088434555226e-08
1908,1.6698722404839828e-08,1.1296195090437777e-08
1909,1.265226234892225e-08,7.151278680339601e-09
1910,4.809735720812114e-09,7.481810726517324e-09
1911,1.702519725199636e-08,1.0108711201439746e-08
1912,3.125652625612929e-09,1.510732161591477e-08
1913,5.302989602995467e-09,9.545381374209683e-09
1914,2.8795998474606677e-08,7.366418142140674e-09
1915,3.534228465440492e-09,1.0602685840410686e-08
1916,1.4283700444650549e-08,7.69122365795738e-09
1917,6.57985488317081e-09,2.1932848870420685e-09
1918,6.89182577673364e-09,6.89182577673364e-09
1919,1.1049418269237776e-08,9.207848372660976e-10
1920,1.741613253614105e-08,6.815008557481406e-09
1921,4.543648568500203e-09,2.0446417892117097e-08
1922,8.853522359686394e-09,5.164555005876537e-09
1923,5.307974060286824e-09,1.0615948120573648e-08
1924,9.02413699321869e-09,1.933743654092268e-08
1925,1.9796720707176974e-08,8.798542339150117e-09
1926,1.114613823460786e-08,2.8979959765251806e-08
1927,4.4596899506643695e-09,2.0068604555945058e-08
1928,1.1426041446327417e-08,1.3711249025050165e-08
1929,1.2254447234738564e-08,1.3368487650211591e-08
1930,6.302162347537887e-09,7.352522590764465e-09
1931,5.7026783295555106e-09,1.3686427990933225e-08
1932,7.6716757391182e-09,5.4797681947604815e-09
1933,1.261772819560747e-08,1.1470662641954732e-08
1934,1.1981580172459871e-08,1.1981580172459871e-09
1935,3.111753699158726e-08,7.180970484910176e-09
1936,1.2124714565686645e-08,7.274828739411987e-09
1937,2.5182236740306507e-08,1.0072894518486919e-08
1938,1.2965214679638848e-08,1.1668692678767911e-08
1939,2.141167065872196e-08,6.117620188206274e-09
1940,1.2678914806940611e-08,2.5357829169792012e-09
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,2.1239483061208375e-08,1.2136847082899749e-08
1943,0.0,0.0
1944,1.2852744646352221e-08,1.2852744646352221e-08
1945,2.178504043826024e-09,8.714016175304096e-09
1946,3.6194869323935563e-08,1.3921104269343232e-08
1947,2.8610090296865565e-08,1.4305045148432782e-08
1948,1.848220954059343e-08,5.435944139264848e-09
1949,1.3743811422273211e-08,5.890204768377316e-09
1950,1.3825969702452312e-08,2.1270722960764488e-09
1951,1.7058242818279723e-08,5.330700769690111e-09
1952,1.2653764258629963e-08,3.1634410646574906e-09
1953,2.477980309834038e-08,8.619061908632375e-09
1954,5.863521668203475e-09,1.2704297169818801e-08
1955,1.6894095011821264e-08,1.220129064449793e-08
1956,1.657016923672927e-08,1.0465369904011368e-08
1957,1.1485549400447326e-08,2.6505113659425206e-09
1958,1.6544486669545222e-08,8.272243334772611e-09
1959,1.3176271629333769e-08,4.650448914844674e-09
1960,1.1073333361366622e-08,6.920833239831836e-09
1961,1.111705483225478e-08,1.111705483225478e-08
1962,1.6489087428794846e-08,9.512934440181198e-09
1963,1.0345685197421517e-08,1.0992290633282664e-08
1964,6.083968440151466e-09,7.909158661334459e-09
1965,8.755269398363907e-09,8.755269398363907e-09
1966,7.200797291773142e-09,8.308612464702492e-09
1967,1.429797347185513e-08,6.409436092980059e-09
1968,7.635406973349745e-09,1.0779397818794223e-08
1969,1.090021850558287e-08,7.72098829315837e-09
1970,1.2876429700270364e-08,6.438214850135182e-09
1971,8.735275613958038e-09,7.193756701440179e-09
1972,1.0260293947794707e-08,9.747279428040656e-09
1973,1.3783009400469837e-08,6.615844760915479e-09
1974,9.00091468025721e-09,3.937900228123681e-09
1975,1.028066431985053e-08,9.138368284311582e-09
1976,1.1427053969725876e-08,5.142174241967723e-09
1977,1.5279633558407113e-08,3.526069214387917e-09
1978,9.504946163474415e-09,7.128709622605811e-09
1979,5.851973128301324e-09,4.096381456264453e-09
1980,8.527726080842513e-09,4.548120546843393e-09
1981,6.325549417596221e-09,3.795329828193417e-09
1982,1.3035754697909852e-08,7.449002747961231e-09
1983,5.68378455412244e-09,6.315316269933646e-09
1984,5.799008384599347e-09,6.378909400694965e-09
1985,9.624892882698077e-09,3.609334831011779e-09
1986,1.558566253834215e-08,7.1933827783254856e-09
1987,9.166225112267057e-09,5.49973533381376e-09
1988,1.199310784016916e-08,7.795519785247507e-09
1989,1.1525056464734007e-08,8.232182935330457e-09
1990,1.0897301727652575e-08,5.448650863826288e-09
1991,1.2309077312977479e-08,2.344586080837985e-09
1992,8.264915862810085e-09,6.61193322315512e-09
1993,1.0524494165053966e-08,7.754890063438324e-09
1994,1.002236071911966e-08,7.384897138251745e-09
1995,5.4224509327127635e-09,1.2471637056421514e-08
1996,1.1743802375008272e-08,1.0676184380997711e-08
1997,8.630809844589749e-09,8.151320507465698e-09
1998,1.0013071261028017e-08,6.198567881199324e-09
1999,1.3253583119876566e-08,7.312321859131998e-09
2000,1.3695897749244068e-08,7.510653432518666e-09
2001,1.621048362210331e-08,1.1391150245287918e-08
2002,8.762443215459825e-09,1.0514931148009055e-08
2003,1.7917768602160322e-08,7.083769126836614e-09
2004,7.047666006343434e-09,6.166707589017051e-09
2005,9.457874483587148e-09,1.170974872621855e-08
2006,9.471146533712727e-09,6.1768350434476815e-09
2007,1.2382886716011399e-08,7.589511241690161e-09
2008,1.0643598891135753e-08,8.51487946817997e-09
2009,9.059565542202108e-09,5.245011536203492e-09
2010,9.447585824773341e-09,6.140930874920514e-09
2011,8.030340836739924e-09,4.206369030868018e-09
2012,9.872333173177594e-09,7.148930780687124e-09
2013,9.204113027294625e-09,7.530637446961919e-09
2014,1.8189739492413537e-08,1.1693403578760808e-08
2015,9.752931795503628e-09,1.1969507163200888e-08
2016,1.2635174684305639e-08,8.078226088059637e-09
2017,1.106868996458843e-08,8.553078245654433e-09
2018,1.290733386838383e-08,7.486253394972664e-09
2019,1.1479444950168727e-08,9.438654302584837e-09
