year,voulait_VERB oser_VERB,voulait_VERB poser_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,8.951360541686881e-09
1803,0.0,0.0
1804,0.0,4.943701892301533e-09
1805,0.0,1.1371510844071508e-08
1806,0.0,3.1698359492793315e-08
1807,0.0,5.693910232196231e-09
1808,0.0,0.0
1809,0.0,9.036122072814123e-09
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,2.300593315851529e-08,0.0
1814,0.0,0.0
1815,0.0,1.0788894222457657e-08
1816,2.3176038865813098e-09,0.0
1817,0.0,1.2454987263765815e-08
1818,1.1921177378582115e-09,1.668964877410417e-08
1819,1.6561680027393777e-08,4.140420006848444e-09
1820,0.0,8.306536791735653e-09
1821,0.0,3.94459531705138e-09
1822,3.0076847679083585e-09,5.012807946513931e-09
1823,0.0,5.929612356680991e-09
1824,0.0,8.421112696055388e-10
1825,0.0,2.641632912414593e-09
1826,4.403992281964975e-09,8.80798456392995e-09
1827,9.217273055917019e-10,2.7651818612639545e-09
1828,0.0,8.255071293206129e-09
1829,0.0,1.5431716349212365e-08
1830,1.0436835840010872e-09,4.174734336004349e-09
1831,1.5591206103948707e-09,1.5591206103948707e-09
1832,0.0,8.117981842303834e-09
1833,0.0,0.0
1834,1.8669061851994684e-09,2.7070139907436896e-08
1835,0.0,1.663879345414898e-08
1836,0.0,2.2850549896702432e-08
1837,0.0,1.2524203896191466e-08
1838,0.0,6.943378316748294e-09
1839,4.194885327990505e-09,3.2859933440931854e-08
1840,2.5478754661634184e-09,1.46502836528839e-08
1841,0.0,1.219904177673925e-08
1842,0.0,2.0795621225033756e-08
1843,0.0,3.36693943836508e-08
1844,0.0,2.140538946093784e-08
1845,0.0,2.511102614732863e-08
1846,5.854501328173001e-10,2.8101606375230404e-08
1847,0.0,1.1865092020002521e-08
1848,0.0,3.218088551193432e-08
1849,0.0,2.5976186535103807e-08
1850,0.0,1.6972489191857676e-08
1851,1.9348316282474798e-09,3.611685883697646e-08
1852,0.0,3.906327350478023e-08
1853,0.0,3.2248433257109355e-08
1854,0.0,4.1565315633818045e-09
1855,0.0,9.021793090369101e-09
1856,0.0,2.7439103433835044e-08
1857,0.0,8.298565390418844e-09
1858,9.787352039936081e-10,9.787352261980686e-09
1859,1.018434669930457e-09,1.3748867822016564e-08
1860,0.0,1.7393299245327398e-08
1861,0.0,2.1221836732365773e-08
1862,0.0,9.487771457372673e-09
1863,0.0,1.0988165932701577e-08
1864,0.0,2.4932585773740357e-08
1865,0.0,1.835669216632141e-08
1866,0.0,2.0435575009969398e-08
1867,0.0,2.91168689159349e-08
1868,0.0,2.321740844024589e-08
1869,0.0,1.7580669364747337e-08
1870,0.0,2.2362790730312554e-08
1871,0.0,9.559059321873065e-09
1872,1.2094678591978436e-09,2.7817760539505798e-08
1873,0.0,1.7359413462259e-08
1874,0.0,3.2860349108432274e-08
1875,0.0,1.2015206607429718e-08
1876,0.0,1.874264654588842e-08
1877,6.184816214727107e-09,1.4225077116236662e-08
1878,2.4156354694326865e-09,1.7513357875031943e-08
1879,6.10932526790009e-10,8.55305515301552e-09
1880,0.0,2.5671385017744797e-09
1881,1.3945015142624584e-09,9.761510710859511e-09
1882,0.0,2.728707926280549e-08
1883,0.0,1.9589950994713945e-08
1884,0.0,2.1125430293977843e-08
1885,0.0,1.0313017106966527e-08
1886,0.0,1.4197620856748472e-08
1887,0.0,1.0446279397058333e-08
1888,0.0,1.0779045211961602e-08
1889,0.0,5.6386229019267375e-09
1890,0.0,4.5880703680722945e-09
1891,1.2748440081367107e-09,1.0198752065093686e-08
1892,0.0,1.0656471260972467e-08
1893,0.0,9.853466487186324e-09
1894,0.0,6.9316934414587195e-09
1895,0.0,1.3842813118003505e-08
1896,0.0,9.435246361988447e-09
1897,0.0,2.9133566670225264e-09
1898,0.0,2.9423445013776472e-08
1899,5.527578395003729e-10,9.949641111006713e-09
1900,0.0,8.824790675987515e-09
1901,0.0,6.147612641171918e-09
1902,4.419255628107521e-09,2.2096276808269977e-08
1903,1.6200660812870638e-09,1.3500550899436803e-08
1904,5.374625189347171e-10,1.1286712897629059e-08
1905,1.5482277682110634e-09,1.4450125540577119e-08
1906,5.144184522798412e-10,1.2346042410626978e-08
1907,5.142843373384665e-10,1.337139288182243e-08
1908,0.0,1.276961114626829e-08
1909,0.0,1.870334465081669e-08
1910,0.0,9.085056262847502e-09
1911,0.0,6.916486494645824e-09
1912,0.0,5.2094213387476884e-09
1913,0.0,8.484783542428431e-09
1914,6.696743715117748e-10,9.37544086809794e-09
1915,0.0,2.709575319670421e-08
1916,0.0,4.394984820521586e-09
1917,0.0,1.2063066989753679e-08
1918,0.0,3.790504266021344e-08
1919,0.0,1.749491218561161e-08
1920,0.0,7.572231730534895e-09
1921,7.572747429129834e-10,9.844571380313027e-09
1922,0.0,6.640141769764796e-09
1923,0.0,1.0615948120573648e-08
1924,0.0,1.0313299547703991e-08
1925,0.0,2.3096173862313663e-08
1926,4.458455382660986e-09,1.89484357093761e-08
1927,1.1149224876660924e-09,1.2264147031260109e-08
1928,0.0,1.4853853258500749e-08
1929,0.0,2.0052731031228177e-08
1930,0.0,1.1553964007759987e-08
1931,0.0,1.710803587684495e-08
1932,0.0,1.3151444377967891e-08
1933,0.0,1.8353059516584835e-08
1934,0.0,1.4377896206951846e-08
1935,0.0,7.180970484910176e-09
1936,0.0,1.091224355320719e-08
1937,0.0,1.7627565185307503e-08
1938,0.0,9.075650453382877e-09
1939,0.0,1.8352860564618823e-08
1940,0.0,1.2678914806940611e-08
1941,2.9515025978810172e-09,1.7709016475464523e-08
1942,0.0,9.102635090130207e-09
1943,0.0,2.0322646676618206e-08
1944,0.0,1.2852744646352221e-08
1945,0.0,8.714016175304096e-09
1946,2.7842208538686464e-09,1.6705325123211878e-08
1947,0.0,2.3841742802233057e-08
1948,2.174377566888097e-09,1.0871888278529696e-08
1949,0.0,2.1597418964347526e-08
1950,0.0,2.7651939404904624e-08
1951,0.0,3.3050344683260846e-08
1952,0.0,1.5817205323287453e-08
1953,0.0,6.464296653518886e-09
1954,0.0,1.6613311615287785e-08
1955,0.0,1.9709776921672528e-08
1956,0.0,1.744228228517386e-08
1957,0.0,3.268964121616591e-08
1958,0.0,1.6544486669545222e-08
1959,0.0,2.5577467255288866e-08
1960,0.0,1.1765417085030094e-08
1961,0.0,1.737039845295385e-08
1962,0.0,1.2683912586908264e-08
1963,6.466053248388448e-10,1.8751554975438012e-08
1964,2.4335873316516654e-09,1.6426714211092985e-08
1965,5.472043373977442e-10,1.4227312661319047e-08
1966,0.0,1.495550172592175e-08
1967,1.9721342336964653e-09,2.267954357648705e-08
1968,4.4914158503495116e-10,1.9313088017725022e-08
1969,0.0,1.544197658631674e-08
1970,0.0,1.7935027685211935e-08
1971,1.541519245584766e-09,2.3122789016838396e-08
1972,1.0260293725750103e-09,1.0260293947794707e-08
1973,5.513203782392395e-10,2.205281468548037e-08
1974,5.625571675160757e-10,2.3627400480563665e-08
1975,0.0,2.1703623787061588e-08
1976,0.0,2.9138986334942274e-08
1977,0.0,2.8208553715103335e-08
1978,1.1881182704343018e-09,2.7920778578049976e-08
1979,5.851973350345929e-10,1.8726314721106974e-08
1980,0.0,2.4446148216838992e-08
1981,0.0,1.0120879245789638e-08
1982,1.2415004579935385e-09,1.3035754697909852e-08
1983,6.315316047889041e-10,2.3998200759933752e-08
1984,0.0,2.2616132966390978e-08
1985,0.0,2.8874678648094232e-08
1986,0.0,1.4386765556650971e-08
1987,6.110816852533674e-10,1.3443797186596385e-08
1988,0.0,1.3192418713003917e-08
1989,0.0,3.1831110192115375e-08
1990,5.44865097484859e-10,1.4166492867673242e-08
1991,1.1722930404189924e-09,2.1101275393675678e-08
1992,0.0,1.7631821336294706e-08
1993,0.0,1.772546376344053e-08
1994,5.274926606624319e-10,3.006708126918056e-08
1995,5.422450821690461e-10,1.3013881527967897e-08
1996,0.0,1.2811421257197253e-08
1997,0.0,1.2946214766884623e-08
1998,4.768129224785866e-10,1.1920323395031573e-08
1999,0.0,1.7366764026860437e-08
2000,0.0,9.277866475088103e-09
2001,0.0,1.621048362210331e-08
2002,4.38122149670761e-10,1.62105191492401e-08
2003,1.6667691671301554e-09,2.3334768783911386e-08
2004,8.809582507929292e-10,1.761916479381398e-08
2005,9.007499190971657e-10,1.170974872621855e-08
2006,0.0,1.5647982465338828e-08
2007,1.997239706952314e-09,2.8760252845927425e-08
2008,0.0,2.682186917013496e-08
2009,0.0,3.337734710839868e-08
2010,9.447586046817946e-10,3.448369056968659e-08
2011,1.911985902935953e-09,4.015170418369962e-08
2012,3.404252713057332e-10,4.731911218414098e-08
2013,1.3945624655065103e-09,5.1319901217539154e-08
2014,1.0827225782605865e-09,5.045487228017009e-08
2015,1.5516027351836215e-09,5.873924635579897e-08
2016,6.214020409345267e-10,5.696185212400451e-08
2017,1.0062445321423752e-09,5.7355936888825454e-08
2018,2.8396134332808742e-09,6.298778743030198e-08
2019,1.02039510174734e-09,5.5356434103259744e-08
