year,petit_ADJ acte_NOUN,petit_ADJ pacte_NOUN
1847,6.310071398729633e-08,5.393223645455691e-10
1848,7.160247150750365e-08,0.0
1849,1.0222886004385145e-07,0.0
1850,1.1337623107010586e-07,0.0
1851,7.545843061507185e-08,1.2898877521649865e-09
1852,1.2174720609436918e-07,1.3021090872200602e-09
1853,1.2003583549358154e-07,5.971931837933653e-10
1854,1.2989161746190803e-07,5.195664454227256e-10
1855,1.6026950788727845e-07,5.837630823180007e-09
1856,1.1648675979358813e-07,0.0
1857,1.2057327580805577e-07,0.0
1858,1.458315495028728e-07,9.787352039936081e-10
1859,1.5785737161877478e-07,1.5276520048956854e-09
1860,1.6981351791400812e-07,4.577183909670879e-10
1861,1.5609839465469122e-07,4.715963730639317e-10
1862,1.481899545296983e-07,0.0
1863,1.992853668753014e-07,4.994620828036034e-10
1864,2.0089909469334088e-07,4.794727948009836e-10
1865,1.58620650836383e-07,4.706844358715045e-10
1866,1.3429091438865726e-07,4.865612912574591e-10
1867,1.0821769791391489e-07,1.455843445796745e-09
1868,1.6943768343935517e-07,9.87974813071446e-10
1869,2.0120099009091064e-07,4.883519144627257e-10
1870,1.364703621220542e-07,4.013834153937523e-09
1871,1.359510690690513e-07,0.0
1872,1.6025448701384448e-07,6.047339295989218e-10
1873,1.5024870947399904e-07,1.7958012854535355e-09
1874,1.171023384927139e-07,4.182226565063729e-09
1875,1.3731664694205392e-07,1.1443054281912168e-09
1876,2.1040131059635314e-07,6.04601479992084e-10
1877,2.3316756880831235e-07,1.8554447978047506e-09
1878,2.6692771371017443e-07,0.0
1879,2.3276528793303441e-07,4.27652757650776e-09
1880,2.4516171492905414e-07,0.0
1881,2.182394922556341e-07,0.0
1882,2.6488433491067553e-07,0.0
1883,2.0917012477639219e-07,0.0
1884,2.521848330161447e-07,0.0
1885,2.720058205341047e-07,0.0
1886,2.3619678302111424e-07,1.936039106809062e-09
1887,1.8346278807257477e-07,0.0
1888,2.028996703984376e-07,0.0
1889,3.163894177760085e-07,6.265136742733546e-10
1890,3.139550983632944e-07,4.5880703680722945e-09
1891,2.4477003535139374e-07,1.9122659011827636e-09
1892,2.225321935611646e-07,0.0
1893,2.420257771973411e-07,1.2316833108982905e-09
1894,1.657304835589457e-07,6.301539290376468e-10
1895,2.3352224332029436e-07,3.0093072478365457e-09
1896,1.609888897746714e-07,5.89702897624278e-10
1897,1.415891404121794e-07,5.826713556089658e-10
1898,1.4541971893322625e-07,0.0
1899,1.6029977700782183e-07,0.0
1900,1.5002143527453882e-07,3.114631885736685e-09
1901,1.0618603596412868e-07,4.470991132876634e-09
1902,1.350328062699191e-07,4.910283735171106e-09
1903,1.819874171360425e-07,1.0800440541913758e-09
1904,1.2576623475979432e-07,3.7622376325430196e-09
1905,1.2901897150641162e-07,1.0321518084666081e-09
1906,1.5123902130653732e-07,1.0288369045596824e-09
1907,1.2034253416004503e-07,1.028568674676933e-09
1908,1.507796412170137e-07,4.911389073214423e-09
1909,1.2707272389889113e-07,1.1001967115120692e-09
1910,1.3627584394271253e-07,0.0
1911,1.4205399168076838e-07,5.320374141248863e-10
1912,1.6201299501972244e-07,1.0418842455450772e-09
1913,1.6333208918695163e-07,1.060597942803554e-09
1914,1.767940318586625e-07,0.0
1915,8.835571208010151e-08,1.1780761921542648e-09
1916,6.59247731960022e-08,0.0
1917,6.250861872558744e-08,0.0
1918,1.0567465835720213e-07,0.0
1919,1.6574126959767455e-07,0.0
1920,1.5447352552655502e-07,0.0
1921,1.703868122149288e-07,4.543648568500203e-09
1922,1.8961294756536518e-07,1.1066902949607993e-08
1923,1.995798299958551e-07,0.0
1924,1.8821771163857193e-07,1.289162443462999e-09
1925,1.8806883872457547e-07,4.399271169575059e-09
1926,1.749943692175293e-07,2.229227691330493e-09
1927,2.3747848842958774e-07,1.1149224654616319e-08
1928,1.5882197601513326e-07,0.0
1929,1.6710609429537726e-07,0.0
1930,1.8171233762132033e-07,0.0
1931,1.1177249348293117e-07,1.1405356659111021e-09
1932,1.3918611330154818e-07,0.0
1933,2.0876605333342013e-07,2.2941324395731044e-09
1934,1.365900175187562e-07,0.0
1935,1.0532090044534925e-07,0.0
1936,7.63857030960935e-08,2.424942913137329e-09
1937,9.821071955684602e-08,1.2591118148108649e-09
1938,1.0112866988265523e-07,2.5930428915188486e-09
1939,8.870549095263414e-08,3.058810094103137e-09
1940,5.0715659227762444e-08,0.0
1941,8.854507882460894e-08,0.0
1942,9.102635090130207e-08,3.034211770724937e-09
1943,1.0161323160673419e-07,0.0
1944,1.4138018400444707e-07,0.0
1945,2.1131489802428405e-07,6.535512131478072e-09
1946,8.07424029858339e-08,1.3921104269343232e-09
1947,7.271731305991125e-08,1.1920870957027319e-09
1948,9.675979839585125e-08,3.2615663503321457e-09
1949,6.282885323116716e-08,2.945102384188658e-09
1950,1.1911605213299481e-07,6.381216888229346e-09
1951,7.996051465397613e-08,2.1322803522849654e-09
1952,7.697706649878455e-08,0.0
1953,7.54167928107563e-08,1.0773827385790469e-09
1954,1.2313395814089745e-07,0.0
1955,9.385608024103931e-08,9.385607846468247e-10
1956,1.1337483840634377e-07,1.744228317335228e-09
1957,8.216584745923683e-08,0.0
1958,1.0174859710332385e-07,0.0
1959,9.61092752049808e-08,0.0
1960,4.567749911643659e-08,3.460416619915918e-09
1961,5.141637871020066e-08,1.3896318540318475e-09
1962,7.800606027785761e-08,5.7077609305622445e-09
1963,9.181795945778504e-08,9.69907976156037e-09
1964,7.909158483698775e-08,1.2167936658258327e-09
1965,7.715581062939236e-08,3.2832261354087677e-09
1966,8.973301390824417e-08,5.539074754423723e-10
1967,7.39550358730412e-08,0.0
1968,1.3653904318289278e-07,1.3474247273492779e-09
1969,9.719362026316958e-08,1.3625273131978588e-09
1970,9.289424696135029e-08,4.5987250119061684e-10
1971,1.4849969431907084e-07,0.0
1972,2.9087931352478336e-07,0.0
1973,7.608220897736828e-08,0.0
1974,6.075617164924552e-08,5.625571675160757e-10
1975,4.740528680713396e-08,5.711480177694739e-10
1976,5.599256169830369e-08,1.7140580066410394e-09
1977,5.05403221495726e-08,0.0
1978,7.841580895728839e-08,5.940591352171509e-10
1979,4.154901134256761e-08,0.0
1980,3.9227540327146926e-08,1.1370301367108482e-09
1981,4.2381181231121445e-08,6.325549528618524e-10
1982,4.531476704983106e-08,1.2415004579935385e-09
1983,6.189009837953563e-08,6.315316047889041e-10
1984,2.7255339318799088e-08,0.0
1985,4.1507352221969995e-08,1.2031116103372597e-09
1986,2.577628777089558e-08,2.997242676272549e-09
1987,5.8052759044358027e-08,6.110816852533674e-10
1988,3.2381390013824785e-08,5.996553809062277e-10
1989,3.786804469996241e-08,2.1952488715726304e-09
1990,3.4871366239030976e-08,0.0
1991,3.458264430378222e-08,5.861465202094962e-10
1992,4.903850481241534e-08,5.509944167592096e-10
1993,8.364203551991523e-08,1.1078414852150331e-09
1994,3.639699386326356e-08,0.0
1995,8.947043994567139e-08,5.422450821690461e-10
1996,4.5907594170557786e-08,0.0
1997,3.787966562640577e-08,9.58978896292706e-10
1998,7.390600131884639e-08,4.768129224785866e-10
1999,5.9869634583265e-08,1.8280804647829996e-09
2000,1.290065227976811e-07,4.4180314962005696e-10
2001,3.592593600387772e-08,1.3143635069212678e-09
2002,2.8039817578928705e-08,4.38122149670761e-10
2003,3.875238263617575e-08,8.333845835650777e-10
2004,5.1536058975898413e-08,4.404791253964646e-10
2005,5.854874629562801e-08,2.251874686720612e-09
2006,5.68268809786332e-08,4.1178899179428186e-10
2007,5.6322161157140727e-08,0.0
2008,3.916844448781376e-08,1.2772318758180745e-09
2009,4.100645512039591e-08,1.430457752249481e-09
2010,4.2514137987836875e-08,1.8895172093635892e-09
2011,3.47981448101109e-08,2.2943831279320648e-09
2012,4.6978687606724634e-08,1.7021263287730903e-09
2013,5.466685237820457e-08,8.367375126105969e-10
2014,6.907770000452729e-08,3.897801192920269e-09
2015,7.159538739642812e-08,4.211493376260478e-09
2016,9.217463059485453e-08,2.899876117012923e-09
2017,5.0815348373589586e-08,3.773417134311785e-09
2018,8.544655116793365e-08,2.323319980845895e-09
2019,1.2984527586468175e-07,2.2958890344426663e-09
