year,petit_ADJ anneau_NOUN,petit_ADJ panneau_NOUN
1989,5.049072560048273e-08,5.5978847557369704e-08
1990,5.1217318608465234e-08,7.246705951979848e-08
1991,5.5097771678447316e-08,9.436959058639616e-08
1992,6.060938517737924e-08,6.667032537155393e-08
1993,4.8191106216677326e-08,8.198026835160022e-08
1994,6.06616550324901e-08,7.91238994324317e-08
1995,6.39849222494604e-08,6.39849178085683e-08
1996,5.711758754856078e-08,7.419948344633553e-08
1997,6.137464825251016e-08,6.616954195681757e-08
1998,3.8145035241576863e-08,7.056830941820635e-08
1999,4.98151910000022e-08,8.226362330221448e-08
2000,4.594752733844132e-08,6.36196536563105e-08
2001,4.381211943238483e-08,7.404247948095133e-08
2002,6.440395727835835e-08,7.667137724709505e-08
2003,5.750353759825799e-08,6.417061459984552e-08
2004,3.788120483960711e-08,5.94646820673006e-08
2005,4.368637107621254e-08,1.0808999295619515e-07
2006,4.364963457348381e-08,8.318137356688737e-08
2007,5.512381728856042e-08,9.426971558923469e-08
2008,6.088138637672103e-08,7.961412507029308e-08
2009,6.294014109897716e-08,8.725792621788742e-08
2010,6.471596575297056e-08,1.0911962161630484e-07
2011,7.074348284952237e-08,1.4722291469260185e-07
2012,9.87233277904842e-08,1.6953178483269937e-07
2013,9.120439159460147e-08,1.51728396569073e-07
2014,8.856670530299482e-08,1.3663958498000284e-07
2015,9.331782124810672e-08,1.4363408040729553e-07
2016,1.019099267196566e-07,1.4395813252576772e-07
2017,9.307761789090208e-08,1.5194292815601251e-07
2018,9.93864682219403e-08,1.6340684355631296e-07
2019,7.857042305658979e-08,1.4821239235907058e-07
