year,petit_ADJ anneau_NOUN,petit_ADJ panneau_NOUN
1800,1.9493819269911228e-07,3.144164484325529e-09
1801,1.9049460497910786e-07,0.0
1802,1.9021641151084623e-07,0.0
1803,2.4769307915839534e-07,0.0
1804,9.14584823430431e-08,0.0
1805,2.0753007845542015e-07,4.264316544322355e-08
1806,2.1324350996110297e-07,0.0
1807,5.4092147649953404e-08,0.0
1808,1.087715486569607e-07,0.0
1809,2.213849894516784e-07,1.3554183553310395e-08
1810,1.1700634106048824e-07,0.0
1811,3.7606151082059114e-08,0.0
1812,9.335229123053068e-08,0.0
1813,8.627224667989708e-08,2.8757416448144113e-09
1814,1.5418718035675738e-07,2.2026740431613234e-08
1815,1.348611817775236e-07,0.0
1816,1.8772591303672925e-07,0.0
1817,1.9927979622025305e-07,1.556873407970727e-09
1818,1.4901472167316854e-07,8.344824387052086e-09
1819,1.35598753558952e-07,0.0
1820,2.1003671690777992e-07,0.0
1821,1.4496388045515118e-07,3.94459531705138e-09
1822,1.162971443591232e-07,2.0051231786055723e-09
1823,1.729470273659217e-07,9.882686891060644e-10
1824,1.271588034867932e-07,8.421112696055388e-09
1825,1.6378123457450044e-07,6.163809906922779e-09
1826,8.279505436803447e-08,5.284790383086602e-09
1827,1.5300673500417972e-07,3.6869092223668076e-09
1828,1.6418418624652986e-07,1.1006761724274838e-08
1829,1.466013153095247e-07,8.573175946935407e-09
1830,1.5237780814914004e-07,1.0436835840010872e-09
1831,1.6994414009374736e-07,0.0
1832,1.7994859469183666e-07,9.470978667991403e-09
1833,1.3437009371841668e-07,2.6642345218874652e-08
1834,1.0921401050190127e-07,1.213489042584115e-08
1835,1.5958114829572878e-07,6.050470346963266e-09
1836,1.236618007993684e-07,6.048674894287842e-09
1837,1.405493921247114e-07,8.349469449164815e-09
1838,1.2182472008959166e-07,1.2624323808552163e-09
1839,1.5241415285416338e-07,7.690622472189546e-09
1840,1.356743695168916e-07,1.2739377552861697e-08
1841,1.7014453668195983e-07,8.988767952189392e-09
1842,9.391571120787034e-08,2.0124794275488966e-08
1843,1.2404513793917715e-07,1.4176587015413133e-08
1844,1.0592923610497351e-07,3.238251289339189e-08
1845,1.1216258277713109e-07,2.4553002853089367e-08
1846,1.287990325504751e-07,8.781752214304106e-09
1847,1.4993162356091716e-07,1.0786447290911383e-08
1848,1.126331028444838e-07,1.6090443422100975e-09
1849,1.1228416241237937e-07,5.02764896381791e-09
1850,1.4867902020654356e-07,2.647708541303473e-08
1851,9.287191460316535e-08,1.2253933201478162e-08
1852,1.204450923442124e-07,3.2552727180501506e-09
1853,1.6482531561834435e-07,1.7318601663873778e-08
1854,1.6366342947549128e-07,8.832629738719788e-09
1855,1.3851105862272561e-07,9.552486801567284e-09
1856,8.852993604868686e-08,2.226191442300518e-08
1857,1.9184330568577934e-07,1.7085281633910654e-08
1858,1.365335657865785e-07,2.2021542589456544e-08
1859,1.3748868221696853e-07,2.036869428678756e-08
1860,1.8034104964925746e-07,5.1722177651924994e-08
1861,1.3770614720742813e-07,3.5369726703038395e-08
1862,1.3102160090205928e-07,5.014964810090561e-08
1863,1.0189026156126602e-07,2.8469339163894603e-08
1864,2.0137857870139442e-07,4.3152550643910104e-08
1865,1.5061901947888146e-07,6.354239934225347e-08
1866,2.1651977455405813e-07,4.135771014546208e-08
1867,1.9750942747975841e-07,3.688136729351754e-08
1868,1.4671425541123995e-07,4.0506968446152314e-08
1869,1.4601722442275644e-07,4.932354202846767e-08
1870,1.8635658127763577e-07,3.4977696738991426e-08
1871,1.8162212711558823e-07,2.6552943177549082e-08
1872,1.48764539797952e-07,8.405801654731704e-08
1873,2.0053115612483907e-07,7.781805777540285e-08
1874,1.7684842923415545e-07,2.927558390153351e-08
1875,2.8550421404816007e-07,5.607096653648114e-08
1876,2.605832505331307e-07,6.348315606530264e-08
1877,1.8925536560132628e-07,9.215376151061605e-08
1878,1.6909448863344778e-07,7.428079018545475e-08
1879,1.6495178867259597e-07,4.581993884311686e-08
1880,1.752072014138406e-07,4.8775632421893533e-08
1881,2.6146903975288183e-07,4.2532295907449225e-08
1882,2.1696556018468982e-07,5.523969703880027e-08
1883,2.3191974163339069e-07,7.89917331545098e-08
1884,1.822068362855589e-07,9.374409515316984e-08
1885,2.139950991963957e-07,8.185957156570112e-08
1886,2.0328410776926376e-07,4.581959456295692e-08
1887,1.7432228904823432e-07,6.659502904682313e-08
1888,1.7753720538138396e-07,7.79895630298455e-08
1889,2.305570330207729e-07,3.5084766203397066e-08
1890,1.3698668210881948e-07,4.653614293914643e-08
1891,1.4278252358224108e-07,4.844407319737343e-08
1892,1.2474339339263452e-07,7.020733505669341e-08
1893,1.3302180001950603e-07,4.865149005883751e-08
1894,1.51867102449188e-07,6.742647151725123e-08
1895,1.576877046716163e-07,5.476939013426829e-08
1896,1.285552273522228e-07,8.49172208106097e-08
1897,1.36927766014594e-07,9.497543107528372e-08
1898,1.3183967517704787e-07,7.355861175728506e-08
1899,1.2602878918244187e-07,5.7486813531681946e-08
1900,1.4638769352259828e-07,9.08434292234972e-08
1901,1.2015788919406134e-07,6.930036289265473e-08
1902,2.0574089143465812e-07,9.231333386594542e-08
1903,1.3662557329929825e-07,7.830319326274093e-08
1904,1.0158041696683995e-07,1.1232966379282061e-07
1905,1.3314758651183922e-07,7.844354077413129e-08
1906,1.5844088174787885e-07,6.018695852816336e-08
1907,1.758852423705548e-07,8.94854762512054e-08
1908,1.4537712167417283e-07,1.3211636362697732e-07
1909,1.0671908290404986e-07,3.5756392069430376e-08
1910,1.2772520441295399e-07,7.749018826608278e-08
1911,1.5961122734609035e-07,1.1013174372465073e-07
1912,1.4690567695652135e-07,9.897900365984924e-08
1913,1.3416564492718663e-07,7.689335301819256e-08
1914,1.3728324343986742e-07,8.638799497973082e-08
1915,2.0851948789868402e-07,4.476689552390667e-08
1916,1.4723198904498247e-07,3.625862321499085e-08
1917,1.217273066789204e-07,2.8512703309502285e-08
1918,1.0797193539247019e-07,3.9053681177847466e-08
1919,1.0404868749924745e-07,1.0036554543013665e-07
1920,1.453868447853779e-07,1.0298234887073932e-07
1921,1.0904756608809407e-07,1.1737758542906818e-07
1922,8.26328759861994e-08,9.148639934508651e-08
1923,1.496848667237316e-07,7.218844899625765e-08
1924,1.3278372490432844e-07,6.832561161296269e-08
1925,1.5287467025615342e-07,8.468597023636448e-08
1926,1.3040981450274103e-07,7.244989941312951e-08
1927,1.3825038225334652e-07,8.807887574846518e-08
1928,1.1540301492196647e-07,7.312666161496395e-08
1929,1.0806193984080892e-07,1.0360577706869378e-07
1930,1.1869072125136881e-07,9.033099357402818e-08
1931,1.3458320413661795e-07,5.930785462737731e-08
1932,1.1507513386632695e-07,5.1509820520045935e-08
1933,7.455930739475036e-08,5.6206244103407244e-08
1934,1.2940107119163713e-07,4.67281626725935e-08
1935,9.454944205344873e-08,1.0053358501238563e-07
1936,8.244806215529366e-08,5.8198631247563526e-08
1937,1.259111871432239e-07,5.4141809147090214e-08
1938,1.1279736855662748e-07,5.445390038882891e-08
1939,9.63525215169625e-08,6.117620365841958e-08
1940,6.846614097888448e-08,3.296517903095264e-08
1941,9.149658097840074e-08,4.427253941230447e-08
1942,1.3047110769548453e-07,6.371844696317908e-08
1943,8.419382169222445e-08,4.064529335323641e-08
1944,6.7476911169706e-08,6.105053529381621e-08
1945,9.367567610496508e-08,3.92130714566008e-08
1946,6.960552134671616e-08,7.238973864787113e-08
1947,1.06095754404123e-07,4.291513411303072e-08
1948,1.0545731199407271e-07,5.6533817627268945e-08
1949,7.362756249129632e-08,6.381055406290415e-08
1950,1.0529007710147198e-07,6.381216777207044e-08
1951,8.635735637696484e-08,8.422507136174318e-08
1952,1.096659610899664e-07,9.27942762629641e-08
1953,1.3251807740033428e-07,9.050014915246152e-08
1954,1.319292328716415e-07,1.1336142091700196e-07
1955,9.479464146977534e-08,6.47606936965417e-08
1956,8.721141675493982e-08,8.37229574557341e-08
1957,1.3694309108913671e-07,8.569986748030445e-08
1958,8.934023265627644e-08,6.452350032049026e-08
1959,7.130687973422312e-08,6.433120347537624e-08
1960,6.920833572898744e-08,5.88270820944814e-08
1961,8.268309370507154e-08,5.350082543653656e-08
1962,1.1352102124995156e-07,6.278537023618469e-08
1963,9.505098486073393e-08,8.211887503328796e-08
1964,7.909158994401366e-08,5.779769818303748e-08
1965,9.302473458205895e-08,4.760677657644763e-08
1966,8.30861193179544e-08,5.7052468638296716e-08
1967,6.803862939719352e-08,3.3526280418527676e-08
1968,7.006608870874231e-08,5.793926338704125e-08
1969,8.629340064736368e-08,5.586362034071257e-08
1970,5.380508194541278e-08,5.334521163691264e-08
1971,7.039604832392854e-08,7.347908281829518e-08
1972,8.823852937211996e-08,7.746521502038917e-08
1973,7.71848513991813e-08,7.497957299484881e-08
1974,8.663380701712242e-08,7.31324326097571e-08
1975,6.682431896720686e-08,6.396857799018107e-08
1976,8.056073119711016e-08,7.541855806536546e-08
1977,1.8923237243839708e-07,6.288156628730945e-08
1978,8.079203972499727e-08,7.188115747069901e-08
1979,1.053355234148512e-07,7.490526032771783e-08
1980,8.584577337877874e-08,9.380498444677698e-08
1981,9.488324170803253e-08,7.717170102949922e-08
1982,7.076552277496262e-08,6.4558023815664e-08
1983,6.062703583609164e-08,8.273064011632414e-08
1984,9.684344459692795e-08,8.524542605137242e-08
1985,1.046707103213862e-07,7.880381047709051e-08
1986,7.972665949651514e-08,7.852776040540022e-08
1987,6.844114680548685e-08,1.0388388749227317e-07
1988,3.2381389958313633e-08,6.956002307489939e-08
