year,tant_ADV été_VERB,tant_ADV eté_VERB
2005,3.557962102718193e-08,0.0
2006,4.529679031861633e-08,4.1178899179428186e-10
2007,3.8746449604332156e-08,0.0
2008,4.2148652568130274e-08,1.7029758714315335e-09
2009,4.291373301157364e-08,4.76819250749827e-10
2010,3.448369056968659e-08,0.0
2011,3.47981448101109e-08,0.0
2012,3.574465523570325e-08,0.0
2013,4.0721225502693414e-08,0.0
2014,3.529675751678951e-08,0.0
2015,4.1893276403470736e-08,0.0
2016,4.059826608227013e-08,0.0
2017,3.7482607240235666e-08,0.0
2018,4.1303465536657313e-08,0.0
2019,4.464228453571195e-08,0.0
