year,tant_ADV été_VERB,tant_ADV eté_VERB
1800,4.7162465932615305e-08,6.288328968651058e-09
1801,5.2386017301842e-08,0.0
1802,1.7902721083373763e-08,0.0
1803,2.5354410126965377e-08,0.0
1804,5.438072037122765e-08,0.0
1805,2.2743021688143017e-08,0.0
1806,8.933174200365102e-08,0.0
1807,5.124519120158766e-08,0.0
1808,9.064295980465431e-09,0.0
1809,7.90660692473466e-08,0.0
1810,3.510190182964834e-08,0.0
1811,5.264861258069686e-08,0.0
1812,4.267533171287141e-08,0.0
1813,2.300593315851529e-08,0.0
1814,1.5733386149463513e-08,0.0
1815,1.1598061178119679e-07,0.0
1816,9.965696534663948e-08,0.0
1817,7.472992535895173e-08,0.0
1818,5.126106117359086e-08,0.0
1819,5.589566853814176e-08,0.0
1820,1.542642635854463e-08,0.0
1821,7.59334568556369e-08,9.86148829262845e-10
1822,2.105379337535851e-08,0.0
1823,4.5460360809101985e-08,0.0
1824,5.3053010873327366e-08,0.0
1825,7.396572243578703e-08,0.0
1826,3.963592831723872e-08,0.0
1827,3.594736597278825e-08,0.0
1828,2.935136400594729e-08,0.0
1829,4.543783305166471e-08,0.0
1830,6.157733167810875e-08,0.0
1831,2.6505050598757407e-08,0.0
1832,7.306183391619925e-08,0.0
1833,4.2859426230279496e-08,0.0
1834,6.067445212920575e-08,0.0
1835,6.42862474364847e-08,0.0
1836,6.25029770162655e-08,0.0
1837,5.5663129217009555e-08,0.0
1838,5.23909449157145e-08,0.0
1839,4.544459031308179e-08,0.0
1840,4.8409635411417185e-08,0.0
1841,5.3290552415319326e-08,0.0
1842,3.152884531232303e-08,0.0
1843,2.658109998776581e-08,0.0
1844,2.8540519281250454e-08,0.0
1845,6.640470928687137e-08,0.0
1846,5.034871009002018e-08,0.0
1847,2.0494249852731627e-08,0.0
1848,2.735375304041554e-08,0.0
1849,7.206296714912241e-08,0.0
1850,3.869727649430388e-08,0.0
1851,1.9993260380601896e-08,0.0
1852,4.948014620254071e-08,0.0
1853,4.538668108011734e-08,0.0
1854,3.273268589509826e-08,0.0
1855,1.963566731433275e-08,0.0
1856,4.34883880018333e-08,0.0
1857,7.615154373752375e-08,0.0
1858,6.361779014696367e-08,0.0
1859,3.258990943777462e-08,0.0
1860,3.753290656050012e-08,0.0
1861,2.9238975685075275e-08,0.0
1862,4.292087041335435e-08,0.0
1863,4.694943456229339e-08,0.0
1864,4.794727814783073e-08,0.0
1865,3.95374932793402e-08,0.0
1866,4.379051787850585e-08,0.0
1867,4.270474107670452e-08,0.0
1868,3.655506830568811e-08,0.0
1869,2.0510780629479086e-08,0.0
1870,3.1537268796455464e-08,0.0
1871,2.8677177965619194e-08,3.18635318130589e-09
1872,2.4794090336399677e-08,0.0
1873,3.4718826924518e-08,0.0
1874,2.5093358502203955e-08,0.0
1875,4.3483606049221635e-08,0.0
1876,6.408775732325012e-08,0.0
1877,2.4120781816350245e-08,0.0
1878,2.959153455606156e-08,0.0
1879,3.665595116331133e-08,0.0
1880,2.6954953824542827e-08,0.0
1881,2.9284532132578533e-08,0.0
1882,1.3976308999019693e-08,0.0
1883,1.8326083761621703e-08,0.0
1884,1.8484751507230612e-08,0.0
1885,3.996294140051759e-08,0.0
1886,2.452316216761119e-08,0.0
1887,2.546280519766242e-08,0.0
1888,1.775372027168487e-08,0.0
1889,2.255449160770695e-08,0.0
1890,3.604912635069013e-08,0.0
1891,2.677172439291553e-08,0.0
1892,2.6954603882245465e-08,0.0
1893,2.2170299374124625e-08,0.0
1894,2.3945849747519787e-08,0.0
1895,1.9861428057765806e-08,0.0
1896,2.8305738197786923e-08,0.0
1897,1.5732126712464378e-08,0.0
1898,1.1316709347397591e-08,5.6583548957434e-10
1899,2.65323762960179e-08,0.0
1900,2.803168719367477e-08,0.0
1901,2.9620316865930363e-08,0.0
1902,2.4060391012881155e-08,0.0
1903,2.052083658554693e-08,0.0
1904,2.203596238814498e-08,0.0
1905,3.251278357652154e-08,0.0
1906,2.572092228092515e-08,0.0
1907,1.7485668024619372e-08,5.142843373384665e-10
1908,2.2592390180875555e-08,0.0
1909,3.300590023513905e-08,0.0
1910,2.9927242906069296e-08,5.344150677544235e-10
1911,4.8947441655400326e-08,0.0
1912,4.219631222213138e-08,0.0
1913,3.181793672979438e-08,0.0
1914,2.74566485103378e-08,0.0
1915,3.7698438148936475e-08,0.0
1916,3.186363883855847e-08,0.0
1917,1.0966424213165737e-08,0.0
1918,2.067547733020092e-08,0.0
1919,1.749491218561161e-08,0.0
1920,3.104614876292544e-08,0.0
1921,4.1650110915725236e-08,0.0
1922,3.9103056792555435e-08,0.0
1923,3.8217415010421973e-08,0.0
1924,2.5783249313349188e-08,0.0
1925,2.74954441437103e-08,0.0
1926,2.452150482668003e-08,0.0
1927,4.2367055641534535e-08,2.2298449753321847e-09
1928,3.7705934374798744e-08,0.0
1929,3.230717737778832e-08,0.0
1930,2.2057568216382606e-08,0.0
1931,1.9389105432310316e-08,0.0
1932,1.53433514782364e-08,0.0
1933,2.408838994938378e-08,0.0
1934,3.1152108448395666e-08,0.0
1935,3.111753699158726e-08,0.0
1936,3.394919900756577e-08,0.0
1937,1.6368453259474336e-08,0.0
1938,2.3337385357535823e-08,0.0
1939,9.176430282309411e-09,0.0
1940,4.564409294971483e-08,0.0
1941,5.017554371988808e-08,0.0
1942,2.4273694165799498e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,1.927911696952833e-08,0.0
1945,2.6142048525912287e-08,0.0
1946,3.3410650246423756e-08,0.0
1947,2.9802176726434482e-08,0.0
1948,4.240036233227329e-08,0.0
1949,3.337782672474532e-08,0.0
1950,3.19060831088791e-08,0.0
1951,4.051332780363737e-08,0.0
1952,2.319856839960721e-08,0.0
1953,2.0470272588113403e-08,0.0
1954,2.5408594339637602e-08,0.0
1955,3.472674947602172e-08,0.0
1956,2.3547082506070183e-08,0.0
1957,2.2087593976038988e-08,0.0
1958,2.1507833736222892e-08,0.0
1959,2.8677767716089875e-08,0.0
1960,2.629916728835724e-08,0.0
1961,3.196153386397782e-08,0.0
1962,2.3465238641051656e-08,0.0
1963,1.6165133231993423e-08,0.0
1964,2.981144575642247e-08,0.0
1965,3.994591679656878e-08,0.0
1966,2.4925835617750636e-08,0.0
1967,3.500538170442269e-08,0.0
1968,3.1439910230801615e-08,0.0
1969,2.4071315607443466e-08,0.0
1970,3.632992928714884e-08,4.5987250119061684e-10
1971,2.569198720436816e-08,0.0
1972,4.001514497531389e-08,0.0
1973,2.260413545229767e-08,0.0
1974,1.5751600912494723e-08,0.0
1975,3.7695770060963696e-08,0.0
1976,2.6853577139718254e-08,0.0
1977,2.6445517775641747e-08,0.0
1978,3.148513272321907e-08,0.0
1979,3.3356247541860284e-08,0.0
1980,2.9562784220615868e-08,0.0
1981,3.415796712147312e-08,0.0
1982,3.1037512115972277e-08,0.0
1983,3.34711742766558e-08,0.0
1984,2.0876431250371752e-08,0.0
1985,2.5866899733273385e-08,5.414002135495366e-09
1986,3.416856841909066e-08,0.0
1987,3.116516467116526e-08,0.0
1988,3.597932263232906e-08,0.0
1989,3.0733485090195245e-08,1.6464366536794728e-09
1990,4.0320017546946474e-08,1.6345953479657283e-09
1991,3.106576684785978e-08,0.0
1992,2.4243753671271406e-08,2.2039776670368383e-09
1993,3.877445209354846e-08,0.0
1994,2.6902124972139063e-08,0.0
1995,3.470368525881895e-08,0.0
1996,3.3096171137003694e-08,0.0
1997,3.6441196726855196e-08,1.438468344439059e-09
1998,4.5297227302398824e-08,0.0
1999,3.153438754566196e-08,4.570201161957499e-10
2000,3.1368024622224766e-08,3.5344251969604557e-09
2001,3.504969470213837e-08,0.0
2002,4.4250338504525644e-08,0.0
2003,3.958576755280774e-08,4.1669229178253886e-10
2004,4.669078634833568e-08,8.809582507929292e-10
