year,seront_VERB à_ADP,seront_VERB a_ADP,seront_VERB pas_ADV
1922,2.282733248648583e-06,3.1725122751069534e-08,7.0326482273230795e-06
1923,2.2941064798942534e-06,2.9724655181695425e-08,7.366406407527393e-06
1924,2.2599017484026263e-06,1.9337436318878076e-08,7.410105808958178e-06
1925,2.0577590476023033e-06,3.299453421590215e-08,7.030035249044886e-06
1926,2.1289124561008066e-06,2.452150527076924e-08,7.3475343924656045e-06
1927,1.9801022972387727e-06,1.2264147253304714e-08,7.055229616526049e-06
1928,2.1766609279438853e-06,3.1992915872081085e-08,7.484056823159335e-06
1929,2.1144492166058626e-06,3.787738167559951e-08,7.723643648205325e-06
1930,2.140634478564607e-06,3.151081107155562e-08,6.58365888739354e-06
1931,2.2411525151255773e-06,2.623232031595535e-08,7.291444489965215e-06
1932,2.263144324388122e-06,4.055028712812714e-08,7.150001692934893e-06
1933,2.2620145045948448e-06,4.014731880275235e-08,7.6165197242517024e-06
1934,2.3819382022338687e-06,2.516131836216573e-08,7.4082108767470345e-06
1935,2.05256083063432e-06,2.752705263731059e-08,6.5598164837865625e-06
1936,1.8987302610184997e-06,4.12240299674238e-08,7.074771019688342e-06
1937,2.202186578870169e-06,6.16964799249331e-08,7.533265943493461e-06
1938,2.171673486373038e-06,4.148868537612316e-08,7.337014721997548e-06
1939,2.287989900651155e-06,5.8117391787959605e-08,7.211144747998333e-06
1940,1.9626959328888915e-06,6.085878978545622e-08,6.8187200668035075e-06
1941,2.083760819004965e-06,9.444808490854939e-08,5.79084826313192e-06
1942,1.83569807177264e-06,3.6410541248699246e-08,5.309870630298974e-06
1943,1.927748144225916e-06,1.1612940831184915e-08,5.240339760348434e-06
1944,1.9600436189648462e-06,2.5705489292704442e-08,5.7098318393400405e-06
1945,2.0499724087130744e-06,3.267756110147957e-08,6.278448836383177e-06
1946,2.110439481839421e-06,2.645009811175214e-08,6.0250540627748705e-06
1947,1.947870259755291e-06,4.410722165282266e-08,6.105869942985009e-06
1948,1.673183533057454e-06,2.5005342685346932e-08,5.7947163440985605e-06
1949,2.119492137353518e-06,5.595694752003055e-08,6.463518275268143e-06
1950,1.8739507368081831e-06,3.5096692441172195e-08,5.968564892100403e-06
1951,1.870009896265401e-06,3.19842060614306e-08,5.477828381117433e-06
1952,1.828468953135598e-06,5.166953864765844e-08,5.4959518820396625e-06
1953,1.70980638358742e-06,2.3702420026694426e-08,5.257627890387084e-06
1954,1.662308363847842e-06,2.443134095031496e-08,5.7296379054605495e-06
1955,1.6171402421605308e-06,2.7218262754757916e-08,5.257817520032404e-06
1956,1.7110879753090558e-06,3.5756680061282964e-08,5.0678554543992504e-06
1957,1.6733561096771155e-06,3.0039128351422306e-08,5.434431841422338e-06
1958,1.6900193031688104e-06,2.48167307259628e-08,5.119691650179448e-06
1959,1.8175503555539763e-06,2.9452841832089405e-08,5.488304395839805e-06
1960,1.6381612795157707e-06,2.3530833559437525e-08,5.0868125072156545e-06
1961,1.7849821460913518e-06,4.168895717526766e-08,4.920686478726566e-06
1962,1.7205727544933325e-06,2.7904608845830126e-08,5.384320957091404e-06
1963,1.6766475710028317e-06,2.1984581488609933e-08,4.835961135540856e-06
1964,1.7923371160577517e-06,1.8251905320454398e-08,5.120876267028507e-06
1965,1.6137055354192853e-06,3.337946508086276e-08,5.256444637780078e-06
1966,1.6218410792134819e-06,2.326411419062424e-08,4.930884188070195e-06
1967,1.8335917957301717e-06,3.007504723040455e-08,5.319831871020142e-06
1968,1.693712874839548e-06,2.0660512634051997e-08,5.2446262088778894e-06
1969,2.716425342441653e-06,2.99756011123975e-08,7.811368959664833e-06
1970,2.0450529518711846e-06,2.7132477625757545e-08,7.046626251394628e-06
1971,1.7999806232182891e-06,2.106742980068077e-08,5.3567791837849654e-06
1972,1.735528712742962e-06,2.5137719017465088e-08,5.2332629820739385e-06
1973,1.6269464140350465e-06,1.709093200297218e-08,5.078763479104964e-06
1974,1.8266231336383498e-06,3.544110294129155e-08,5.562002570513869e-06
1975,1.6306275938404724e-06,2.341706917263764e-08,5.1717452151933685e-06
1976,1.6340686670446303e-06,2.3425460182746605e-08,5.158743533684174e-06
1977,1.5303139662137255e-06,2.3507126911681553e-08,5.034051355323754e-06
1978,1.6592072142884717e-06,3.5643549001207475e-08,4.747126695292536e-06
1979,1.715798589430051e-06,1.8726315165196183e-08,4.9039535952033475e-06
1980,1.6106031353047001e-06,3.240535872972572e-08,4.914812961942516e-06
1981,1.6939821989581105e-06,1.2018544104375195e-08,4.723287929664366e-06
1982,1.7232026721103466e-06,2.7313010853013964e-08,5.042974862590199e-06
1983,1.5756713764858432e-06,3.726036634787988e-08,4.700489625975024e-06
1984,1.5587735333610908e-06,2.7835240778983916e-08,4.823035396839259e-06
1985,1.5893103864073055e-06,1.564045115642898e-08,4.639799954020418e-06
1986,1.5285937706721597e-06,1.7384007400256252e-08,4.894497578789014e-06
1987,1.47209573242435e-06,1.3443797297618687e-08,4.7303833525802474e-06
1988,1.4949408750908333e-06,1.4991384633677995e-08,4.681509381043725e-06
1989,1.733149019855773e-06,1.8659615852456568e-08,5.3503704293689225e-06
1990,1.5773844097566325e-06,1.6890817911008327e-08,4.877087576460326e-06
1991,1.6060414509411203e-06,2.0515128540399274e-08,4.77181902169832e-06
1992,1.5785990399308503e-06,9.917899501665772e-09,4.4663606786343735e-06
1993,1.573688791722816e-06,9.970573366935298e-09,4.502821866481099e-06
1994,1.5228713436954422e-06,6.329911927949183e-09,4.723169240605785e-06
1995,1.534011289550108e-06,7.591431094855494e-09,4.57275291410042e-06
1996,1.5149505543377018e-06,9.60856594289794e-09,4.453570454643341e-06
1997,1.6163589862117078e-06,1.5343662784772505e-08,4.5983038035046775e-06
1998,1.589217504260887e-06,2.050295500044541e-08,4.538305347523419e-06
1999,1.4889715203025844e-06,6.855301576402795e-09,4.590310254570795e-06
2000,1.528197117295349e-06,7.952456693161025e-09,4.759103376272833e-06
2001,1.4681440916319843e-06,1.3581756497238473e-08,4.54682140116347e-06
2002,1.4988158909545746e-06,1.4458031272202021e-08,4.669943791668629e-06
2003,1.4534226693285746e-06,1.0000615113803235e-08,4.6715372263861354e-06
2004,1.476045554227312e-06,1.1892936080393213e-08,4.520196853263769e-06
2005,1.4231849263524055e-06,1.1259373988714572e-08,4.4663684093393385e-06
2006,1.447850081603974e-06,1.2353669365250397e-08,4.281370365788462e-06
2007,1.3824893585479003e-06,1.677681391032415e-08,4.465828169486485e-06
2008,1.393885781908466e-06,1.1069342942260363e-08,4.524807081907056e-06
2009,1.465265540900873e-06,1.2397300297450897e-08,4.541226644505514e-06
2010,1.3254963278086507e-06,4.723792912386671e-09,4.2712536014732905e-06
2011,1.4993794366091606e-06,6.1183551280930004e-09,4.324912424635841e-06
2012,1.5169349580901326e-06,5.106379125097149e-09,4.134465143579291e-06
2013,1.414923190168338e-06,5.578250139581797e-09,3.933781954401638e-06
2014,1.3157244893591269e-06,4.11434586400361e-09,3.767874659388326e-06
2015,1.3547709158956422e-06,4.433150652127793e-09,3.7156453345232876e-06
2016,1.404368504154263e-06,3.5212779914139958e-09,3.904683126165764e-06
2017,1.813252652027586e-06,4.276539233849519e-09,3.966616077377694e-06
2018,1.3529466968975612e-06,2.5814667625745358e-09,3.7219585919956444e-06
2019,1.3688600120076444e-06,2.5509878653906526e-09,3.6152598568151006e-06
