year,avait_VERB été_VERB,avait_VERB eté_VERB,avait_VERB pété_VERB
1800,5.056445297668688e-05,1.7921738049153646e-07,0.0
1801,5.325752863427624e-05,1.73826322225068e-07,2.3811825844433088e-09
1802,3.8792957639088854e-05,7.161088433349505e-08,0.0
1803,4.8109017370734364e-05,1.014176405078615e-07,0.0
1804,6.584022048627958e-05,1.1370514130248921e-07,0.0
1805,5.492155469255522e-05,8.52863308864471e-08,0.0
1806,5.6428845709888265e-05,1.2967511509032192e-07,0.0
1807,9.621569188311696e-05,1.9074599322266295e-07,0.0
1808,6.825415039202198e-05,4.668112296712934e-07,0.0
1809,8.453066402580589e-05,5.24095071341435e-07,0.0
1810,7.649640610907227e-05,9.126494404654295e-08,0.0
1811,0.00010521198419155553,2.0307321335621964e-07,0.0
1812,0.00011577284021768719,2.1337666566978442e-07,0.0
1813,0.00011576010729186237,3.192073165791953e-07,0.0
1814,9.093897097045556e-05,1.4789382873914292e-07,0.0
1815,0.0001119887238019146,3.074834751259914e-07,0.0
1816,8.802954835118726e-05,2.2944279010062019e-07,0.0
1817,9.886613406706601e-05,1.665854512111764e-07,0.0
1818,0.00010814773122547194,2.2411813915823586e-07,0.0
1819,0.00010264825687045231,2.960400422580278e-07,0.0
1820,0.00011420775990700349,2.6106258133040683e-07,0.0
1821,0.00011471968173282221,2.504818041870749e-07,0.0
1822,0.00012697141210082918,1.8647645561031823e-07,0.0
1823,0.00013324925384949893,1.6009953185402992e-07,0.0
1824,0.00013576012861449271,1.7768547877494711e-07,0.0
1825,0.00013103027595207095,2.491940449544927e-07,0.0
1826,0.00014358687622006983,4.765119570038223e-07,0.0
1827,0.00015570278628729284,6.737826652170043e-07,0.0
1828,0.00015071374946273863,7.54880375097855e-07,0.0
1829,0.00016280975250992924,3.2749531442277657e-07,2.571952872898464e-09
1830,0.00015255209291353822,2.46309326712435e-07,0.0
1831,0.00014529757027048618,2.182768810143898e-07,1.5591206103948707e-09
1832,0.0001543363614473492,1.6641862998767465e-07,0.0
1833,0.0001483051892137155,1.760711541010096e-07,1.1583628500844156e-09
1834,0.00014552440552506596,1.0081293311259287e-07,0.0
1835,0.00014572708460036665,1.6185008178126736e-07,7.563087933704082e-10
1836,0.0001437144965166226,1.438240531115298e-07,0.0
1837,0.00014941375411581248,1.384620276212445e-07,6.957890930081589e-10
1838,0.00015231562429107726,1.4896701827638026e-07,0.0
1839,0.00015517718566115946,1.2095252088784036e-07,0.0
1840,0.00016632785263936967,1.3312649116414832e-07,1.2739377330817092e-09
1841,0.00015052077651489526,1.7078659197977686e-07,6.420548537278137e-10
1842,0.00016829762898851186,2.1466448174578545e-07,0.0
1843,0.00014998178812675178,1.6480281317399204e-07,1.1813822142769936e-09
1844,0.00017242370813619345,1.7179196731831325e-07,0.0
1845,0.0001593802444403991,1.6294265492433624e-07,5.580227946389016e-10
1846,0.00015358816017396748,2.054929950645601e-07,0.0
1847,0.00016478401084896177,1.7905502147641528e-07,0.0
1848,0.00015304263797588646,2.2848429637178924e-07,0.0
1849,0.00016757991397753358,2.639515628288791e-07,0.0
1850,0.0001518155331723392,2.3422036576903338e-07,0.0
1851,0.00015869553317315876,2.0444720405521366e-07,0.0
1852,0.00015196394815575331,1.2955985084772692e-07,0.0
1853,0.00015113585686776787,1.6124215562740574e-07,2.9859659189668264e-09
