year,petit_ADJ appât_NOUN,petit_ADJ papa_NOUN
1800,0.0,2.2009151834367913e-08
1801,0.0,2.6193008650921e-08
1802,0.0,1.7902721083373763e-08
1803,0.0,9.751696339321825e-09
1804,0.0,3.213406074564773e-08
1805,0.0,1.7057265822018053e-08
1806,0.0,2.0171682990621775e-08
1807,0.0,5.693910232196231e-09
1808,0.0,1.8128591960930862e-08
1809,0.0,6.77709142138383e-08
1810,0.0,2.3401267146283544e-08
1811,2.5070767684098882e-09,4.512738271955641e-08
1812,0.0,7.734903562095496e-08
1813,0.0,8.627225156487839e-09
1814,0.0,6.922689976818219e-08
1815,0.0,2.4275012000529728e-08
1816,0.0,2.3176038865813098e-09
1817,3.113746815941454e-09,5.7604317427184526e-08
1818,0.0,5.245317957758289e-08
1819,0.0,1.2421260464634543e-08
1820,0.0,3.441279616822612e-08
1821,0.0,3.155676331356716e-08
1822,0.0,3.5089655625597516e-08
1823,0.0,3.656594316225892e-08
1824,0.0,4.294767297352564e-08
1825,0.0,4.402721387464226e-08
1826,0.0,2.9066348328221636e-08
1827,0.0,1.013900075008678e-08
1828,0.0,6.787502582206173e-08
1829,0.0,1.3717081692732336e-08
1830,0.0,4.0703660886265425e-08
1831,0.0,1.980083226271745e-07
1832,0.0,2.841293600397421e-08
1833,0.0,3.8225973497674204e-08
1834,0.0,3.4537765314368585e-08
1835,0.0,1.0588323107185715e-07
1836,0.0,2.1506400216253496e-08
1837,0.0,5.427154903259179e-08
1838,6.312161904276081e-10,1.5780404538645598e-08
1839,0.0,3.915226187700682e-08
1840,6.369688665408546e-10,1.0191501864653674e-08
1841,1.926164561183441e-09,2.247191988047348e-08
1842,0.0,4.9641162291891305e-08
1843,0.0,2.8943864194275193e-08
1844,5.488561272137815e-10,2.195424464446205e-08
1845,0.0,1.6182660544927785e-08
1846,0.0,4.215241067306863e-08
1847,0.0,2.1572894581822766e-08
1848,0.0,5.63165514222419e-08
1849,0.0,3.351765798242923e-08
1850,0.0,1.425689166723032e-08
1851,0.0,2.192809134271556e-08
1852,0.0,5.989701756803356e-08
1853,0.0,1.6721408258035808e-08
1854,0.0,3.273268556203135e-08
1855,0.0,1.2205955357558196e-08
1856,0.0,1.346069211649592e-08
1857,0.0,4.344543191869832e-08
1858,0.0,2.7893952869728622e-08
1859,0.0,2.6479302084325695e-08
1860,0.0,2.2428201851276697e-08
1861,0.0,2.7824186454861177e-08
1862,0.0,2.0330938710344526e-08
1863,3.496234635136375e-09,4.3453202203114216e-08
1864,0.0,3.5960459832118374e-08
1865,0.0,3.6242702672328875e-08
1866,1.4596839292835284e-09,4.525020003143254e-08
1867,9.7056229719783e-10,3.785192959071537e-08
1868,4.93987406535723e-10,2.222943251695142e-08
1869,5.371870948067681e-09,3.41846337903462e-08
1870,1.1468097582678638e-09,4.529898589566983e-08
1871,0.0,2.3366589108064773e-08
1872,0.0,4.1726641142325605e-08
1873,0.0,1.4965010730616513e-08
1874,5.974609140757536e-10,2.3898436563030145e-08
1875,0.0,4.7488676435669674e-08
1876,0.0,4.2926705967616385e-08
1877,0.0,2.4739264858908427e-08
1878,0.0,4.227362010444935e-08
1879,0.0,4.215434479259983e-08
1880,0.0,3.9790646333415225e-08
1881,0.0,3.834879080955034e-08
1882,0.0,3.194585018739815e-08
1883,0.0,3.6652166579553835e-08
1884,0.0,2.5086449362277108e-08
1885,6.445635691854079e-10,3.867381437316908e-08
1886,0.0,3.872078380151578e-08
1887,0.0,2.3504128421336645e-08
1888,0.0,2.6630582183884144e-08
1889,0.0,5.450668894013688e-08
1890,0.0,2.3595790488162294e-08
1891,0.0,2.2309769476258623e-08
1892,0.0,3.384996727362477e-08
1893,0.0,3.325545000487651e-08
1894,0.0,2.7726772211522643e-08
1895,0.0,1.5648397688750038e-08
1896,0.0,7.607167595846676e-08
1897,0.0,3.321226604846572e-08
1898,0.0,3.734514231190644e-08
1899,0.0,2.984892333302014e-08
1900,0.0,4.2566633995377856e-08
1901,5.588738916095792e-10,3.129693837422565e-08
1902,0.0,1.6694964355412623e-08
1903,0.0,3.024123329531392e-08
1904,0.0,2.0961038238453966e-08
1905,0.0,2.6835946298486846e-08
1906,1.0288369045596824e-09,5.5042774782521064e-08
1907,0.0,4.2685600332159623e-08
1908,0.0,4.5184779695617294e-08
1909,5.500983557560346e-10,6.2161115699233e-08
1910,0.0,5.878565900729882e-08
1911,1.0640748282497725e-09,4.9479478625436e-08
1912,5.209421227725386e-10,6.042928707428175e-08
1913,5.30298971401777e-10,3.2878535449754054e-08
1914,0.0,5.826167037703556e-08
1915,0.0,7.304072546787665e-08
1916,0.0,6.592477141964537e-08
1917,0.0,5.9218693615470386e-08
1918,0.0,2.5270028736201766e-08
1919,0.0,2.762354434082681e-08
1920,0.0,3.104614965110386e-08
1921,7.572747429129834e-10,3.3320087855504e-08
1922,0.0,4.1316437437988185e-08
1923,0.0,9.342034656967257e-08
1924,1.289162443462999e-09,1.0828964380760198e-07
1925,0.0,5.279125470103452e-08
1926,0.0,4.2355324580967135e-08
1927,0.0,9.922810151330452e-08
1928,0.0,6.741364066975564e-08
1929,0.0,7.352668185411915e-08
1930,0.0,5.882018072611572e-08
1931,0.0,4.44808918587114e-08
1932,4.383814644626227e-09,6.137340424761106e-08
1933,0.0,4.817678300739203e-08
1934,0.0,5.990790441501304e-08
1935,0.0,7.300653148689662e-08
1936,0.0,5.2136273520630994e-08
1937,0.0,2.6441348222050465e-08
1938,0.0,3.370955670156661e-08
1939,0.0,7.647024968804317e-08
1940,0.0,6.339457314652464e-08
1941,0.0,1.4757512545315876e-08
1942,0.0,8.49579275818968e-08
1943,2.9032352077962287e-09,4.064529335323641e-08
1944,0.0,6.105053707017305e-08
1945,0.0,9.367567610496508e-08
1946,0.0,6.542918828955635e-08
1947,2.3841741914054637e-09,1.5139505715744406e-07
1948,1.0871887834440486e-09,5.979538331146728e-08
1949,0.0,9.227987662896453e-08
1950,1.0635361480382244e-09,7.125692191856103e-08
1951,0.0,8.422507313810002e-08
1952,0.0,1.2021076467583214e-07
1953,0.0,9.480967910757698e-08
1954,0.0,1.1727043380815871e-07
1955,9.385607846468247e-10,4.035811329572425e-08
1956,8.72114158667614e-10,1.0378158599166909e-07
1957,0.0,6.537928004535232e-08
1958,0.0,8.768577869355809e-08
1959,0.0,7.673240698391481e-08
1960,0.0,3.391208480696406e-08
1961,6.948159270159238e-10,5.5585273939229296e-08
1962,1.9025869768540815e-09,5.200404246119561e-08
1963,0.0,6.013429465490105e-08
1964,0.0,7.239922206192517e-08
1965,0.0,5.472043557164241e-08
1966,5.539074754423723e-10,7.920876632372398e-08
1967,0.0,7.444806704448581e-08
1968,8.982831700699023e-10,1.1093797380734571e-07
1969,2.7250546263957176e-09,2.3162964879475112e-08
1970,4.5987250119061684e-10,4.736686798345602e-08
1971,0.0,5.806389113960364e-08
1972,5.130146862875051e-10,4.052815949506794e-08
1973,1.6539611902288698e-09,5.3478075856538965e-08
1974,5.625571675160757e-10,5.2317817411662304e-08
1975,0.0,3.8838065208324224e-08
1976,5.713526873840635e-10,4.62795678446426e-08
1977,5.876781838942691e-10,7.16967374359001e-08
1978,0.0,3.683166571732954e-08
1979,5.851973350345929e-10,5.032697159013111e-08
1980,0.0,5.855705237367559e-08
1981,0.0,7.274382146649216e-08
1982,0.0,4.841851863890412e-08
1983,6.315316047889041e-10,5.431171734571194e-08
1984,0.0,6.610869507372996e-08
1985,0.0,5.9554025266805866e-08
1986,0.0,5.1552574042990074e-08
1987,6.110816852533674e-10,5.3775188524340933e-08
1988,5.996553809062277e-10,4.9771396781750354e-08
1989,0.0,3.7868043589739386e-08
1990,0.0,5.176218542679578e-08
1991,1.1722930404189924e-09,9.495573571882687e-08
1992,1.1019888335184191e-09,3.526364344974553e-08
1993,0.0,4.81911048844097e-08
1994,0.0,6.277162734047437e-08
1995,0.0,5.4224508438949215e-08
1996,0.0,7.099662546750096e-08
1997,2.3974471297094624e-09,8.726708089490387e-08
1998,9.536258449571733e-10,6.627699677963506e-08
1999,0.0,6.352579751123244e-08
2000,0.0,5.8759817567199946e-08
2001,4.3812117822561447e-10,6.703253951911847e-08
2002,2.1906108038649563e-09,6.703268873309298e-08
2003,3.7502307925763034e-09,5.83369190731986e-08
2004,1.3214374039449694e-09,6.959570186815256e-08
2005,9.007499190971657e-10,5.7647995710397026e-08
2006,0.0,8.812284169046336e-08
2007,2.7961355453243186e-09,8.787855199088312e-08
2008,8.514879357157668e-10,1.0345578704828995e-07
2009,1.907277002999308e-09,8.916519966817305e-08
2010,9.447586046817946e-10,1.2329099652319542e-07
2011,1.529588788962144e-09,1.2045511743608017e-07
2012,0.0,1.5080839399495005e-07
2013,2.5102124823206395e-09,1.6316381490355525e-07
2014,4.330890313042346e-09,1.9164190590004182e-07
2015,2.438232948875907e-09,1.9860515898528774e-07
2016,1.2428040818690533e-09,1.6301446059685532e-07
2017,7.54683426862357e-10,1.6829439175580774e-07
2018,5.421080029321956e-09,2.625351624985228e-07
2019,1.7856913725466939e-09,1.780589480304684e-07
