year,tout_ADV osé_VERB,tout_ADV posé_VERB
1800,6.288328791015374e-08,6.288328968651058e-09
1801,4.524246932646747e-08,7.143547753329926e-09
1802,1.7902721083373763e-08,0.0
1803,6.826187615160961e-08,7.801356893821776e-09
1804,3.460591457837836e-08,2.4718509461507665e-09
1805,1.1371510844071508e-08,0.0
1806,4.610670600868616e-08,1.152667650217154e-08
1807,4.27043254092041e-08,2.8469551160981155e-09
1808,9.064295980465431e-09,0.0
1809,3.388545621874073e-08,0.0
1810,2.106114038724627e-08,0.0
1811,7.521229861140455e-09,0.0
1812,1.0668832928217853e-08,1.8670457180292033e-08
1813,3.4508900625951355e-08,0.0
1814,8.810695817373926e-08,0.0
1815,5.933891955578474e-08,0.0
1816,4.6352077731626196e-08,0.0
1817,3.7364962679475866e-08,0.0
1818,3.337929754820834e-08,5.960588467246453e-09
1819,4.5544620519422097e-08,1.035105001712111e-09
1820,2.3732962262101864e-08,1.1866481131050932e-09
1821,1.1143481515318854e-07,0.0
1822,5.3135764233047666e-08,1.0025615893027862e-09
1823,5.336650943377208e-08,0.0
1824,5.221090049190025e-08,8.421112696055388e-10
1825,6.780191341704267e-08,8.805443041381977e-10
1826,4.051672775062798e-08,0.0
1827,1.1060727445055818e-08,3.6869092223668076e-09
1828,4.1275356466030644e-08,2.7516904310687096e-09
1829,2.4004892296147773e-08,8.573175946935407e-09
1830,1.5655253093882493e-08,4.174734336004349e-09
1831,3.274153215215847e-08,6.236482441579483e-09
1832,6.764985016616265e-08,6.76498479457166e-09
1833,2.4325620628928846e-08,2.3167257001688313e-09
1834,2.9870498963191494e-08,8.401078055442213e-09
1835,2.3445572594482655e-08,4.5378527602224494e-09
1836,2.352262562510532e-08,6.72075017860152e-09
1837,4.800944708449606e-08,2.922314124020886e-08
1838,3.850418650586107e-08,1.1361890983607736e-08
1839,3.216078425793967e-08,8.38977065598101e-09
1840,5.6053259811505995e-08,8.91756390952736e-09
1841,4.8796167106957e-08,5.778493683550323e-09
1842,4.024958855097793e-08,1.2745703159566801e-08
1843,2.3036953678001737e-08,1.5357968674578615e-08
1844,2.5796238034558883e-08,1.3172546664552698e-08
1845,3.627148004170522e-08,7.254296274794569e-09
1846,3.33706573485415e-08,1.0538101946622191e-08
1847,6.040410482910374e-08,6.47186837454683e-09
1848,3.298540818263973e-08,7.24069959545659e-09
1849,4.692472543865733e-08,5.865590679832167e-09
1850,3.1229383523623255e-08,8.82569484161877e-09
1851,4.837079004005318e-08,5.159551008659946e-09
1852,3.711010876372711e-08,9.114763388495817e-09
1853,7.1663180278847e-08,5.3747388761848924e-09
1854,2.7537021551893304e-08,8.832629738719788e-09
1855,5.943769565419643e-08,7.960405667972736e-09
1856,3.520488789376941e-08,8.801221973442352e-09
1857,2.9289054737091647e-08,6.345961978126979e-09
1858,3.327699715782728e-08,4.893676130990343e-09
1859,4.68479939286226e-08,2.036869339860914e-09
1860,3.661747172145624e-08,4.1194655464593666e-09
1861,3.584132457490341e-08,8.017138064531082e-09
1862,5.2860439581081664e-08,9.487771512883825e-09
1863,3.2465035104678464e-08,1.2486552236623538e-08
1864,3.3563097190381086e-08,2.2535221688713136e-08
1865,3.3418594114209554e-08,7.530950973944073e-09
1866,4.5736761933312664e-08,2.092213513549268e-08
1867,2.3778776281346836e-08,1.358787216076962e-08
1868,2.1735445443482604e-08,1.8277534152844055e-08
1869,1.5627261262807224e-08,3.076617005604021e-08
1870,2.695002976338401e-08,1.2614907340946502e-08
1871,5.098165090089424e-08,1.805600113868877e-08
1872,2.8422494580127022e-08,3.0236697590169115e-09
1873,1.3767810003173508e-08,1.7359413462259e-08
1874,2.6288279997288555e-08,8.961913877669758e-09
1875,3.2612703648737806e-08,1.4875970677508121e-08
1876,4.0508300713781864e-08,1.3301232115736639e-08
1877,2.1028373708986692e-08,2.1646856751544874e-08
1878,3.623453181944569e-08,1.3889904337816006e-08
1879,5.1318330918093125e-08,6.720257683667796e-09
1880,2.9522093214495726e-08,7.059631101924424e-09
1881,3.5559789779426865e-08,9.064259565150223e-09
1882,2.6621540527571597e-08,1.0648616211028639e-08
1883,1.1374810426900694e-08,9.479008078461248e-09
1884,2.3105940272216685e-08,3.300848483434038e-09
1885,4.060750313783501e-08,7.090199094506033e-09
1886,4.711028722681476e-08,5.808117542471791e-09
1887,2.285123557044244e-08,7.1818169189441505e-09
1888,1.1413106904001324e-08,1.1413106904001324e-08
1889,8.771191772893872e-09,5.6386229019267375e-09
1890,1.5730527991308918e-08,4.5880703680722945e-09
1891,1.0836173736095134e-08,1.1473596295275001e-08
1892,1.6298132621272998e-08,7.522214851007902e-09
1893,1.9091091374434654e-08,5.542574843531156e-09
1894,1.5123694296903523e-08,7.561847148451761e-09
1895,3.1296796265678495e-08,1.3240951446391591e-08
1896,1.6511680911435178e-08,5.3073260231073505e-09
1897,9.905413378419325e-09,1.0488084178916779e-08
1898,2.9423445013776472e-08,6.224190496340043e-09
1899,3.4823742112166656e-08,4.4220627160029835e-09
1900,3.529916270395006e-08,1.8168686111152965e-08
1901,2.179608138419553e-08,4.470991243898936e-09
1902,1.6203935970793282e-08,3.437198747846537e-09
1903,1.0800440541913758e-08,1.0260418292773466e-08
1904,2.1498500757388683e-08,1.4511488011237361e-08
1905,2.3223416079076742e-08,1.1353670004154992e-08
1906,1.0802787109298606e-08,1.388929860013377e-08
1907,1.7999951751335175e-08,9.771402131875107e-09
1908,1.620758460774141e-08,1.178733399775922e-08
1909,1.7603147384193107e-08,1.265226234892225e-08
1910,2.0842188419578633e-08,6.412980813053082e-09
1911,1.5429085564733214e-08,5.852411444351446e-09
1912,2.344239469209697e-08,5.730363183964471e-09
1913,2.8105844762649212e-08,7.424185766158331e-09
1914,1.5402511266415786e-08,6.027069177072519e-09
1915,1.5314990164938536e-08,0.0
1916,1.3184954461564757e-08,3.2962386153911893e-09
1917,3.180263163926611e-08,0.0
1918,3.445912710731136e-08,1.4932290071101306e-08
1919,1.2890987832747669e-08,4.603924352863942e-09
1920,2.4988365154854364e-08,1.514446301698058e-08
1921,2.574734203619755e-08,5.300923366924337e-09
1922,2.2871599725249325e-08,1.1066902949607993e-08
1923,1.8047112249064412e-08,1.8047112249064412e-08
1924,2.0626599095407983e-08,1.0313299547703991e-08
1925,1.6497267552040284e-08,1.5397448649423495e-08
1926,1.5604593173179637e-08,6.687683296036084e-09
1927,3.9022285847067906e-08,7.804457524684949e-09
1928,2.2852082892654835e-08,6.85562484559199e-09
1929,1.7824650200282122e-08,4.4561625500705304e-09
1930,4.096405348263943e-08,7.352522590764465e-09
1931,1.2545892325022123e-08,6.843213995466613e-09
1932,2.520693342944469e-08,6.575721966939341e-09
1933,4.588264879146209e-09,8.02946331646126e-09
1934,9.585264137967897e-09,5.990790086229936e-09
1935,1.0771455727365264e-08,1.3165112555668657e-08
1936,1.2124714565686645e-08,6.0623572828433225e-09
1937,1.3850230295986421e-08,7.554670666820584e-09
1938,9.075650453382877e-09,5.186085783037697e-09
1939,9.176430282309411e-09,3.058810094103137e-09
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,0.0,5.9030051957620344e-09
1942,3.944475324146879e-08,9.102635090130207e-09
1943,1.1612940831184915e-08,1.7419411690866582e-08
1944,9.639558484764166e-09,6.4263723231761105e-09
1945,8.714016175304096e-09,2.178504043826024e-09
1946,2.7842208538686464e-09,5.568441707737293e-09
1947,4.7683483828109274e-09,1.1920871401116528e-08
1948,1.522064252412747e-08,1.0871888278529696e-08
1949,1.47255123650325e-08,4.908504269707237e-09
1950,2.7651939404904624e-08,1.2762433776458693e-08
1951,6.396841278899501e-09,1.0661401761424827e-09
1952,1.0544804140977249e-08,3.1634410646574906e-09
1953,6.464296653518886e-09,7.54167928107563e-09
1954,1.8567819282111486e-08,3.9090144454689835e-09
1955,2.815682353940474e-09,5.631364707880948e-09
1956,1.3081712602058815e-08,5.232684952005684e-09
1957,1.501956425897788e-08,7.068030161150318e-09
1958,4.9633461784992505e-09,4.9633461784992505e-09
1959,4.650448914844674e-09,3.875373910666724e-09
1960,4.844583401109048e-09,6.2287499602575735e-09
1961,1.042223907177231e-08,5.55852741612739e-09
1962,9.512934440181198e-09,9.512934440181198e-09
1963,1.1638896069143811e-08,3.2330267352165265e-09
1964,1.1559539991878864e-08,4.258777719368112e-09
1965,1.5321720781003023e-08,4.3776345326485e-09
1966,1.2185964237687585e-08,4.985167390003653e-09
1967,7.888536934785861e-09,2.9582012395223956e-09
1968,1.4821671889819754e-08,4.940557296606585e-09
1969,8.175163657142548e-09,4.087581828571274e-09
1970,1.103694025061941e-08,5.518470125309705e-09
1971,8.735275613958038e-09,2.569198631618974e-09
1972,9.234264020108185e-09,1.128632298730281e-08
1973,1.4885650045926013e-08,3.3079223804577396e-09
1974,6.1881286761433785e-09,3.937900228123681e-09
1975,1.028066431985053e-08,1.7134440533084216e-09
1976,7.427584769459372e-09,3.4281161798155324e-09
1977,7.639816779203557e-09,2.9383909194713453e-09
1978,1.1881182260253809e-08,2.970295565063452e-09
1979,1.345953837272873e-08,1.1118749476679568e-08
1980,1.4212877097463661e-08,5.6851505725319385e-09
1981,6.958104314946922e-09,8.223214109648325e-09
1982,4.966001831974154e-09,9.311253101884631e-09
1983,6.315316269933646e-09,3.78918940668882e-09
1984,7.538710988796993e-09,2.8995041922996734e-09
1985,1.0226449020933615e-08,3.6093347199894765e-09
1986,9.591176741707841e-09,4.7955883708539204e-09
1987,5.49973533381376e-09,3.6664902225425067e-09
1988,1.199310784016916e-08,5.99655392008458e-09
1989,7.683371272548811e-09,3.841685636274406e-09
1990,1.6345952147389653e-08,3.2691906959314565e-09
1991,9.96449056600568e-09,4.68917216167597e-09
1992,8.264915862810085e-09,6.060938417817852e-09
1993,1.4955860550003308e-08,3.323524566667402e-09
1994,8.439882570598911e-09,1.002236066360851e-08
1995,7.591431483433553e-09,2.1689803286761844e-09
1996,1.014237493990322e-08,6.939520069693117e-09
1997,1.1507746755512471e-08,5.274384040632185e-09
1998,1.0966696883940585e-08,5.72175506974304e-09
1999,1.1425503210205079e-08,9.140402212892695e-09
2000,9.719669513685858e-09,3.976228346580513e-09
2001,3.5049694258049158e-09,3.066848330846028e-09
2002,5.257465574004527e-09,4.381221607729913e-09
2003,5.8336921959778465e-09,6.667076668520622e-09
2004,1.0131019578807354e-08,4.404791198453495e-09
2005,1.0808999029165989e-08,7.656374312325909e-09
2006,7.412201963319376e-09,3.706100981659688e-09
2007,1.0385647009059085e-08,9.586750421286538e-09
2008,8.940623352771127e-09,3.4059516873519158e-09
2009,6.675469510497578e-09,5.245011536203492e-09
2010,8.502827775203059e-09,7.558068837454357e-09
2011,9.942326961720482e-09,1.1854312975678738e-08
2012,8.510632198976964e-09,9.19148224198807e-09
2013,1.1714325509615264e-08,1.1435412616833673e-08
2014,1.537466154388767e-08,9.744502982300673e-09
2015,1.440773989003219e-08,8.644644111654998e-09
2016,1.677785377296459e-08,1.0978102121805833e-08
2017,1.1320251402935355e-08,1.0314006537726073e-08
2018,1.5488799576246493e-08,1.2649186864610584e-08
2019,1.403043281555938e-08,1.3010037214211678e-08
