year,sont_VERB à_ADP,sont_VERB a_ADP,sont_VERB pas_ADV
1800,3.650689541245811e-05,1.7921737427428752e-07,0.00011848469148389995
1801,3.497481156955473e-05,2.952666449118624e-07,0.00011288472160231322
1802,3.557046875357628e-05,1.991677720525331e-07,0.00011228810762986541
1803,3.8844907976454124e-05,2.6914681683365416e-07,0.00012315806816332042
1804,3.48036628565751e-05,2.2493843143678305e-07,0.00011743763752747327
1805,3.604768789955415e-05,2.587018670396901e-07,0.0001114806073019281
1806,3.3101732697105035e-05,2.161251897447869e-07,0.00010809428931679577
1807,3.061330789932981e-05,2.3345032218458073e-07,0.000117337258416228
1808,3.500631282804534e-05,2.402038470350476e-07,0.00011042578262276947
1809,3.301121250842698e-05,2.8915590122302604e-07,0.00011006674321833998
1810,2.8884183848276734e-05,1.9657064953548797e-07,0.00011165680916747078
1811,2.7224346922594123e-05,2.4820059252306237e-07,9.933539695339277e-05
1812,2.8104373996029608e-05,1.920389944842782e-07,0.00010989164729835466
1813,2.8018350349157117e-05,1.7254449602432942e-07,0.00010941046639345586
1814,2.690409019123763e-05,2.2341407479586906e-07,9.979686728911474e-05
1815,2.690750261535868e-05,1.6453063977905913e-07,0.00010519441275391728
1816,2.9848421036149375e-05,2.3639560708943463e-07,0.00011992904910584912
1817,3.0710885766893625e-05,2.5065662401235755e-07,0.00010931742144748569
1818,2.8492806450231e-05,2.145811848208723e-07,0.0001091502999770455
1819,2.7401300030760467e-05,3.5504102813277427e-07,0.00010736730473581702
1820,2.6777901439345442e-05,1.946102861083432e-07,0.00010520703654037789
1821,2.9078570150886662e-05,2.54426405277286e-07,0.00011052164336433634
1822,2.880960892071016e-05,1.9750463309264887e-07,0.00010528099664952606
1823,2.4758106519584544e-05,2.8165656296152974e-07,9.411974315298721e-05
1824,2.5100811399170198e-05,1.7347492065056258e-07,9.275686898035929e-05
1825,2.7944954126724042e-05,2.1133062944045378e-07,9.808383038034663e-05
1826,2.748267252172809e-05,1.6206691766385006e-07,9.922194294631481e-05
1827,2.876342296076473e-05,1.5300673500417972e-07,0.00010770844528451562
1828,2.8940445190528408e-05,1.8436325355253302e-07,0.00010857986490009353
1829,2.8345491955406033e-05,1.7146351760644052e-07,0.00010673946962924674
1830,2.824416515068151e-05,2.0351830176679186e-07,0.00011165640171384439
1831,3.052290412597358e-05,2.790825877063696e-07,0.00011168448691023514
1832,2.7469895940157585e-05,2.0159654767759605e-07,0.0001088919016183354
1833,2.9421258659567684e-05,1.7722952172505302e-07,0.00011018115765182301
1834,2.9274955522851087e-05,2.632337752217495e-07,0.00010789410589495674
1835,2.922150270023849e-05,2.5563236505377063e-07,0.00010285875032423064
1836,2.804300129355397e-05,2.4261907416445183e-07,0.0001007420287351124
1837,2.8267822926864028e-05,2.4352618810397075e-07,0.00010212653432972729
1838,2.70267828454962e-05,2.505928269336266e-07,9.594360017217696e-05
1839,2.786102777463384e-05,2.111425452255844e-07,0.00010274322266923264
1840,2.746163954725489e-05,2.802662894541008e-07,0.00010378643492003903
1841,2.7813173801405355e-05,2.696630416743062e-07,0.00011057725350838155
1842,2.677335578482598e-05,2.5223076782765474e-07,0.00010673722135834396
1843,2.713812136789784e-05,2.563599474925127e-07,0.00011212675599381328
1844,2.6120063921553083e-05,2.590600929330833e-07,0.00010944081441266462
1845,2.545309325796552e-05,2.801274421315725e-07,0.00010820787429111078
1846,2.751966894720681e-05,2.7164885807451356e-07,0.00011098378308815882
1847,2.66241877397988e-05,3.9801989704102425e-07,0.00010903210932156071
1848,2.768199919955805e-05,3.3709477875731864e-07,0.00011106267629656941
