year,soit_VERB à_ADP,soit_VERB a_ADP,soit_VERB pas_ADV
1837,5.770874849986285e-06,2.2265250865238784e-08,1.698073356237728e-05
1838,5.397529548645252e-06,6.943378094703689e-09,1.6353549654013477e-05
1839,7.977972018125001e-06,1.188550780018005e-08,1.8602917407406494e-05
1840,5.484302164404653e-06,1.2102408408765086e-08,1.7769520127330907e-05
1841,5.53001837033662e-06,1.3483151928284087e-08,1.876597889349796e-05
1842,5.826128017361043e-06,1.2074877098200432e-08,1.8649647245183587e-05
1843,5.7031224969250616e-06,1.0041748821354446e-08,1.9512299331836402e-05
1844,5.496794074133504e-06,1.4270259418580622e-08,1.9596358470153064e-05
1845,5.532237992156297e-06,3.180729912788394e-08,1.8799788449541666e-05
1846,5.588707153947325e-06,1.2879902921980602e-08,1.9434603018453345e-05
1847,5.594391041086055e-06,1.6718993300912643e-08,1.958171560545452e-05
1848,5.4779916354164016e-06,2.011305433313737e-08,1.8921557057183236e-05
1849,6.069210030545946e-06,1.7596771373362685e-08,1.9853347112075426e-05
1850,5.448848241940141e-06,1.425689166723032e-08,1.8471500879968517e-05
1851,5.6432591009070165e-06,2.3217978872835943e-08,1.8641458154888824e-05
1852,5.699331268260721e-06,1.4323199959420663e-08,1.902511576190591e-05
1853,5.753359346272191e-06,1.5527022778627497e-08,1.818453165469691e-05
1854,5.628982762573287e-06,3.273268656123207e-08,1.7962451238417998e-05
1855,5.794113803858636e-06,1.3798036491152743e-08,1.8174136130255647e-05
1856,5.636923560814466e-06,2.7439102989745834e-08,1.8701042790780775e-05
1857,5.517569661606103e-06,1.8549734193129552e-08,1.5972298569977283e-05
1858,5.824453182867728e-06,1.3212924976357954e-08,1.838309435697738e-05
1859,5.8621099014999345e-06,2.0368694064742954e-08,1.7179974747705273e-05
1860,5.771828909928445e-06,1.6935580715582432e-08,1.707747287582606e-05
1861,6.418426437448943e-06,1.6034277017240584e-08,1.8687949705054052e-05
1862,6.101088729337789e-06,1.5361153821169538e-08,1.8042577721644193e-05
1863,6.00353405388887e-06,1.9479021395873986e-08,1.7988626495935023e-05
1864,5.983340997772757e-06,1.0068928801842958e-08,1.8080918380292132e-05
1865,6.325057256617583e-06,1.6003270930653457e-08,1.7896834833663888e-05
1866,6.011951427353779e-06,2.4814626353730773e-08,1.7632981325732544e-05
1867,6.090278475312516e-06,1.261730986357179e-08,1.725902438920457e-05
1868,6.331436452455819e-06,1.5807597231187742e-08,1.703169800748583e-05
1869,6.105375632614596e-06,2.637100249280877e-08,1.7406327970093116e-05
1870,5.9399012570793275e-06,2.1789385851178622e-08,1.7490569007350132e-05
1871,6.0264560488576535e-06,2.4428708167434365e-08,1.7470774764660746e-05
1872,5.928811333433259e-06,1.814201766592305e-08,1.768121001077816e-05
1873,6.309847321972484e-06,1.1373408770332105e-08,1.759406404744368e-05
1874,6.272742211876903e-06,1.9716210775122534e-08,1.701210203464143e-05
1875,6.571173798874952e-06,2.9179788363364878e-08,1.6801264791865833e-05
1876,6.078663318476174e-06,1.209202915575247e-08,1.7508049495518208e-05
1877,6.243571533559589e-06,9.277224211068358e-09,1.6508511180290952e-05
1878,5.847649390489096e-06,2.174071972449454e-08,1.585562677064445e-05
1879,6.285273684625281e-06,1.8938908552534883e-08,1.6878844689927064e-05
1880,6.018014573783148e-06,1.8611753915820373e-08,1.6586924175499007e-05
1881,6.333825695037376e-06,1.7431268706236125e-08,1.6251520719379187e-05
1882,6.292001216934295e-06,2.1297231977968067e-08,1.6872067135409452e-05
1883,6.007163392496295e-06,1.327061183165057e-08,1.6871370462467894e-05
1884,6.19041111349361e-06,2.772712726084592e-08,1.6248097381321713e-05
1885,6.322523859125795e-06,3.6095559929893994e-08,1.611666812095791e-05
1886,6.043669145583408e-06,3.033128015417219e-08,1.5711602827650495e-05
1887,6.0856104937556665e-06,1.3710741431083306e-08,1.712341145321261e-05
1888,6.114254574640654e-06,2.7264642987745447e-08,1.6337862689397298e-05
1889,5.801516635983717e-06,2.3181005337491456e-08,1.6026846424210817e-05
1890,6.195861715241335e-06,3.5393687092266646e-08,1.6903108189580962e-05
1891,6.030012173141586e-06,4.716922941128132e-08,1.6858537492225878e-05
1892,6.155052233225433e-06,2.507404972540428e-08,1.599786992301233e-05
1893,6.1565688156406395e-06,2.9560399572581275e-08,1.6332736777258106e-05
1894,6.089807357056998e-06,3.5918773511056656e-08,1.5917057680781e-05
1895,6.041485448804451e-06,2.467631921021507e-08,1.6171416064025834e-05
1896,6.26146538706962e-06,1.1794057730440954e-08,1.6046995369833894e-05
1897,6.30566955805989e-06,2.5054868513230133e-08,1.6146406778716482e-05
1898,6.315289738267893e-06,2.4330925718629715e-08,1.7188383935717866e-05
1899,6.263851901167072e-06,2.984892333302014e-08,1.6486003005411476e-05
1900,6.219400802365271e-06,2.491705508589348e-08,1.579741365276277e-05
1901,6.456670234911144e-06,3.129693815218104e-08,1.6240315744653344e-05
1902,7.296681815205375e-06,2.7497589094593877e-08,1.599917777639348e-05
1903,6.3852203311398625e-06,1.6200661034915242e-08,1.673690348980017e-05
1904,6.539843980135629e-06,4.192207736508635e-08,1.6460864571854472e-05
1905,6.36940876574954e-06,2.6835946798087207e-08,1.6829751984914765e-05
1906,6.4863024817896076e-06,2.2634412066846465e-08,1.655089909036178e-05
1907,6.2716976572119165e-06,2.674278487546644e-08,1.6885498553165235e-05
1908,6.136780484666815e-06,1.7189861534205875e-08,1.6630454410915263e-05
1909,6.369588845700491e-06,3.6306491590920587e-08,1.632361818337813e-05
1910,6.082712388888467e-06,2.4583092561591968e-08,1.681216417637188e-05
1911,6.369552011165069e-06,4.3095030433093484e-08,1.6182450053747743e-05
1912,6.534698059112998e-06,3.07355862427805e-08,1.6799342120066285e-05
1913,6.473889698099811e-06,3.6590629692856425e-08,1.6425479770987295e-05
1914,6.096045581216458e-06,2.5447626228469744e-08,1.6319294445565902e-05
1915,5.74076511838939e-06,3.769843870404799e-08,1.5739098671474494e-05
1916,6.134299837867729e-06,3.515987789803887e-08,1.646361306484323e-05
1917,6.743254289176548e-06,1.5352994542361387e-08,1.7204127289005555e-05
1918,6.072847099858336e-06,2.8715940736390166e-08,1.625781624170486e-05
1919,6.293564183579292e-06,3.683139282451009e-08,1.595443973201327e-05
1920,6.740043318131939e-06,3.407504278740703e-08,1.7241971363546327e-05
1921,6.4633400143065955e-06,3.4077364041706915e-08,1.718104977044277e-05
1922,6.255013886402594e-06,3.024953565411437e-08,1.648304532864131e-05
1923,6.374876647896599e-06,2.9724655181695425e-08,1.6817784853628837e-05
1924,6.658523943769978e-06,1.9337436762967286e-08,1.6164807675522752e-05
1925,6.4185364863078576e-06,3.739380560752181e-08,1.5893467207206413e-05
1926,6.420175850507803e-06,2.563611800621146e-08,1.6382593457819894e-05
1927,6.3104612308961805e-06,1.56089151603922e-08,1.6421692635049112e-05
1928,6.294606009760173e-06,3.427812289569232e-08,1.6243260688497685e-05
1929,6.360057795973262e-06,2.1166771890790415e-08,1.639199399505742e-05
1930,6.5805074882518966e-06,3.7812972863982e-08,1.6714384400984272e-05
1931,6.343659151752945e-06,1.9389106320488736e-08,1.629255166335497e-05
1932,6.3631068769609556e-06,1.4247397372990633e-08,1.5958181393216364e-05
1933,6.558924724231474e-06,2.982372127036115e-08,1.645925294724293e-05
1934,6.2160438574210275e-06,2.156684431042777e-08,1.551374953123741e-05
1935,6.309679520200007e-06,3.4708024898577605e-08,1.59872342919698e-05
1936,6.413974006136414e-06,3.6374142808881516e-08,1.6384126865887083e-05
1937,6.240158199943835e-06,3.7773354444325946e-08,1.56255773617886e-05
1938,6.236268291104352e-06,4.148868559816776e-08,1.6321908333338797e-05
1939,6.3990305534389336e-06,7.95290642230384e-08,1.6148987924680114e-05
1940,6.347064754663734e-06,2.0793420252296357e-07,1.5635638192179613e-05
1941,6.271943220781395e-06,1.033025864849435e-07,1.4946409464755561e-05
1942,6.411289632524131e-06,5.158159921414551e-08,1.514375071565155e-05
1943,6.102600309532136e-06,2.6129116870166058e-08,1.5445211829501204e-05
1944,5.9893791330978274e-06,5.462416652335378e-08,1.587635233590845e-05
1945,6.487584869319107e-06,5.664110513947662e-08,1.7382284568157047e-05
1946,6.363336979120504e-06,6.403707875080045e-08,1.701158907962963e-05
1947,6.196468802954769e-06,4.410722298509029e-08,1.759878250595648e-05
1948,6.243725238164188e-06,3.261566305923225e-08,1.664159935899079e-05
1949,6.2720864661969244e-06,4.9085041253782435e-08,1.659565168665722e-05
1950,6.657736321358243e-06,3.7223764293159434e-08,1.764087392075453e-05
1951,6.6249949668417685e-06,6.290226917116115e-08,1.7738440874381922e-05
1952,6.493490218417719e-06,6.115986195265322e-08,1.7354637748212554e-05
1953,6.547254997713026e-06,3.986316210458085e-08,1.7192873201565817e-05
1954,6.395147465809714e-06,5.570345562588841e-08,1.7164482414955273e-05
1955,6.592450972675579e-06,7.320774075836312e-08,1.7449721781304106e-05
1956,6.371666131599341e-06,5.9303762567353147e-08,1.6874537323019467e-05
1957,6.3921497712726705e-06,6.714628841830717e-08,1.662577415117994e-05
1958,6.892433248140151e-06,4.715178791858676e-08,1.724018329696264e-05
1959,6.638515515078325e-06,6.588135781360194e-08,1.756707024469506e-05
1960,6.585172741324641e-06,6.505583455274078e-08,1.6965730537776835e-05
1961,6.714701157761738e-06,7.295567189258279e-08,1.7095251678256318e-05
1962,6.867704541946296e-06,5.898019284078515e-08,1.724568210192956e-05
1963,6.7706041591009125e-06,6.466053059650534e-08,1.67962207342498e-05
1964,6.71913448968553e-06,7.118243011694503e-08,1.8029231796390377e-05
1965,6.669873528153403e-06,5.690925153345461e-08,1.7482630937593058e-05
1966,6.500104063889012e-06,7.920876954337075e-08,1.695067658147309e-05
1967,6.648557700827951e-06,1.1586288567455583e-07,1.7488886442151852e-05
1968,6.450571618188405e-06,7.141351088257863e-08,1.6858080925885588e-05
1969,6.769035735487705e-06,8.67475719867894e-08,1.7565247617312707e-05
1970,6.725175353494706e-06,1.0852991316756544e-07,1.7878923245007172e-05
1971,6.773949280614033e-06,1.4849968965613414e-07,1.6981890439637937e-05
1972,6.600446795346215e-06,8.926455236091257e-08,1.653394974709954e-05
1973,6.3633397076046094e-06,7.332560930661813e-08,1.666145362833049e-05
1974,6.474470410466893e-06,7.14447597194301e-08,1.6474486983497627e-05
1975,6.516798748634756e-06,5.483021148222633e-08,1.6193189367186278e-05
1976,6.375153134285938e-06,8.627425562846014e-08,1.6169851733138785e-05
1977,6.250545084185433e-06,6.581995826149267e-08,1.5671614164602943e-05
1978,6.383759682648815e-06,7.30692755190887e-08,1.563623118272517e-05
1979,6.771318567189155e-06,8.01720336784939e-08,1.6998226783471182e-05
1980,6.486756774393143e-06,6.42422040009194e-08,1.5706365957157686e-05
1981,6.187652616063133e-06,5.882761100473033e-08,1.6159248843905516e-05
1982,6.6947914092452265e-06,7.635227949887025e-08,1.6035219232435338e-05
1983,6.30710610494134e-06,6.694235044069075e-08,1.597901245986577e-05
1984,6.361512532748748e-06,4.001315923041204e-08,1.569559572089929e-05
1985,6.161736109788762e-06,4.752290960752248e-08,1.5542998880846426e-05
1986,6.3253810367314145e-06,4.016305293896849e-08,1.5543701010756195e-05
1987,6.152981313789496e-06,5.1330862782528186e-08,1.5284374967450276e-05
1988,6.1464675127353985e-06,2.5785181434478943e-08,1.5173679457802791e-05
1989,6.198833943926729e-06,3.402635706528656e-08,1.5288811482605524e-05
1990,6.122104423411656e-06,4.740326375873849e-08,1.5347215594374575e-05
1991,6.135781859484268e-06,6.38899714799912e-08,1.5665351384086534e-05
1992,6.055428457329981e-06,3.636563183917474e-08,1.52757693285821e-05
1993,6.103652594902087e-06,2.4372512508197275e-08,1.5288766007870436e-05
1994,6.165861577756004e-06,2.4792155328690058e-08,1.574143607285805e-05
1995,6.130080691946205e-06,2.982347968583099e-08,1.5123757293622475e-05
1996,6.139339802757604e-06,3.469759835006414e-08,1.533633803774137e-05
1997,6.294737431744579e-06,4.26745603299139e-08,1.585144127602689e-05
1998,6.152316927909851e-06,3.051602670556264e-08,1.560227246955037e-05
1999,6.11035875408561e-06,1.6909744743331956e-08,1.5492067177547142e-05
2000,6.059330189600587e-06,2.827540224181746e-08,1.554749542265199e-05
2001,5.940485152677866e-06,1.9715453131174954e-08,1.55791512952419e-05
2002,6.174893769639311e-06,1.664864135442201e-08,1.578685623826459e-05
2003,6.212881999090314e-06,3.083522948088557e-08,1.562804391141981e-05
2004,6.0905049394932576e-06,2.2904914187549252e-08,1.5347173757618293e-05
2005,5.922430773352971e-06,3.873224752037885e-08,1.5310946764657274e-05
2006,5.9355265875638e-06,5.188541107870037e-08,1.543096914247144e-05
2007,6.0304655562504195e-06,3.7947553682693425e-08,1.547740976093337e-05
2008,5.923801381868543e-06,3.193079822771949e-08,1.5332743714679964e-05
2009,6.096134256949881e-06,4.100645401017289e-08,1.555193739477545e-05
2010,6.10928145761136e-06,3.4011309324455397e-08,1.561402496008668e-05
2011,6.244928499654634e-06,2.3326228643094638e-08,1.528824031993281e-05
2012,6.154888978926465e-06,3.40425272693512e-08,1.5432498912559822e-05
2013,6.3575316744390875e-06,2.2034088054123657e-08,1.6478430552524514e-05
2014,6.379184924298897e-06,1.9922095528812633e-08,1.6333737221430056e-05
2015,6.309925083769485e-06,3.036708264014809e-08,1.6204274288611487e-05
2016,6.515607310575433e-06,4.101253231469926e-08,1.655145752010867e-05
2017,6.708632099616807e-06,3.169670331759633e-08,1.703773159533739e-05
2018,6.561055670317728e-06,4.491752009228023e-08,1.6659752873238176e-05
2019,6.527212462970056e-06,2.44894819423358e-08,1.6314077583956532e-05
