year,grand_ADJ acte_NOUN,grand_ADJ pacte_NOUN
1869,1.4924034985597245e-06,1.4650557211837167e-08
1870,1.083735241991235e-06,4.587239033071455e-09
1871,1.1481492947496008e-06,1.274541272522356e-08
1872,1.0304665920557454e-06,6.047339518033823e-09
1873,9.511761049907363e-07,2.0951015478054558e-08
1874,9.224796713169781e-07,6.5720701658555924e-09
1875,8.685278203302005e-07,8.010138330405425e-09
1876,8.035153769014869e-07,1.5115036333668286e-08
1877,7.687726224503422e-07,7.421779191219002e-09
1878,8.829147759570333e-07,6.039088784604019e-09
1879,9.982637720895582e-07,1.832797580370027e-09
1880,9.543337000650354e-07,8.984985200299889e-09
1881,7.976548772603564e-07,2.5101027034679646e-08
1882,7.201126663858304e-07,6.655385131892899e-10
1883,6.970230970182456e-07,3.791603475633565e-09
1884,7.314680487979786e-07,3.9610181801208455e-09
1885,6.271603751883958e-07,1.4180398189012067e-08
1886,6.188872134771373e-07,1.0325542199041138e-08
1887,5.784627319371793e-07,3.264462256069578e-09
1888,7.240981858558371e-07,3.804368819970705e-09
1889,6.803938390476105e-07,3.759081934617825e-09
1890,6.606821330024104e-07,1.376421138177264e-08
1891,6.53357574265101e-07,5.736798147637501e-09
1892,6.337465947581222e-07,8.775916882086676e-09
1893,6.620297767767624e-07,3.695050043717174e-09
1894,5.003421961191634e-07,1.1972924873759894e-08
1895,5.59129262001079e-07,5.416753268150387e-09
1896,7.200272307272826e-07,2.3588115349859606e-09
1897,4.7254647483896406e-07,1.1653427112179315e-09
1898,6.410916171262215e-07,4.52668391659472e-09
1899,5.162758043297799e-07,1.6582735185011188e-09
1900,6.141015660432458e-07,1.4534948578059925e-08
1901,5.180760922485206e-07,5.58873880507349e-09
1902,3.761277298508503e-07,2.0132164380015638e-08
1903,4.7251927526303916e-07,1.0800440541913758e-09
1904,5.036023935645062e-07,5.912087708281888e-09
1905,4.60855773098956e-07,3.096455536422127e-09
1906,4.336547476668784e-07,7.201858220895474e-09
1907,4.1039891129912576e-07,5.142843373384665e-10
1908,4.356402030225581e-07,1.964555629285769e-09
1909,3.6911600886924134e-07,7.701377313651392e-09
1910,4.3768594082393975e-07,3.740905363258662e-09
1911,4.059445473103551e-07,1.1172785363555704e-08
1912,4.2300499103475886e-07,2.6047106693738442e-09
1913,3.7280017295415746e-07,3.1817937728995105e-09
1914,4.0180461269301304e-07,1.9420556718330317e-08
1915,3.522447684645158e-07,4.005459075528961e-08
1916,4.790533694176702e-07,3.4061130804730055e-08
1917,3.728584374584898e-07,7.676496771580332e-09
1918,4.812791871700028e-07,1.1486376294556067e-08
1919,4.6315477675307193e-07,1.5653341733923298e-08
1920,3.263631924710353e-07,9.086678076641874e-09
1921,2.8473530733208463e-07,7.572747762196741e-09
1922,3.430739923260262e-07,1.1804696553596727e-08
1923,3.779277619742061e-07,6.369568872344189e-09
1924,3.58387154619777e-07,6.445812106292692e-09
1925,2.4745901328060427e-07,3.629398848126186e-08
1926,2.909142153839639e-07,4.458455493683289e-09
1927,3.177529208642227e-07,1.0034302500017134e-08
1928,3.279273812495376e-07,1.1426041002238208e-08
1929,3.108173416421778e-07,5.570203187588163e-09
1930,3.1090667107491754e-07,3.046045016219523e-08
1931,2.81712317473648e-07,1.2545892325022123e-08
1932,2.9371557275226223e-07,1.753525857850491e-08
1933,2.8561947829075507e-07,1.4911861079269784e-08
1934,2.67189250280353e-07,1.9170528275935794e-08
1935,1.9627985636816447e-07,1.0771455727365264e-08
1936,2.1097002900205553e-07,1.2124714565686645e-08
1937,2.2538101518421172e-07,7.554670777842887e-09
1938,2.618973269363778e-07,2.5930428915188486e-09
1939,1.9117562999326765e-07,9.176430282309411e-09
1940,2.5864986241685983e-07,5.0715658339584024e-09
1941,2.1250818349471956e-07,2.9515025978810172e-09
1942,2.0632640485018783e-07,9.102635090130207e-09
1943,2.29355578085233e-07,2.9032352077962287e-09
1944,2.666944567408791e-07,6.4263723231761105e-09
1945,2.65777487129526e-07,4.357008087652048e-09
1946,2.6589307822177943e-07,4.1763312808029696e-09
1947,2.9325343575692386e-07,7.152522574216391e-09
1948,2.533149938699353e-07,4.348755133776194e-09
1949,2.061571677813845e-07,2.9451024952109606e-09
1950,2.222790556061227e-07,2.1270722960764488e-09
1951,1.8977294757860363e-07,4.264560704569931e-09
1952,2.256588089721845e-07,5.272401959466322e-09
1953,1.3467284531998303e-07,6.464296320451979e-09
1954,1.504970583710019e-07,2.9317608341017376e-09
1955,1.4641548773397517e-07,4.6928039232341234e-09
1956,1.42154604532152e-07,3.488456634670456e-09
1957,1.5638016748198424e-07,5.301022731885041e-09
1958,1.795076798316586e-07,8.272243445794913e-10
1959,1.7671705165867024e-07,3.8753737996444215e-09
1960,1.660999942032504e-07,5.536666736194462e-09
1961,1.71619532807199e-07,1.1811870370692645e-08
1962,1.6362247379220207e-07,7.610347574349419e-09
1963,1.3966675282972574e-07,1.1638896069143811e-08
1964,2.2997400606072915e-07,5.475571551727398e-09
1965,1.7018055586959235e-07,4.924839036579698e-09
1966,1.5897144578502775e-07,2.215629901769489e-09
1967,1.740408492878487e-07,3.9442684118817795e-09
1968,2.3804504678537342e-07,6.737123747768692e-09
1969,3.4971535001204757e-07,6.812636538233718e-09
1970,1.6509422096078197e-07,5.058597457585634e-09
1971,1.515827250386792e-07,7.707596116901527e-09
1972,1.431311034139071e-07,4.617132176587546e-09
1973,1.3507349194696872e-07,4.9618833486420044e-09
1974,1.2207490840410173e-07,9.000914957812967e-09
1975,1.056623801787282e-07,3.4268881066168433e-09
1976,1.4798034442264907e-07,5.142174019923118e-09
1977,1.3692901745798736e-07,2.3507127355770763e-09
1978,1.0217816992508233e-07,5.940591241149207e-09
1979,1.7614439684621175e-07,5.851973239323627e-09
1980,1.0858637722321873e-07,8.527726136353664e-09
1981,9.804601575069682e-08,2.0874313610974582e-08
1982,1.1670104527183867e-07,9.311253101884631e-09
1983,8.462523481966855e-08,1.2630632095778083e-09
1984,1.0844146203226046e-07,5.799008606643952e-09
1985,1.2031115659283387e-07,6.015557829641693e-09
1986,8.871838730328818e-08,2.997242676272549e-09
1987,1.1060578231081308e-07,6.110816741511371e-09
1988,1.1813210676336894e-07,5.9965538645734284e-09
1989,1.3336136817088118e-07,7.683370828459601e-09
1990,1.2749843847359443e-07,5.448650863826288e-09
1991,1.1136783939491579e-07,9.96449056600568e-09
1992,1.195657830521668e-07,4.407955389584828e-09
1993,1.1023022494782708e-07,7.20096987594232e-09
1994,9.86411308190327e-08,7.912389743403025e-09
1995,1.1441371583487125e-07,5.422450655157007e-09
1996,1.1370136121513497e-07,5.3380919684542505e-09
1997,1.045287021383956e-07,3.3564260260021683e-09
1998,1.1109741393511285e-07,1.43043876743576e-09
1999,9.277508183913596e-08,6.398281460207045e-09
2000,1.4535324055486853e-07,8.836062881378837e-09
2001,1.0777780801163317e-07,8.762423675534592e-09
2002,1.231123292200209e-07,7.886198527540245e-09
2003,8.833876563585363e-08,1.166738428093339e-08
2004,1.0659594806838868e-07,4.404791309475797e-09
2005,1.531274875787858e-07,5.404499514582994e-09
2006,1.0006472450641013e-07,5.765045940631097e-09
2007,9.98619853476157e-08,5.192823504529542e-09
2008,8.812899920940254e-08,7.663391227152871e-09
2009,1.1586708126287704e-07,6.675469288452973e-09
2010,8.124924022467894e-08,6.613310177261411e-09
2011,8.833374920413917e-08,6.500752158800083e-09
2012,1.0042545284250082e-07,5.1063788752969685e-09
2013,1.1491194840118624e-07,3.904775058849452e-09
2014,1.1476859640424664e-07,1.1693403911827716e-08
2015,1.5117043972168176e-07,1.2856137487915476e-08
2016,2.464894635068049e-07,8.078226226837515e-09
2017,8.603390710959502e-08,3.7734170232894826e-09
2018,1.1048677350800062e-07,1.5488800242380307e-09
2019,1.1709033742590691e-07,3.316284080678855e-09
